TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4512.00000        8.41450
TAB:  Italy_Puglia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Italy_Puglia Confirmed 3/1/2020     39        3     4512        0        0        0        0        0
TAB:  Italy_Puglia Confirmed .            40        4     4512        0        0        0        0        0
TAB:  Italy_Puglia Confirmed 3/3/2020     41        6     4512        0        0        0        0        0
TAB:  Italy_Puglia Confirmed .            42        9     4512        0        0        0        0        0
TAB:  Italy_Puglia Confirmed 3/5/2020     43       14     4512     2583        1     2583     2583     2583
TAB:  Italy_Puglia Confirmed .            44       17     4512     2583        1     2583     2583     2583
TAB:  Italy_Puglia Confirmed 3/7/2020     45       26     4512     5584        1     5584     5584     5584
TAB:  Italy_Puglia Confirmed .            46       40     4512        0        0        0        0        0
TAB:  Italy_Puglia Confirmed 3/9/2020     47       50     4512        0        0        0        0        0
TAB:  Italy_Puglia Confirmed .            48       59     4512       83        1       83    31755     1250
TAB:  Italy_Puglia Confirmed 3/11/2020    49       77     4512      250        2      250     4584      750
TAB:  Italy_Puglia Confirmed .            50      104     4512      750        1      750     6417     2083
TAB:  Italy_Puglia Confirmed 3/13/2020    51      129     4512     2750        2     1250    10085     3250
TAB:  Italy_Puglia Confirmed .            52      166     4512     4917        2     3083     8251     5250
TAB:  Italy_Puglia Confirmed 3/15/2020    53      230     4512    -            1    20253    29588    26754
TAB:  Italy_Puglia Confirmed .            54      285     4512        0        0        0        0        0
TAB:  Italy_Puglia Confirmed 3/17/2020    55      340     4512    10251        1    10251    10251    10251
TAB:  Italy_Puglia Confirmed .            56      383     4512      583        1      583    29921    22420
TAB:  Italy_Puglia Confirmed 3/19/2020    57      478     4512    -            2     1416    33088    20420
TAB:  Italy_Puglia Confirmed .            58      581     4512     3417        1     3417    32088    21753
TAB:  Italy_Puglia Confirmed 3/21/2020    59      675     4512     4417        1     4417    26421    20253
TAB:  Italy_Puglia Confirmed .            60      786     4512    -            2     5417    28421    19086
TAB:  Italy_Puglia Confirmed 3/23/2020    61      906     4512     7084        2     2750    30088    17753
TAB:  Italy_Puglia Confirmed .            62     1005     4512    -            2     2417    23920    10251
TAB:  Italy_Puglia Confirmed 3/25/2020    63     1093     4512     1995        2     1848    29051     9536
TAB:  Italy_Puglia Confirmed .            64     1182     4512     1860        2     1647    20460     5367
TAB:  Italy_Puglia Confirmed 3/27/2020    65     1334     4512     3625        2     2516    16079     5075
TAB:  Italy_Puglia Confirmed .            66     1458     4512     3750        3     2917    14085     6251
TAB:  Italy_Puglia Confirmed 3/29/2020    67     1549     4512     3583        4     2917    27588     5584
TAB:  Italy_Puglia Confirmed .            68     1712     4512     3917        4     3583    10418     5917
TAB:  Italy_Puglia Confirmed 3/31/2020    69     1803     4512     3890        3     3589     9062     5095
TAB:  Italy_Puglia Confirmed .            70     1946     4512     4089        2     3840     8241     5003
TAB:  Italy_Puglia Confirmed 4/2/2020     71     2077     4512     4247        3     4065     8472     5247
TAB:  Italy_Puglia Confirmed .            72     2182     4512     4198        2     3484     6807     4842
TAB:  Italy_Puglia Confirmed 4/4/2020     73     2240     4512     4073        3     2688     6283     4436
TAB:  Italy_Puglia Confirmed .            74     2317     4512     3973        5     2542     5861     4004
TAB:  Italy_Puglia Confirmed 4/6/2020     75     2444     4512     3914        6     3139     5577     4028
TAB:  Italy_Puglia Confirmed .            76     2514     4512     3750        8     3250     5417     4250
TAB:  Italy_Puglia Confirmed 4/8/2020     77     2634     4512     3917       14     3583     5250     4417
TAB:  Italy_Puglia Confirmed .            78     2716     4512     3917       14     3750     6084     4584
TAB:  Italy_Puglia Confirmed 4/10/2020    79     2809     4512     3917       18     3917     5917     4584
TAB:  Italy_Puglia Confirmed .            80     2904     4512     4016       11     3936    15786     4572
TAB:  Italy_Puglia Confirmed 4/12/2020    81     2989     4512     4042        7     3995     8486     4420
TAB:  Italy_Puglia Confirmed .            82     3065     4512     4074        9     4040     6225     4387
TAB:  Italy_Puglia Confirmed 4/14/2020    83     3118     4512     4077        9     3516     4987     4291
TAB:  Italy_Puglia Confirmed .            84     3184     4512     4090       10     3545     4659     4209
TAB:  Italy_Puglia Confirmed 4/16/2020    85     3258     4512     4085        9     3878     4568     4200
TAB:  Italy_Puglia Confirmed .            86     3327     4512     4084       22     4084     5250     4417
TAB:  Italy_Puglia Confirmed 4/18/2020    87     3409     4512     4250       15     4084    10085     4584
TAB:  Italy_Puglia Confirmed .            88     3529     4512     4250       14     4250     8251     5084
TAB:  Italy_Puglia Confirmed 4/20/2020    89     3567     4512     4417       20     4250    16586     5250
TAB:  Italy_Puglia Confirmed .            90     3622     4512     4417       23     3917     8584     5250
TAB:  Italy_Puglia Confirmed 4/22/2020    91     3730     4512     4417       18     4417    17919     5917
TAB:  Italy_Puglia Confirmed .            92     3839     4512     4584       22     4584    11585     5750
TAB:  Italy_Puglia Confirmed 4/24/2020    93     3881     4512     4584       19     4584    21253     6084
TAB:  Italy_Puglia Confirmed .            94     3912     4512     4636       16     4011    16200     5782
TAB:  Italy_Puglia Confirmed 4/26/2020    95     3948     4512     4587        9     4006     7451     5245
TAB:  Italy_Puglia Confirmed .            96     3958     4512     4590       11     4011     5720     4880
TAB:  Italy_Puglia Confirmed 4/28/2020    97     3980     4512     4599       13     3997     5202     4704
TAB:  Italy_Puglia Confirmed .            98     4029     4512     4606       15     4113     5099     4683
TAB:  Italy_Puglia Confirmed 4/30/2020    99     4072     4512     4584       23     4250     4917     4584
TAB:  Italy_Puglia Confirmed .           100     4099     4512     4584       26     4250     4917     4584
TAB:  Italy_Puglia Confirmed 5/2/2020    101     4133     4512     4584       28     4417     4750     4584
TAB:  Italy_Puglia Confirmed .           102     4144     4512     4584       30     4250    24420     4750
TAB:  Italy_Puglia Confirmed 5/4/2020    103     4153     4512     4554       15     4164     5099     4476
TAB:  Italy_Puglia Confirmed .           104     4170     4512     4568       20     4200     4568     4384
TAB:  Italy_Puglia Confirmed 5/6/2020    105     4196     4512     4568       25     4292     4568     4430
TAB:  Italy_Puglia Confirmed .           106     4245     4512     4584       39     4417     4917     4750
TAB:  Italy_Puglia Confirmed 5/8/2020    107     4256     4512     4584       40     4417     4917     4750
TAB:  Italy_Puglia Confirmed .           108     4286     4512     4584       41     4417     5084     4750
TAB:  Italy_Puglia Confirmed 5/10/2020   109     4313     4512     4584       53     4584     5417     5084
TAB:  Italy_Puglia Confirmed .           110     4327     4512     4584       53     4417     5084     4750
TAB:  Italy_Puglia Confirmed 5/12/2020   111     4337     4512     4584       54     4417     5084     4750
TAB:  Italy_Puglia Confirmed .           112     4348     4512     4557       44     4386     4850     4605
TAB:  Italy_Puglia Confirmed 5/14/2020   113     4357     4512     4563       42     4371     4731     4611
TAB:  Italy_Puglia Confirmed .           114     4366     4512     4566       43     4425     4637     4566
TAB:  Italy_Puglia Confirmed 5/16/2020   115     4374     4512     4567       41     4428     4614     4521
TAB:  Italy_Puglia Confirmed .           116     4379     4512     4568       39     4430     4568     4522
TAB:  Italy_Puglia Confirmed 5/18/2020   117     4386     4512     4500       23     4431     4500     4477
TAB:  Italy_Puglia Confirmed .           118     4396     4512     4584       61     4417     4750     4584
TAB:  Italy_Puglia Confirmed 5/20/2020   119     4407     4512     4584       61     4417     5250     4750
TAB:  Italy_Puglia Confirmed .           120     4413     4512     4584       61     4417     5250     4750
TAB:  Italy_Puglia Confirmed 5/22/2020   121     4440     4512     4584       67     4584     4917     4917
TAB:  Italy_Puglia Confirmed .           122     4448     4512     4584       67     4584     5417     5417
TAB:  Italy_Puglia Confirmed 5/24/2020   123     4458     4512     4584       66     4584     6417     4750
TAB:  Italy_Puglia Confirmed .           124     4467     4512     4584       68     4584     7251     4750
TAB:  Italy_Puglia Confirmed 5/26/2020   125     4469     4512     4584       69     4584     5917     4917
TAB:  Italy_Puglia Confirmed .           126     4479     4512     4584       72     4584     5584     5084
TAB:  Italy_Puglia Confirmed 5/28/2020   127     4481     4512     4584       75     4584     5084     4917
TAB:  Italy_Puglia Confirmed .           128     4482     4512     4554       78     4554     8858     4854
TAB:  Italy_Puglia Confirmed 5/30/2020   129     4490     4512     4565       58     4514     5023     4692
TAB:  Italy_Puglia Confirmed .           130     4494     4512     4563       66     4515     4731     4659
TAB:  Italy_Puglia Confirmed 6/1/2020    131     4498     4512     4584       88     4584     4750     4750
TAB:  Italy_Puglia Confirmed .           132     4498     4512     4568       77     4522     4568     4568
TAB:  Italy_Puglia Confirmed 6/3/2020    133     4499     4512     4568       77     4522     4568     4568
TAB:  Italy_Puglia Confirmed .           134     4503     4512     4500       15     4500     4500     4500
TAB:  Italy_Puglia Confirmed 6/5/2020    135     4507     4512     4584       92     4584     4584     4584
TAB:  Italy_Puglia Confirmed .           136     4511     4512     4584       92     4584     4584     4584
TAB:  Italy_Puglia Confirmed 6/7/2020    137     4511     4512     4584       92     4584     4584     4584
TAB:  Italy_Puglia Confirmed .           138     4512     4512     4584       94     4584     4584     4584
TAB:  Italy_Puglia Confirmed 6/9/2020    139     4512     4512        0        0        0        0        0
AAA2     1 Italy_Puglia Confirmed cc1=  .939004 cc2=  .561039 lx=  4.41450 if=  36 il=  42 3/4/2020   n=   6 now=    4512 end=         82         9         0 U=     8.71 T=   48.9 p1= -98.2 p2=  5502.4 ed=    69 3/31/2020   x1=  36. x2=  42. y1=  1.48 y2=   .80     
GP: Confirmed Italy_Puglia 3/4/2020         42    4512       82       9        0     0    69 3/31/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .913965 cc2=  .505716 lx= 10.41450 if=  37 il=  42 3/4/2020   n=   5 now=    4512 end=      33339         9         0 U=    39.85 T=  125.9 p1= 638.9 p2=    13.5 ed=   219 8/28/2020   x1=  37. x2=  42. y1=  2.23 y2=  2.11     
GP: Confirmed Italy_Puglia 3/4/2020         42    4512    -           9        0     0   219 8/28/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .955053 cc2=  .601499 lx=  7.83450 if=  36 il=  43 3/5/2020   n=   7 now=    4512 end=       2526        14      2583 U=    17.04 T=   71.1 p1= -44.0 p2=   178.6 ed=   111 5/12/2020   x1=  36. x2=  43. y1=  2.06 y2=  1.65 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .955053 cc2=  .601499 lx=  7.83750 if=  36 il=  43 3/5/2020   n=   7 now=    4512 end=       2526        14      2583 U=    17.04 T=   71.1 p1= -44.0 p2=   178.6 ed=   111 5/12/2020   x1=  36. x2=  43. y1=  2.06 y2=  1.65 BEST
GP: Confirmed Italy_Puglia 3/5/2020         43    4512     2526      14     2583     1   111 5/12/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .937648 cc2=  .559683 lx= 10.41450 if=  37 il=  43 3/5/2020   n=   6 now=    4512 end=      33339        14      2583 U=    33.19 T=  111.1 p1= 638.9 p2=    13.5 ed=   189 7/29/2020   x1=  37. x2=  43. y1=  2.23 y2=  2.05     
GP: Confirmed Italy_Puglia 3/5/2020         43    4512    -          14     2583     1   189 7/29/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .970297 cc2=  .562048 lx= 10.41450 if=  38 il=  43 3/5/2020   n=   5 now=    4512 end=      33339        14      2583 U=    27.66 T=   99.7 p1= 638.9 p2=    13.5 ed=   165 7/5/2020    x1=  38. x2=  43. y1=  2.23 y2=  2.05     
GP: Confirmed Italy_Puglia 3/5/2020         43    4512    -          14     2583     1   165 7/5/2020  
AAA1     1 Italy_Puglia Confirmed cc1=  .968756 cc2=  .635422 lx=  7.84450 if=  36 il=  44 3/6/2020   n=   8 now=    4512 end=       2551        17      2583 U=    17.85 T=   72.8 p1= -43.5 p2=   176.9 ed=   114 5/15/2020   x1=  36. x2=  44. y1=  2.06 y2=  1.61 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .968756 cc2=  .635422 lx=  7.83950 if=  36 il=  44 3/6/2020   n=   8 now=    4512 end=       2551        17      2583 U=    17.85 T=   72.8 p1= -43.5 p2=   176.9 ed=   114 5/15/2020   x1=  36. x2=  44. y1=  2.06 y2=  1.61 BEST
GP: Confirmed Italy_Puglia 3/6/2020         44    4512     2551      17     2583     1   114 5/15/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .958730 cc2=  .605177 lx= 10.41450 if=  37 il=  44 3/6/2020   n=   7 now=    4512 end=      33339        17      2583 U=    33.97 T=  112.8 p1= 638.9 p2=    13.5 ed=   193 8/2/2020    x1=  37. x2=  44. y1=  2.23 y2=  2.03     
GP: Confirmed Italy_Puglia 3/6/2020         44    4512    -          17     2583     1   193 8/2/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .981446 cc2=  .603481 lx= 10.41450 if=  38 il=  44 3/6/2020   n=   6 now=    4512 end=      33339        17      2583 U=    29.12 T=  103.0 p1= 638.9 p2=    13.5 ed=   171 7/11/2020   x1=  38. x2=  44. y1=  2.23 y2=  2.03     
GP: Confirmed Italy_Puglia 3/6/2020         44    4512    -          17     2583     1   171 7/11/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .995865 cc2=  .587617 lx= 10.41450 if=  39 il=  44 3/6/2020   n=   5 now=    4512 end=      33339        17      2583 U=    24.27 T=   93.2 p1= 638.9 p2=    13.5 ed=   150 6/20/2020   x1=  39. x2=  44. y1=  2.23 y2=  2.03     
GP: Confirmed Italy_Puglia 3/6/2020         44    4512    -          17     2583     1   150 6/20/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .976446 cc2=  .660219 lx= 10.41450 if=  36 il=  45 3/7/2020   n=   9 now=    4512 end=      33339        26      5584 U=    23.99 T=   92.2 p1= 638.9 p2=    13.5 ed=   148 6/18/2020   x1=  36. x2=  45. y1=  2.34 y2=  1.97     
GP: Confirmed Italy_Puglia 3/7/2020         45    4512    -          26     5584     1   148 6/18/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .969051 cc2=  .635718 lx= 10.41450 if=  37 il=  45 3/7/2020   n=   8 now=    4512 end=      33339        26      5584 U=    30.34 T=  104.7 p1= 638.9 p2=    13.5 ed=   176 7/16/2020   x1=  37. x2=  45. y1=  2.23 y2=  1.97     
GP: Confirmed Italy_Puglia 3/7/2020         45    4512    -          26     5584     1   176 7/16/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .986653 cc2=  .633099 lx= 10.41450 if=  38 il=  45 3/7/2020   n=   7 now=    4512 end=      33339        26      5584 U=    26.54 T=   97.2 p1= 638.9 p2=    13.5 ed=   159 6/29/2020   x1=  38. x2=  45. y1=  2.23 y2=  1.97     
GP: Confirmed Italy_Puglia 3/7/2020         45    4512    -          26     5584     1   159 6/29/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .997228 cc2=  .619263 lx= 10.41450 if=  39 il=  45 3/7/2020   n=   6 now=    4512 end=      33339        26      5584 U=    22.75 T=   89.8 p1= 638.9 p2=    13.5 ed=   143 6/13/2020   x1=  39. x2=  45. y1=  2.23 y2=  1.97     
GP: Confirmed Italy_Puglia 3/7/2020         45    4512    -          26     5584     1   143 6/13/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .997082 cc2=  .588834 lx=  8.62450 if=  40 il=  45 3/7/2020   n=   5 now=    4512 end=       5566        26      5584 U=    16.71 T=   73.1 p1=  23.4 p2=    81.1 ed=   112 5/13/2020   x1=  40. x2=  45. y1=  1.98 y2=  1.68 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .997082 cc2=  .588834 lx=  8.62550 if=  40 il=  45 3/7/2020   n=   5 now=    4512 end=       5566        26      5584 U=    16.71 T=   73.1 p1=  23.4 p2=    81.1 ed=   112 5/13/2020   x1=  40. x2=  45. y1=  1.98 y2=  1.68 BEST
GP: Confirmed Italy_Puglia 3/7/2020         45    4512     5566      26     5584     1   112 5/13/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .980260 cc2=  .678749 lx= 10.41450 if=  36 il=  46 3/8/2020   n=  10 now=    4512 end=      33339        40         0 U=    22.87 T=   89.6 p1= 638.9 p2=    13.5 ed=   143 6/13/2020   x1=  36. x2=  46. y1=  2.34 y2=  1.91     
GP: Confirmed Italy_Puglia 3/8/2020         46    4512    -          40        0     0   143 6/13/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .973892 cc2=  .657665 lx= 10.41450 if=  37 il=  46 3/8/2020   n=   9 now=    4512 end=      33339        40         0 U=    27.62 T=   98.7 p1= 638.9 p2=    13.5 ed=   163 7/3/2020    x1=  37. x2=  46. y1=  2.23 y2=  1.91     
GP: Confirmed Italy_Puglia 3/8/2020         46    4512    -          40        0     0   163 7/3/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .988250 cc2=  .654917 lx= 10.41450 if=  38 il=  46 3/8/2020   n=   8 now=    4512 end=      33339        40         0 U=    24.56 T=   92.8 p1= 638.9 p2=    13.5 ed=   150 6/20/2020   x1=  38. x2=  46. y1=  2.23 y2=  1.91     
GP: Confirmed Italy_Puglia 3/8/2020         46    4512    -          40        0     0   150 6/20/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .996770 cc2=  .643217 lx= 10.41450 if=  39 il=  46 3/8/2020   n=   7 now=    4512 end=      33339        40         0 U=    21.49 T=   87.0 p1= 638.9 p2=    13.5 ed=   137 6/7/2020    x1=  39. x2=  46. y1=  2.23 y2=  1.91     
GP: Confirmed Italy_Puglia 3/8/2020         46    4512    -          40        0     0   137 6/7/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .996933 cc2=  .618968 lx= 10.41450 if=  40 il=  46 3/8/2020   n=   6 now=    4512 end=      33339        40         0 U=    20.38 T=   84.8 p1= 638.9 p2=    13.5 ed=   132 6/2/2020    x1=  40. x2=  46. y1=  2.20 y2=  1.91     
GP: Confirmed Italy_Puglia 3/8/2020         46    4512    -          40        0     0   132 6/2/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .995235 cc2=  .586987 lx= 10.41450 if=  41 il=  46 3/8/2020   n=   5 now=    4512 end=      33339        40         0 U=    20.12 T=   84.4 p1= 638.9 p2=    13.5 ed=   131 6/1/2020    x1=  41. x2=  46. y1=  2.15 y2=  1.91     
GP: Confirmed Italy_Puglia 3/8/2020         46    4512    -          40        0     0   131 6/1/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .984538 cc2=  .695863 lx= 10.41450 if=  36 il=  47 3/9/2020   n=  11 now=    4512 end=      33339        50         0 U=    23.35 T=   90.7 p1= 638.9 p2=    13.5 ed=   145 6/15/2020   x1=  36. x2=  47. y1=  2.34 y2=  1.87     
GP: Confirmed Italy_Puglia 3/9/2020         47    4512    -          50        0     0   145 6/15/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .979956 cc2=  .678445 lx= 10.41450 if=  37 il=  47 3/9/2020   n=  10 now=    4512 end=      33339        50         0 U=    27.81 T=   99.1 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  37. x2=  47. y1=  2.23 y2=  1.87     
GP: Confirmed Italy_Puglia 3/9/2020         47    4512    -          50        0     0   164 7/4/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .991346 cc2=  .675118 lx= 10.41450 if=  38 il=  47 3/9/2020   n=   9 now=    4512 end=      33339        50         0 U=    25.03 T=   93.9 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  38. x2=  47. y1=  2.23 y2=  1.87     
GP: Confirmed Italy_Puglia 3/9/2020         47    4512    -          50        0     0   152 6/22/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .997737 cc2=  .664404 lx= 10.41450 if=  39 il=  47 3/9/2020   n=   8 now=    4512 end=      33339        50         0 U=    22.25 T=   88.7 p1= 638.9 p2=    13.5 ed=   141 6/11/2020   x1=  39. x2=  47. y1=  2.23 y2=  1.87     
GP: Confirmed Italy_Puglia 3/9/2020         47    4512    -          50        0     0   141 6/11/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .997863 cc2=  .644310 lx= 10.41450 if=  40 il=  47 3/9/2020   n=   7 now=    4512 end=      33339        50         0 U=    21.33 T=   86.9 p1= 638.9 p2=    13.5 ed=   137 6/7/2020    x1=  40. x2=  47. y1=  2.20 y2=  1.87     
GP: Confirmed Italy_Puglia 3/9/2020         47    4512    -          50        0     0   137 6/7/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .996829 cc2=  .618865 lx= 10.41450 if=  41 il=  47 3/9/2020   n=   6 now=    4512 end=      33339        50         0 U=    21.26 T=   86.8 p1= 638.9 p2=    13.5 ed=   136 6/6/2020    x1=  41. x2=  47. y1=  2.15 y2=  1.87     
GP: Confirmed Italy_Puglia 3/9/2020         47    4512    -          50        0     0   136 6/6/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .994943 cc2=  .586695 lx= 10.41450 if=  42 il=  47 3/9/2020   n=   5 now=    4512 end=      33339        50         0 U=    21.36 T=   87.0 p1= 638.9 p2=    13.5 ed=   137 6/7/2020    x1=  42. x2=  47. y1=  2.11 y2=  1.87     
GP: Confirmed Italy_Puglia 3/9/2020         47    4512    -          50        0     0   137 6/7/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .987836 cc2=  .710486 lx= 10.41450 if=  36 il=  48 3/10/2020  n=  12 now=    4512 end=      33339        59        83 U=    24.15 T=   92.6 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  36. x2=  48. y1=  2.34 y2=  1.85     
GP: Confirmed Italy_Puglia 3/10/2020        48    4512    -          59       83     1   149 6/19/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .984592 cc2=  .695917 lx= 10.41450 if=  37 il=  48 3/10/2020  n=  11 now=    4512 end=      33339        59        83 U=    28.55 T=  100.7 p1= 638.9 p2=    13.5 ed=   168 7/8/2020    x1=  37. x2=  48. y1=  2.23 y2=  1.85     
GP: Confirmed Italy_Puglia 3/10/2020        48    4512    -          59       83     1   168 7/8/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .993230 cc2=  .691718 lx= 10.41450 if=  38 il=  48 3/10/2020  n=  10 now=    4512 end=      33339        59        83 U=    25.95 T=   95.9 p1= 638.9 p2=    13.5 ed=   157 6/27/2020   x1=  38. x2=  48. y1=  2.23 y2=  1.85     
GP: Confirmed Italy_Puglia 3/10/2020        48    4512    -          59       83     1   157 6/27/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .997469 cc2=  .681242 lx= 10.36450 if=  39 il=  48 3/10/2020  n=   9 now=    4512 end=      31713        59        83 U=    23.20 T=   90.7 p1= 602.9 p2=    14.2 ed=   145 6/15/2020   x1=  39. x2=  48. y1=  2.23 y2=  1.84     
GP: Confirmed Italy_Puglia 3/10/2020        48    4512    -          59       83     1   145 6/15/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .997224 cc2=  .663891 lx=  7.94450 if=  40 il=  48 3/10/2020  n=   8 now=    4512 end=       2820        59        83 U=    15.14 T=   68.5 p1= -37.5 p2=   160.0 ed=   104 5/5/2020    x1=  40. x2=  48. y1=  1.88 y2=  1.35     
GP: Confirmed Italy_Puglia 3/10/2020        48    4512     2820      59       83     1   104 5/5/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .996159 cc2=  .642606 lx=  7.18450 if=  41 il=  48 3/10/2020  n=   7 now=    4512 end=       1318        59        83 U=    12.69 T=   62.4 p1= -70.8 p2=   342.3 ed=    92 4/23/2020   x1=  41. x2=  48. y1=  1.69 y2=  1.13     
GP: Confirmed Italy_Puglia 3/10/2020        48    4512     1318      59       83     1    92 4/23/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .994466 cc2=  .616502 lx=  6.28450 if=  42 il=  48 3/10/2020  n=   6 now=    4512 end=        536        59        83 U=     9.74 T=   55.7 p1= -88.1 p2=   841.8 ed=    78 4/9/2020    x1=  42. x2=  48. y1=  1.41 y2=   .79     
GP: Confirmed Italy_Puglia 3/10/2020        48    4512      536      59       83     1    78 4/9/2020  
AAA1     1 Italy_Puglia Confirmed cc1=  .992451 cc2=  .584202 lx=  5.06450 if=  43 il=  48 3/10/2020  n=   5 now=    4512 end=        158        59        83 U=     5.56 T=   47.9 p1= -96.5 p2=  2855.7 ed=    61 3/23/2020   x1=  43. x2=  48. y1=   .89 y2=  -.01 BEST
