TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        7247.00000        8.88834
TAB:  US_Louisiana_Orleans Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     6824    6774     7095    16    89 4/20/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .992952 cc2=  .866964 lx=  8.82834 if=  52 il= 114 5/15/2020  n=  62 now=    7247 end=       6824      6774      7095 U=     9.58 T=   67.1 p1=  -5.8 p2=   106.2 ed=    89 4/20/2020   x1=  52. x2= 114. y1=  1.58 y2= -4.89     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     6824    6774     7095    16    89 4/20/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .992643 cc2=  .865643 lx=  8.82834 if=  53 il= 114 5/15/2020  n=  61 now=    7247 end=       6824      6774      7095 U=     9.49 T=   67.6 p1=  -5.8 p2=   106.2 ed=    89 4/20/2020   x1=  53. x2= 114. y1=  1.53 y2= -4.89     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     6824    6774     7095    16    89 4/20/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .996674 cc2=  .838560 lx=  8.84834 if=  75 il= 114 5/15/2020  n=  39 now=    7247 end=       6962      6774      7095 U=    14.28 T=   62.7 p1=  -3.9 p2=   104.1 ed=    96 4/27/2020   x1=  75. x2= 114. y1=  -.86 y2= -3.59 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .996757 cc2=  .838560 lx=  8.84534 if=  75 il= 114 5/15/2020  n=  39 now=    7247 end=       6962      6774      7095 U=    14.28 T=   62.7 p1=  -3.9 p2=   104.1 ed=    96 4/27/2020   x1=  75. x2= 114. y1=  -.86 y2= -3.59 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     6962    6774     7095    16    96 4/27/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .997761 cc2=  .837633 lx=  8.84834 if=  76 il= 114 5/15/2020  n=  38 now=    7247 end=       6962      6774      7095 U=    15.06 T=   59.9 p1=  -3.9 p2=   104.1 ed=    95 4/26/2020   x1=  76. x2= 114. y1= -1.07 y2= -3.59 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997767 cc2=  .837633 lx=  8.84934 if=  76 il= 114 5/15/2020  n=  38 now=    7247 end=       6962      6774      7095 U=    15.06 T=   59.9 p1=  -3.9 p2=   104.1 ed=    95 4/26/2020   x1=  76. x2= 114. y1= -1.07 y2= -3.59 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     6962    6774     7095    16    95 4/26/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .997883 cc2=  .835662 lx=  8.84834 if=  77 il= 114 5/15/2020  n=  37 now=    7247 end=       6962      6774      7095 U=    15.13 T=   59.6 p1=  -3.9 p2=   104.1 ed=    95 4/26/2020   x1=  77. x2= 114. y1= -1.15 y2= -3.59 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997947 cc2=  .835662 lx=  8.85134 if=  77 il= 114 5/15/2020  n=  37 now=    7247 end=       6962      6774      7095 U=    15.13 T=   59.6 p1=  -3.9 p2=   104.1 ed=    95 4/26/2020   x1=  77. x2= 114. y1= -1.15 y2= -3.59 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     6962    6774     7095    16    95 4/26/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .998090 cc2=  .833691 lx=  8.85834 if=  78 il= 114 5/15/2020  n=  36 now=    7247 end=       7032      6774      7095 U=    17.48 T=   56.6 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  78. x2= 114. y1= -1.22 y2= -3.28 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998226 cc2=  .833691 lx=  8.85334 if=  78 il= 114 5/15/2020  n=  36 now=    7247 end=       7032      6774      7095 U=    17.48 T=   56.6 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  78. x2= 114. y1= -1.22 y2= -3.28 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7032    6774     7095    16    97 4/28/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .998302 cc2=  .831635 lx=  8.85834 if=  79 il= 114 5/15/2020  n=  35 now=    7247 end=       7032      6774      7095 U=    18.03 T=   54.8 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  79. x2= 114. y1= -1.34 y2= -3.28 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998343 cc2=  .831635 lx=  8.85534 if=  79 il= 114 5/15/2020  n=  35 now=    7247 end=       7032      6774      7095 U=    18.03 T=   54.8 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  79. x2= 114. y1= -1.34 y2= -3.28 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7032    6774     7095    16    97 4/28/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .998218 cc2=  .829188 lx=  8.85834 if=  80 il= 114 5/15/2020  n=  34 now=    7247 end=       7032      6774      7095 U=    18.34 T=   53.8 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  80. x2= 114. y1= -1.43 y2= -3.28 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998239 cc2=  .829188 lx=  8.85634 if=  80 il= 114 5/15/2020  n=  34 now=    7247 end=       7032      6774      7095 U=    18.34 T=   53.8 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  80. x2= 114. y1= -1.43 y2= -3.28 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7032    6774     7095    16    97 4/28/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .998059 cc2=  .826560 lx=  8.85834 if=  81 il= 114 5/15/2020  n=  33 now=    7247 end=       7032      6774      7095 U=    18.29 T=   53.9 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  81. x2= 114. y1= -1.48 y2= -3.28 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998079 cc2=  .826560 lx=  8.85634 if=  81 il= 114 5/15/2020  n=  33 now=    7247 end=       7032      6774      7095 U=    18.29 T=   53.9 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  81. x2= 114. y1= -1.48 y2= -3.28 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7032    6774     7095    16    97 4/28/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .997885 cc2=  .823808 lx=  8.85834 if=  82 il= 114 5/15/2020  n=  32 now=    7247 end=       7032      6774      7095 U=    18.14 T=   54.4 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  82. x2= 114. y1= -1.52 y2= -3.28 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997901 cc2=  .823808 lx=  8.85634 if=  82 il= 114 5/15/2020  n=  32 now=    7247 end=       7032      6774      7095 U=    18.14 T=   54.4 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  82. x2= 114. y1= -1.52 y2= -3.28 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7032    6774     7095    16    97 4/28/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .997731 cc2=  .820954 lx=  8.85834 if=  83 il= 114 5/15/2020  n=  31 now=    7247 end=       7032      6774      7095 U=    18.15 T=   54.4 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  83. x2= 114. y1= -1.58 y2= -3.28 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997735 cc2=  .820954 lx=  8.85734 if=  83 il= 114 5/15/2020  n=  31 now=    7247 end=       7032      6774      7095 U=    18.15 T=   54.4 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  83. x2= 114. y1= -1.58 y2= -3.28 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7032    6774     7095    16    97 4/28/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .997474 cc2=  .814900 lx=  8.85834 if=  85 il= 114 5/15/2020  n=  29 now=    7247 end=       7032      6774      7095 U=    18.19 T=   54.3 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  85. x2= 114. y1= -1.69 y2= -3.28 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997497 cc2=  .814900 lx=  8.86034 if=  85 il= 114 5/15/2020  n=  29 now=    7247 end=       7032      6774      7095 U=    18.19 T=   54.3 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  85. x2= 114. y1= -1.69 y2= -3.28 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7032    6774     7095    16    97 4/28/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .997302 cc2=  .811607 lx=  8.85834 if=  86 il= 114 5/15/2020  n=  28 now=    7247 end=       7032      6774      7095 U=    18.20 T=   54.2 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  86. x2= 114. y1= -1.75 y2= -3.28 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997383 cc2=  .811607 lx=  8.86334 if=  86 il= 114 5/15/2020  n=  28 now=    7247 end=       7032      6774      7095 U=    18.20 T=   54.2 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  86. x2= 114. y1= -1.75 y2= -3.28 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7032    6774     7095    16    97 4/28/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .997327 cc2=  .808345 lx=  8.86834 if=  87 il= 114 5/15/2020  n=  27 now=    7247 end=       7103      6774      7095 U=    20.55 T=   51.4 p1=  -2.0 p2=   102.0 ed=    99 4/30/2020   x1=  87. x2= 114. y1= -1.73 y2= -3.05 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997340 cc2=  .808345 lx=  8.86634 if=  87 il= 114 5/15/2020  n=  27 now=    7247 end=       7103      6774      7095 U=    20.55 T=   51.4 p1=  -2.0 p2=   102.0 ed=    99 4/30/2020   x1=  87. x2= 114. y1= -1.73 y2= -3.05 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7103    6774     7095    16    99 4/30/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .997589 cc2=  .805139 lx=  8.87834 if=  88 il= 114 5/15/2020  n=  26 now=    7247 end=       7174      6774      7095 U=    22.91 T=   48.6 p1=  -1.0 p2=   101.0 ed=   102 5/3/2020    x1=  88. x2= 114. y1= -1.72 y2= -2.86 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997631 cc2=  .805139 lx=  8.87334 if=  88 il= 114 5/15/2020  n=  26 now=    7247 end=       7174      6774      7095 U=    22.91 T=   48.6 p1=  -1.0 p2=   101.0 ed=   102 5/3/2020    x1=  88. x2= 114. y1= -1.72 y2= -2.86 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7174    6774     7095    16   102 5/3/2020  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998833 cc2=  .802717 lx=  8.89834 if=  89 il= 114 5/15/2020  n=  25 now=    7247 end=       7319      6774      7095 U=    30.81 T=   35.2 p1=   1.0 p2=    99.0 ed=   107 5/8/2020    x1=  89. x2= 114. y1= -1.75 y2= -2.56     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7319    6774     7095    16   107 5/8/2020  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998716 cc2=  .798716 lx=  8.88834 if=  90 il= 114 5/15/2020  n=  24 now=    7247 end=       7246      6774      7095 U=    27.60 T=   39.6 p1=    .0 p2=   100.0 ed=   104 5/5/2020    x1=  90. x2= 114. y1= -1.83 y2= -2.70     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7246    6774     7095    16   104 5/5/2020  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998556 cc2=  .794432 lx=  8.89834 if=  91 il= 114 5/15/2020  n=  23 now=    7247 end=       7319      6774      7095 U=    30.54 T=   35.9 p1=   1.0 p2=    99.0 ed=   107 5/8/2020    x1=  91. x2= 114. y1= -1.80 y2= -2.56     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7319    6774     7095    16   107 5/8/2020  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998369 cc2=  .789855 lx=  8.89834 if=  92 il= 114 5/15/2020  n=  22 now=    7247 end=       7319      6774      7095 U=    31.47 T=   33.5 p1=   1.0 p2=    99.0 ed=   107 5/8/2020    x1=  92. x2= 114. y1= -1.86 y2= -2.56     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7319    6774     7095    16   107 5/8/2020  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998352 cc2=  .785151 lx=  8.88834 if=  93 il= 114 5/15/2020  n=  21 now=    7247 end=       7246      6774      7095 U=    28.16 T=   38.1 p1=    .0 p2=   100.0 ed=   104 5/5/2020    x1=  93. x2= 114. y1= -1.95 y2= -2.70     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7246    6774     7095    16   104 5/5/2020  
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .998232 cc2=  .780014 lx=  8.87834 if=  94 il= 114 5/15/2020  n=  20 now=    7247 end=       7174      6774      7095 U=    24.40 T=   44.3 p1=  -1.0 p2=   101.0 ed=   101 5/2/2020    x1=  94. x2= 114. y1= -2.04 y2= -2.86 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998246 cc2=  .780014 lx=  8.88234 if=  94 il= 114 5/15/2020  n=  20 now=    7247 end=       7174      6774      7095 U=    24.40 T=   44.3 p1=  -1.0 p2=   101.0 ed=   101 5/2/2020    x1=  94. x2= 114. y1= -2.04 y2= -2.86 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7174    6774     7095    16   101 5/2/2020  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997977 cc2=  .774371 lx=  8.88834 if=  95 il= 114 5/15/2020  n=  19 now=    7247 end=       7246      6774      7095 U=    27.89 T=   38.8 p1=    .0 p2=   100.0 ed=   104 5/5/2020    x1=  95. x2= 114. y1= -2.01 y2= -2.70     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7246    6774     7095    16   104 5/5/2020  
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .997699 cc2=  .768283 lx=  8.87834 if=  96 il= 114 5/15/2020  n=  18 now=    7247 end=       7174      6774      7095 U=    24.53 T=   44.0 p1=  -1.0 p2=   101.0 ed=   101 5/2/2020    x1=  96. x2= 114. y1= -2.12 y2= -2.86 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997706 cc2=  .768283 lx=  8.88134 if=  96 il= 114 5/15/2020  n=  18 now=    7247 end=       7174      6774      7095 U=    24.53 T=   44.0 p1=  -1.0 p2=   101.0 ed=   101 5/2/2020    x1=  96. x2= 114. y1= -2.12 y2= -2.86 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7174    6774     7095    16   101 5/2/2020  
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .997297 cc2=  .761595 lx=  8.87834 if=  97 il= 114 5/15/2020  n=  17 now=    7247 end=       7174      6774      7095 U=    23.81 T=   46.0 p1=  -1.0 p2=   101.0 ed=   102 5/3/2020    x1=  97. x2= 114. y1= -2.14 y2= -2.86 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997301 cc2=  .761595 lx=  8.88034 if=  97 il= 114 5/15/2020  n=  17 now=    7247 end=       7174      6774      7095 U=    23.81 T=   46.0 p1=  -1.0 p2=   101.0 ed=   102 5/3/2020    x1=  97. x2= 114. y1= -2.14 y2= -2.86 BEST
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7174    6774     7095    16   102 5/3/2020  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997270 cc2=  .754735 lx=  8.89834 if=  98 il= 114 5/15/2020  n=  16 now=    7247 end=       7319      6774      7095 U=    30.40 T=   36.2 p1=   1.0 p2=    99.0 ed=   107 5/8/2020    x1=  98. x2= 114. y1= -2.03 y2= -2.56     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7319    6774     7095    16   107 5/8/2020  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997158 cc2=  .747158 lx=  8.91834 if=  99 il= 114 5/15/2020  n=  15 now=    7247 end=       7467      6774      7095 U=    37.02 T=   27.8 p1=   3.0 p2=    97.1 ed=   115 5/16/2020   x1=  99. x2= 114. y1= -1.92 y2= -2.33     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7467    6774     7095    16   115 5/16/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997400 cc2=  .739201 lx=  9.04834 if= 100 il= 114 5/15/2020  n=  14 now=    7247 end=       8504      6774      7095 U=    82.53 T=   -8.2 p1=  17.3 p2=    85.2 ed=   186 7/26/2020   x1= 100. x2= 114. y1= -1.31 y2= -1.48     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     8504    6774     7095    16   186 7/26/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .996812 cc2=  .729551 lx=  9.08834 if= 101 il= 114 5/15/2020  n=  13 now=    7247 end=       8851      6774      7095 U=    98.83 T=  -16.3 p1=  22.1 p2=    81.9 ed=   216 8/25/2020   x1= 101. x2= 114. y1= -1.19 y2= -1.32     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     8851    6774     7095    16   216 8/25/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .996312 cc2=  .718962 lx=  8.97834 if= 102 il= 114 5/15/2020  n=  12 now=    7247 end=       7929      6774      7095 U=    59.09 T=    4.8 p1=   9.4 p2=    91.4 ed=   144 6/14/2020   x1= 102. x2= 114. y1= -1.65 y2= -1.85     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7929    6774     7095    16   144 6/14/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .995327 cc2=  .706651 lx=  8.95834 if= 103 il= 114 5/15/2020  n=  11 now=    7247 end=       7772      6774      7095 U=    51.76 T=   11.3 p1=   7.2 p2=    93.2 ed=   133 6/3/2020    x1= 103. x2= 114. y1= -1.77 y2= -1.98     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7772    6774     7095    16   133 6/3/2020  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .993937 cc2=  .692426 lx=  8.97834 if= 104 il= 114 5/15/2020  n=  10 now=    7247 end=       7929      6774      7095 U=    57.68 T=    7.4 p1=   9.4 p2=    91.4 ed=   143 6/13/2020   x1= 104. x2= 114. y1= -1.67 y2= -1.85     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     7929    6774     7095    16   143 6/13/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .993076 cc2=  .676848 lx= 10.88834 if= 105 il= 114 5/15/2020  n=   9 now=    7247 end=      53548      6774      7095 U=   754.47 T=  662.0 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 105. x2= 114. y1=   .74 y2=   .73     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247    -        6774     7095    16   999 undefine  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .990535 cc2=  .657202 lx= 10.88834 if= 106 il= 114 5/15/2020  n=   8 now=    7247 end=      53548      6774      7095 U=   752.73 T=  660.7 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 106. x2= 114. y1=   .74 y2=   .73     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247    -        6774     7095    16   999 undefine  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .986474 cc2=  .632920 lx= 10.88834 if= 107 il= 114 5/15/2020  n=   7 now=    7247 end=      53548      6774      7095 U=   756.21 T=  663.3 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 107. x2= 114. y1=   .74 y2=   .73     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247    -        6774     7095    16   999 undefine  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .979660 cc2=  .601696 lx= 10.88834 if= 108 il= 114 5/15/2020  n=   6 now=    7247 end=      53548      6774      7095 U=   837.09 T=  722.0 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 108. x2= 114. y1=   .73 y2=   .73     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247    -        6774     7095    16   999 undefine  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .982826 cc2=  .574578 lx=  8.82834 if= 109 il= 114 5/15/2020  n=   5 now=    7247 end=       6824      6774      7095 U=     4.82 T=   90.4 p1=  -5.8 p2=   106.2 ed=   101 5/2/2020    x1= 109. x2= 114. y1= -3.86 y2= -4.89     
GP: Confirmed US_Louisiana_Orleans 5/15/2020       114    7247     6824    6774     7095    16   101 5/2/2020  
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .993626 cc2=  .870535 lx=  8.82834 if=  50 il= 115 5/16/2020  n=  65 now=    7247 end=       6824      6781      7027 U=     9.47 T=   67.3 p1=  -5.8 p2=   106.2 ed=    89 4/20/2020   x1=  50. x2= 115. y1=  1.82 y2= -5.04     
GP: Confirmed US_Louisiana_Orleans 5/16/2020       115    7247     6824    6781     7027     9    89 4/20/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .993343 cc2=  .869308 lx=  8.82834 if=  51 il= 115 5/16/2020  n=  64 now=    7247 end=       6824      6781      7027 U=     9.47 T=   67.3 p1=  -5.8 p2=   106.2 ed=    89 4/20/2020   x1=  51. x2= 115. y1=  1.72 y2= -5.04     
GP: Confirmed US_Louisiana_Orleans 5/16/2020       115    7247     6824    6781     7027     9    89 4/20/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .993046 cc2=  .868046 lx=  8.82834 if=  52 il= 115 5/16/2020  n=  63 now=    7247 end=       6824      6781      7027 U=     9.51 T=   67.0 p1=  -5.8 p2=   106.2 ed=    89 4/20/2020   x1=  52. x2= 115. y1=  1.58 y2= -5.04     
GP: Confirmed US_Louisiana_Orleans 5/16/2020       115    7247     6824    6781     7027     9    89 4/20/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .992753 cc2=  .866765 lx=  8.82834 if=  53 il= 115 5/16/2020  n=  62 now=    7247 end=       6824      6781      7027 U=     9.43 T=   67.5 p1=  -5.8 p2=   106.2 ed=    89 4/20/2020   x1=  53. x2= 115. y1=  1.53 y2= -5.04     
GP: Confirmed US_Louisiana_Orleans 5/16/2020       115    7247     6824    6781     7027     9    89 4/20/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .996910 cc2=  .840736 lx=  8.84834 if=  75 il= 115 5/16/2020  n=  40 now=    7247 end=       6962      6781      7027 U=    14.44 T=   62.5 p1=  -3.9 p2=   104.1 ed=    96 4/27/2020   x1=  75. x2= 115. y1=  -.86 y2= -3.63     
GP: Confirmed US_Louisiana_Orleans 5/16/2020       115    7247     6962    6781     7027     9    96 4/27/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .997913 cc2=  .839799 lx=  8.84834 if=  76 il= 115 5/16/2020  n=  39 now=    7247 end=       6962      6781      7027 U=    15.23 T=   59.7 p1=  -3.9 p2=   104.1 ed=    95 4/26/2020   x1=  76. x2= 115. y1= -1.07 y2= -3.63     
GP: Confirmed US_Louisiana_Orleans 5/16/2020       115    7247     6962    6781     7027     9    95 4/26/2020 
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998020 cc2=  .837892 lx=  8.84834 if=  77 il= 115 5/16/2020  n=  38 now=    7247 end=       6962      6781      7027 U=    15.30 T=   59.4 p1=  -3.9 p2=   104.1 ed=    95 4/26/2020   x1=  77. x2= 115. y1= -1.15 y2= -3.63     
GP: Confirmed US_Louisiana_Orleans 5/16/2020       115    7247     6962    6781     7027     9    95 4/26/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .998216 cc2=  .835995 lx=  8.85834 if=  78 il= 115 5/16/2020  n=  37 now=    7247 end=       7032      6781      7027 U=    17.73 T=   56.3 p1=  -3.0 p2=   103.1 ed=    98 4/29/2020   x1=  78. x2= 115. y1= -1.22 y2= -3.31 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998363 cc2=  .835995 lx=  8.85334 if=  78 il= 115 5/16/2020  n=  37 now=    7247 end=       7032      6781      7027 U=    17.73 T=   56.3 p1=  -3.0 p2=   103.1 ed=    98 4/29/2020   x1=  78. x2= 115. y1= -1.22 y2= -3.31 BEST
GP: Confirmed US_Louisiana_Orleans 5/16/2020       115    7247     7032    6781     7027     9    98 4/29/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .998423 cc2=  .834024 lx=  8.85834 if=  79 il= 115 5/16/2020  n=  36 now=    7247 end=       7032      6781      7027 U=    18.28 T=   54.5 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  79. x2= 115. y1= -1.34 y2= -3.31 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998473 cc2=  .834024 lx=  8.85534 if=  79 il= 115 5/16/2020  n=  36 now=    7247 end=       7032      6781      7027 U=    18.28 T=   54.5 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  79. x2= 115. y1= -1.34 y2= -3.31 BEST
GP: Confirmed US_Louisiana_Orleans 5/16/2020       115    7247     7032    6781     7027     9    97 4/28/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .998352 cc2=  .831686 lx=  8.85834 if=  80 il= 115 5/16/2020  n=  35 now=    7247 end=       7032      6781      7027 U=    18.59 T=   53.4 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  80. x2= 115. y1= -1.43 y2= -3.31 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998380 cc2=  .831686 lx=  8.85634 if=  80 il= 115 5/16/2020  n=  35 now=    7247 end=       7032      6781      7027 U=    18.59 T=   53.4 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  80. x2= 115. y1= -1.43 y2= -3.31 BEST
GP: Confirmed US_Louisiana_Orleans 5/16/2020       115    7247     7032    6781     7027     9    97 4/28/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .998210 cc2=  .829179 lx=  8.85834 if=  81 il= 115 5/16/2020  n=  34 now=    7247 end=       7032      6781      7027 U=    18.56 T=   53.6 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  81. x2= 115. y1= -1.48 y2= -3.31 BEST
AAA2     1 US_Louisiana_Orleans Confirmed cc1=  .998237 cc2=  .829179 lx=  8.85634 if=  81 il= 115 5/16/2020  n=  34 now=    7247 end=       7032      6781      7027 U=    18.56 T=   53.6 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  81. x2= 115. y1= -1.48 y2= -3.31 BEST
GP: Confirmed US_Louisiana_Orleans 5/16/2020       115    7247     7032    6781     7027     9    97 4/28/2020 
AAA1     1 US_Louisiana_Orleans Confirmed cc1=  .998056 cc2=  .826557 lx=  8.85834 if=  82 il= 115 5/16/2020  n=  33 now=    7247 end=       7032      6781      7027 U=    18.42 T=   54.0 p1=  -3.0 p2=   103.1 ed=    97 4/28/2020   x1=  82. x2= 115. y1= -1.52 y2= -3.31 BEST
