TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3337.00000        8.11283
TAB:  US_Georgia_Cobb Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Georgia_Cobb Confirmed .            38        0     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed 3/1/2020     39        0     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed .            40        0     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed 3/3/2020     41        0     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed .            42        0     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed 3/5/2020     43        0     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed .            44        0     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed 3/7/2020     45        1     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed .            46        1     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed 3/9/2020     47        3     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed .            48        4     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed 3/11/2020    49        7     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed .            50        8     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed 3/13/2020    51        8     3337        0        0        0        0        0
TAB:  US_Georgia_Cobb Confirmed .            52       15     3337       61        2       61       61       61
TAB:  US_Georgia_Cobb Confirmed 3/15/2020    53       19     3337       61        2       61       61       61
TAB:  US_Georgia_Cobb Confirmed .            54       22     3337       91        2       58      492       91
TAB:  US_Georgia_Cobb Confirmed 3/17/2020    55       25     3337       61        3       61       73       70
TAB:  US_Georgia_Cobb Confirmed .            56       28     3337       60        5       60       61       61
TAB:  US_Georgia_Cobb Confirmed 3/19/2020    57       37     3337       61        4       61      184      184
TAB:  US_Georgia_Cobb Confirmed .            58       47     3337      184        4      184      554      431
TAB:  US_Georgia_Cobb Confirmed 3/21/2020    59       50     3337      184        4      184      308      308
TAB:  US_Georgia_Cobb Confirmed .            60       67     3337      308        2      308     1417      678
TAB:  US_Georgia_Cobb Confirmed 3/23/2020    61       79     3337      431        2      431     3143     1294
TAB:  US_Georgia_Cobb Confirmed .            62       86     3337      308        2      308     2034     1047
TAB:  US_Georgia_Cobb Confirmed 3/25/2020    63      101     3337      308        2      184     7705      801
TAB:  US_Georgia_Cobb Confirmed .            64      115     3337      554        3      308     2034     1047
TAB:  US_Georgia_Cobb Confirmed 3/27/2020    65      144     3337     1910        2      678    21020     2280
TAB:  US_Georgia_Cobb Confirmed .            66      181     3337     1294        1     1294    14979     6349
TAB:  US_Georgia_Cobb Confirmed 3/29/2020    67      222     3337     2157        1     2157    20773    12143
TAB:  US_Georgia_Cobb Confirmed .            68      245     3337     2773        1     2773    16705     4869
TAB:  US_Georgia_Cobb Confirmed 3/31/2020    69      279     3337      431        1      431    19540     4006
TAB:  US_Georgia_Cobb Confirmed .            70      293     3337      431        2      308    22992     3883
TAB:  US_Georgia_Cobb Confirmed 4/2/2020     71      329     3337      431        1      431    23485     4253
TAB:  US_Georgia_Cobb Confirmed .            72      381     3337      678        1      678    19047     9554
TAB:  US_Georgia_Cobb Confirmed 4/4/2020     73      428     3337     1047        1     1047    21389     8691
TAB:  US_Georgia_Cobb Confirmed .            74      456     3337     4130        2     1047    24472     5609
TAB:  US_Georgia_Cobb Confirmed 4/6/2020     75      515     3337     1417        2     1294    23485     6349
TAB:  US_Georgia_Cobb Confirmed .            76      550     3337     1417        2     1171    19170     4253
TAB:  US_Georgia_Cobb Confirmed 4/8/2020     77      588     3337     1411        2     1041     7981     3354
TAB:  US_Georgia_Cobb Confirmed .            78      629     3337     1399        2     1037     6470     2749
TAB:  US_Georgia_Cobb Confirmed 4/10/2020    79      662     3337     4984        2      876     4984     1949
TAB:  US_Georgia_Cobb Confirmed .            80      696     3337     1027        2      941     4208     1633
TAB:  US_Georgia_Cobb Confirmed 4/12/2020    81      714     3337      957        2      831     3551     1386
TAB:  US_Georgia_Cobb Confirmed .            82      782     3337     1339        4     1182     3231     1880
TAB:  US_Georgia_Cobb Confirmed 4/14/2020    83      895     3337     2824        3     1834     3348     2533
TAB:  US_Georgia_Cobb Confirmed .            84      924     3337     3020        5     2034    16705     2897
TAB:  US_Georgia_Cobb Confirmed 4/16/2020    85      990     3337     2157        3     2157     3760     2897
TAB:  US_Georgia_Cobb Confirmed .            86     1072     3337     2650        4     1664     5116     3267
TAB:  US_Georgia_Cobb Confirmed 4/18/2020    87     1100     3337     2650        4     1294     6102     3020
TAB:  US_Georgia_Cobb Confirmed .            88     1125     3337     2650        5     1171    12390     3020
TAB:  US_Georgia_Cobb Confirmed 4/20/2020    89     1196     3337     3020        5     1417    16828     3020
TAB:  US_Georgia_Cobb Confirmed .            90     1215     3337     2529        3     1437     5914     2966
TAB:  US_Georgia_Cobb Confirmed 4/22/2020    91     1272     3337     3020        7     1541     4130     3020
TAB:  US_Georgia_Cobb Confirmed .            92     1326     3337     3020        8     1664     3390     2773
TAB:  US_Georgia_Cobb Confirmed 4/24/2020    93     1368     3337     2897        9     1787     3020     2527
TAB:  US_Georgia_Cobb Confirmed .            94     1395     3337     2773       11     1787     2897     2527
TAB:  US_Georgia_Cobb Confirmed 4/26/2020    95     1428     3337     2494        3     1542     2821     2423
TAB:  US_Georgia_Cobb Confirmed .            96     1483     3337     2440        4     1871     2810     2440
TAB:  US_Georgia_Cobb Confirmed 4/28/2020    97     1515     3337     2404       10     1910     2773     2404
TAB:  US_Georgia_Cobb Confirmed .            98     1571     3337     2404       12     2034     3390     2527
TAB:  US_Georgia_Cobb Confirmed 4/30/2020    99     1614     3337     2527       14     2157     4376     2897
TAB:  US_Georgia_Cobb Confirmed .           100     1677     3337     2527       19     2280    16581     3020
TAB:  US_Georgia_Cobb Confirmed 5/2/2020    101     1749     3337     2650       17     2527    22499     3883
TAB:  US_Georgia_Cobb Confirmed .           102     1768     3337     2650       17     2650    14609     3883
TAB:  US_Georgia_Cobb Confirmed 5/4/2020    103     1840     3337     2773       14     2650    23239     4499
TAB:  US_Georgia_Cobb Confirmed .           104     1886     3337     2773       16     2527    23978     4499
TAB:  US_Georgia_Cobb Confirmed 5/6/2020    105     1999     3337     2897       14     2897    23978     3513
TAB:  US_Georgia_Cobb Confirmed .           106     2024     3337     3020       19     3020     9308     3636
TAB:  US_Georgia_Cobb Confirmed 5/8/2020    107     2072     3337     3020       17     2280    17937     3760
TAB:  US_Georgia_Cobb Confirmed .           108     2128     3337     3143       12     2404     9924     3883
TAB:  US_Georgia_Cobb Confirmed 5/10/2020   109     2175     3337     3143       14     2404    20403     4006
TAB:  US_Georgia_Cobb Confirmed .           110     2186     3337     3143       15     2280    22252     3883
TAB:  US_Georgia_Cobb Confirmed 5/12/2020   111     2253     3337     3267       16     2527    20157     4253
TAB:  US_Georgia_Cobb Confirmed .           112     2280     3337     3252       12     2553    10240     3843
TAB:  US_Georgia_Cobb Confirmed 5/14/2020   113     2363     3337     3267       16     3020     9554     4869
TAB:  US_Georgia_Cobb Confirmed .           114     2395     3337     3267       13     3143     8198     4746
TAB:  US_Georgia_Cobb Confirmed 5/16/2020   115     2400     3337     3390       13     2527    12020     4623
TAB:  US_Georgia_Cobb Confirmed .           116     2406     3337     3314       10     2434     5349     3534
TAB:  US_Georgia_Cobb Confirmed 5/18/2020   117     2429     3337     3302       11     2450     4699     3397
TAB:  US_Georgia_Cobb Confirmed .           118     2503     3337     3300        9     2880     4337     3498
TAB:  US_Georgia_Cobb Confirmed 5/20/2020   119     2584     3337     3369        8     3264     4453     3686
TAB:  US_Georgia_Cobb Confirmed .           120     2625     3337     3390       15     3390     8568     4130
TAB:  US_Georgia_Cobb Confirmed 5/22/2020   121     2655     3337     3390       13     2897     8938     4006
TAB:  US_Georgia_Cobb Confirmed .           122     2661     3337     3390       13     2650    10910     3883
TAB:  US_Georgia_Cobb Confirmed 5/24/2020   123     2702     3337     3513       13     2773     7705     4006
TAB:  US_Georgia_Cobb Confirmed .           124     2795     3337     3513       13     3390    13992     4253
TAB:  US_Georgia_Cobb Confirmed 5/26/2020   125     2854     3337     3636       11     3513    20403     4253
TAB:  US_Georgia_Cobb Confirmed .           126     2907     3337     3636       14     3513     7705     4376
TAB:  US_Georgia_Cobb Confirmed 5/28/2020   127     2948     3337     3636       12     3267    14485     4623
TAB:  US_Georgia_Cobb Confirmed .           128     2987     3337     3760        9     3143    10171     4499
TAB:  US_Georgia_Cobb Confirmed 5/30/2020   129     3009     3337     3760       12     3143    10171     4499
TAB:  US_Georgia_Cobb Confirmed .           130     3027     3337     3760       12     3020    23978     4623
TAB:  US_Georgia_Cobb Confirmed 6/1/2020    131     3052     3337     3760       13     3143    18307     4746
TAB:  US_Georgia_Cobb Confirmed .           132     3056     3337     3807        6     3119     8867     4397
TAB:  US_Georgia_Cobb Confirmed 6/3/2020    133     3097     3337     3760       12     3143     6595     4499
TAB:  US_Georgia_Cobb Confirmed .           134     3165     3337     3792        5     3515     6033     4314
TAB:  US_Georgia_Cobb Confirmed 6/5/2020    135     3223     3337     3883       13     3760     6225     4746
TAB:  US_Georgia_Cobb Confirmed .           136     3242     3337     3883       13     3883     5979     4746
TAB:  US_Georgia_Cobb Confirmed 6/7/2020    137     3249     3337     3883       14     3267     5609     4623
TAB:  US_Georgia_Cobb Confirmed .           138     3298     3337     4499       13     3513     5362     4623
TAB:  US_Georgia_Cobb Confirmed 6/9/2020    139     3337     3337     4006       12     3636     5362     4499
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .976859 cc2=  .568610 lx=  4.11283 if=  45 il=  50 3/12/2020  n=   5 now=    3337 end=         61         8         0 U=     7.10 T=   55.0 p1= -98.2 p2=  5470.5 ed=    71 4/2/2020    x1=  45. x2=  50. y1=  1.41 y2=   .71     
GP: Confirmed US_Georgia_Cobb 3/12/2020        50    3337       61       8        0     0    71 4/2/2020  
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .963141 cc2=  .585176 lx=  4.11283 if=  45 il=  51 3/13/2020  n=   6 now=    3337 end=         61         8         0 U=     8.52 T=   57.0 p1= -98.2 p2=  5470.5 ed=    77 4/8/2020    x1=  45. x2=  51. y1=  1.41 y2=   .71     
GP: Confirmed US_Georgia_Cobb 3/13/2020        51    3337       61       8        0     0    77 4/8/2020  
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .946005 cc2=  .537756 lx=  4.11283 if=  46 il=  51 3/13/2020  n=   5 now=    3337 end=         61         8         0 U=     7.10 T=   56.0 p1= -98.2 p2=  5470.5 ed=    72 4/3/2020    x1=  46. x2=  51. y1=  1.41 y2=   .71     
GP: Confirmed US_Georgia_Cobb 3/13/2020        51    3337       61       8        0     0    72 4/3/2020  
AAA1     1 US_Georgia_Cobb Confirmed cc1=  .973802 cc2=  .620249 lx=  4.45283 if=  45 il=  52 3/14/2020  n=   7 now=    3337 end=         85        15        61 U=     7.47 T=   56.2 p1= -97.5 p2=  3925.9 ed=    73 4/4/2020    x1=  45. x2=  52. y1=  1.49 y2=   .56 BEST
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .973802 cc2=  .620249 lx=  4.45683 if=  45 il=  52 3/14/2020  n=   7 now=    3337 end=         85        15        61 U=     7.47 T=   56.2 p1= -97.5 p2=  3925.9 ed=    73 4/4/2020    x1=  45. x2=  52. y1=  1.49 y2=   .56 BEST
GP: Confirmed US_Georgia_Cobb 3/14/2020        52    3337       85      15       61     2    73 4/4/2020  
AAA1     1 US_Georgia_Cobb Confirmed cc1=  .965300 cc2=  .587335 lx=  4.11283 if=  46 il=  52 3/14/2020  n=   6 now=    3337 end=         61        15        61 U=     5.59 T=   53.9 p1= -98.2 p2=  5470.5 ed=    67 3/29/2020   x1=  46. x2=  52. y1=  1.41 y2=   .34 BEST
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .965331 cc2=  .587335 lx=  4.02883 if=  46 il=  52 3/14/2020  n=   6 now=    3337 end=         61        15        61 U=     5.59 T=   53.9 p1= -98.2 p2=  5470.5 ed=    67 3/29/2020   x1=  46. x2=  52. y1=  1.41 y2=   .34 BEST
GP: Confirmed US_Georgia_Cobb 3/14/2020        52    3337       61      15       61     2    67 3/29/2020 
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .961291 cc2=  .553043 lx= 10.11283 if=  47 il=  52 3/14/2020  n=   5 now=    3337 end=      24657        15        61 U=    25.42 T=  102.9 p1= 638.9 p2=    13.5 ed=   162 7/2/2020    x1=  47. x2=  52. y1=  2.20 y2=  2.00     
GP: Confirmed US_Georgia_Cobb 3/14/2020        52    3337    -          15       61     2   162 7/2/2020  
AAA1     1 US_Georgia_Cobb Confirmed cc1=  .981567 cc2=  .648233 lx=  4.75283 if=  45 il=  53 3/15/2020  n=   8 now=    3337 end=        115        19        61 U=     8.28 T=   57.9 p1= -96.6 p2=  2901.7 ed=    77 4/8/2020    x1=  45. x2=  53. y1=  1.56 y2=   .59 BEST
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .981567 cc2=  .648233 lx=  4.74883 if=  45 il=  53 3/15/2020  n=   8 now=    3337 end=        115        19        61 U=     8.28 T=   57.9 p1= -96.6 p2=  2901.7 ed=    77 4/8/2020    x1=  45. x2=  53. y1=  1.56 y2=   .59 BEST
GP: Confirmed US_Georgia_Cobb 3/15/2020        53    3337      115      19       61     2    77 4/8/2020  
AAA1     1 US_Georgia_Cobb Confirmed cc1=  .976609 cc2=  .623055 lx=  4.32283 if=  46 il=  53 3/15/2020  n=   7 now=    3337 end=         75        19        61 U=     6.12 T=   55.0 p1= -97.8 p2=  4449.3 ed=    69 3/31/2020   x1=  46. x2=  53. y1=  1.46 y2=   .32 BEST
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .976609 cc2=  .623055 lx=  4.32083 if=  46 il=  53 3/15/2020  n=   7 now=    3337 end=         75        19        61 U=     6.12 T=   55.0 p1= -97.8 p2=  4449.3 ed=    69 3/31/2020   x1=  46. x2=  53. y1=  1.46 y2=   .32 BEST
GP: Confirmed US_Georgia_Cobb 3/15/2020        53    3337       75      19       61     2    69 3/31/2020 
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .975980 cc2=  .598016 lx= 10.11283 if=  47 il=  53 3/15/2020  n=   6 now=    3337 end=      24657        19        61 U=    26.19 T=  104.6 p1= 638.9 p2=    13.5 ed=   166 7/6/2020    x1=  47. x2=  53. y1=  2.20 y2=  1.97     
GP: Confirmed US_Georgia_Cobb 3/15/2020        53    3337    -          19       61     2   166 7/6/2020  
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .961767 cc2=  .553519 lx= 10.11283 if=  48 il=  53 3/15/2020  n=   5 now=    3337 end=      24657        19        61 U=    25.42 T=  103.1 p1= 638.9 p2=    13.5 ed=   163 7/3/2020    x1=  48. x2=  53. y1=  2.17 y2=  1.97     
GP: Confirmed US_Georgia_Cobb 3/15/2020        53    3337    -          19       61     2   163 7/3/2020  
AAA1     1 US_Georgia_Cobb Confirmed cc1=  .986468 cc2=  .670240 lx=  4.54283 if=  45 il=  54 3/16/2020  n=   9 now=    3337 end=         93        22        91 U=     7.89 T=   56.9 p1= -97.2 p2=  3588.2 ed=    75 4/6/2020    x1=  45. x2=  54. y1=  1.51 y2=   .37 BEST
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .986468 cc2=  .670240 lx=  4.53983 if=  45 il=  54 3/16/2020  n=   9 now=    3337 end=         93        22        91 U=     7.89 T=   56.9 p1= -97.2 p2=  3588.2 ed=    75 4/6/2020    x1=  45. x2=  54. y1=  1.51 y2=   .37 BEST
GP: Confirmed US_Georgia_Cobb 3/16/2020        54    3337       93      22       91     2    75 4/6/2020  
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .983587 cc2=  .650254 lx=  4.20283 if=  46 il=  54 3/16/2020  n=   8 now=    3337 end=         66        22        91 U=     6.02 T=   54.6 p1= -98.0 p2=  5056.1 ed=    68 3/30/2020   x1=  46. x2=  54. y1=  1.44 y2=   .11     
GP: Confirmed US_Georgia_Cobb 3/16/2020        54    3337       66      22       91     2    68 3/30/2020 
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .982583 cc2=  .629030 lx=  8.11283 if=  47 il=  54 3/16/2020  n=   7 now=    3337 end=       3336        22        91 U=    20.95 T=   87.8 p1=    .0 p2=   100.0 ed=   137 6/7/2020    x1=  47. x2=  54. y1=  1.95 y2=  1.61     
GP: Confirmed US_Georgia_Cobb 3/16/2020        54    3337     3336      22       91     2   137 6/7/2020  
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .974066 cc2=  .596102 lx=  6.20283 if=  48 il=  54 3/16/2020  n=   6 now=    3337 end=        494        22        91 U=    13.73 T=   69.6 p1= -85.2 p2=   675.5 ed=   102 5/3/2020    x1=  48. x2=  54. y1=  1.57 y2=  1.14     
GP: Confirmed US_Georgia_Cobb 3/16/2020        54    3337      494      22       91     2   102 5/3/2020  
AAA1     1 US_Georgia_Cobb Confirmed cc1=  .958294 cc2=  .550046 lx=  4.60283 if=  49 il=  54 3/16/2020  n=   5 now=    3337 end=         99        22        91 U=     8.87 T=   57.7 p1= -97.0 p2=  3370.7 ed=    78 4/9/2020    x1=  49. x2=  54. y1=   .98 y2=   .41 BEST
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .958294 cc2=  .550046 lx=  4.60383 if=  49 il=  54 3/16/2020  n=   5 now=    3337 end=         99        22        91 U=     8.87 T=   57.7 p1= -97.0 p2=  3370.7 ed=    78 4/9/2020    x1=  49. x2=  54. y1=   .98 y2=   .41 BEST
GP: Confirmed US_Georgia_Cobb 3/16/2020        54    3337       99      22       91     2    78 4/9/2020  
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .989508 cc2=  .687996 lx=  4.30283 if=  45 il=  55 3/17/2020  n=  10 now=    3337 end=         73        25        61 U=     7.25 T=   55.6 p1= -97.8 p2=  4571.2 ed=    72 4/3/2020    x1=  45. x2=  55. y1=  1.46 y2=   .08     
GP: Confirmed US_Georgia_Cobb 3/17/2020        55    3337       73      25       61     3    72 4/3/2020  
AAA1     1 US_Georgia_Cobb Confirmed cc1=  .987824 cc2=  .671596 lx=  4.11283 if=  46 il=  55 3/17/2020  n=   9 now=    3337 end=         61        25        61 U=     5.90 T=   54.3 p1= -98.2 p2=  5470.5 ed=    68 3/30/2020   x1=  46. x2=  55. y1=  1.41 y2=  -.11 BEST
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .987847 cc2=  .671596 lx=  4.05683 if=  46 il=  55 3/17/2020  n=   9 now=    3337 end=         61        25        61 U=     5.90 T=   54.3 p1= -98.2 p2=  5470.5 ed=    68 3/30/2020   x1=  46. x2=  55. y1=  1.41 y2=  -.11 BEST
GP: Confirmed US_Georgia_Cobb 3/17/2020        55    3337       61      25       61     3    68 3/30/2020 
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .985879 cc2=  .652546 lx=  5.10283 if=  47 il=  55 3/17/2020  n=   8 now=    3337 end=        164        25        61 U=    10.61 T=   61.7 p1= -95.1 p2=  2034.8 ed=    86 4/17/2020   x1=  47. x2=  55. y1=  1.39 y2=   .63     
GP: Confirmed US_Georgia_Cobb 3/17/2020        55    3337      164      25       61     3    86 4/17/2020 
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .981007 cc2=  .627454 lx=  4.26283 if=  48 il=  55 3/17/2020  n=   7 now=    3337 end=         71        25        61 U=     6.91 T=   55.3 p1= -97.9 p2=  4700.0 ed=    71 4/2/2020    x1=  48. x2=  55. y1=  1.06 y2=   .04     
GP: Confirmed US_Georgia_Cobb 3/17/2020        55    3337       71      25       61     3    71 4/2/2020  
AAA1     1 US_Georgia_Cobb Confirmed cc1=  .972662 cc2=  .594698 lx=  4.11283 if=  49 il=  55 3/17/2020  n=   6 now=    3337 end=         61        25        61 U=     6.78 T=   54.2 p1= -98.2 p2=  5470.5 ed=    70 4/1/2020    x1=  49. x2=  55. y1=   .77 y2=  -.11 BEST
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .972958 cc2=  .594698 lx=  4.01283 if=  49 il=  55 3/17/2020  n=   6 now=    3337 end=         61        25        61 U=     6.78 T=   54.2 p1= -98.2 p2=  5470.5 ed=    70 4/1/2020    x1=  49. x2=  55. y1=   .77 y2=  -.11 BEST
GP: Confirmed US_Georgia_Cobb 3/17/2020        55    3337       61      25       61     3    70 4/1/2020  
AAA1     1 US_Georgia_Cobb Confirmed cc1=  .976626 cc2=  .568378 lx=  4.11283 if=  50 il=  55 3/17/2020  n=   5 now=    3337 end=         61        25        61 U=     6.08 T=   54.3 p1= -98.2 p2=  5470.5 ed=    68 3/30/2020   x1=  50. x2=  55. y1=   .71 y2=  -.11 BEST
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .977763 cc2=  .568378 lx=  4.01283 if=  50 il=  55 3/17/2020  n=   5 now=    3337 end=         61        25        61 U=     6.08 T=   54.3 p1= -98.2 p2=  5470.5 ed=    68 3/30/2020   x1=  50. x2=  55. y1=   .71 y2=  -.11 BEST
GP: Confirmed US_Georgia_Cobb 3/17/2020        55    3337       61      25       61     3    68 3/30/2020 
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .991645 cc2=  .702970 lx=  4.13283 if=  45 il=  56 3/18/2020  n=  11 now=    3337 end=         62        28        60 U=     6.70 T=   54.5 p1= -98.1 p2=  5382.3 ed=    70 4/1/2020    x1=  45. x2=  56. y1=  1.42 y2=  -.22     
GP: Confirmed US_Georgia_Cobb 3/18/2020        56    3337       62      28       60     5    70 4/1/2020  
AAA1     1 US_Georgia_Cobb Confirmed cc1=  .990499 cc2=  .688988 lx=  4.11283 if=  46 il=  56 3/18/2020  n=  10 now=    3337 end=         61        28        60 U=     6.02 T=   54.5 p1= -98.2 p2=  5470.5 ed=    68 3/30/2020   x1=  46. x2=  56. y1=  1.41 y2=  -.25 BEST
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .990722 cc2=  .688988 lx=  4.01283 if=  46 il=  56 3/18/2020  n=  10 now=    3337 end=         61        28        60 U=     6.02 T=   54.5 p1= -98.2 p2=  5470.5 ed=    68 3/30/2020   x1=  46. x2=  56. y1=  1.41 y2=  -.25 BEST
GP: Confirmed US_Georgia_Cobb 3/18/2020        56    3337       61      28       60     5    68 3/30/2020 
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .988666 cc2=  .672438 lx=  4.27283 if=  47 il=  56 3/18/2020  n=   9 now=    3337 end=         71        28        60 U=     7.40 T=   55.5 p1= -97.9 p2=  4700.0 ed=    73 4/4/2020    x1=  47. x2=  56. y1=  1.16 y2=  -.06     
GP: Confirmed US_Georgia_Cobb 3/18/2020        56    3337       71      28       60     5    73 4/4/2020  
AAA1     1 US_Georgia_Cobb Confirmed cc1=  .986032 cc2=  .652699 lx=  4.11283 if=  48 il=  56 3/18/2020  n=   8 now=    3337 end=         61        28        60 U=     6.40 T=   54.4 p1= -98.2 p2=  5470.5 ed=    69 3/31/2020   x1=  48. x2=  56. y1=  1.00 y2=  -.25 BEST
AAA2     1 US_Georgia_Cobb Confirmed cc1=  .986233 cc2=  .652699 lx=  4.01283 if=  48 il=  56 3/18/2020  n=   8 now=    3337 end=         61        28        60 U=     6.40 T=   54.4 p1= -98.2 p2=  5470.5 ed=    69 3/31/2020   x1=  48. x2=  56. y1=  1.00 y2=  -.25 BEST
GP: Confirmed US_Georgia_Cobb 3/18/2020        56    3337       61      28       60     5    69 3/31/2020 
AAA1     1 US_Georgia_Cobb Confirmed cc1=  .980502 cc2=  .626949 lx=  4.11283 if=  49 il=  56 3/18/2020  n=   7 now=    3337 end=         61        28        60 U=     6.86 T=   54.3 p1= -98.2 p2=  5470.5 ed=    70 4/1/2020    x1=  49. x2=  56. y1=   .77 y2=  -.25 BEST
