TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       19000.00000        9.85219
TAB:  US_New_Jersey_Hudson Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_New_Jersey_Hudson Confirmed .            40        0    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/3/2020     41        0    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            42        0    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/5/2020     43        0    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            44        0    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/7/2020     45        0    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            46        1    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/9/2020     47        1    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            48        1    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/11/2020    49        1    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            50        1    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/13/2020    51        4    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            52        5    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/15/2020    53        5    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            54       19    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/17/2020    55       24    19000     1754        1     1754     1754     1754
TAB:  US_New_Jersey_Hudson Confirmed .            56       34    19000      350        2      350    14390    14390
TAB:  US_New_Jersey_Hudson Confirmed 3/19/2020    57       55    19000      350        2      350     5966     1052
TAB:  US_New_Jersey_Hudson Confirmed .            58       66    19000      350        4      350    31939     1052
TAB:  US_New_Jersey_Hudson Confirmed 3/21/2020    59       97    19000      350        4      350     8774     1052
TAB:  US_New_Jersey_Hudson Confirmed .            60      126    19000     1052        3      350    84586     2456
TAB:  US_New_Jersey_Hudson Confirmed 3/23/2020    61      190    19000     1754        2     1052   102837     3158
TAB:  US_New_Jersey_Hudson Confirmed .            62      234    19000     1754        2     1754    48786     3860
TAB:  US_New_Jersey_Hudson Confirmed 3/25/2020    63      260    19000     2586        3      287    32471     2586
TAB:  US_New_Jersey_Hudson Confirmed .            64      441    19000     5966        2     5966    45978    10880
TAB:  US_New_Jersey_Hudson Confirmed 3/27/2020    65      594    19000    13688        1    13688    98625    19303
TAB:  US_New_Jersey_Hudson Confirmed .            66      771    19000    24217        1    24217    65633    38256
TAB:  US_New_Jersey_Hudson Confirmed 3/29/2020    67      974    19000     5264        1     5264    95115    54401
TAB:  US_New_Jersey_Hudson Confirmed .            68     1314    19000     5966        1     5966   117578    67739
TAB:  US_New_Jersey_Hudson Confirmed 3/31/2020    69     1606    19000     7370        1     7370    85990    76162
TAB:  US_New_Jersey_Hudson Confirmed .            70     1910    19000    13688        2     7370   139339    72652
TAB:  US_New_Jersey_Hudson Confirmed 4/2/2020     71     2270    19000     6668        1     6668   128107    63527
TAB:  US_New_Jersey_Hudson Confirmed .            72     2835    19000    29833        2    12986   139339    62825
TAB:  US_New_Jersey_Hudson Confirmed 4/4/2020     73     3491    19000    22813        1    22813   137935    85288
TAB:  US_New_Jersey_Hudson Confirmed .            74     3924    19000    55805        2    22813   132319    95115
TAB:  US_New_Jersey_Hudson Confirmed 4/6/2020     75     4395    19000    24919        2     8072   133723    44574
TAB:  US_New_Jersey_Hudson Confirmed .            76     4949    19000    18601        2     8072   136531    45276
TAB:  US_New_Jersey_Hudson Confirmed 4/8/2020     77     5437    19000     9476        2     8774   111260    34045
TAB:  US_New_Jersey_Hudson Confirmed .            78     5879    19000     9364        2     8760    86095    26886
TAB:  US_New_Jersey_Hudson Confirmed 4/10/2020    79     6411    19000    12811        2    10015    69645    23059
TAB:  US_New_Jersey_Hudson Confirmed .            80     6851    19000    11909        2    10443    56983    18139
TAB:  US_New_Jersey_Hudson Confirmed 4/12/2020    81     7469    19000    12066        2    12066    59368    20433
TAB:  US_New_Jersey_Hudson Confirmed .            82     7879    19000    14018        3    12529    41062    18980
TAB:  US_New_Jersey_Hudson Confirmed 4/14/2020    83     8242    19000    13291        3    11198    35689    16640
TAB:  US_New_Jersey_Hudson Confirmed .            84     8511    19000    11920        2     9801    30992    14392
TAB:  US_New_Jersey_Hudson Confirmed 4/16/2020    85     9165    19000    14487        3    12921    27800    15114
TAB:  US_New_Jersey_Hudson Confirmed .            86     9636    19000    13817        4    13817    25580    16652
TAB:  US_New_Jersey_Hudson Confirmed 4/18/2020    87     9956    19000    14390        8    13688    25621    18601
TAB:  US_New_Jersey_Hudson Confirmed .            88    10486    19000    14390        9    14390    24217    18601
TAB:  US_New_Jersey_Hudson Confirmed 4/20/2020    89    11150    19000    15794       10    15092    35448    20005
TAB:  US_New_Jersey_Hudson Confirmed .            90    11221    19000    15794       10    15092    45276    20005
TAB:  US_New_Jersey_Hudson Confirmed 4/22/2020    91    12088    19000    16496        9    16496    90201    21409
TAB:  US_New_Jersey_Hudson Confirmed .            92    12681    19000    17198        9    17198    50892    22111
TAB:  US_New_Jersey_Hudson Confirmed 4/24/2020    93    13011    19000    18601        8    17198    89499    24217
TAB:  US_New_Jersey_Hudson Confirmed .            94    13367    19000    17942        6    14834    53826    20485
TAB:  US_New_Jersey_Hudson Confirmed 4/26/2020    95    13708    19000    18210        3    14718    31682    19707
TAB:  US_New_Jersey_Hudson Confirmed .            96    13925    19000    18218        5    14614    25426    19553
TAB:  US_New_Jersey_Hudson Confirmed 4/28/2020    97    14309    19000    18295        5    15880    23730    19745
TAB:  US_New_Jersey_Hudson Confirmed .            98    14596    19000    18416        5    16363    23005    19624
TAB:  US_New_Jersey_Hudson Confirmed 4/30/2020    99    14916    19000    19303       13    17198    27727    20005
TAB:  US_New_Jersey_Hudson Confirmed .           100    15148    19000    18644        8    16986    22076    19235
TAB:  US_New_Jersey_Hudson Confirmed 5/2/2020    101    15401    19000    18658        8    17410    20633    19177
TAB:  US_New_Jersey_Hudson Confirmed .           102    15769    19000    19303       17    18601    28429    22813
TAB:  US_New_Jersey_Hudson Confirmed 5/4/2020    103    15881    19000    18797        9    18262    21261    19547
TAB:  US_New_Jersey_Hudson Confirmed .           104    16099    19000    18797       10    17677    20224    19205
TAB:  US_New_Jersey_Hudson Confirmed 5/6/2020    105    16197    19000    18843       13    16690    19431    18256
TAB:  US_New_Jersey_Hudson Confirmed .           106    17142    19000    19666       15    19427    28724    20381
TAB:  US_New_Jersey_Hudson Confirmed 5/8/2020    107    17365    19000    20033       12    19539    34873    21023
TAB:  US_New_Jersey_Hudson Confirmed .           108    17439    19000    19988       14    17388    33314    20963
TAB:  US_New_Jersey_Hudson Confirmed 5/10/2020   109    17513    19000    19998       12    17511    29530    21241
TAB:  US_New_Jersey_Hudson Confirmed .           110    17595    19000    19969       14    17776    26391    21066
TAB:  US_New_Jersey_Hudson Confirmed 5/12/2020   111    17677    19000    20019       15    17904    24115    20812
TAB:  US_New_Jersey_Hudson Confirmed .           112    17451    19000    19801       11    17930    20633    20217
TAB:  US_New_Jersey_Hudson Confirmed 5/14/2020   113    17602    19000    19816       18    17880    20224    20020
TAB:  US_New_Jersey_Hudson Confirmed .           114    18048    19000    20005       29    18601    20707    20005
TAB:  US_New_Jersey_Hudson Confirmed 5/16/2020   115    18273    19000    20005       29    19303    20707    20005
TAB:  US_New_Jersey_Hudson Confirmed .           116    18498    19000    20005       28    19303    23515    20707
TAB:  US_New_Jersey_Hudson Confirmed 5/18/2020   117    18588    19000    20005       27    19303    21409    20707
TAB:  US_New_Jersey_Hudson Confirmed .           118    18679    19000    20005       27    18601    20707    20005
TAB:  US_New_Jersey_Hudson Confirmed 5/20/2020   119    18880    19000    20707       23    19303    20707    20005
TAB:  US_New_Jersey_Hudson Confirmed .           120    18880    19000    20707       25    19303    22813    20707
TAB:  US_New_Jersey_Hudson Confirmed 5/22/2020   121    18880    19000    20005       25    19303    34045    20707
TAB:  US_New_Jersey_Hudson Confirmed .           122    18959    19000    20188       22    19153    20879    20188
TAB:  US_New_Jersey_Hudson Confirmed 5/24/2020   123    18879    19000    20142       17    19149    20363    19811
TAB:  US_New_Jersey_Hudson Confirmed .           124    18879    19000    19936       19    19257    20445    19936
TAB:  US_New_Jersey_Hudson Confirmed 5/26/2020   125    18927    19000    20022       28    19215    20022    19619
TAB:  US_New_Jersey_Hudson Confirmed .           126    18606    19000    20011       29    18586    22084    20141
TAB:  US_New_Jersey_Hudson Confirmed 5/28/2020   127    18660    19000    20005       34    20005    20707    20707
TAB:  US_New_Jersey_Hudson Confirmed .           128    18919    19000    19754       24    19754    20019    20019
TAB:  US_New_Jersey_Hudson Confirmed 5/30/2020   129    18919    19000    19761       31    19547    19761    19761
TAB:  US_New_Jersey_Hudson Confirmed .           130    18767    19000    18835        6    18835    18835    18835
TAB:  US_New_Jersey_Hudson Confirmed 6/1/2020    131    18801    19000    18835       20    18835    19626    19626
TAB:  US_New_Jersey_Hudson Confirmed .           132    18822    19000    19626       11    19626    19626    19626
TAB:  US_New_Jersey_Hudson Confirmed 6/3/2020    133    18852    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .           134    18875    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 6/5/2020    135    18875    19000    19039        1    19039    19039    19039
TAB:  US_New_Jersey_Hudson Confirmed .           136    18916    19000    19303        7    19303    19303    19303
TAB:  US_New_Jersey_Hudson Confirmed 6/7/2020    137    18958    19000    19303        5    19303    19303    19303
TAB:  US_New_Jersey_Hudson Confirmed .           138    19000    19000    19303        4    19303    19303    19303
TAB:  US_New_Jersey_Hudson Confirmed 6/9/2020    139    19000    19000    19303        4    19303    19303    19303
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .859802 cc2=  .506249 lx=  5.85219 if=  46 il=  53 3/15/2020  n=   7 now=   19000 end=        347         5         0 U=    21.77 T=   84.5 p1= -98.2 p2=  5475.5 ed=   135 6/5/2020    x1=  46. x2=  53. y1=  1.77 y2=  1.45     
GP: Confirmed US_New_Jersey_Hudson 3/15/2020        53   19000      347       5        0     0   135 6/5/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .885456 cc2=  .507492 lx=  5.85219 if=  47 il=  53 3/15/2020  n=   6 now=   19000 end=        347         5         0 U=    18.66 T=   80.0 p1= -98.2 p2=  5475.5 ed=   123 5/24/2020   x1=  47. x2=  53. y1=  1.77 y2=  1.45     
GP: Confirmed US_New_Jersey_Hudson 3/15/2020        53   19000      347       5        0     0   123 5/24/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .884579 cc2=  .551245 lx= 11.85219 if=  46 il=  54 3/16/2020  n=   8 now=   19000 end=     140392        19         0 U=    28.01 T=  115.3 p1= 638.9 p2=    13.5 ed=   181 7/21/2020   x1=  46. x2=  54. y1=  2.47 y2=  2.19     
GP: Confirmed US_New_Jersey_Hudson 3/16/2020        54   19000    -          19        0     0   181 7/21/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .908819 cc2=  .555265 lx= 11.85219 if=  47 il=  54 3/16/2020  n=   7 now=   19000 end=     140392        19         0 U=    24.51 T=  107.6 p1= 638.9 p2=    13.5 ed=   165 7/5/2020    x1=  47. x2=  54. y1=  2.47 y2=  2.19     
GP: Confirmed US_New_Jersey_Hudson 3/16/2020        54   19000    -          19        0     0   165 7/5/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .929642 cc2=  .551678 lx= 11.85219 if=  48 il=  54 3/16/2020  n=   6 now=   19000 end=     140392        19         0 U=    21.01 T=   99.9 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  48. x2=  54. y1=  2.47 y2=  2.19     
GP: Confirmed US_New_Jersey_Hudson 3/16/2020        54   19000    -          19        0     0   149 6/19/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .940479 cc2=  .532231 lx= 11.85219 if=  49 il=  54 3/16/2020  n=   5 now=   19000 end=     140392        19         0 U=    17.51 T=   92.3 p1= 638.9 p2=    13.5 ed=   133 6/3/2020    x1=  49. x2=  54. y1=  2.47 y2=  2.19     
GP: Confirmed US_New_Jersey_Hudson 3/16/2020        54   19000    -          19        0     0   133 6/3/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .916531 cc2=  .600304 lx= 11.85219 if=  46 il=  55 3/17/2020  n=   9 now=   19000 end=     140392        24      1754 U=    28.83 T=  117.3 p1= 638.9 p2=    13.5 ed=   185 7/25/2020   x1=  46. x2=  55. y1=  2.47 y2=  2.16     
GP: Confirmed US_New_Jersey_Hudson 3/17/2020        55   19000    -          24     1754     1   185 7/25/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .936836 cc2=  .603503 lx= 11.85219 if=  47 il=  55 3/17/2020  n=   8 now=   19000 end=     140392        24      1754 U=    25.63 T=  110.4 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  47. x2=  55. y1=  2.47 y2=  2.16     
GP: Confirmed US_New_Jersey_Hudson 3/17/2020        55   19000    -          24     1754     1   170 7/10/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .953661 cc2=  .600108 lx= 11.85219 if=  48 il=  55 3/17/2020  n=   7 now=   19000 end=     140392        24      1754 U=    22.42 T=  103.4 p1= 638.9 p2=    13.5 ed=   156 6/26/2020   x1=  48. x2=  55. y1=  2.47 y2=  2.16     
GP: Confirmed US_New_Jersey_Hudson 3/17/2020        55   19000    -          24     1754     1   156 6/26/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .962328 cc2=  .584363 lx= 11.85219 if=  49 il=  55 3/17/2020  n=   6 now=   19000 end=     140392        24      1754 U=    19.22 T=   96.5 p1= 638.9 p2=    13.5 ed=   141 6/11/2020   x1=  49. x2=  55. y1=  2.47 y2=  2.16     
GP: Confirmed US_New_Jersey_Hudson 3/17/2020        55   19000    -          24     1754     1   141 6/11/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .953914 cc2=  .545666 lx=  7.62219 if=  50 il=  55 3/17/2020  n=   5 now=   19000 end=       2043        24      1754 U=     9.27 T=   68.8 p1= -89.2 p2=   930.0 ed=    90 4/21/2020   x1=  50. x2=  55. y1=  2.03 y2=  1.49 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .953914 cc2=  .545666 lx=  7.62319 if=  50 il=  55 3/17/2020  n=   5 now=   19000 end=       2043        24      1754 U=     9.27 T=   68.8 p1= -89.2 p2=   930.0 ed=    90 4/21/2020   x1=  50. x2=  55. y1=  2.03 y2=  1.49 BEST
GP: Confirmed US_New_Jersey_Hudson 3/17/2020        55   19000     2043      24     1754     1    90 4/21/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .937946 cc2=  .636435 lx= 11.85219 if=  46 il=  56 3/18/2020  n=  10 now=   19000 end=     140392        34       350 U=    28.32 T=  116.0 p1= 638.9 p2=    13.5 ed=   182 7/22/2020   x1=  46. x2=  56. y1=  2.47 y2=  2.12     
GP: Confirmed US_New_Jersey_Hudson 3/18/2020        56   19000    -          34      350     2   182 7/22/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .954476 cc2=  .638248 lx= 11.85219 if=  47 il=  56 3/18/2020  n=   9 now=   19000 end=     140392        34       350 U=    25.48 T=  110.0 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  47. x2=  56. y1=  2.47 y2=  2.12     
GP: Confirmed US_New_Jersey_Hudson 3/18/2020        56   19000    -          34      350     2   170 7/10/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .967450 cc2=  .634117 lx= 11.85219 if=  48 il=  56 3/18/2020  n=   8 now=   19000 end=     140392        34       350 U=    22.65 T=  104.0 p1= 638.9 p2=    13.5 ed=   157 6/27/2020   x1=  48. x2=  56. y1=  2.47 y2=  2.12     
GP: Confirmed US_New_Jersey_Hudson 3/18/2020        56   19000    -          34      350     2   157 6/27/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .973494 cc2=  .619941 lx=  9.55219 if=  49 il=  56 3/18/2020  n=   7 now=   19000 end=      14075        34       350 U=    15.19 T=   83.3 p1= -25.9 p2=   135.0 ed=   119 5/20/2020   x1=  49. x2=  56. y1=  2.26 y2=  1.80     
GP: Confirmed US_New_Jersey_Hudson 3/18/2020        56   19000    14075      34      350     2   119 5/20/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .970150 cc2=  .592185 lx=  5.85219 if=  50 il=  56 3/18/2020  n=   6 now=   19000 end=        347        34       350 U=     6.50 T=   61.5 p1= -98.2 p2=  5475.5 ed=    76 4/7/2020    x1=  50. x2=  56. y1=  1.77 y2=   .84 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .970187 cc2=  .592185 lx=  5.75219 if=  50 il=  56 3/18/2020  n=   6 now=   19000 end=        347        34       350 U=     6.50 T=   61.5 p1= -98.2 p2=  5475.5 ed=    76 4/7/2020    x1=  50. x2=  56. y1=  1.77 y2=   .84 BEST
GP: Confirmed US_New_Jersey_Hudson 3/18/2020        56   19000      347      34      350     2    76 4/7/2020  
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .951792 cc2=  .543544 lx=  5.85219 if=  51 il=  56 3/18/2020  n=   5 now=   19000 end=        347        34       350 U=     7.66 T=   62.5 p1= -98.2 p2=  5475.5 ed=    80 4/11/2020   x1=  51. x2=  56. y1=  1.50 y2=   .84 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .951866 cc2=  .543544 lx=  5.75219 if=  51 il=  56 3/18/2020  n=   5 now=   19000 end=        347        34       350 U=     7.66 T=   62.5 p1= -98.2 p2=  5475.5 ed=    80 4/11/2020   x1=  51. x2=  56. y1=  1.50 y2=   .84 BEST
GP: Confirmed US_New_Jersey_Hudson 3/18/2020        56   19000      347      34      350     2    80 4/11/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .952079 cc2=  .663404 lx= 11.85219 if=  46 il=  57 3/19/2020  n=  11 now=   19000 end=     140392        55       350 U=    26.66 T=  111.9 p1= 638.9 p2=    13.5 ed=   174 7/14/2020   x1=  46. x2=  57. y1=  2.47 y2=  2.06     
GP: Confirmed US_New_Jersey_Hudson 3/19/2020        57   19000    -          55      350     2   174 7/14/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .965909 cc2=  .664398 lx= 11.85219 if=  47 il=  57 3/19/2020  n=  10 now=   19000 end=     140392        55       350 U=    24.23 T=  106.9 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  47. x2=  57. y1=  2.47 y2=  2.06     
GP: Confirmed US_New_Jersey_Hudson 3/19/2020        57   19000    -          55      350     2   164 7/4/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .976433 cc2=  .660205 lx= 11.85219 if=  48 il=  57 3/19/2020  n=   9 now=   19000 end=     140392        55       350 U=    21.81 T=  101.9 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  48. x2=  57. y1=  2.47 y2=  2.06     
GP: Confirmed US_New_Jersey_Hudson 3/19/2020        57   19000    -          55      350     2   153 6/23/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .981491 cc2=  .648158 lx=  8.74219 if=  49 il=  57 3/19/2020  n=   8 now=   19000 end=       6261        55       350 U=    13.05 T=   77.3 p1= -67.0 p2=   303.5 ed=   108 5/9/2020    x1=  49. x2=  57. y1=  2.17 y2=  1.55     
GP: Confirmed US_New_Jersey_Hudson 3/19/2020        57   19000     6261      55      350     2   108 5/9/2020  
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .979898 cc2=  .626345 lx=  6.40219 if=  50 il=  57 3/19/2020  n=   7 now=   19000 end=        603        55       350 U=     7.12 T=   63.2 p1= -96.8 p2=  3150.9 ed=    80 4/11/2020   x1=  50. x2=  57. y1=  1.86 y2=   .87 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .979898 cc2=  .626345 lx=  6.40319 if=  50 il=  57 3/19/2020  n=   7 now=   19000 end=        603        55       350 U=     7.12 T=   63.2 p1= -96.8 p2=  3150.9 ed=    80 4/11/2020   x1=  50. x2=  57. y1=  1.86 y2=   .87 BEST
GP: Confirmed US_New_Jersey_Hudson 3/19/2020        57   19000      603      55      350     2    80 4/11/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .969739 cc2=  .591775 lx=  6.69219 if=  51 il=  57 3/19/2020  n=   6 now=   19000 end=        806        55       350 U=     8.81 T=   65.7 p1= -95.8 p2=  2357.3 ed=    86 4/17/2020   x1=  51. x2=  57. y1=  1.67 y2=   .99     
GP: Confirmed US_New_Jersey_Hudson 3/19/2020        57   19000      806      55      350     2    86 4/17/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .975781 cc2=  .567533 lx=  5.85219 if=  52 il=  57 3/19/2020  n=   5 now=   19000 end=        347        55       350 U=     6.00 T=   60.7 p1= -98.2 p2=  5475.5 ed=    74 4/5/2020    x1=  52. x2=  57. y1=  1.45 y2=   .61 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .975982 cc2=  .567533 lx=  5.75219 if=  52 il=  57 3/19/2020  n=   5 now=   19000 end=        347        55       350 U=     6.00 T=   60.7 p1= -98.2 p2=  5475.5 ed=    74 4/5/2020    x1=  52. x2=  57. y1=  1.45 y2=   .61 BEST
GP: Confirmed US_New_Jersey_Hudson 3/19/2020        57   19000      347      55      350     2    74 4/5/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .962489 cc2=  .685139 lx= 11.85219 if=  46 il=  58 3/20/2020  n=  12 now=   19000 end=     140392        66       350 U=    27.51 T=  114.0 p1= 638.9 p2=    13.5 ed=   178 7/18/2020   x1=  46. x2=  58. y1=  2.47 y2=  2.04     
GP: Confirmed US_New_Jersey_Hudson 3/20/2020        58   19000    -          66      350     4   178 7/18/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .973523 cc2=  .684847 lx= 11.85219 if=  47 il=  58 3/20/2020  n=  11 now=   19000 end=     140392        66       350 U=    25.22 T=  109.4 p1= 638.9 p2=    13.5 ed=   168 7/8/2020    x1=  47. x2=  58. y1=  2.47 y2=  2.04     
GP: Confirmed US_New_Jersey_Hudson 3/20/2020        58   19000    -          66      350     4   168 7/8/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .981378 cc2=  .679866 lx= 10.36219 if=  48 il=  58 3/20/2020  n=  10 now=   19000 end=      31640        66       350 U=    19.30 T=   93.1 p1=  66.5 p2=    60.1 ed=   138 6/8/2020    x1=  48. x2=  58. y1=  2.34 y2=  1.82     
GP: Confirmed US_New_Jersey_Hudson 3/20/2020        58   19000    31640      66      350     4   138 6/8/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .985779 cc2=  .669552 lx=  7.03219 if=  49 il=  58 3/20/2020  n=   9 now=   19000 end=       1132        66       350 U=     9.94 T=   68.4 p1= -94.0 p2=  1678.4 ed=    91 4/22/2020   x1=  49. x2=  58. y1=  1.95 y2=  1.04     
GP: Confirmed US_New_Jersey_Hudson 3/20/2020        58   19000     1132      66      350     4    91 4/22/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .985567 cc2=  .652234 lx=  5.87219 if=  50 il=  58 3/20/2020  n=   8 now=   19000 end=        355        66       350 U=     6.40 T=   61.3 p1= -98.1 p2=  5352.1 ed=    76 4/7/2020    x1=  50. x2=  58. y1=  1.77 y2=   .52 BEST
