TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       35306.00000       10.47181
TAB:  Portugal Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Portugal Confirmed .            36        0    35306        0        0        0        0        0
TAB:  Portugal Confirmed 2/28/2020    37        0    35306        0        0        0        0        0
TAB:  Portugal Confirmed .            38        0    35306        0        0        0        0        0
TAB:  Portugal Confirmed 3/1/2020     39        0    35306        0        0        0        0        0
TAB:  Portugal Confirmed .            40        2    35306        0        0        0        0        0
TAB:  Portugal Confirmed 3/3/2020     41        2    35306        0        0        0        0        0
TAB:  Portugal Confirmed .            42        5    35306        0        0        0        0        0
TAB:  Portugal Confirmed 3/5/2020     43        8    35306        0        0        0        0        0
TAB:  Portugal Confirmed .            44       13    35306        0        0        0        0        0
TAB:  Portugal Confirmed 3/7/2020     45       20    35306        0        0        0        0        0
TAB:  Portugal Confirmed .            46       30    35306      643        1      643      643      643
TAB:  Portugal Confirmed 3/9/2020     47       30    35306        0        0        0        0        0
TAB:  Portugal Confirmed .            48       41    35306        0        0        0        0        0
TAB:  Portugal Confirmed 3/11/2020    49       59    35306      651        4      651      651      651
TAB:  Portugal Confirmed .            50       59    35306      646        5      646      646      646
TAB:  Portugal Confirmed 3/13/2020    51      112    35306      652        1      652    13696     1956
TAB:  Portugal Confirmed .            52      169    35306    11087        1    11087    17609    17609
TAB:  Portugal Confirmed 3/15/2020    53      245    35306    -            1   124568   209353   209353
TAB:  Portugal Confirmed .            54      331    35306     8478        1     8478     8478     8478
TAB:  Portugal Confirmed 3/17/2020    55      448    35306     1956        1     1956     8478     8478
TAB:  Portugal Confirmed .            56      448    35306      652        2      652     7174     1956
TAB:  Portugal Confirmed 3/19/2020    57      785    35306    39783        1    39783    39783    39783
TAB:  Portugal Confirmed .            58     1020    35306    25435        1    25435   121960   121960
TAB:  Portugal Confirmed 3/21/2020    59     1280    35306    31957        1    31957   120655   120655
TAB:  Portugal Confirmed .            60     1600    35306     4565        1     4565   123264    99785
TAB:  Portugal Confirmed 3/23/2020    61     2060    35306    -            2    11087   125873    50218
TAB:  Portugal Confirmed .            62     2362    35306     4565        1     4565   222397    75002
TAB:  Portugal Confirmed 3/25/2020    63     2995    35306    -            2    16304   161091   108916
TAB:  Portugal Confirmed .            64     3544    35306    12391        1    12391   215875    78915
TAB:  Portugal Confirmed 3/27/2020    65     4268    35306    18913        1    18913   245876   101089
TAB:  Portugal Confirmed .            66     5170    35306    29348        1    29348   176744   103698
TAB:  Portugal Confirmed 3/29/2020    67     5962    35306    35870        1    35870   206745   101089
TAB:  Portugal Confirmed .            68     6408    35306    29348        2    11087   197614    64567
TAB:  Portugal Confirmed 3/31/2020    69     7443    35306    52827        2    17609   234137    47610
TAB:  Portugal Confirmed .            70     8251    35306    20217        2    17609   234137    48914
TAB:  Portugal Confirmed 4/2/2020     71     9034    35306    20269        2    19040   241385    47294
TAB:  Portugal Confirmed .            72     9886    35306    20889        2    19961   171294    41314
TAB:  Portugal Confirmed 4/4/2020     73    10524    35306    19998        3    15086   126654    36838
TAB:  Portugal Confirmed .            74    11278    35306    19594        3    16282    97973    31186
TAB:  Portugal Confirmed 4/6/2020     75    11730    35306    18200        2    15130    78720    26094
TAB:  Portugal Confirmed .            76    12442    35306    18491        3    16337    64810    24595
TAB:  Portugal Confirmed 4/8/2020     77    13141    35306    19235        4    18024    54677    25900
TAB:  Portugal Confirmed .            78    13956    35306    21522        6    20217   235441    31957
TAB:  Portugal Confirmed 4/10/2020    79    15472    35306    25435        9    25435    63262    34566
TAB:  Portugal Confirmed .            80    15987    35306    26739        8    25435   213266    35870
TAB:  Portugal Confirmed 4/12/2020    81    16585    35306    26739        9    20217    98481    35870
TAB:  Portugal Confirmed .            82    16934    35306    26199        8    17881    83587    32021
TAB:  Portugal Confirmed 4/14/2020    83    17448    35306    25586        5    18650    36458    28397
TAB:  Portugal Confirmed .            84    18091    35306    25435        9    20217    35870    28044
TAB:  Portugal Confirmed 4/16/2020    85    18841    35306    25435        8    22826    34566    29348
TAB:  Portugal Confirmed .            86    19022    35306    25435       11    21522    33261    28044
TAB:  Portugal Confirmed 4/18/2020    87    19685    35306    25611       11    23506   108410    28418
TAB:  Portugal Confirmed .            88    20206    35306    26018       13    24030    62478    28007
TAB:  Portugal Confirmed 4/20/2020    89    20863    35306    26739       21    25435   123264    30653
TAB:  Portugal Confirmed .            90    21379    35306    26739       18    26739    98481    46305
TAB:  Portugal Confirmed 4/22/2020    91    21982    35306    28044       16    26739   108916    37174
TAB:  Portugal Confirmed .            92    22353    35306    27578       13    27182    65673    29959
TAB:  Portugal Confirmed 4/24/2020    93    22797    35306    27728       11    25684    48174    29773
TAB:  Portugal Confirmed .            94    23392    35306    28149       10    27653    47246    31125
TAB:  Portugal Confirmed 4/26/2020    95    23864    35306    28500       17    28500    50264    37827
TAB:  Portugal Confirmed .            96    24027    35306    28529       10    28326    39088    30762
TAB:  Portugal Confirmed 4/28/2020    97    24322    35306    28650       12    25193    35380    29559
TAB:  Portugal Confirmed .            98    24505    35306    28630       11    25104    32324    28630
TAB:  Portugal Confirmed 4/30/2020    99    25045    35306    28598       10    28109    32020    29739
TAB:  Portugal Confirmed .           100    25117    35306    28573       11    27477    30765    29199
TAB:  Portugal Confirmed 5/2/2020    101    25190    35306    28655       15    25346    29859    28355
TAB:  Portugal Confirmed .           102    25282    35306    28977       12    25327    28977    27225
TAB:  Portugal Confirmed 5/4/2020    103    25524    35306    28393       17    26349    28977    27809
TAB:  Portugal Confirmed .           104    25702    35306    28400       20    26665    28689    27822
TAB:  Portugal Confirmed 5/6/2020    105    26182    35306    28689       20    27822    28689    28400
TAB:  Portugal Confirmed .           106    26715    35306    29268       19    28679    29268    28973
TAB:  Portugal Confirmed 5/8/2020    107    27268    35306    29348       25    29348    30653    30653
TAB:  Portugal Confirmed .           108    27406    35306    29348       23    29348    31957    30653
TAB:  Portugal Confirmed 5/10/2020   109    27581    35306    29348       20    28044    31957    30653
TAB:  Portugal Confirmed .           110    27679    35306    30653       19    28044    64567    30653
TAB:  Portugal Confirmed 5/12/2020   111    27913    35306    30653       23    28044    56740    30653
TAB:  Portugal Confirmed .           112    28132    35306    30653       35    29348    38479    31957
TAB:  Portugal Confirmed 5/14/2020   113    28319    35306    30653       33    29348    47610    34566
TAB:  Portugal Confirmed .           114    28583    35306    30653       32    29348    82828    34566
TAB:  Portugal Confirmed 5/16/2020   115    28810    35306    30653       29    30653    73697    37174
TAB:  Portugal Confirmed .           116    29036    35306    30653       27    30653    51523    37174
TAB:  Portugal Confirmed 5/18/2020   117    29209    35306    31957       24    30653    46305    37174
TAB:  Portugal Confirmed .           118    29432    35306    31957       23    30653    42392    37174
TAB:  Portugal Confirmed 5/20/2020   119    29660    35306    31957       25    30653    69784    37174
TAB:  Portugal Confirmed .           120    29912    35306    31957       36    31957    90654    39783
TAB:  Portugal Confirmed 5/22/2020   121    30200    35306    31957       32    31957   163700    37174
TAB:  Portugal Confirmed .           122    30471    35306    31957       27    31957    43696    38479
TAB:  Portugal Confirmed 5/24/2020   123    30623    35306    31957       24    31957   101089    38479
TAB:  Portugal Confirmed .           124    30788    35306    31957       25    31957   213266    39783
TAB:  Portugal Confirmed 5/26/2020   125    31007    35306    31957       22    31957   228919    43696
TAB:  Portugal Confirmed .           126    31292    35306    31957       16    31957   107611    43696
TAB:  Portugal Confirmed 5/28/2020   127    31596    35306    33261       16    31957   256311    41088
TAB:  Portugal Confirmed .           128    31946    35306    33261       21    33261    68480    42392
TAB:  Portugal Confirmed 5/30/2020   129    32203    35306    33261       17    33261    97176    43696
TAB:  Portugal Confirmed .           130    32500    35306    34566       14    33261   178048    46305
TAB:  Portugal Confirmed 6/1/2020    131    32700    35306    34566       15    34566    63262    45001
TAB:  Portugal Confirmed .           132    32895    35306    34566       14    34566    67175    46305
TAB:  Portugal Confirmed 6/3/2020    133    33261    35306    35870        9    34566    93263    47610
TAB:  Portugal Confirmed .           134    33592    35306    35870        8    34566    97176    48914
TAB:  Portugal Confirmed 6/5/2020    135    33969    35306    37174        7    35870   148047    55436
TAB:  Portugal Confirmed .           136    34351    35306    38479        7    35870   128481    54131
TAB:  Portugal Confirmed 6/7/2020    137    34693    35306    38479        7    37174   228919    63262
TAB:  Portugal Confirmed .           138    34885    35306    38479        6    37174   176744    60653
TAB:  Portugal Confirmed 6/9/2020    139    35306    35306    39783        4    38479   219788    64567
AAA2     1 Portugal Confirmed cc1=  .985476 cc2=  .577228 lx=  6.96181 if=  40 il=  45 3/7/2020   n=   5 now=   35306 end=       1055        20         0 U=    10.92 T=   60.0 p1= -97.0 p2=  3346.5 ed=    85 4/16/2020   x1=  40. x2=  45. y1=  1.84 y2=  1.38     
GP: Confirmed Portugal 3/7/2020         45   35306     1055      20        0     0    85 4/16/2020 
AAA2     1 Portugal Confirmed cc1=  .990929 cc2=  .612964 lx=  7.48181 if=  40 il=  46 3/8/2020   n=   6 now=   35306 end=       1775        30       643 U=    11.79 T=   62.6 p1= -95.0 p2=  1989.1 ed=    90 4/21/2020   x1=  40. x2=  46. y1=  1.92 y2=  1.41     
GP: Confirmed Portugal 3/8/2020         46   35306     1775      30      643     1    90 4/21/2020 
AAA1     1 Portugal Confirmed cc1=  .997461 cc2=  .589213 lx=  6.47181 if=  41 il=  46 3/8/2020   n=   5 now=   35306 end=        646        30       643 U=     7.91 T=   54.9 p1= -98.2 p2=  5465.3 ed=    73 4/4/2020    x1=  41. x2=  46. y1=  1.75 y2=  1.12 BEST
AAA2     1 Portugal Confirmed cc1=  .997563 cc2=  .589213 lx=  6.37181 if=  41 il=  46 3/8/2020   n=   5 now=   35306 end=        646        30       643 U=     7.91 T=   54.9 p1= -98.2 p2=  5465.3 ed=    73 4/4/2020    x1=  41. x2=  46. y1=  1.75 y2=  1.12 BEST
GP: Confirmed Portugal 3/8/2020         46   35306      646      30      643     1    73 4/4/2020  
AAA2     1 Portugal Confirmed cc1=  .986821 cc2=  .633268 lx=  6.47181 if=  40 il=  47 3/9/2020   n=   7 now=   35306 end=        646        30         0 U=    11.07 T=   59.4 p1= -98.2 p2=  5465.3 ed=    85 4/16/2020   x1=  40. x2=  47. y1=  1.75 y2=  1.12     
GP: Confirmed Portugal 3/9/2020         47   35306      646      30        0     0    85 4/16/2020 
AAA2     1 Portugal Confirmed cc1=  .985495 cc2=  .607531 lx=  6.47181 if=  41 il=  47 3/9/2020   n=   6 now=   35306 end=        646        30         0 U=     9.49 T=   57.6 p1= -98.2 p2=  5465.3 ed=    80 4/11/2020   x1=  41. x2=  47. y1=  1.75 y2=  1.12     
GP: Confirmed Portugal 3/9/2020         47   35306      646      30        0     0    80 4/11/2020 
AAA2     1 Portugal Confirmed cc1=  .983559 cc2=  .575311 lx=  6.47181 if=  42 il=  47 3/9/2020   n=   5 now=   35306 end=        646        30         0 U=    10.88 T=   59.2 p1= -98.2 p2=  5465.3 ed=    84 4/15/2020   x1=  42. x2=  47. y1=  1.58 y2=  1.12     
GP: Confirmed Portugal 3/9/2020         47   35306      646      30        0     0    84 4/15/2020 
AAA2     1 Portugal Confirmed cc1=  .988623 cc2=  .655290 lx=  6.47181 if=  40 il=  48 3/10/2020  n=   8 now=   35306 end=        646        41         0 U=    10.82 T=   59.0 p1= -98.2 p2=  5465.3 ed=    84 4/15/2020   x1=  40. x2=  48. y1=  1.75 y2=  1.01     
GP: Confirmed Portugal 3/10/2020        48   35306      646      41        0     0    84 4/15/2020 
AAA2     1 Portugal Confirmed cc1=  .986150 cc2=  .632596 lx=  6.47181 if=  41 il=  48 3/10/2020  n=   7 now=   35306 end=        646        41         0 U=     9.46 T=   57.6 p1= -98.2 p2=  5465.3 ed=    79 4/10/2020   x1=  41. x2=  48. y1=  1.75 y2=  1.01     
GP: Confirmed Portugal 3/10/2020        48   35306      646      41        0     0    79 4/10/2020 
AAA2     1 Portugal Confirmed cc1=  .986550 cc2=  .608586 lx=  6.47181 if=  42 il=  48 3/10/2020  n=   6 now=   35306 end=        646        41         0 U=    10.58 T=   58.7 p1= -98.2 p2=  5465.3 ed=    83 4/14/2020   x1=  42. x2=  48. y1=  1.58 y2=  1.01     
GP: Confirmed Portugal 3/10/2020        48   35306      646      41        0     0    83 4/14/2020 
AAA2     1 Portugal Confirmed cc1=  .979516 cc2=  .571268 lx=  6.47181 if=  43 il=  48 3/10/2020  n=   5 now=   35306 end=        646        41         0 U=    10.75 T=   58.9 p1= -98.2 p2=  5465.3 ed=    84 4/15/2020   x1=  43. x2=  48. y1=  1.48 y2=  1.01     
GP: Confirmed Portugal 3/10/2020        48   35306      646      41        0     0    84 4/15/2020 
AAA1     1 Portugal Confirmed cc1=  .991734 cc2=  .675507 lx=  6.47181 if=  40 il=  49 3/11/2020  n=   9 now=   35306 end=        646        59       651 U=    10.21 T=   57.9 p1= -98.2 p2=  5465.3 ed=    82 4/13/2020   x1=  40. x2=  49. y1=  1.75 y2=   .87 BEST
AAA2     1 Portugal Confirmed cc1=  .991863 cc2=  .675507 lx=  6.37181 if=  40 il=  49 3/11/2020  n=   9 now=   35306 end=        646        59       651 U=    10.21 T=   57.9 p1= -98.2 p2=  5465.3 ed=    82 4/13/2020   x1=  40. x2=  49. y1=  1.75 y2=   .87 BEST
GP: Confirmed Portugal 3/11/2020        49   35306      646      59      651     4    82 4/13/2020 
AAA1     1 Portugal Confirmed cc1=  .990217 cc2=  .656884 lx=  6.47181 if=  41 il=  49 3/11/2020  n=   8 now=   35306 end=        646        59       651 U=     9.08 T=   56.9 p1= -98.2 p2=  5465.3 ed=    78 4/9/2020    x1=  41. x2=  49. y1=  1.75 y2=   .87 BEST
AAA2     1 Portugal Confirmed cc1=  .990483 cc2=  .656884 lx=  6.37181 if=  41 il=  49 3/11/2020  n=   8 now=   35306 end=        646        59       651 U=     9.08 T=   56.9 p1= -98.2 p2=  5465.3 ed=    78 4/9/2020    x1=  41. x2=  49. y1=  1.75 y2=   .87 BEST
GP: Confirmed Portugal 3/11/2020        49   35306      646      59      651     4    78 4/9/2020  
AAA1     1 Portugal Confirmed cc1=  .990945 cc2=  .637392 lx=  6.47181 if=  42 il=  49 3/11/2020  n=   7 now=   35306 end=        646        59       651 U=     9.88 T=   57.6 p1= -98.2 p2=  5465.3 ed=    80 4/11/2020   x1=  42. x2=  49. y1=  1.58 y2=   .87 BEST
AAA2     1 Portugal Confirmed cc1=  .991021 cc2=  .637392 lx=  6.37181 if=  42 il=  49 3/11/2020  n=   7 now=   35306 end=        646        59       651 U=     9.88 T=   57.6 p1= -98.2 p2=  5465.3 ed=    80 4/11/2020   x1=  42. x2=  49. y1=  1.58 y2=   .87 BEST
GP: Confirmed Portugal 3/11/2020        49   35306      646      59      651     4    80 4/11/2020 
AAA1     1 Portugal Confirmed cc1=  .986812 cc2=  .608847 lx=  6.47181 if=  43 il=  49 3/11/2020  n=   6 now=   35306 end=        646        59       651 U=     9.89 T=   57.6 p1= -98.2 p2=  5465.3 ed=    80 4/11/2020   x1=  43. x2=  49. y1=  1.48 y2=   .87 BEST
AAA2     1 Portugal Confirmed cc1=  .986855 cc2=  .608847 lx=  6.37181 if=  43 il=  49 3/11/2020  n=   6 now=   35306 end=        646        59       651 U=     9.89 T=   57.6 p1= -98.2 p2=  5465.3 ed=    80 4/11/2020   x1=  43. x2=  49. y1=  1.48 y2=   .87 BEST
GP: Confirmed Portugal 3/11/2020        49   35306      646      59      651     4    80 4/11/2020 
AAA2     1 Portugal Confirmed cc1=  .980587 cc2=  .572338 lx=  7.76181 if=  44 il=  49 3/11/2020  n=   5 now=   35306 end=       2349        59       651 U=    14.54 T=   68.0 p1= -93.3 p2=  1503.0 ed=   102 5/3/2020    x1=  44. x2=  49. y1=  1.65 y2=  1.30     
GP: Confirmed Portugal 3/11/2020        49   35306     2349      59      651     4   102 5/3/2020  
AAA1     1 Portugal Confirmed cc1=  .990252 cc2=  .688740 lx=  6.47181 if=  40 il=  50 3/12/2020  n=  10 now=   35306 end=        646        59       646 U=    11.35 T=   59.9 p1= -98.2 p2=  5465.3 ed=    86 4/17/2020   x1=  40. x2=  50. y1=  1.75 y2=   .87 BEST
AAA2     1 Portugal Confirmed cc1=  .990497 cc2=  .688740 lx=  6.37181 if=  40 il=  50 3/12/2020  n=  10 now=   35306 end=        646        59       646 U=    11.35 T=   59.9 p1= -98.2 p2=  5465.3 ed=    86 4/17/2020   x1=  40. x2=  50. y1=  1.75 y2=   .87 BEST
GP: Confirmed Portugal 3/12/2020        50   35306      646      59      646     5    86 4/17/2020 
AAA1     1 Portugal Confirmed cc1=  .987593 cc2=  .671365 lx=  6.47181 if=  41 il=  50 3/12/2020  n=   9 now=   35306 end=        646        59       646 U=    10.21 T=   58.9 p1= -98.2 p2=  5465.3 ed=    83 4/14/2020   x1=  41. x2=  50. y1=  1.75 y2=   .87 BEST
AAA2     1 Portugal Confirmed cc1=  .987976 cc2=  .671365 lx=  6.37181 if=  41 il=  50 3/12/2020  n=   9 now=   35306 end=        646        59       646 U=    10.21 T=   58.9 p1= -98.2 p2=  5465.3 ed=    83 4/14/2020   x1=  41. x2=  50. y1=  1.75 y2=   .87 BEST
GP: Confirmed Portugal 3/12/2020        50   35306      646      59      646     5    83 4/14/2020 
AAA1     1 Portugal Confirmed cc1=  .988616 cc2=  .655283 lx=  6.47181 if=  42 il=  50 3/12/2020  n=   8 now=   35306 end=        646        59       646 U=    11.29 T=   59.9 p1= -98.2 p2=  5465.3 ed=    86 4/17/2020   x1=  42. x2=  50. y1=  1.58 y2=   .87 BEST
AAA2     1 Portugal Confirmed cc1=  .988825 cc2=  .655283 lx=  6.37181 if=  42 il=  50 3/12/2020  n=   8 now=   35306 end=        646        59       646 U=    11.29 T=   59.9 p1= -98.2 p2=  5465.3 ed=    86 4/17/2020   x1=  42. x2=  50. y1=  1.58 y2=   .87 BEST
GP: Confirmed Portugal 3/12/2020        50   35306      646      59      646     5    86 4/17/2020 
AAA1     1 Portugal Confirmed cc1=  .984854 cc2=  .631301 lx=  6.47181 if=  43 il=  50 3/12/2020  n=   7 now=   35306 end=        646        59       646 U=    11.54 T=   60.1 p1= -98.2 p2=  5465.3 ed=    87 4/18/2020   x1=  43. x2=  50. y1=  1.48 y2=   .87 BEST
AAA2     1 Portugal Confirmed cc1=  .985039 cc2=  .631301 lx=  6.37181 if=  43 il=  50 3/12/2020  n=   7 now=   35306 end=        646        59       646 U=    11.54 T=   60.1 p1= -98.2 p2=  5465.3 ed=    87 4/18/2020   x1=  43. x2=  50. y1=  1.48 y2=   .87 BEST
GP: Confirmed Portugal 3/12/2020        50   35306      646      59      646     5    87 4/18/2020 
AAA1     1 Portugal Confirmed cc1=  .980013 cc2=  .602048 lx=  6.47181 if=  44 il=  50 3/12/2020  n=   6 now=   35306 end=        646        59       646 U=    12.25 T=   60.7 p1= -98.2 p2=  5465.3 ed=    89 4/20/2020   x1=  44. x2=  50. y1=  1.36 y2=   .87 BEST
AAA2     1 Portugal Confirmed cc1=  .980091 cc2=  .602048 lx=  6.37181 if=  44 il=  50 3/12/2020  n=   6 now=   35306 end=        646        59       646 U=    12.25 T=   60.7 p1= -98.2 p2=  5465.3 ed=    89 4/20/2020   x1=  44. x2=  50. y1=  1.36 y2=   .87 BEST
GP: Confirmed Portugal 3/12/2020        50   35306      646      59      646     5    89 4/20/2020 
AAA2     1 Portugal Confirmed cc1=  .970286 cc2=  .562038 lx=  8.85181 if=  45 il=  50 3/12/2020  n=   5 now=   35306 end=       6987        59       646 U=    24.48 T=   88.3 p1= -80.2 p2=   505.3 ed=   146 6/16/2020   x1=  45. x2=  50. y1=  1.77 y2=  1.56     
GP: Confirmed Portugal 3/12/2020        50   35306     6987      59      646     5   146 6/16/2020 
AAA2     1 Portugal Confirmed cc1=  .989219 cc2=  .700544 lx=  7.45181 if=  40 il=  51 3/13/2020  n=  11 now=   35306 end=       1722       112       652 U=    12.15 T=   63.2 p1= -95.1 p2=  2050.3 ed=    91 4/22/2020   x1=  40. x2=  51. y1=  1.91 y2=  1.01     
GP: Confirmed Portugal 3/13/2020        51   35306     1722     112      652     1    91 4/22/2020 
AAA1     1 Portugal Confirmed cc1=  .986597 cc2=  .685085 lx=  7.14181 if=  41 il=  51 3/13/2020  n=  10 now=   35306 end=       1263       112       652 U=    10.22 T=   60.0 p1= -96.4 p2=  2795.4 ed=    84 4/15/2020   x1=  41. x2=  51. y1=  1.86 y2=   .89 BEST
AAA2     1 Portugal Confirmed cc1=  .986597 cc2=  .685085 lx=  7.14581 if=  41 il=  51 3/13/2020  n=  10 now=   35306 end=       1263       112       652 U=    10.22 T=   60.0 p1= -96.4 p2=  2795.4 ed=    84 4/15/2020   x1=  41. x2=  51. y1=  1.86 y2=   .89 BEST
GP: Confirmed Portugal 3/13/2020        51   35306     1263     112      652     1    84 4/15/2020 
AAA2     1 Portugal Confirmed cc1=  .986481 cc2=  .670254 lx=  9.48181 if=  42 il=  51 3/13/2020  n=   9 now=   35306 end=      13118       112       652 U=    17.91 T=   79.0 p1= -62.8 p2=   269.1 ed=   121 5/22/2020   x1=  42. x2=  51. y1=  2.06 y2=  1.56     
GP: Confirmed Portugal 3/13/2020        51   35306    13118     112      652     1   121 5/22/2020 
AAA2     1 Portugal Confirmed cc1=  .982827 cc2=  .649493 lx= 12.47181 if=  43 il=  51 3/13/2020  n=   8 now=   35306 end=     260877       112       652 U=    27.31 T=  106.9 p1= 638.9 p2=    13.5 ed=   171 7/11/2020   x1=  43. x2=  51. y1=  2.34 y2=  2.05     
GP: Confirmed Portugal 3/13/2020        51   35306    -         112      652     1   171 7/11/2020 
AAA2     1 Portugal Confirmed cc1=  .977464 cc2=  .623911 lx= 12.47181 if=  44 il=  51 3/13/2020  n=   7 now=   35306 end=     260877       112       652 U=    28.56 T=  109.5 p1= 638.9 p2=    13.5 ed=   176 7/16/2020   x1=  44. x2=  51. y1=  2.29 y2=  2.05     
GP: Confirmed Portugal 3/13/2020        51   35306    -         112      652     1   176 7/16/2020 
AAA2     1 Portugal Confirmed cc1=  .966145 cc2=  .588181 lx= 12.47181 if=  45 il=  51 3/13/2020  n=   6 now=   35306 end=     260877       112       652 U=    29.90 T=  112.2 p1= 638.9 p2=    13.5 ed=   182 7/22/2020   x1=  45. x2=  51. y1=  2.25 y2=  2.05     
GP: Confirmed Portugal 3/13/2020        51   35306    -         112      652     1   182 7/22/2020 
AAA2     1 Portugal Confirmed cc1=  .949189 cc2=  .540941 lx= 12.47181 if=  46 il=  51 3/13/2020  n=   5 now=   35306 end=     260877       112       652 U=    31.86 T=  116.3 p1= 638.9 p2=    13.5 ed=   191 7/31/2020   x1=  46. x2=  51. y1=  2.21 y2=  2.05     
GP: Confirmed Portugal 3/13/2020        51   35306    -         112      652     1   191 7/31/2020 
AAA2     1 Portugal Confirmed cc1=  .989362 cc2=  .712012 lx=  9.76181 if=  40 il=  52 3/14/2020  n=  12 now=   35306 end=      17357       169     11087 U=    17.86 T=   79.4 p1= -50.8 p2=   203.4 ed=   121 5/22/2020   x1=  40. x2=  52. y1=  2.20 y2=  1.53     
GP: Confirmed Portugal 3/14/2020        52   35306    17357     169    11087     1   121 5/22/2020 
AAA1     1 Portugal Confirmed cc1=  .986698 cc2=  .698023 lx=  9.34181 if=  41 il=  52 3/14/2020  n=  11 now=   35306 end=      11405       169     11087 U=    15.29 T=   74.0 p1= -67.7 p2=   309.6 ed=   110 5/11/2020   x1=  41. x2=  52. y1=  2.16 y2=  1.44 BEST
AAA2     1 Portugal Confirmed cc1=  .986698 cc2=  .698023 lx=  9.33881 if=  41 il=  52 3/14/2020  n=  11 now=   35306 end=      11405       169     11087 U=    15.29 T=   74.0 p1= -67.7 p2=   309.6 ed=   110 5/11/2020   x1=  41. x2=  52. y1=  2.16 y2=  1.44 BEST
GP: Confirmed Portugal 3/14/2020        52   35306    11405     169    11087     1   110 5/11/2020 
AAA2     1 Portugal Confirmed cc1=  .987479 cc2=  .685968 lx= 12.47181 if=  42 il=  52 3/14/2020  n=  10 now=   35306 end=     260877       169     11087 U=    25.53 T=  102.9 p1= 638.9 p2=    13.5 ed=   163 7/3/2020    x1=  42. x2=  52. y1=  2.39 y2=  1.99     
GP: Confirmed Portugal 3/14/2020        52   35306    -         169    11087     1   163 7/3/2020  
AAA2     1 Portugal Confirmed cc1=  .983755 cc2=  .667527 lx= 12.47181 if=  43 il=  52 3/14/2020  n=   9 now=   35306 end=     260877       169     11087 U=    25.90 T=  103.6 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  43. x2=  52. y1=  2.34 y2=  1.99     
GP: Confirmed Portugal 3/14/2020        52   35306    -         169    11087     1   164 7/4/2020  
