TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4125.00000        8.32482
TAB:  US_Delaware_New_Castle Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Delaware_New_Castle Confirmed .            36        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed 2/28/2020    37        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed .            38        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed 3/1/2020     39        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed .            40        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed 3/3/2020     41        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed .            42        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed 3/5/2020     43        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed .            44        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed 3/7/2020     45        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed .            46        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed 3/9/2020     47        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed .            48        0     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed 3/11/2020    49        1     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed .            50        1     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed 3/13/2020    51        4     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed .            52        6     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed 3/15/2020    53        6     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed .            54        8     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed 3/17/2020    55       15     4125        0        0        0        0        0
TAB:  US_Delaware_New_Castle Confirmed .            56       17     4125       76        2       76       76       76
TAB:  US_Delaware_New_Castle Confirmed 3/19/2020    57       23     4125       76        2       76    27507    27507
TAB:  US_Delaware_New_Castle Confirmed .            58       27     4125       71        4       71       71       71
TAB:  US_Delaware_New_Castle Confirmed 3/21/2020    59       32     4125       74        3       74       81       75
TAB:  US_Delaware_New_Castle Confirmed .            60       39     4125       77        2       77      201       92
TAB:  US_Delaware_New_Castle Confirmed 3/23/2020    61       44     4125       80        1       80      156       96
TAB:  US_Delaware_New_Castle Confirmed .            62       71     4125      380        2      380    11810     6629
TAB:  US_Delaware_New_Castle Confirmed 3/25/2020    63       79     4125      380        2      380    12877     7848
TAB:  US_Delaware_New_Castle Confirmed .            64       86     4125      380        2       76     4190     2514
TAB:  US_Delaware_New_Castle Confirmed 3/27/2020    65      105     4125      533        2      228     3124     1904
TAB:  US_Delaware_New_Castle Confirmed .            66      130     4125      685        3      380     4800     3276
TAB:  US_Delaware_New_Castle Confirmed 3/29/2020    67      141     4125      685        2      380    11963     2057
TAB:  US_Delaware_New_Castle Confirmed .            68      156     4125      380        2      228     7086     1295
TAB:  US_Delaware_New_Castle Confirmed 3/31/2020    69      197     4125      838        2      838    11048     2362
TAB:  US_Delaware_New_Castle Confirmed .            70      226     4125     1142        2     1142    11810     2819
TAB:  US_Delaware_New_Castle Confirmed 4/2/2020     71      245     4125     1295        2     1142     6629     2666
TAB:  US_Delaware_New_Castle Confirmed .            72      279     4125     1295        2      533     8610     2819
TAB:  US_Delaware_New_Castle Confirmed 4/4/2020     73      400     4125     2666        1     2666    15010     9524
TAB:  US_Delaware_New_Castle Confirmed .            74      436     4125     3581        1     3581    26745    14553
TAB:  US_Delaware_New_Castle Confirmed 4/6/2020     75      496     4125     4495        1     4495    21106    18820
TAB:  US_Delaware_New_Castle Confirmed .            76      571     4125      838        1      838    27507     6781
TAB:  US_Delaware_New_Castle Confirmed 4/8/2020     77      636     4125      838        1      838    30250     7848
TAB:  US_Delaware_New_Castle Confirmed .            78      701     4125    -            2      990    29640     6933
TAB:  US_Delaware_New_Castle Confirmed 4/10/2020    79      751     4125     1142        3     1142    24916     6933
TAB:  US_Delaware_New_Castle Confirmed .            80      807     4125     1142        4     1142    27050     6781
TAB:  US_Delaware_New_Castle Confirmed 4/12/2020    81      880     4125     1447        3     1295    29640    15315
TAB:  US_Delaware_New_Castle Confirmed .            82      919     4125     1355        3     1355    17734    10033
TAB:  US_Delaware_New_Castle Confirmed 4/14/2020    83      947     4125     1241        5     1107    11108     5805
TAB:  US_Delaware_New_Castle Confirmed .            84      974     4125     1200        3     1026     7836     3732
TAB:  US_Delaware_New_Castle Confirmed 4/16/2020    85     1003     4125     1196        3     1072     6106     2781
TAB:  US_Delaware_New_Castle Confirmed .            86     1100     4125     1376        1     1376     4993     2713
TAB:  US_Delaware_New_Castle Confirmed 4/18/2020    87     1205     4125     4257        2     1719     4566     2929
TAB:  US_Delaware_New_Castle Confirmed .            88     1217     4125     3733        4     1752     4190     2971
TAB:  US_Delaware_New_Castle Confirmed 4/20/2020    89     1229     4125     3276        5     1295     3733     2514
TAB:  US_Delaware_New_Castle Confirmed .            90     1303     4125     1952        2     1696     3283     2259
TAB:  US_Delaware_New_Castle Confirmed 4/22/2020    91     1352     4125     1804        2     1613     3060     2154
TAB:  US_Delaware_New_Castle Confirmed .            92     1389     4125     1904        8     1600     2971     2362
TAB:  US_Delaware_New_Castle Confirmed 4/24/2020    93     1486     4125     2057        7     2057     2971     2514
TAB:  US_Delaware_New_Castle Confirmed .            94     1504     4125     2057        7     2057     8305     2514
TAB:  US_Delaware_New_Castle Confirmed 4/26/2020    95     1599     4125     2209        7     2209     3581     2666
TAB:  US_Delaware_New_Castle Confirmed .            96     1629     4125     2209        7     2209     3428     2666
TAB:  US_Delaware_New_Castle Confirmed 4/28/2020    97     1701     4125     2362       11     2362    13639     3428
TAB:  US_Delaware_New_Castle Confirmed .            98     1717     4125     2362        9     2057     7695     3124
TAB:  US_Delaware_New_Castle Confirmed 4/30/2020    99     1734     4125     2324        3     1756     3524     2493
TAB:  US_Delaware_New_Castle Confirmed .           100     1829     4125     2427        4     2404     3885     2677
TAB:  US_Delaware_New_Castle Confirmed 5/2/2020    101     1864     4125     2476        4     2456     3699     2845
TAB:  US_Delaware_New_Castle Confirmed .           102     1903     4125     2514       15     2514     3581     3124
TAB:  US_Delaware_New_Castle Confirmed 5/4/2020    103     1934     4125     2488        4     2038     3332     2713
TAB:  US_Delaware_New_Castle Confirmed .           104     1979     4125     2555        5     2196     3272     2841
TAB:  US_Delaware_New_Castle Confirmed 5/6/2020    105     2087     4125     2666       16     2666     7848     3428
TAB:  US_Delaware_New_Castle Confirmed .           106     2130     4125     2819       14     2666    16992     3886
TAB:  US_Delaware_New_Castle Confirmed 5/8/2020    107     2184     4125     2819       19     2819     5714     3886
TAB:  US_Delaware_New_Castle Confirmed .           108     2275     4125     2971       20     2971    11353     4343
TAB:  US_Delaware_New_Castle Confirmed 5/10/2020   109     2332     4125     2971       11     2971    20192     4648
TAB:  US_Delaware_New_Castle Confirmed .           110     2390     4125     3124       18     3124    30250     4952
TAB:  US_Delaware_New_Castle Confirmed 5/12/2020   111     2440     4125     3124       15     2819    29640     4952
TAB:  US_Delaware_New_Castle Confirmed .           112     2496     4125     3276       18     2819    25678     5105
TAB:  US_Delaware_New_Castle Confirmed 5/14/2020   113     2560     4125     3276       16     3276    23697     5410
TAB:  US_Delaware_New_Castle Confirmed .           114     2619     4125     3428       15     3276    21259     5867
TAB:  US_Delaware_New_Castle Confirmed 5/16/2020   115     2667     4125     3428       14     3428    17296     6019
TAB:  US_Delaware_New_Castle Confirmed .           116     2682     4125     3428       14     2819    23240     5410
TAB:  US_Delaware_New_Castle Confirmed 5/18/2020   117     2738     4125     3519       13     3022    13124     4926
TAB:  US_Delaware_New_Castle Confirmed .           118     2845     4125     3581       13     3581    15925     5867
TAB:  US_Delaware_New_Castle Confirmed 5/20/2020   119     2933     4125     3733       14     3581    21259     6933
TAB:  US_Delaware_New_Castle Confirmed .           120     3053     4125     3886        9     3733    18820     6933
TAB:  US_Delaware_New_Castle Confirmed 5/22/2020   121     3132     4125     4038       11     3886    27354     7695
TAB:  US_Delaware_New_Castle Confirmed .           122     3220     4125     4190        9     4038    29945     8000
TAB:  US_Delaware_New_Castle Confirmed 5/24/2020   123     3309     4125     4343        7     4190    21106     8153
TAB:  US_Delaware_New_Castle Confirmed .           124     3436     4125     4495        8     4343    30250     9219
TAB:  US_Delaware_New_Castle Confirmed 5/26/2020   125     3508     4125     4495        6     4495    28421     9981
TAB:  US_Delaware_New_Castle Confirmed .           126     3528     4125     4648        6     3733    29640     8762
TAB:  US_Delaware_New_Castle Confirmed 5/28/2020   127     3575     4125     4648        6     3733    28421     8915
TAB:  US_Delaware_New_Castle Confirmed .           128     3629     4125     4800        6     3733    26440     7086
TAB:  US_Delaware_New_Castle Confirmed 5/30/2020   129     3723     4125     4800        6     4190    25526     7695
TAB:  US_Delaware_New_Castle Confirmed .           130     3758     4125     4952        7     4190    28421     9219
TAB:  US_Delaware_New_Castle Confirmed 6/1/2020    131     3838     4125     4495        6     4495    29031     9219
TAB:  US_Delaware_New_Castle Confirmed .           132     3883     4125     5105        6     4495    29031     9981
TAB:  US_Delaware_New_Castle Confirmed 6/3/2020    133     3903     4125     4495        7     4038    28726     9981
TAB:  US_Delaware_New_Castle Confirmed .           134     3925     4125     4429        8     3930    23519     8921
TAB:  US_Delaware_New_Castle Confirmed 6/5/2020    135     3937     4125     4255        7     3980    17433     8007
TAB:  US_Delaware_New_Castle Confirmed .           136     3995     4125     4283        7     4139    13857     7234
TAB:  US_Delaware_New_Castle Confirmed 6/7/2020    137     4070     4125     4447        6     4447    12053     6716
TAB:  US_Delaware_New_Castle Confirmed .           138     4095     4125     4495        8     4495    10896     7238
TAB:  US_Delaware_New_Castle Confirmed 6/9/2020    139     4125     4125     5257        8     4343     9981     6629
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .941315 cc2=  .533067 lx=  4.32482 if=  49 il=  54 3/16/2020  n=   5 now=    4125 end=         75         8         0 U=     7.63 T=   60.2 p1= -98.2 p2=  5500.0 ed=    78 4/9/2020    x1=  49. x2=  54. y1=  1.46 y2=   .81     
GP: Confirmed US_Delaware_New_Castle 3/16/2020        54    4125       75       8        0     0    78 4/9/2020  
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .962387 cc2=  .584422 lx=  4.32482 if=  49 il=  55 3/17/2020  n=   6 now=    4125 end=         75        15         0 U=     6.10 T=   57.9 p1= -98.2 p2=  5500.0 ed=    72 4/3/2020    x1=  49. x2=  55. y1=  1.46 y2=   .48     
GP: Confirmed US_Delaware_New_Castle 3/17/2020        55    4125       75      15        0     0    72 4/3/2020  
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .947224 cc2=  .538976 lx=  4.32482 if=  50 il=  55 3/17/2020  n=   5 now=    4125 end=         75        15         0 U=     5.08 T=   57.4 p1= -98.2 p2=  5500.0 ed=    69 3/31/2020   x1=  50. x2=  55. y1=  1.46 y2=   .48     
GP: Confirmed US_Delaware_New_Castle 3/17/2020        55    4125       75      15        0     0    69 3/31/2020 
AAA1     1 US_Delaware_New_Castle Confirmed cc1=  .974225 cc2=  .620672 lx=  4.32482 if=  49 il=  56 3/18/2020  n=   7 now=    4125 end=         75        17        76 U=     6.58 T=   58.6 p1= -98.2 p2=  5500.0 ed=    74 4/5/2020    x1=  49. x2=  56. y1=  1.46 y2=   .40 BEST
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .974391 cc2=  .620672 lx=  4.22482 if=  49 il=  56 3/18/2020  n=   7 now=    4125 end=         75        17        76 U=     6.58 T=   58.6 p1= -98.2 p2=  5500.0 ed=    74 4/5/2020    x1=  49. x2=  56. y1=  1.46 y2=   .40 BEST
GP: Confirmed US_Delaware_New_Castle 3/18/2020        56    4125       75      17       76     2    74 4/5/2020  
AAA1     1 US_Delaware_New_Castle Confirmed cc1=  .964786 cc2=  .586821 lx=  4.32482 if=  50 il=  56 3/18/2020  n=   6 now=    4125 end=         75        17        76 U=     5.64 T=   58.3 p1= -98.2 p2=  5500.0 ed=    71 4/2/2020    x1=  50. x2=  56. y1=  1.46 y2=   .40 BEST
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .965342 cc2=  .586821 lx=  4.22482 if=  50 il=  56 3/18/2020  n=   6 now=    4125 end=         75        17        76 U=     5.64 T=   58.3 p1= -98.2 p2=  5500.0 ed=    71 4/2/2020    x1=  50. x2=  56. y1=  1.46 y2=   .40 BEST
GP: Confirmed US_Delaware_New_Castle 3/18/2020        56    4125       75      17       76     2    71 4/2/2020  
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .965851 cc2=  .557602 lx= 10.32482 if=  51 il=  56 3/18/2020  n=   5 now=    4125 end=      30479        17        76 U=    28.31 T=  113.0 p1= 638.9 p2=    13.5 ed=   179 7/19/2020   x1=  51. x2=  56. y1=  2.19 y2=  2.01     
GP: Confirmed US_Delaware_New_Castle 3/18/2020        56    4125    -          17       76     2   179 7/19/2020 
AAA1     1 US_Delaware_New_Castle Confirmed cc1=  .981892 cc2=  .648559 lx=  4.32482 if=  49 il=  57 3/19/2020  n=   8 now=    4125 end=         75        23        76 U=     6.20 T=   58.1 p1= -98.2 p2=  5500.0 ed=    72 4/3/2020    x1=  49. x2=  57. y1=  1.46 y2=   .17 BEST
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .981893 cc2=  .648559 lx=  4.30982 if=  49 il=  57 3/19/2020  n=   8 now=    4125 end=         75        23        76 U=     6.20 T=   58.1 p1= -98.2 p2=  5500.0 ed=    72 4/3/2020    x1=  49. x2=  57. y1=  1.46 y2=   .17 BEST
GP: Confirmed US_Delaware_New_Castle 3/19/2020        57    4125       75      23       76     2    72 4/3/2020  
AAA1     1 US_Delaware_New_Castle Confirmed cc1=  .976660 cc2=  .623106 lx=  4.32482 if=  50 il=  57 3/19/2020  n=   7 now=    4125 end=         75        23        76 U=     5.42 T=   57.9 p1= -98.2 p2=  5500.0 ed=    70 4/1/2020    x1=  50. x2=  57. y1=  1.46 y2=   .17 BEST
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .976971 cc2=  .623106 lx=  4.22482 if=  50 il=  57 3/19/2020  n=   7 now=    4125 end=         75        23        76 U=     5.42 T=   57.9 p1= -98.2 p2=  5500.0 ed=    70 4/1/2020    x1=  50. x2=  57. y1=  1.46 y2=   .17 BEST
GP: Confirmed US_Delaware_New_Castle 3/19/2020        57    4125       75      23       76     2    70 4/1/2020  
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .978767 cc2=  .600803 lx= 10.32482 if=  51 il=  57 3/19/2020  n=   6 now=    4125 end=      30479        23        76 U=    27.55 T=  111.3 p1= 638.9 p2=    13.5 ed=   176 7/16/2020   x1=  51. x2=  57. y1=  2.19 y2=  1.97     
GP: Confirmed US_Delaware_New_Castle 3/19/2020        57    4125    -          23       76     2   176 7/16/2020 
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .969909 cc2=  .561661 lx= 10.22482 if=  52 il=  57 3/19/2020  n=   5 now=    4125 end=      27579        23        76 U=    28.81 T=  113.4 p1= 568.6 p2=    15.0 ed=   181 7/21/2020   x1=  52. x2=  57. y1=  2.13 y2=  1.96     
GP: Confirmed US_Delaware_New_Castle 3/19/2020        57    4125    -          23       76     2   181 7/21/2020 
AAA1     1 US_Delaware_New_Castle Confirmed cc1=  .986859 cc2=  .670631 lx=  4.32482 if=  49 il=  58 3/20/2020  n=   9 now=    4125 end=         75        27        71 U=     6.27 T=   58.2 p1= -98.2 p2=  5500.0 ed=    72 4/3/2020    x1=  49. x2=  58. y1=  1.46 y2=   .03 BEST
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .986863 cc2=  .670631 lx=  4.29682 if=  49 il=  58 3/20/2020  n=   9 now=    4125 end=         75        27        71 U=     6.27 T=   58.2 p1= -98.2 p2=  5500.0 ed=    72 4/3/2020    x1=  49. x2=  58. y1=  1.46 y2=   .03 BEST
GP: Confirmed US_Delaware_New_Castle 3/20/2020        58    4125       75      27       71     4    72 4/3/2020  
AAA1     1 US_Delaware_New_Castle Confirmed cc1=  .983601 cc2=  .650268 lx=  4.32482 if=  50 il=  58 3/20/2020  n=   8 now=    4125 end=         75        27        71 U=     5.57 T=   58.2 p1= -98.2 p2=  5500.0 ed=    71 4/2/2020    x1=  50. x2=  58. y1=  1.46 y2=   .03 BEST
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .983909 cc2=  .650268 lx=  4.22482 if=  50 il=  58 3/20/2020  n=   8 now=    4125 end=         75        27        71 U=     5.57 T=   58.2 p1= -98.2 p2=  5500.0 ed=    71 4/2/2020    x1=  50. x2=  58. y1=  1.46 y2=   .03 BEST
GP: Confirmed US_Delaware_New_Castle 3/20/2020        58    4125       75      27       71     4    71 4/2/2020  
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .984448 cc2=  .630894 lx= 10.25482 if=  51 il=  58 3/20/2020  n=   7 now=    4125 end=      28419        27        71 U=    28.87 T=  114.0 p1= 588.9 p2=    14.5 ed=   182 7/22/2020   x1=  51. x2=  58. y1=  2.18 y2=  1.94     
GP: Confirmed US_Delaware_New_Castle 3/20/2020        58    4125    -          27       71     4   182 7/22/2020 
AAA1     1 US_Delaware_New_Castle Confirmed cc1=  .980316 cc2=  .602352 lx=  4.55482 if=  52 il=  58 3/20/2020  n=   6 now=    4125 end=         95        27        71 U=     7.63 T=   59.8 p1= -97.7 p2=  4342.1 ed=    77 4/8/2020    x1=  52. x2=  58. y1=  1.02 y2=   .23 BEST
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .980316 cc2=  .602352 lx=  4.55082 if=  52 il=  58 3/20/2020  n=   6 now=    4125 end=         95        27        71 U=     7.63 T=   59.8 p1= -97.7 p2=  4342.1 ed=    77 4/8/2020    x1=  52. x2=  58. y1=  1.02 y2=   .23 BEST
GP: Confirmed US_Delaware_New_Castle 3/20/2020        58    4125       95      27       71     4    77 4/8/2020  
AAA1     1 US_Delaware_New_Castle Confirmed cc1=  .990327 cc2=  .582079 lx=  4.32482 if=  53 il=  58 3/20/2020  n=   5 now=    4125 end=         75        27        71 U=     5.55 T=   58.2 p1= -98.2 p2=  5500.0 ed=    71 4/2/2020    x1=  53. x2=  58. y1=   .93 y2=   .03 BEST
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .990788 cc2=  .582079 lx=  4.22482 if=  53 il=  58 3/20/2020  n=   5 now=    4125 end=         75        27        71 U=     5.55 T=   58.2 p1= -98.2 p2=  5500.0 ed=    71 4/2/2020    x1=  53. x2=  58. y1=   .93 y2=   .03 BEST
GP: Confirmed US_Delaware_New_Castle 3/20/2020        58    4125       75      27       71     4    71 4/2/2020  
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .990151 cc2=  .688639 lx=  4.33482 if=  49 il=  59 3/21/2020  n=  10 now=    4125 end=         76        32        74 U=     6.22 T=   58.1 p1= -98.2 p2=  5427.6 ed=    72 4/3/2020    x1=  49. x2=  59. y1=  1.47 y2=  -.14     
GP: Confirmed US_Delaware_New_Castle 3/21/2020        59    4125       76      32       74     3    72 4/3/2020  
AAA1     1 US_Delaware_New_Castle Confirmed cc1=  .988093 cc2=  .671866 lx=  4.32482 if=  50 il=  59 3/21/2020  n=   9 now=    4125 end=         75        32        74 U=     5.57 T=   58.2 p1= -98.2 p2=  5500.0 ed=    71 4/2/2020    x1=  50. x2=  59. y1=  1.46 y2=  -.15 BEST
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .988304 cc2=  .671866 lx=  4.22482 if=  50 il=  59 3/21/2020  n=   9 now=    4125 end=         75        32        74 U=     5.57 T=   58.2 p1= -98.2 p2=  5500.0 ed=    71 4/2/2020    x1=  50. x2=  59. y1=  1.46 y2=  -.15 BEST
GP: Confirmed US_Delaware_New_Castle 3/21/2020        59    4125       75      32       74     3    71 4/2/2020  
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .988214 cc2=  .654881 lx=  5.41482 if=  51 il=  59 3/21/2020  n=   8 now=    4125 end=        224        32        74 U=    11.02 T=   66.4 p1= -94.6 p2=  1841.5 ed=    92 4/23/2020   x1=  51. x2=  59. y1=  1.39 y2=   .67     
GP: Confirmed US_Delaware_New_Castle 3/21/2020        59    4125      224      32       74     3    92 4/23/2020 
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .986881 cc2=  .633328 lx=  4.39482 if=  52 il=  59 3/21/2020  n=   7 now=    4125 end=         81        32        74 U=     6.79 T=   58.5 p1= -98.0 p2=  5092.6 ed=    74 4/5/2020    x1=  52. x2=  59. y1=   .96 y2=  -.07     
GP: Confirmed US_Delaware_New_Castle 3/21/2020        59    4125       81      32       74     3    74 4/5/2020  
AAA1     1 US_Delaware_New_Castle Confirmed cc1=  .993520 cc2=  .615556 lx=  4.32482 if=  53 il=  59 3/21/2020  n=   6 now=    4125 end=         75        32        74 U=     5.55 T=   58.2 p1= -98.2 p2=  5500.0 ed=    71 4/2/2020    x1=  53. x2=  59. y1=   .93 y2=  -.15 BEST
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .994052 cc2=  .615556 lx=  4.22482 if=  53 il=  59 3/21/2020  n=   6 now=    4125 end=         75        32        74 U=     5.55 T=   58.2 p1= -98.2 p2=  5500.0 ed=    71 4/2/2020    x1=  53. x2=  59. y1=   .93 y2=  -.15 BEST
GP: Confirmed US_Delaware_New_Castle 3/21/2020        59    4125       75      32       74     3    71 4/2/2020  
AAA1     1 US_Delaware_New_Castle Confirmed cc1=  .989681 cc2=  .581433 lx=  4.32482 if=  54 il=  59 3/21/2020  n=   5 now=    4125 end=         75        32        74 U=     5.20 T=   58.2 p1= -98.2 p2=  5500.0 ed=    70 4/1/2020    x1=  54. x2=  59. y1=   .81 y2=  -.15 BEST
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .990668 cc2=  .581433 lx=  4.22482 if=  54 il=  59 3/21/2020  n=   5 now=    4125 end=         75        32        74 U=     5.20 T=   58.2 p1= -98.2 p2=  5500.0 ed=    70 4/1/2020    x1=  54. x2=  59. y1=   .81 y2=  -.15 BEST
GP: Confirmed US_Delaware_New_Castle 3/21/2020        59    4125       75      32       74     3    70 4/1/2020  
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .992071 cc2=  .703396 lx=  4.53482 if=  49 il=  60 3/22/2020  n=  11 now=    4125 end=         93        39        77 U=     6.67 T=   59.1 p1= -97.7 p2=  4435.5 ed=    74 4/5/2020    x1=  49. x2=  60. y1=  1.51 y2=  -.14     
GP: Confirmed US_Delaware_New_Castle 3/22/2020        60    4125       93      39       77     2    74 4/5/2020  
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .990479 cc2=  .688968 lx=  4.42482 if=  50 il=  60 3/22/2020  n=  10 now=    4125 end=         83        39        77 U=     5.68 T=   58.5 p1= -98.0 p2=  4969.9 ed=    71 4/2/2020    x1=  50. x2=  60. y1=  1.49 y2=  -.27     
GP: Confirmed US_Delaware_New_Castle 3/22/2020        60    4125       83      39       77     2    71 4/2/2020  
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .991435 cc2=  .675207 lx=  5.30482 if=  51 il=  60 3/22/2020  n=   9 now=    4125 end=        201        39        77 U=    10.34 T=   65.1 p1= -95.1 p2=  2052.2 ed=    89 4/20/2020   x1=  51. x2=  60. y1=  1.37 y2=   .50     
GP: Confirmed US_Delaware_New_Castle 3/22/2020        60    4125      201      39       77     2    89 4/20/2020 
AAA2     1 US_Delaware_New_Castle Confirmed cc1=  .990544 cc2=  .657210 lx=  4.72482 if=  52 il=  60 3/22/2020  n=   8 now=    4125 end=        112        39        77 U=     7.87 T=   60.5 p1= -97.3 p2=  3683.0 ed=    79 4/10/2020   x1=  52. x2=  60. y1=  1.08 y2=   .06     
GP: Confirmed US_Delaware_New_Castle 3/22/2020        60    4125      112      39       77     2    79 4/10/2020 
