TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        6417.00000        8.76671
TAB:  US_California_San_Bernardino Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_California_San_Bernardino Confirmed 2/16/2020    25        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            26        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 2/18/2020    27        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            28        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 2/20/2020    29        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            30        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 2/22/2020    31        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            32        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 2/24/2020    33        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            34        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 2/26/2020    35        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            36        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 2/28/2020    37        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            38        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 3/1/2020     39        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            40        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 3/3/2020     41        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            42        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 3/5/2020     43        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            44        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 3/7/2020     45        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            46        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 3/9/2020     47        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            48        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 3/11/2020    49        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            50        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 3/13/2020    51        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            52        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 3/15/2020    53        0     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            54        1     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 3/17/2020    55        2     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            56        3     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 3/19/2020    57        5     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            58        9     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed 3/21/2020    59       10     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            60       17     6417      714        1      714      714      714
TAB:  US_California_San_Bernardino Confirmed 3/23/2020    61       17     6417        0        0        0        0        0
TAB:  US_California_San_Bernardino Confirmed .            62       31     6417     1066        1     1066     4622     4385
TAB:  US_California_San_Bernardino Confirmed 3/25/2020    63       38     6417      829        1      829     2015     1778
TAB:  US_California_San_Bernardino Confirmed .            64       54     6417     1778        1     1778     7230     6282
TAB:  US_California_San_Bernardino Confirmed 3/27/2020    65       54     6417      117        1      117     1469      793
TAB:  US_California_San_Bernardino Confirmed .            66       76     6417      180        1      180     1285      737
TAB:  US_California_San_Bernardino Confirmed 3/29/2020    67       76     6417      125        1      125      431      331
TAB:  US_California_San_Bernardino Confirmed .            68      111     6417      829        3      355     1303      829
TAB:  US_California_San_Bernardino Confirmed 3/31/2020    69      125     6417      829        4      592     1066      829
TAB:  US_California_San_Bernardino Confirmed .            70      183     6417     1778        1     1778    24774     6519
TAB:  US_California_San_Bernardino Confirmed 4/2/2020     71      254     6417     6282        1     6282    20744    12209
TAB:  US_California_San_Bernardino Confirmed .            72      304     6417    11498        1    11498    25485    25485
TAB:  US_California_San_Bernardino Confirmed 4/4/2020     73      353     6417      829        1      829    30938    14105
TAB:  US_California_San_Bernardino Confirmed .            74      372     6417      592        2      355    35442    11023
TAB:  US_California_San_Bernardino Confirmed 4/6/2020     75      373     6417      355        3      355    31412    14105
TAB:  US_California_San_Bernardino Confirmed .            76      530     6417     2252        1     2252    46111    16476
TAB:  US_California_San_Bernardino Confirmed 4/8/2020     77      547     6417     1291        1     1291    20227     9898
TAB:  US_California_San_Bernardino Confirmed .            78      641     6417     1540        2     1540    13631     8179
TAB:  US_California_San_Bernardino Confirmed 4/10/2020    79      729     6417     6519        2     1303    11023     6519
TAB:  US_California_San_Bernardino Confirmed .            80      810     6417     7704        2     1066     9127     5334
TAB:  US_California_San_Bernardino Confirmed 4/12/2020    81      848     6417     1357        2      995     9139     4614
TAB:  US_California_San_Bernardino Confirmed .            82      887     6417     1047        2      968     5266     2586
TAB:  US_California_San_Bernardino Confirmed 4/14/2020    83      977     6417     1819        2     1277     4487     2430
TAB:  US_California_San_Bernardino Confirmed .            84      986     6417     1688        2     1211     3748     1897
TAB:  US_California_San_Bernardino Confirmed 4/16/2020    85      996     6417     1520        3     1005     3193     1697
TAB:  US_California_San_Bernardino Confirmed .            86     1032     6417     1098        1     1098     2763     1489
TAB:  US_California_San_Bernardino Confirmed 4/18/2020    87     1219     6417     1825        1     1825     2763     2203
TAB:  US_California_San_Bernardino Confirmed .            88     1286     6417     2029        2     1987     2721     2292
TAB:  US_California_San_Bernardino Confirmed 4/20/2020    89     1406     6417     2963        5     2252     2963     2726
TAB:  US_California_San_Bernardino Confirmed .            90     1489     6417     2963        7     2015    21929     2963
TAB:  US_California_San_Bernardino Confirmed 4/22/2020    91     1548     6417     2726        9     1778     3437     2726
TAB:  US_California_San_Bernardino Confirmed .            92     1608     6417     2963       10     1778     3674     2963
TAB:  US_California_San_Bernardino Confirmed 4/24/2020    93     1666     6417     2963       10     1778     5571     2963
TAB:  US_California_San_Bernardino Confirmed .            94     1699     6417     2963        9     1778     5808     2963
TAB:  US_California_San_Bernardino Confirmed 4/26/2020    95     1732     6417     1866        6     1866     3977     2819
TAB:  US_California_San_Bernardino Confirmed .            96     1772     6417     2855        4     1900     2938     2654
TAB:  US_California_San_Bernardino Confirmed 4/28/2020    97     1827     6417     2814        5     1996     3002     2594
TAB:  US_California_San_Bernardino Confirmed .            98     1928     6417     2726       19     2252     3911     2726
TAB:  US_California_San_Bernardino Confirmed 4/30/2020    99     2058     6417     2948        7     2825     3248     3054
TAB:  US_California_San_Bernardino Confirmed .           100     2113     6417     2963       16     2963     3911     3437
TAB:  US_California_San_Bernardino Confirmed 5/2/2020    101     2182     6417     2963       10     2726     3911     3437
TAB:  US_California_San_Bernardino Confirmed .           102     2182     6417     2963       10     2252     4860     3437
TAB:  US_California_San_Bernardino Confirmed 5/4/2020    103     2182     6417     2963       16     2252     3437     2963
TAB:  US_California_San_Bernardino Confirmed .           104     2329     6417     3200       16     2963    46111     3674
TAB:  US_California_San_Bernardino Confirmed 5/6/2020    105     2432     6417     3200       16     3200     7942     4148
TAB:  US_California_San_Bernardino Confirmed .           106     2562     6417     3437       15     3437    21692     4385
TAB:  US_California_San_Bernardino Confirmed 5/8/2020    107     2629     6417     3437       12     3437    10549     4622
TAB:  US_California_San_Bernardino Confirmed .           108     2902     6417     3911       12     3911     7704     4860
TAB:  US_California_San_Bernardino Confirmed 5/10/2020   109     2958     6417     4148        9     3911     9601     5097
TAB:  US_California_San_Bernardino Confirmed .           110     3015     6417     4148        8     3200    10786     5334
TAB:  US_California_San_Bernardino Confirmed 5/12/2020   111     3078     6417     4385        8     3200    11261     5571
TAB:  US_California_San_Bernardino Confirmed .           112     3153     6417     4385        8     3200    11261     5808
TAB:  US_California_San_Bernardino Confirmed 5/14/2020   113     3198     6417     4385        6     3437    10786     5808
TAB:  US_California_San_Bernardino Confirmed .           114     3311     6417     4622        7     3674    19558     5808
TAB:  US_California_San_Bernardino Confirmed 5/16/2020   115     3463     6417     4622        7     4622    46111     8179
TAB:  US_California_San_Bernardino Confirmed .           116     3511     6417     4860        7     4622    35205     8179
TAB:  US_California_San_Bernardino Confirmed 5/18/2020   117     3593     6417     4860        9     4385    37576     7230
TAB:  US_California_San_Bernardino Confirmed .           118     3707     6417     5097        8     4622    23588     7467
TAB:  US_California_San_Bernardino Confirmed 5/20/2020   119     3795     6417     5097        7     4860    40895     8653
TAB:  US_California_San_Bernardino Confirmed .           120     3984     6417     5334        5     5097    44214     9127
TAB:  US_California_San_Bernardino Confirmed 5/22/2020   121     4146     6417     5808        5     5334    30227     9838
TAB:  US_California_San_Bernardino Confirmed .           122     4315     6417     5808        6     5571    35442    14105
TAB:  US_California_San_Bernardino Confirmed 5/24/2020   123     4365     6417     6045        4     5571    36865    11261
TAB:  US_California_San_Bernardino Confirmed .           124     4365     6417     6282        4     4385    36153     9838
TAB:  US_California_San_Bernardino Confirmed 5/26/2020   125     4567     6417     6282        4     5334    34731    10312
TAB:  US_California_San_Bernardino Confirmed .           126     4740     6417     6519        4     6282    38761    14343
TAB:  US_California_San_Bernardino Confirmed 5/28/2020   127     4914     6417     6519        3     6519    42792    17187
TAB:  US_California_San_Bernardino Confirmed .           128     5034     6417     6756        3     6756    43740    18373
TAB:  US_California_San_Bernardino Confirmed 5/30/2020   129     5200     6417     6993        3     6519    47059    14817
TAB:  US_California_San_Bernardino Confirmed .           130     5246     6417     7230        3     5808    47059    14580
TAB:  US_California_San_Bernardino Confirmed 6/1/2020    131     5355     6417     5808        3     5808    44214    15054
TAB:  US_California_San_Bernardino Confirmed .           132     5501     6417     7467        3     6282    41606    13157
TAB:  US_California_San_Bernardino Confirmed 6/3/2020    133     5650     6417     7704        3     6993    46585    16476
TAB:  US_California_San_Bernardino Confirmed .           134     5790     6417     7942        3     7704    45162    14817
TAB:  US_California_San_Bernardino Confirmed 6/5/2020    135     5930     6417     8179        3     7942    46585    17425
TAB:  US_California_San_Bernardino Confirmed .           136     6040     6417    12683        4     7704    43740    17899
TAB:  US_California_San_Bernardino Confirmed 6/7/2020    137     6143     6417     8653        3     6993    44688    15528
TAB:  US_California_San_Bernardino Confirmed .           138     6247     6417     8890        3     6993    46585    16476
TAB:  US_California_San_Bernardino Confirmed 6/9/2020    139     6417     6417     8653        3     8653    45636    18610
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .991748 cc2=  .583499 lx=  4.88671 if=  54 il=  59 3/21/2020  n=   5 now=    6417 end=        132        10         0 U=     7.85 T=   66.5 p1= -97.9 p2=  4861.4 ed=    84 4/15/2020   x1=  54. x2=  59. y1=  1.59 y2=   .95     
GP: Confirmed US_California_San_Bernardino 3/21/2020        59    6417      132      10        0     0    84 4/15/2020 
AAA1     1 US_California_San_Bernardino Confirmed cc1=  .994524 cc2=  .616559 lx=  6.55671 if=  54 il=  60 3/22/2020  n=   6 now=    6417 end=        703        17       714 U=    10.60 T=   73.9 p1= -89.0 p2=   912.8 ed=    98 4/29/2020   x1=  54. x2=  60. y1=  1.88 y2=  1.31 BEST
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .994524 cc2=  .616559 lx=  6.55171 if=  54 il=  60 3/22/2020  n=   6 now=    6417 end=        703        17       714 U=    10.60 T=   73.9 p1= -89.0 p2=   912.8 ed=    98 4/29/2020   x1=  54. x2=  60. y1=  1.88 y2=  1.31 BEST
GP: Confirmed US_California_San_Bernardino 3/22/2020        60    6417      703      17      714     1    98 4/29/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .991686 cc2=  .583437 lx=  9.06671 if=  55 il=  60 3/22/2020  n=   5 now=    6417 end=       8662        17       714 U=    16.94 T=   91.0 p1=  35.0 p2=    74.1 ed=   130 5/31/2020   x1=  55. x2=  60. y1=  2.13 y2=  1.83     
GP: Confirmed US_California_San_Bernardino 3/22/2020        60    6417     8662      17      714     1   130 5/31/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .990534 cc2=  .636980 lx=  4.76671 if=  54 il=  61 3/23/2020  n=   7 now=    6417 end=        117        17         0 U=     7.76 T=   66.1 p1= -98.2 p2=  5484.6 ed=    84 4/15/2020   x1=  54. x2=  61. y1=  1.56 y2=   .66     
GP: Confirmed US_California_San_Bernardino 3/23/2020        61    6417      117      17        0     0    84 4/15/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .985784 cc2=  .607820 lx=  4.76671 if=  55 il=  61 3/23/2020  n=   6 now=    6417 end=        117        17         0 U=     8.05 T=   66.3 p1= -98.2 p2=  5484.6 ed=    85 4/16/2020   x1=  55. x2=  61. y1=  1.40 y2=   .66     
GP: Confirmed US_California_San_Bernardino 3/23/2020        61    6417      117      17        0     0    85 4/16/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .977633 cc2=  .569385 lx=  4.76671 if=  56 il=  61 3/23/2020  n=   5 now=    6417 end=        117        17         0 U=     7.81 T=   66.1 p1= -98.2 p2=  5484.6 ed=    84 4/15/2020   x1=  56. x2=  61. y1=  1.30 y2=   .66     
GP: Confirmed US_California_San_Bernardino 3/23/2020        61    6417      117      17        0     0    84 4/15/2020 
AAA1     1 US_California_San_Bernardino Confirmed cc1=  .991618 cc2=  .658285 lx=  6.86671 if=  54 il=  62 3/24/2020  n=   8 now=    6417 end=        959        31      1066 U=    11.54 T=   76.2 p1= -85.1 p2=   669.1 ed=   103 5/4/2020    x1=  54. x2=  62. y1=  1.93 y2=  1.23 BEST
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .991618 cc2=  .658285 lx=  6.86871 if=  54 il=  62 3/24/2020  n=   8 now=    6417 end=        959        31      1066 U=    11.54 T=   76.2 p1= -85.1 p2=   669.1 ed=   103 5/4/2020    x1=  54. x2=  62. y1=  1.93 y2=  1.23 BEST
GP: Confirmed US_California_San_Bernardino 3/24/2020        62    6417      959      31     1066     1   103 5/4/2020  
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .988674 cc2=  .635121 lx=  8.40671 if=  55 il=  62 3/24/2020  n=   7 now=    6417 end=       4476        31      1066 U=    15.94 T=   87.6 p1= -30.2 p2=   143.4 ed=   125 5/26/2020   x1=  55. x2=  62. y1=  2.04 y2=  1.60     
GP: Confirmed US_California_San_Bernardino 3/24/2020        62    6417     4476      31     1066     1   125 5/26/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .982963 cc2=  .604999 lx=  8.45671 if=  56 il=  62 3/24/2020  n=   6 now=    6417 end=       4706        31      1066 U=    15.71 T=   87.4 p1= -26.7 p2=   136.4 ed=   124 5/25/2020   x1=  56. x2=  62. y1=  2.00 y2=  1.61     
GP: Confirmed US_California_San_Bernardino 3/24/2020        62    6417     4706      31     1066     1   124 5/25/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .974124 cc2=  .565876 lx= 10.76671 if=  57 il=  62 3/24/2020  n=   5 now=    6417 end=      47415        31      1066 U=    22.50 T=  106.8 p1= 638.9 p2=    13.5 ed=   159 6/29/2020   x1=  57. x2=  62. y1=  2.21 y2=  1.99     
GP: Confirmed US_California_San_Bernardino 3/24/2020        62    6417    -          31     1066     1   159 6/29/2020 
AAA1     1 US_California_San_Bernardino Confirmed cc1=  .993899 cc2=  .677672 lx=  6.71671 if=  54 il=  63 3/25/2020  n=   9 now=    6417 end=        826        38       829 U=    11.54 T=   76.0 p1= -87.1 p2=   776.9 ed=   103 5/4/2020    x1=  54. x2=  63. y1=  1.90 y2=  1.12 BEST
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .993899 cc2=  .677672 lx=  6.71571 if=  54 il=  63 3/25/2020  n=   9 now=    6417 end=        826        38       829 U=    11.54 T=   76.0 p1= -87.1 p2=   776.9 ed=   103 5/4/2020    x1=  54. x2=  63. y1=  1.90 y2=  1.12 BEST
GP: Confirmed US_California_San_Bernardino 3/25/2020        63    6417      826      38      829     1   103 5/4/2020  
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .991994 cc2=  .658660 lx=  7.60671 if=  55 il=  63 3/25/2020  n=   8 now=    6417 end=       2011        38       829 U=    14.42 T=   82.9 p1= -68.7 p2=   319.1 ed=   116 5/17/2020   x1=  55. x2=  63. y1=  1.93 y2=  1.38     
GP: Confirmed US_California_San_Bernardino 3/25/2020        63    6417     2011      38      829     1   116 5/17/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .988546 cc2=  .634993 lx=  7.49671 if=  56 il=  63 3/25/2020  n=   7 now=    6417 end=       1802        38       829 U=    13.85 T=   81.7 p1= -71.9 p2=   356.1 ed=   114 5/15/2020   x1=  56. x2=  63. y1=  1.86 y2=  1.35     
GP: Confirmed US_California_San_Bernardino 3/25/2020        63    6417     1802      38      829     1   114 5/15/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .983641 cc2=  .605677 lx= 10.76671 if=  57 il=  63 3/25/2020  n=   6 now=    6417 end=      47415        38       829 U=    23.97 T=  110.1 p1= 638.9 p2=    13.5 ed=   166 7/6/2020    x1=  57. x2=  63. y1=  2.21 y2=  1.96     
GP: Confirmed US_California_San_Bernardino 3/25/2020        63    6417    -          38      829     1   166 7/6/2020  
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .974336 cc2=  .566087 lx= 10.76671 if=  58 il=  63 3/25/2020  n=   5 now=    6417 end=      47415        38       829 U=    27.17 T=  116.4 p1= 638.9 p2=    13.5 ed=   180 7/20/2020   x1=  58. x2=  63. y1=  2.15 y2=  1.96     
GP: Confirmed US_California_San_Bernardino 3/25/2020        63    6417    -          38      829     1   180 7/20/2020 
AAA1     1 US_California_San_Bernardino Confirmed cc1=  .995191 cc2=  .693680 lx=  7.47671 if=  54 il=  64 3/26/2020  n=  10 now=    6417 end=       1766        54      1778 U=    13.11 T=   80.4 p1= -72.5 p2=   363.4 ed=   111 5/12/2020   x1=  54. x2=  64. y1=  2.01 y2=  1.25 BEST
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .995191 cc2=  .693680 lx=  7.47571 if=  54 il=  64 3/26/2020  n=  10 now=    6417 end=       1766        54      1778 U=    13.11 T=   80.4 p1= -72.5 p2=   363.4 ed=   111 5/12/2020   x1=  54. x2=  64. y1=  2.01 y2=  1.25 BEST
GP: Confirmed US_California_San_Bernardino 3/26/2020        64    6417     1766      54     1778     1   111 5/12/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .994050 cc2=  .677822 lx=  8.58671 if=  55 il=  64 3/26/2020  n=   9 now=    6417 end=       5359        54      1778 U=    16.65 T=   89.4 p1= -16.5 p2=   119.7 ed=   128 5/29/2020   x1=  55. x2=  64. y1=  2.07 y2=  1.53     
GP: Confirmed US_California_San_Bernardino 3/26/2020        64    6417     5359      54     1778     1   128 5/29/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .991815 cc2=  .658481 lx=  8.73671 if=  56 il=  64 3/26/2020  n=   8 now=    6417 end=       6227        54      1778 U=    16.83 T=   90.2 p1=  -3.0 p2=   103.1 ed=   129 5/30/2020   x1=  56. x2=  64. y1=  2.03 y2=  1.56     
GP: Confirmed US_California_San_Bernardino 3/26/2020        64    6417     6227      54     1778     1   129 5/30/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .989018 cc2=  .635464 lx= 10.76671 if=  57 il=  64 3/26/2020  n=   7 now=    6417 end=      47415        54      1778 U=    23.26 T=  108.5 p1= 638.9 p2=    13.5 ed=   163 7/3/2020    x1=  57. x2=  64. y1=  2.21 y2=  1.91     
GP: Confirmed US_California_San_Bernardino 3/26/2020        64    6417    -          54     1778     1   163 7/3/2020  
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .983694 cc2=  .605730 lx= 10.76671 if=  58 il=  64 3/26/2020  n=   6 now=    6417 end=      47415        54      1778 U=    25.58 T=  112.9 p1= 638.9 p2=    13.5 ed=   173 7/13/2020   x1=  58. x2=  64. y1=  2.15 y2=  1.91     
GP: Confirmed US_California_San_Bernardino 3/26/2020        64    6417    -          54     1778     1   173 7/13/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .983496 cc2=  .575248 lx=  8.88671 if=  59 il=  64 3/26/2020  n=   5 now=    6417 end=       7235        54      1778 U=    16.90 T=   90.8 p1=  12.7 p2=    88.7 ed=   130 5/31/2020   x1=  59. x2=  64. y1=  1.88 y2=  1.59     
GP: Confirmed US_California_San_Bernardino 3/26/2020        64    6417     7235      54     1778     1   130 5/31/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .994712 cc2=  .706036 lx=  6.49671 if=  54 il=  65 3/27/2020  n=  11 now=    6417 end=        662        54       117 U=    11.56 T=   75.6 p1= -89.7 p2=   969.3 ed=   102 5/3/2020    x1=  54. x2=  65. y1=  1.87 y2=   .92     
GP: Confirmed US_California_San_Bernardino 3/27/2020        65    6417      662      54      117     1   102 5/3/2020  
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .993261 cc2=  .691749 lx=  6.83671 if=  55 il=  65 3/27/2020  n=  10 now=    6417 end=        931        54       117 U=    13.01 T=   78.6 p1= -85.5 p2=   689.3 ed=   109 5/10/2020   x1=  55. x2=  65. y1=  1.82 y2=  1.05     
GP: Confirmed US_California_San_Bernardino 3/27/2020        65    6417      931      54      117     1   109 5/10/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .991031 cc2=  .674803 lx=  6.67671 if=  56 il=  65 3/27/2020  n=   9 now=    6417 end=        793        54       117 U=    12.33 T=   77.2 p1= -87.6 p2=   809.2 ed=   106 5/7/2020    x1=  56. x2=  65. y1=  1.72 y2=   .99     
GP: Confirmed US_California_San_Bernardino 3/27/2020        65    6417      793      54      117     1   106 5/7/2020  
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .987805 cc2=  .654472 lx=  7.28671 if=  57 il=  65 3/27/2020  n=   8 now=    6417 end=       1460        54       117 U=    14.73 T=   82.6 p1= -77.2 p2=   439.5 ed=   117 5/18/2020   x1=  57. x2=  65. y1=  1.74 y2=  1.19     
GP: Confirmed US_California_San_Bernardino 3/27/2020        65    6417     1460      54      117     1   117 5/18/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .982656 cc2=  .629103 lx=  8.55671 if=  58 il=  65 3/27/2020  n=   7 now=    6417 end=       5201        54       117 U=    21.15 T=   97.1 p1= -18.9 p2=   123.4 ed=   147 6/17/2020   x1=  58. x2=  65. y1=  1.85 y2=  1.52     
GP: Confirmed US_California_San_Bernardino 3/27/2020        65    6417     5201      54      117     1   147 6/17/2020 
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .980478 cc2=  .602514 lx=  5.33671 if=  59 il=  65 3/27/2020  n=   6 now=    6417 end=        207        54       117 U=     7.39 T=   67.2 p1= -96.8 p2=  3100.0 ed=    84 4/15/2020   x1=  59. x2=  65. y1=  1.11 y2=   .30     
GP: Confirmed US_California_San_Bernardino 3/27/2020        65    6417      207      54      117     1    84 4/15/2020 
AAA1     1 US_California_San_Bernardino Confirmed cc1=  .969940 cc2=  .561692 lx=  4.78671 if=  60 il=  65 3/27/2020  n=   5 now=    6417 end=        119        54       117 U=     5.58 T=   63.7 p1= -98.1 p2=  5392.4 ed=    76 4/7/2020    x1=  60. x2=  65. y1=   .67 y2=  -.23 BEST
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .969940 cc2=  .561692 lx=  4.78571 if=  60 il=  65 3/27/2020  n=   5 now=    6417 end=        119        54       117 U=     5.58 T=   63.7 p1= -98.1 p2=  5392.4 ed=    76 4/7/2020    x1=  60. x2=  65. y1=   .67 y2=  -.23 BEST
GP: Confirmed US_California_San_Bernardino 3/27/2020        65    6417      119      54      117     1    76 4/7/2020  
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .995834 cc2=  .718484 lx=  6.60671 if=  54 il=  66 3/28/2020  n=  12 now=    6417 end=        740        76       180 U=    11.26 T=   75.3 p1= -88.5 p2=   867.2 ed=   101 5/2/2020    x1=  54. x2=  66. y1=  1.89 y2=   .82     
GP: Confirmed US_California_San_Bernardino 3/28/2020        66    6417      740      76      180     1   101 5/2/2020  
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .994819 cc2=  .706144 lx=  6.87671 if=  55 il=  66 3/28/2020  n=  11 now=    6417 end=        969        76       180 U=    12.40 T=   77.6 p1= -84.9 p2=   662.2 ed=   106 5/7/2020    x1=  55. x2=  66. y1=  1.82 y2=   .93     
GP: Confirmed US_California_San_Bernardino 3/28/2020        66    6417      969      76      180     1   106 5/7/2020  
AAA2     1 US_California_San_Bernardino Confirmed cc1=  .993276 cc2=  .691765 lx=  6.77671 if=  56 il=  66 3/28/2020  n=  10 now=    6417 end=        877        76       180 U=    11.87 T=   76.6 p1= -86.3 p2=   731.7 ed=   104 5/5/2020    x1=  56. x2=  66. y1=  1.74 y2=   .89     
GP: Confirmed US_California_San_Bernardino 3/28/2020        66    6417      877      76      180     1   104 5/5/2020  
