TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       16302.00000        9.69904
TAB:  US_New_Jersey_Union Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_New_Jersey_Union Confirmed 2/24/2020    33        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed .            34        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed 2/26/2020    35        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed .            36        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed 2/28/2020    37        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed .            38        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed 3/1/2020     39        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed .            40        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed 3/3/2020     41        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed .            42        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed 3/5/2020     43        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed .            44        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed 3/7/2020     45        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed .            46        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed 3/9/2020     47        0    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed .            48        1    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed 3/11/2020    49        1    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed .            50        1    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed 3/13/2020    51        1    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed .            52        1    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed 3/15/2020    53        3    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed .            54        8    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed 3/17/2020    55       15    16302        0        0        0        0        0
TAB:  US_New_Jersey_Union Confirmed .            56       26    16302     8733        1     8733     8733     8733
TAB:  US_New_Jersey_Union Confirmed 3/19/2020    57       29    16302      301        2      301     2710     2710
TAB:  US_New_Jersey_Union Confirmed .            58       43    16302      301        4      301     5119     5119
TAB:  US_New_Jersey_Union Confirmed 3/21/2020    59       81    16302      903        2      301     3914      903
TAB:  US_New_Jersey_Union Confirmed .            60      124    16302     1505        1     1505    14153     5721
TAB:  US_New_Jersey_Union Confirmed 3/23/2020    61      189    16302     3312        1     3312    37642    21983
TAB:  US_New_Jersey_Union Confirmed .            62      246    16302     2107        1     2107    28006     6926
TAB:  US_New_Jersey_Union Confirmed 3/25/2020    63      262    16302      301        2      301    42460     4517
TAB:  US_New_Jersey_Union Confirmed .            64      432    16302     4517        1     4517    84620    14153
TAB:  US_New_Jersey_Union Confirmed 3/27/2020    65      519    16302     8130        2     3312    29812    11142
TAB:  US_New_Jersey_Union Confirmed .            66      742    16302     9335        2     7528    52097    24994
TAB:  US_New_Jersey_Union Confirmed 3/29/2020    67      896    16302    10539        2     8733   115938    23790
TAB:  US_New_Jersey_Union Confirmed .            68     1213    16302    43063        2     8733   108711    24994
TAB:  US_New_Jersey_Union Confirmed 3/31/2020    69     1418    16302    39449        2     6323    86427    24994
TAB:  US_New_Jersey_Union Confirmed .            70     1661    16302    35325        2     3431    64797    21599
TAB:  US_New_Jersey_Union Confirmed 4/2/2020     71     2010    16302     5760        1     5760    40590    21300
TAB:  US_New_Jersey_Union Confirmed .            72     2487    16302    23292        2    11739    51988    24783
TAB:  US_New_Jersey_Union Confirmed 4/4/2020     73     2916    16302    23790        2    15960   101484    29812
TAB:  US_New_Jersey_Union Confirmed .            74     3216    16302    19574        2    11142    43063    24994
TAB:  US_New_Jersey_Union Confirmed 4/6/2020     75     3685    16302    23788        2     7030    28796    20706
TAB:  US_New_Jersey_Union Confirmed .            76     4368    16302    29540        4    17724    37775    26317
TAB:  US_New_Jersey_Union Confirmed 4/8/2020     77     4831    16302    21983        3    18971    44267    26199
TAB:  US_New_Jersey_Union Confirmed .            78     5203    16302    22076        2    12556    27165    22076
TAB:  US_New_Jersey_Union Confirmed 4/10/2020    79     5575    16302    15806        2     6984    25070    17718
TAB:  US_New_Jersey_Union Confirmed .            80     5865    16302    17980        3     6783    22854    15214
TAB:  US_New_Jersey_Union Confirmed 4/12/2020    81     6180    16302     7301        2     7301    20737    13493
TAB:  US_New_Jersey_Union Confirmed .            82     6636    16302     8793        2     8654    21394    13778
TAB:  US_New_Jersey_Union Confirmed 4/14/2020    83     7265    16302    11744        5    11142   100881    15960
TAB:  US_New_Jersey_Union Confirmed .            84     7438    16302    11142        5    11142    29210    14755
TAB:  US_New_Jersey_Union Confirmed 4/16/2020    85     7904    16302    11744        7    11744    25596    14755
TAB:  US_New_Jersey_Union Confirmed .            86     8429    16302    12949        8    12346    34028    15358
TAB:  US_New_Jersey_Union Confirmed 4/18/2020    87     8959    16302    13551        8    13551    59926    16562
TAB:  US_New_Jersey_Union Confirmed .            88     9609    16302    15358        9    14755    25596    17767
TAB:  US_New_Jersey_Union Confirmed 4/20/2020    89     9972    16302    15960       13    15358   100881    18369
TAB:  US_New_Jersey_Union Confirmed .            90    10228    16302    15688       10    11704    98864    20171
TAB:  US_New_Jersey_Union Confirmed 4/22/2020    91    10484    16302    15765        6    11233    33135    16709
TAB:  US_New_Jersey_Union Confirmed .            92    10935    16302    15813        6    12691    26400    16491
TAB:  US_New_Jersey_Union Confirmed 4/24/2020    93    11208    16302    15960       20    12949    21983    16562
TAB:  US_New_Jersey_Union Confirmed .            94    11523    16302    15960       20    13551   106904    17164
TAB:  US_New_Jersey_Union Confirmed 4/26/2020    95    11853    16302    15960       20    14153    50290    17164
TAB:  US_New_Jersey_Union Confirmed .            96    12011    16302    15797        9    13360    17672    15985
TAB:  US_New_Jersey_Union Confirmed 4/28/2020    97    12188    16302    15832        9    12976    16504    15160
TAB:  US_New_Jersey_Union Confirmed .            98    12380    16302    15689        8    13081    16178    14467
TAB:  US_New_Jersey_Union Confirmed 4/30/2020    99    12578    16302    15533       11    13597    16017    14726
TAB:  US_New_Jersey_Union Confirmed .           100    12779    16302    15358       24    14153    15960    15358
TAB:  US_New_Jersey_Union Confirmed 5/2/2020    101    12996    16302    15358       29    14153    18369    15358
TAB:  US_New_Jersey_Union Confirmed .           102    13225    16302    15358       32    14755    25596    16562
TAB:  US_New_Jersey_Union Confirmed 5/4/2020    103    13357    16302    15358       33    14755    24392    17164
TAB:  US_New_Jersey_Union Confirmed .           104    13503    16302    15380       22    14453    19090    15689
TAB:  US_New_Jersey_Union Confirmed 5/6/2020    105    13604    16302    15319       24    13994    16820    15319
TAB:  US_New_Jersey_Union Confirmed .           106    13781    16302    15312       25    14888    16500    15482
TAB:  US_New_Jersey_Union Confirmed 5/8/2020    107    13917    16302    15358       44    15358    16562    15960
TAB:  US_New_Jersey_Union Confirmed .           108    13984    16302    15380       25    15037    15980    15466
TAB:  US_New_Jersey_Union Confirmed 5/10/2020   109    14057    16302    15389       31    14304    15389    14924
TAB:  US_New_Jersey_Union Confirmed .           110    14164    16302    15389       35    14769    15389    15079
TAB:  US_New_Jersey_Union Confirmed 5/12/2020   111    14203    16302    15234       28    14459    15389    14924
TAB:  US_New_Jersey_Union Confirmed .           112    14306    16302    15358       43    14755    15358    15358
TAB:  US_New_Jersey_Union Confirmed 5/14/2020   113    14385    16302    15358       44    14755    15960    15358
TAB:  US_New_Jersey_Union Confirmed .           114    14492    16302    15358       57    15358    21380    15960
TAB:  US_New_Jersey_Union Confirmed 5/16/2020   115    14569    16302    15358       54    15358    25596    15960
TAB:  US_New_Jersey_Union Confirmed .           116    14702    16302    15358       48    15358    18369    16562
TAB:  US_New_Jersey_Union Confirmed 5/18/2020   117    14903    16302    15358       35    15358    53301    17767
TAB:  US_New_Jersey_Union Confirmed .           118    15031    16302    15960       40    15960    84018    17767
TAB:  US_New_Jersey_Union Confirmed 5/20/2020   119    15122    16302    15960       37    15960    39449    17767
TAB:  US_New_Jersey_Union Confirmed .           120    15176    16302    15960       38    15358    36437    17767
TAB:  US_New_Jersey_Union Confirmed 5/22/2020   121    15181    16302    15960       37    15358    41858    18369
TAB:  US_New_Jersey_Union Confirmed .           122    15186    16302    15960       37    15358    38847    18971
TAB:  US_New_Jersey_Union Confirmed 5/24/2020   123    15169    16302    15960       38    15358    38244    17767
TAB:  US_New_Jersey_Union Confirmed .           124    15218    16302    15788       32    15348    20079    16448
TAB:  US_New_Jersey_Union Confirmed 5/26/2020   125    15293    16302    15795       35    15362    17180    16141
TAB:  US_New_Jersey_Union Confirmed .           126    15324    16302    15960       46    15358    16562    15960
TAB:  US_New_Jersey_Union Confirmed 5/28/2020   127    15475    16302    15960       47    15960    28608    16562
TAB:  US_New_Jersey_Union Confirmed .           128    15610    16302    15960       37    15960    18369    17164
TAB:  US_New_Jersey_Union Confirmed 5/30/2020   129    15764    16302    15960       27    15960    20778    17767
TAB:  US_New_Jersey_Union Confirmed .           130    15821    16302    16562       20    15960    26801    18369
TAB:  US_New_Jersey_Union Confirmed 6/1/2020    131    15858    16302    16562       26    15960    27403    18369
TAB:  US_New_Jersey_Union Confirmed .           132    15868    16302    16562       34    15960    23187    18369
TAB:  US_New_Jersey_Union Confirmed 6/3/2020    133    15911    16302    16562       37    15960    20778    18369
TAB:  US_New_Jersey_Union Confirmed .           134    15953    16302    16562       39    15960    83415    17767
TAB:  US_New_Jersey_Union Confirmed 6/5/2020    135    16038    16302    16562       42    16562    29812    18369
TAB:  US_New_Jersey_Union Confirmed .           136    16116    16302    16562       40    16562    25596    18369
TAB:  US_New_Jersey_Union Confirmed 6/7/2020    137    16186    16302    16562       39    16562    56313    18971
TAB:  US_New_Jersey_Union Confirmed .           138    16241    16302    16562       26    16562    24392    18971
TAB:  US_New_Jersey_Union Confirmed 6/9/2020    139    16302    16302    16562       17    16562    39449    18971
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .858531 cc2=  .504977 lx= 11.69904 if=  48 il=  55 3/17/2020  n=   7 now=   16302 end=     120456        15         0 U=    26.59 T=  113.4 p1= 638.9 p2=    13.5 ed=   176 7/16/2020   x1=  48. x2=  55. y1=  2.46 y2=  2.20     
GP: Confirmed US_New_Jersey_Union 3/17/2020        55   16302    -          15        0     0   176 7/16/2020 
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .895666 cc2=  .517702 lx= 11.69904 if=  49 il=  55 3/17/2020  n=   6 now=   16302 end=     120456        15         0 U=    22.79 T=  105.1 p1= 638.9 p2=    13.5 ed=   158 6/28/2020   x1=  49. x2=  55. y1=  2.46 y2=  2.20     
GP: Confirmed US_New_Jersey_Union 3/17/2020        55   16302    -          15        0     0   158 6/28/2020 
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .934865 cc2=  .526616 lx= 11.69904 if=  50 il=  55 3/17/2020  n=   5 now=   16302 end=     120456        15         0 U=    18.99 T=   96.7 p1= 638.9 p2=    13.5 ed=   141 6/11/2020   x1=  50. x2=  55. y1=  2.46 y2=  2.20     
GP: Confirmed US_New_Jersey_Union 3/17/2020        55   16302    -          15        0     0   141 6/11/2020 
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .901617 cc2=  .568283 lx= 11.69904 if=  48 il=  56 3/18/2020  n=   8 now=   16302 end=     120456        26      8733 U=    24.51 T=  108.3 p1= 638.9 p2=    13.5 ed=   166 7/6/2020    x1=  48. x2=  56. y1=  2.46 y2=  2.13     
GP: Confirmed US_New_Jersey_Union 3/18/2020        56   16302    -          26     8733     1   166 7/6/2020  
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .931037 cc2=  .577483 lx= 11.69904 if=  49 il=  56 3/18/2020  n=   7 now=   16302 end=     120456        26      8733 U=    21.45 T=  101.7 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  49. x2=  56. y1=  2.46 y2=  2.13     
GP: Confirmed US_New_Jersey_Union 3/18/2020        56   16302    -          26     8733     1   152 6/22/2020 
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .959767 cc2=  .581802 lx= 11.69904 if=  50 il=  56 3/18/2020  n=   6 now=   16302 end=     120456        26      8733 U=    18.38 T=   95.2 p1= 638.9 p2=    13.5 ed=   138 6/8/2020    x1=  50. x2=  56. y1=  2.46 y2=  2.13     
GP: Confirmed US_New_Jersey_Union 3/18/2020        56   16302    -          26     8733     1   138 6/8/2020  
AAA1     1 US_New_Jersey_Union Confirmed cc1=  .983997 cc2=  .575748 lx=  9.04904 if=  51 il=  56 3/18/2020  n=   5 now=   16302 end=       8510        26      8733 U=    11.20 T=   75.7 p1= -47.8 p2=   191.6 ed=   102 5/3/2020    x1=  51. x2=  56. y1=  2.20 y2=  1.76 BEST
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .983997 cc2=  .575748 lx=  9.04404 if=  51 il=  56 3/18/2020  n=   5 now=   16302 end=       8510        26      8733 U=    11.20 T=   75.7 p1= -47.8 p2=   191.6 ed=   102 5/3/2020    x1=  51. x2=  56. y1=  2.20 y2=  1.76 BEST
GP: Confirmed US_New_Jersey_Union 3/18/2020        56   16302     8510      26     8733     1   102 5/3/2020  
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .928623 cc2=  .612395 lx= 11.69904 if=  48 il=  57 3/19/2020  n=   9 now=   16302 end=     120456        29       301 U=    26.51 T=  113.2 p1= 638.9 p2=    13.5 ed=   175 7/15/2020   x1=  48. x2=  57. y1=  2.46 y2=  2.12     
GP: Confirmed US_New_Jersey_Union 3/19/2020        57   16302    -          29      301     2   175 7/15/2020 
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .950122 cc2=  .616789 lx= 11.69904 if=  49 il=  57 3/19/2020  n=   8 now=   16302 end=     120456        29       301 U=    23.57 T=  107.0 p1= 638.9 p2=    13.5 ed=   162 7/2/2020    x1=  49. x2=  57. y1=  2.46 y2=  2.12     
GP: Confirmed US_New_Jersey_Union 3/19/2020        57   16302    -          29      301     2   162 7/2/2020  
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .968904 cc2=  .615351 lx=  7.96904 if=  50 il=  57 3/19/2020  n=   7 now=   16302 end=       2890        29       301 U=    12.75 T=   76.5 p1= -82.3 p2=   564.1 ed=   106 5/7/2020    x1=  50. x2=  57. y1=  2.08 y2=  1.53     
GP: Confirmed US_New_Jersey_Union 3/19/2020        57   16302     2890      29      301     2   106 5/7/2020  
AAA1     1 US_New_Jersey_Union Confirmed cc1=  .984019 cc2=  .606055 lx=  5.69904 if=  51 il=  57 3/19/2020  n=   6 now=   16302 end=        298        29       301 U=     6.71 T=   62.7 p1= -98.2 p2=  5470.5 ed=    78 4/9/2020    x1=  51. x2=  57. y1=  1.74 y2=   .85 BEST
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .984103 cc2=  .606055 lx=  5.59904 if=  51 il=  57 3/19/2020  n=   6 now=   16302 end=        298        29       301 U=     6.71 T=   62.7 p1= -98.2 p2=  5470.5 ed=    78 4/9/2020    x1=  51. x2=  57. y1=  1.74 y2=   .85 BEST
GP: Confirmed US_New_Jersey_Union 3/19/2020        57   16302      298      29      301     2    78 4/9/2020  
AAA1     1 US_New_Jersey_Union Confirmed cc1=  .987665 cc2=  .579417 lx=  5.69904 if=  52 il=  57 3/19/2020  n=   5 now=   16302 end=        298        29       301 U=     5.59 T=   61.7 p1= -98.2 p2=  5470.5 ed=    74 4/5/2020    x1=  52. x2=  57. y1=  1.74 y2=   .85 BEST
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .988028 cc2=  .579417 lx=  5.59904 if=  52 il=  57 3/19/2020  n=   5 now=   16302 end=        298        29       301 U=     5.59 T=   61.7 p1= -98.2 p2=  5470.5 ed=    74 4/5/2020    x1=  52. x2=  57. y1=  1.74 y2=   .85 BEST
GP: Confirmed US_New_Jersey_Union 3/19/2020        57   16302      298      29      301     2    74 4/5/2020  
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .946562 cc2=  .645051 lx= 11.69904 if=  48 il=  58 3/20/2020  n=  10 now=   16302 end=     120456        43       301 U=    25.78 T=  111.4 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  48. x2=  58. y1=  2.46 y2=  2.07     
GP: Confirmed US_New_Jersey_Union 3/20/2020        58   16302    -          43      301     4   172 7/12/2020 
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .962913 cc2=  .646685 lx=  8.51904 if=  49 il=  58 3/20/2020  n=   9 now=   16302 end=       5009        43       301 U=    15.45 T=   82.1 p1= -69.3 p2=   325.5 ed=   118 5/19/2020   x1=  49. x2=  58. y1=  2.14 y2=  1.56     
GP: Confirmed US_New_Jersey_Union 3/20/2020        58   16302     5009      43      301     4   118 5/19/2020 
AAA1     1 US_New_Jersey_Union Confirmed cc1=  .977760 cc2=  .644427 lx=  5.75904 if=  50 il=  58 3/20/2020  n=   8 now=   16302 end=        317        43       301 U=     7.56 T=   63.2 p1= -98.1 p2=  5142.6 ed=    81 4/12/2020   x1=  50. x2=  58. y1=  1.75 y2=   .69 BEST
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .977760 cc2=  .644427 lx=  5.75804 if=  50 il=  58 3/20/2020  n=   8 now=   16302 end=        317        43       301 U=     7.56 T=   63.2 p1= -98.1 p2=  5142.6 ed=    81 4/12/2020   x1=  50. x2=  58. y1=  1.75 y2=   .69 BEST
GP: Confirmed US_New_Jersey_Union 3/20/2020        58   16302      317      43      301     4    81 4/12/2020 
AAA1     1 US_New_Jersey_Union Confirmed cc1=  .988322 cc2=  .634769 lx=  5.69904 if=  51 il=  58 3/20/2020  n=   7 now=   16302 end=        298        43       301 U=     6.49 T=   62.3 p1= -98.2 p2=  5470.5 ed=    77 4/8/2020    x1=  51. x2=  58. y1=  1.74 y2=   .66 BEST
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .988538 cc2=  .634769 lx=  5.59904 if=  51 il=  58 3/20/2020  n=   7 now=   16302 end=        298        43       301 U=     6.49 T=   62.3 p1= -98.2 p2=  5470.5 ed=    77 4/8/2020    x1=  51. x2=  58. y1=  1.74 y2=   .66 BEST
GP: Confirmed US_New_Jersey_Union 3/20/2020        58   16302      298      43      301     4    77 4/8/2020  
AAA1     1 US_New_Jersey_Union Confirmed cc1=  .989237 cc2=  .611272 lx=  5.69904 if=  52 il=  58 3/20/2020  n=   6 now=   16302 end=        298        43       301 U=     5.56 T=   61.7 p1= -98.2 p2=  5470.5 ed=    74 4/5/2020    x1=  52. x2=  58. y1=  1.74 y2=   .66 BEST
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .989769 cc2=  .611272 lx=  5.59904 if=  52 il=  58 3/20/2020  n=   6 now=   16302 end=        298        43       301 U=     5.56 T=   61.7 p1= -98.2 p2=  5470.5 ed=    74 4/5/2020    x1=  52. x2=  58. y1=  1.74 y2=   .66 BEST
GP: Confirmed US_New_Jersey_Union 3/20/2020        58   16302      298      43      301     4    74 4/5/2020  
AAA1     1 US_New_Jersey_Union Confirmed cc1=  .986332 cc2=  .578084 lx=  5.69904 if=  53 il=  58 3/20/2020  n=   5 now=   16302 end=        298        43       301 U=     5.78 T=   61.8 p1= -98.2 p2=  5470.5 ed=    75 4/6/2020    x1=  53. x2=  58. y1=  1.53 y2=   .66 BEST
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .986850 cc2=  .578084 lx=  5.59904 if=  53 il=  58 3/20/2020  n=   5 now=   16302 end=        298        43       301 U=     5.78 T=   61.8 p1= -98.2 p2=  5470.5 ed=    75 4/6/2020    x1=  53. x2=  58. y1=  1.53 y2=   .66 BEST
GP: Confirmed US_New_Jersey_Union 3/20/2020        58   16302      298      43      301     4    75 4/6/2020  
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .958774 cc2=  .670099 lx= 11.69904 if=  48 il=  59 3/21/2020  n=  11 now=   16302 end=     120456        81       903 U=    23.35 T=  105.4 p1= 638.9 p2=    13.5 ed=   160 6/30/2020   x1=  48. x2=  59. y1=  2.46 y2=  1.99     
GP: Confirmed US_New_Jersey_Union 3/21/2020        59   16302    -          81      903     2   160 6/30/2020 
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .972120 cc2=  .670609 lx= 11.69904 if=  49 il=  59 3/21/2020  n=  10 now=   16302 end=     120456        81       903 U=    21.23 T=  101.2 p1= 638.9 p2=    13.5 ed=   151 6/21/2020   x1=  49. x2=  59. y1=  2.46 y2=  1.99     
GP: Confirmed US_New_Jersey_Union 3/21/2020        59   16302    -          81      903     2   151 6/21/2020 
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .982724 cc2=  .666496 lx=  8.33904 if=  50 il=  59 3/21/2020  n=   9 now=   16302 end=       4184        81       903 U=    12.02 T=   75.5 p1= -74.3 p2=   389.6 ed=   103 5/4/2020    x1=  50. x2=  59. y1=  2.12 y2=  1.37     
GP: Confirmed US_New_Jersey_Union 3/21/2020        59   16302     4184      81      903     2   103 5/4/2020  
AAA1     1 US_New_Jersey_Union Confirmed cc1=  .989401 cc2=  .656067 lx=  6.90904 if=  51 il=  59 3/21/2020  n=   8 now=   16302 end=       1001        81       903 U=     7.92 T=   66.3 p1= -93.9 p2=  1628.6 ed=    84 4/15/2020   x1=  51. x2=  59. y1=  1.93 y2=   .92 BEST
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .989401 cc2=  .656067 lx=  6.91104 if=  51 il=  59 3/21/2020  n=   8 now=   16302 end=       1001        81       903 U=     7.92 T=   66.3 p1= -93.9 p2=  1628.6 ed=    84 4/15/2020   x1=  51. x2=  59. y1=  1.93 y2=   .92 BEST
GP: Confirmed US_New_Jersey_Union 3/21/2020        59   16302     1001      81      903     2    84 4/15/2020 
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .989560 cc2=  .636007 lx=  6.27904 if=  52 il=  59 3/21/2020  n=   7 now=   16302 end=        533        81       903 U=     5.82 T=   62.7 p1= -96.7 p2=  3058.5 ed=    76 4/7/2020    x1=  52. x2=  59. y1=  1.84 y2=   .63     
GP: Confirmed US_New_Jersey_Union 3/21/2020        59   16302      533      81      903     2    76 4/7/2020  
AAA1     1 US_New_Jersey_Union Confirmed cc1=  .986286 cc2=  .608322 lx=  7.07904 if=  53 il=  59 3/21/2020  n=   6 now=   16302 end=       1186        81       903 U=     7.49 T=   66.4 p1= -92.7 p2=  1374.5 ed=    84 4/15/2020   x1=  53. x2=  59. y1=  1.79 y2=   .99 BEST
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .986286 cc2=  .608322 lx=  7.07604 if=  53 il=  59 3/21/2020  n=   6 now=   16302 end=       1186        81       903 U=     7.49 T=   66.4 p1= -92.7 p2=  1374.5 ed=    84 4/15/2020   x1=  53. x2=  59. y1=  1.79 y2=   .99 BEST
GP: Confirmed US_New_Jersey_Union 3/21/2020        59   16302     1186      81      903     2    84 4/15/2020 
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .984595 cc2=  .576347 lx= 11.69904 if=  54 il=  59 3/21/2020  n=   5 now=   16302 end=     120456        81       903 U=    18.16 T=   95.1 p1= 638.9 p2=    13.5 ed=   137 6/7/2020    x1=  54. x2=  59. y1=  2.26 y2=  1.99     
GP: Confirmed US_New_Jersey_Union 3/21/2020        59   16302    -          81      903     2   137 6/7/2020  
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .967396 cc2=  .690046 lx= 11.69904 if=  48 il=  60 3/22/2020  n=  12 now=   16302 end=     120456       124      1505 U=    22.60 T=  103.6 p1= 638.9 p2=    13.5 ed=   156 6/26/2020   x1=  48. x2=  60. y1=  2.46 y2=  1.93     
GP: Confirmed US_New_Jersey_Union 3/22/2020        60   16302    -         124     1505     1   156 6/26/2020 
AAA2     1 US_New_Jersey_Union Confirmed cc1=  .978539 cc2=  .689864 lx= 11.69904 if=  49 il=  60 3/22/2020  n=  11 now=   16302 end=     120456       124      1505 U=    20.71 T=   99.9 p1= 638.9 p2=    13.5 ed=   148 6/18/2020   x1=  49. x2=  60. y1=  2.46 y2=  1.93     
GP: Confirmed US_New_Jersey_Union 3/22/2020        60   16302    -         124     1505     1   148 6/18/2020 
