TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        8404.00000        9.03646
TAB:  US_Massachusetts_Plymouth Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Massachusetts_Plymouth Confirmed .            42        0     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed 3/5/2020     43        0     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed .            44        0     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed 3/7/2020     45        0     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed .            46        0     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed 3/9/2020     47        0     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed .            48        0     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed 3/11/2020    49        0     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed .            50        0     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed 3/13/2020    51        0     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed .            52        0     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed 3/15/2020    53        0     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed .            54        3     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed 3/17/2020    55        5     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed .            56        5     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed 3/19/2020    57        5     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed .            58       11     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed 3/21/2020    59       20     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed .            60       25     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed 3/23/2020    61       32     8404      155        2      155      155      155
TAB:  US_Massachusetts_Plymouth Confirmed .            62       64     8404     4502        1     4502     4502     4502
TAB:  US_Massachusetts_Plymouth Confirmed 3/25/2020    63      101     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed .            64      138     8404        0        0        0        0        0
TAB:  US_Massachusetts_Plymouth Confirmed 3/27/2020    65      187     8404     1086        1     1086    22820    22820
TAB:  US_Massachusetts_Plymouth Confirmed .            66      272     8404     1397        1     1397    33687     3260
TAB:  US_Massachusetts_Plymouth Confirmed 3/29/2020    67      325     8404     1086        1     1086    35240     8848
TAB:  US_Massachusetts_Plymouth Confirmed .            68      380     8404      776        2      776    13506     4502
TAB:  US_Massachusetts_Plymouth Confirmed 3/31/2020    69      459     8404     1086        4      776    23441     2639
TAB:  US_Massachusetts_Plymouth Confirmed .            70      561     8404     1649        3     1261     9993     2425
TAB:  US_Massachusetts_Plymouth Confirmed 4/2/2020     71      621     8404     1355        5     1355    11600     2259
TAB:  US_Massachusetts_Plymouth Confirmed .            72      745     8404     2018        4     1707    22199     2949
TAB:  US_Massachusetts_Plymouth Confirmed 4/4/2020     73      898     8404     2949        3     2328     6364     3260
TAB:  US_Massachusetts_Plymouth Confirmed .            74      963     8404     2730        3     2354    16289     3860
TAB:  US_Massachusetts_Plymouth Confirmed 4/6/2020     75     1067     8404     2648        2     1808     4511     2940
TAB:  US_Massachusetts_Plymouth Confirmed .            76     1194     8404     2743        3     1911     4043     3003
TAB:  US_Massachusetts_Plymouth Confirmed 4/8/2020     77     1327     8404     2885        2     2635     4134     3309
TAB:  US_Massachusetts_Plymouth Confirmed .            78     1507     8404     3260        5     2949    45486     4812
TAB:  US_Massachusetts_Plymouth Confirmed 4/10/2020    79     1677     8404     3570        6     3570    11643     7296
TAB:  US_Massachusetts_Plymouth Confirmed .            80     1809     8404     3881        6     3881    52316     7296
TAB:  US_Massachusetts_Plymouth Confirmed 4/12/2020    81     2024     8404     4191        6     4191    19405     7296
TAB:  US_Massachusetts_Plymouth Confirmed .            82     2141     8404     4502        5     3881    21578     6985
TAB:  US_Massachusetts_Plymouth Confirmed 4/14/2020    83     2207     8404     4345        3     2574     7763     5003
TAB:  US_Massachusetts_Plymouth Confirmed .            84     2308     8404     4304        3     2552     5754     4515
TAB:  US_Massachusetts_Plymouth Confirmed 4/16/2020    85     2466     8404     4308        3     3164     5312     4419
TAB:  US_Massachusetts_Plymouth Confirmed .            86     2577     8404     4191        9     3260     5123     4502
TAB:  US_Massachusetts_Plymouth Confirmed 4/18/2020    87     2688     8404     4191        8     3570     4812     4191
TAB:  US_Massachusetts_Plymouth Confirmed .            88     2832     8404     4191        9     3881     7606     4502
TAB:  US_Massachusetts_Plymouth Confirmed 4/20/2020    89     2937     8404     4191       11     4191     5743     4812
TAB:  US_Massachusetts_Plymouth Confirmed .            90     3043     8404     4401        8     4129     9664     4673
TAB:  US_Massachusetts_Plymouth Confirmed 4/22/2020    91     3253     8404     4812       15     4502    43002     5743
TAB:  US_Massachusetts_Plymouth Confirmed .            92     3529     8404     5123        6     4812    18163     6054
TAB:  US_Massachusetts_Plymouth Confirmed 4/24/2020    93     4160     8404     6186        4     6186    15348     8548
TAB:  US_Massachusetts_Plymouth Confirmed .            94     4380     8404     6675        1     6675    41139    10711
TAB:  US_Massachusetts_Plymouth Confirmed 4/26/2020    95     4495     8404     5123        1     5123    53558    11953
TAB:  US_Massachusetts_Plymouth Confirmed .            96     4607     8404     4812        2     4812    49832    11643
TAB:  US_Massachusetts_Plymouth Confirmed 4/28/2020    97     4744     8404     7606        3     5123    40828    11643
TAB:  US_Massachusetts_Plymouth Confirmed .            98     4871     8404     7606        4     5123    56663    11332
TAB:  US_Massachusetts_Plymouth Confirmed 4/30/2020    99     5083     8404     7606        3     5743    40518    13195
TAB:  US_Massachusetts_Plymouth Confirmed .           100     5259     8404     7917        4     6054    30582    11953
TAB:  US_Massachusetts_Plymouth Confirmed 5/2/2020    101     5409     8404     7917        4     6364    24062    12574
TAB:  US_Massachusetts_Plymouth Confirmed .           102     5507     8404     8227        4     6054    48280    11332
TAB:  US_Massachusetts_Plymouth Confirmed 5/4/2020    103     5602     8404     8066        4     5957    19875     9542
TAB:  US_Massachusetts_Plymouth Confirmed .           104     5736     8404     8072        3     6329    13302     9133
TAB:  US_Massachusetts_Plymouth Confirmed 5/6/2020    105     5899     8404     8227        5     6675    12264     9469
TAB:  US_Massachusetts_Plymouth Confirmed .           106     6081     8404     8227        5     6985    12885     9469
TAB:  US_Massachusetts_Plymouth Confirmed 5/8/2020    107     6194     8404     8227        5     7296    12885     9469
TAB:  US_Massachusetts_Plymouth Confirmed .           108     6311     8404    10090        9     7296    31203     9780
TAB:  US_Massachusetts_Plymouth Confirmed 5/10/2020   109     6382     8404     8274        5     6669    12687     8976
TAB:  US_Massachusetts_Plymouth Confirmed .           110     6457     8404     8336        5     6693     9593     8336
TAB:  US_Massachusetts_Plymouth Confirmed 5/12/2020   111     6507     8404     8231        4     6683     9263     8091
TAB:  US_Massachusetts_Plymouth Confirmed .           112     6592     8404     9080        6     6873     9080     7976
TAB:  US_Massachusetts_Plymouth Confirmed 5/14/2020   113     6774     8404     9034        7     7623     9034     8306
TAB:  US_Massachusetts_Plymouth Confirmed .           114     6875     8404     8538       14     7606     9159     8538
TAB:  US_Massachusetts_Plymouth Confirmed 5/16/2020   115     6987     8404     8848       16     7917     9159     8538
TAB:  US_Massachusetts_Plymouth Confirmed .           116     7064     8404     8848       19     7606    14748     8848
TAB:  US_Massachusetts_Plymouth Confirmed 5/18/2020   117     7139     8404     8848       19     7606    12574     9159
TAB:  US_Massachusetts_Plymouth Confirmed .           118     7198     8404     8848       21     7606    50764     8848
TAB:  US_Massachusetts_Plymouth Confirmed 5/20/2020   119     7280     8404     8819       14     7687    13079     8686
TAB:  US_Massachusetts_Plymouth Confirmed .           120     7366     8404     8848       22     7917    11332     9159
TAB:  US_Massachusetts_Plymouth Confirmed 5/22/2020   121     7424     8404     8848       22     7917    42070     9159
TAB:  US_Massachusetts_Plymouth Confirmed .           122     7480     8404     8723       11     8095     9400     8578
TAB:  US_Massachusetts_Plymouth Confirmed 5/24/2020   123     7559     8404     8770       13     8246    10184     8822
TAB:  US_Massachusetts_Plymouth Confirmed .           124     7594     8404     8765       16     8089     8945     8494
TAB:  US_Massachusetts_Plymouth Confirmed 5/26/2020   125     7632     8404     8767       20     7928     8767     8326
TAB:  US_Massachusetts_Plymouth Confirmed .           126     7656     8404     8680       17     7762     8680     8243
TAB:  US_Massachusetts_Plymouth Confirmed 5/28/2020   127     7724     8404     8594       15     8074     8594     8334
TAB:  US_Massachusetts_Plymouth Confirmed .           128     7766     8404     8538       54     8227     8538     8538
TAB:  US_Massachusetts_Plymouth Confirmed 5/30/2020   129     7819     8404     8538       60     8227    12264     8848
TAB:  US_Massachusetts_Plymouth Confirmed .           130     7859     8404     8538       61     8227    12264     9469
TAB:  US_Massachusetts_Plymouth Confirmed 6/1/2020    131     8200     8404     8938       15     8752     8938     8845
TAB:  US_Massachusetts_Plymouth Confirmed .           132     8228     8404     9019       17     8828     9498     9019
TAB:  US_Massachusetts_Plymouth Confirmed 6/3/2020    133     8243     8404     9110       12     8336     9593     9013
TAB:  US_Massachusetts_Plymouth Confirmed .           134     8282     8404     9110       17     8336     9593     9013
TAB:  US_Massachusetts_Plymouth Confirmed 6/5/2020    135     8313     8404     9089       19     8342     9886     9089
TAB:  US_Massachusetts_Plymouth Confirmed .           136     8347     8404     9159       25     8538    10090     9159
TAB:  US_Massachusetts_Plymouth Confirmed 6/7/2020    137     8363     8404     9159       27     8538    10090     9469
TAB:  US_Massachusetts_Plymouth Confirmed .           138     8372     8404     9097       21     8407     9788     9097
TAB:  US_Massachusetts_Plymouth Confirmed 6/9/2020    139     8404     8404     9104       22     8567     9641     9104
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .919946 cc2=  .511698 lx= 11.03646 if=  54 il=  59 3/21/2020  n=   5 now=    8404 end=      62097        20         0 U=    23.60 T=  108.2 p1= 638.9 p2=    13.5 ed=   163 7/3/2020    x1=  54. x2=  59. y1=  2.30 y2=  2.08     
GP: Confirmed US_Massachusetts_Plymouth 3/21/2020        59    8404    -          20        0     0   163 7/3/2020  
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .950750 cc2=  .572785 lx= 11.03646 if=  54 il=  60 3/22/2020  n=   6 now=    8404 end=      62097        25         0 U=    25.00 T=  111.4 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  54. x2=  60. y1=  2.30 y2=  2.06     
GP: Confirmed US_Massachusetts_Plymouth 3/22/2020        60    8404    -          25        0     0   170 7/10/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .936982 cc2=  .528734 lx= 11.03646 if=  55 il=  60 3/22/2020  n=   5 now=    8404 end=      62097        25         0 U=    26.71 T=  114.9 p1= 638.9 p2=    13.5 ed=   177 7/17/2020   x1=  55. x2=  60. y1=  2.24 y2=  2.06     
GP: Confirmed US_Massachusetts_Plymouth 3/22/2020        60    8404    -          25        0     0   177 7/17/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .966824 cc2=  .613271 lx= 11.03646 if=  54 il=  61 3/23/2020  n=   7 now=    8404 end=      62097        32       155 U=    25.73 T=  113.1 p1= 638.9 p2=    13.5 ed=   173 7/13/2020   x1=  54. x2=  61. y1=  2.30 y2=  2.02     
GP: Confirmed US_Massachusetts_Plymouth 3/23/2020        61    8404    -          32      155     2   173 7/13/2020 
AAA1     1 US_Massachusetts_Plymouth Confirmed cc1=  .959981 cc2=  .582016 lx=  5.11646 if=  55 il=  61 3/23/2020  n=   6 now=    8404 end=        166        32       155 U=     7.96 T=   65.0 p1= -98.0 p2=  5062.7 ed=    83 4/14/2020   x1=  55. x2=  61. y1=  1.25 y2=   .50 BEST
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .959981 cc2=  .582016 lx=  5.11546 if=  55 il=  61 3/23/2020  n=   6 now=    8404 end=        166        32       155 U=     7.96 T=   65.0 p1= -98.0 p2=  5062.7 ed=    83 4/14/2020   x1=  55. x2=  61. y1=  1.25 y2=   .50 BEST
GP: Confirmed US_Massachusetts_Plymouth 3/23/2020        61    8404      166      32      155     2    83 4/14/2020 
AAA1     1 US_Massachusetts_Plymouth Confirmed cc1=  .980711 cc2=  .572462 lx=  5.03646 if=  56 il=  61 3/23/2020  n=   5 now=    8404 end=        153        32       155 U=     6.41 T=   63.9 p1= -98.2 p2=  5492.8 ed=    79 4/10/2020   x1=  56. x2=  61. y1=  1.23 y2=   .45 BEST
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .980985 cc2=  .572462 lx=  4.93646 if=  56 il=  61 3/23/2020  n=   5 now=    8404 end=        153        32       155 U=     6.41 T=   63.9 p1= -98.2 p2=  5492.8 ed=    79 4/10/2020   x1=  56. x2=  61. y1=  1.23 y2=   .45 BEST
GP: Confirmed US_Massachusetts_Plymouth 3/23/2020        61    8404      153      32      155     2    79 4/10/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .972033 cc2=  .638700 lx= 11.03646 if=  54 il=  62 3/24/2020  n=   8 now=    8404 end=      62097        64      4502 U=    21.73 T=  103.9 p1= 638.9 p2=    13.5 ed=   155 6/25/2020   x1=  54. x2=  62. y1=  2.30 y2=  1.93     
GP: Confirmed US_Massachusetts_Plymouth 3/24/2020        62    8404    -          64     4502     1   155 6/25/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .968764 cc2=  .615211 lx= 11.03646 if=  55 il=  62 3/24/2020  n=   7 now=    8404 end=      62097        64      4502 U=    22.20 T=  104.8 p1= 638.9 p2=    13.5 ed=   157 6/27/2020   x1=  55. x2=  62. y1=  2.24 y2=  1.93     
GP: Confirmed US_Massachusetts_Plymouth 3/24/2020        62    8404    -          64     4502     1   157 6/27/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .982227 cc2=  .604262 lx= 11.03646 if=  56 il=  62 3/24/2020  n=   6 now=    8404 end=      62097        64      4502 U=    19.03 T=   98.7 p1= 638.9 p2=    13.5 ed=   143 6/13/2020   x1=  56. x2=  62. y1=  2.24 y2=  1.93     
GP: Confirmed US_Massachusetts_Plymouth 3/24/2020        62    8404    -          64     4502     1   143 6/13/2020 
AAA1     1 US_Massachusetts_Plymouth Confirmed cc1=  .982785 cc2=  .574536 lx=  8.42646 if=  57 il=  62 3/24/2020  n=   5 now=    8404 end=       4566        64      4502 U=    10.68 T=   77.5 p1= -45.7 p2=   184.1 ed=   102 5/3/2020    x1=  57. x2=  62. y1=  1.92 y2=  1.45 BEST
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .982785 cc2=  .574536 lx=  8.42546 if=  57 il=  62 3/24/2020  n=   5 now=    8404 end=       4566        64      4502 U=    10.68 T=   77.5 p1= -45.7 p2=   184.1 ed=   102 5/3/2020    x1=  57. x2=  62. y1=  1.92 y2=  1.45 BEST
GP: Confirmed US_Massachusetts_Plymouth 3/24/2020        62    8404     4566      64     4502     1   102 5/3/2020  
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .976145 cc2=  .659917 lx= 11.03646 if=  54 il=  63 3/25/2020  n=   9 now=    8404 end=      62097       101         0 U=    20.61 T=  101.3 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  54. x2=  63. y1=  2.30 y2=  1.86     
GP: Confirmed US_Massachusetts_Plymouth 3/25/2020        63    8404    -         101        0     0   149 6/19/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .975510 cc2=  .642177 lx= 11.03646 if=  55 il=  63 3/25/2020  n=   8 now=    8404 end=      62097       101         0 U=    20.84 T=  101.7 p1= 638.9 p2=    13.5 ed=   150 6/20/2020   x1=  55. x2=  63. y1=  2.24 y2=  1.86     
GP: Confirmed US_Massachusetts_Plymouth 3/25/2020        63    8404    -         101        0     0   150 6/20/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .986771 cc2=  .633217 lx= 11.03646 if=  56 il=  63 3/25/2020  n=   7 now=    8404 end=      62097       101         0 U=    18.23 T=   96.9 p1= 638.9 p2=    13.5 ed=   139 6/9/2020    x1=  56. x2=  63. y1=  2.24 y2=  1.86     
GP: Confirmed US_Massachusetts_Plymouth 3/25/2020        63    8404    -         101        0     0   139 6/9/2020  
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .988411 cc2=  .610447 lx= 11.03646 if=  57 il=  63 3/25/2020  n=   6 now=    8404 end=      62097       101         0 U=    15.63 T=   92.1 p1= 638.9 p2=    13.5 ed=   128 5/29/2020   x1=  57. x2=  63. y1=  2.24 y2=  1.86     
GP: Confirmed US_Massachusetts_Plymouth 3/25/2020        63    8404    -         101        0     0   128 5/29/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .983064 cc2=  .574815 lx= 11.03646 if=  58 il=  63 3/25/2020  n=   5 now=    8404 end=      62097       101         0 U=    16.86 T=   94.3 p1= 638.9 p2=    13.5 ed=   134 6/4/2020    x1=  58. x2=  63. y1=  2.16 y2=  1.86     
GP: Confirmed US_Massachusetts_Plymouth 3/25/2020        63    8404    -         101        0     0   134 6/4/2020  
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .981198 cc2=  .679686 lx= 11.03646 if=  54 il=  64 3/26/2020  n=  10 now=    8404 end=      62097       138         0 U=    20.55 T=  101.2 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  54. x2=  64. y1=  2.30 y2=  1.81     
GP: Confirmed US_Massachusetts_Plymouth 3/26/2020        64    8404    -         138        0     0   149 6/19/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .981753 cc2=  .665525 lx= 11.03646 if=  55 il=  64 3/26/2020  n=   9 now=    8404 end=      62097       138         0 U=    20.75 T=  101.5 p1= 638.9 p2=    13.5 ed=   150 6/20/2020   x1=  55. x2=  64. y1=  2.24 y2=  1.81     
GP: Confirmed US_Massachusetts_Plymouth 3/26/2020        64    8404    -         138        0     0   150 6/20/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .990686 cc2=  .657352 lx= 11.03646 if=  56 il=  64 3/26/2020  n=   8 now=    8404 end=      62097       138         0 U=    18.44 T=   97.4 p1= 638.9 p2=    13.5 ed=   140 6/10/2020   x1=  56. x2=  64. y1=  2.24 y2=  1.81     
GP: Confirmed US_Massachusetts_Plymouth 3/26/2020        64    8404    -         138        0     0   140 6/10/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .992269 cc2=  .638715 lx= 11.03646 if=  57 il=  64 3/26/2020  n=   7 now=    8404 end=      62097       138         0 U=    16.14 T=   93.2 p1= 638.9 p2=    13.5 ed=   131 6/1/2020    x1=  57. x2=  64. y1=  2.24 y2=  1.81     
GP: Confirmed US_Massachusetts_Plymouth 3/26/2020        64    8404    -         138        0     0   131 6/1/2020  
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .989422 cc2=  .611457 lx= 11.03646 if=  58 il=  64 3/26/2020  n=   6 now=    8404 end=      62097       138         0 U=    17.32 T=   95.3 p1= 638.9 p2=    13.5 ed=   136 6/6/2020    x1=  58. x2=  64. y1=  2.16 y2=  1.81     
GP: Confirmed US_Massachusetts_Plymouth 3/26/2020        64    8404    -         138        0     0   136 6/6/2020  
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .984278 cc2=  .576030 lx= 11.03646 if=  59 il=  64 3/26/2020  n=   5 now=    8404 end=      62097       138         0 U=    18.20 T=   96.9 p1= 638.9 p2=    13.5 ed=   139 6/9/2020    x1=  59. x2=  64. y1=  2.08 y2=  1.81     
GP: Confirmed US_Massachusetts_Plymouth 3/26/2020        64    8404    -         138        0     0   139 6/9/2020  
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .985264 cc2=  .696589 lx= 11.03646 if=  54 il=  65 3/27/2020  n=  11 now=    8404 end=      62097       187      1086 U=    20.46 T=  101.0 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  54. x2=  65. y1=  2.30 y2=  1.76     
GP: Confirmed US_Massachusetts_Plymouth 3/27/2020        65    8404    -         187     1086     1   149 6/19/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .986260 cc2=  .684749 lx= 11.03646 if=  55 il=  65 3/27/2020  n=  10 now=    8404 end=      62097       187      1086 U=    20.63 T=  101.3 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  55. x2=  65. y1=  2.24 y2=  1.76     
GP: Confirmed US_Massachusetts_Plymouth 3/27/2020        65    8404    -         187     1086     1   149 6/19/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .993226 cc2=  .676999 lx= 11.03646 if=  56 il=  65 3/27/2020  n=   9 now=    8404 end=      62097       187      1086 U=    18.56 T=   97.7 p1= 638.9 p2=    13.5 ed=   141 6/11/2020   x1=  56. x2=  65. y1=  2.24 y2=  1.76     
GP: Confirmed US_Massachusetts_Plymouth 3/27/2020        65    8404    -         187     1086     1   141 6/11/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .994460 cc2=  .661127 lx= 10.03646 if=  57 il=  65 3/27/2020  n=   8 now=    8404 end=      22844       187      1086 U=    14.24 T=   87.4 p1= 171.8 p2=    36.8 ed=   120 5/21/2020   x1=  57. x2=  65. y1=  2.13 y2=  1.57     
GP: Confirmed US_Massachusetts_Plymouth 3/27/2020        65    8404    22844     187     1086     1   120 5/21/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .992879 cc2=  .639325 lx= 11.03646 if=  58 il=  65 3/27/2020  n=   7 now=    8404 end=      62097       187      1086 U=    17.61 T=   96.0 p1= 638.9 p2=    13.5 ed=   137 6/7/2020    x1=  58. x2=  65. y1=  2.16 y2=  1.76     
GP: Confirmed US_Massachusetts_Plymouth 3/27/2020        65    8404    -         187     1086     1   137 6/7/2020  
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .989882 cc2=  .611918 lx= 11.03646 if=  59 il=  65 3/27/2020  n=   6 now=    8404 end=      62097       187      1086 U=    18.42 T=   97.4 p1= 638.9 p2=    13.5 ed=   140 6/10/2020   x1=  59. x2=  65. y1=  2.08 y2=  1.76     
GP: Confirmed US_Massachusetts_Plymouth 3/27/2020        65    8404    -         187     1086     1   140 6/10/2020 
AAA1     1 US_Massachusetts_Plymouth Confirmed cc1=  .994675 cc2=  .586426 lx=  6.87646 if=  60 il=  65 3/27/2020  n=   5 now=    8404 end=        969       187      1086 U=     6.26 T=   68.1 p1= -88.5 p2=   867.3 ed=    82 4/13/2020   x1=  60. x2=  65. y1=  1.30 y2=   .50 BEST
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .994675 cc2=  .586426 lx=  6.87246 if=  60 il=  65 3/27/2020  n=   5 now=    8404 end=        969       187      1086 U=     6.26 T=   68.1 p1= -88.5 p2=   867.3 ed=    82 4/13/2020   x1=  60. x2=  65. y1=  1.30 y2=   .50 BEST
GP: Confirmed US_Massachusetts_Plymouth 3/27/2020        65    8404      969     187     1086     1    82 4/13/2020 
AAA2     1 US_Massachusetts_Plymouth Confirmed cc1=  .987921 cc2=  .710571 lx= 11.03646 if=  54 il=  66 3/28/2020  n=  12 now=    8404 end=      62097       272      1397 U=    19.86 T=   99.6 p1= 638.9 p2=    13.5 ed=   146 6/16/2020   x1=  54. x2=  66. y1=  2.30 y2=  1.69     
