TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        9059.00000        9.11151
TAB:  US_New_Jersey_Ocean Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_New_Jersey_Ocean Confirmed .            46        0     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed 3/9/2020     47        0     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed .            48        0     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed 3/11/2020    49        0     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed .            50        0     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed 3/13/2020    51        1     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed .            52        1     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed 3/15/2020    53        1     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed .            54        3     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed 3/17/2020    55        4     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed .            56        8     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed 3/19/2020    57       33     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed .            58       49     9059        0        0        0        0        0
TAB:  US_New_Jersey_Ocean Confirmed 3/21/2020    59       62     9059      167        1      167      167      167
TAB:  US_New_Jersey_Ocean Confirmed .            60      102     9059      167        1      167     1506      502
TAB:  US_New_Jersey_Ocean Confirmed 3/23/2020    61      144     9059      502        2      167     6526      836
TAB:  US_New_Jersey_Ocean Confirmed .            62      180     9059      502        3      502    15228     1506
TAB:  US_New_Jersey_Ocean Confirmed 3/25/2020    63      222     9059      417        1      417     1477      592
TAB:  US_New_Jersey_Ocean Confirmed .            64      389     9059     2175        1     2175     8199     3514
TAB:  US_New_Jersey_Ocean Confirmed 3/27/2020    65      484     9059     3179        1     3179     8534     4518
TAB:  US_New_Jersey_Ocean Confirmed .            66      624     9059     3848        2     3848     8869     5187
TAB:  US_New_Jersey_Ocean Confirmed 3/29/2020    67      759     9059     4183        2     1840     8199     5187
TAB:  US_New_Jersey_Ocean Confirmed .            68      874     9059     3738        2     1246    20960     4418
TAB:  US_New_Jersey_Ocean Confirmed 3/31/2020    69     1022     9059     3712        2     1638     7860     3712
TAB:  US_New_Jersey_Ocean Confirmed .            70     1209     9059     3856        2     2218     6053     4157
TAB:  US_New_Jersey_Ocean Confirmed 4/2/2020     71     1371     9059     3923        2     2629     6673     4327
TAB:  US_New_Jersey_Ocean Confirmed .            72     1685     9059     4518        4     4518    37986     6861
TAB:  US_New_Jersey_Ocean Confirmed 4/4/2020     73     2003     9059     5856        3     5522    10207     7195
TAB:  US_New_Jersey_Ocean Confirmed .            74     2177     9059     6191        3     5856    47692     7865
TAB:  US_New_Jersey_Ocean Confirmed 4/6/2020     75     2374     9059     6208        3     3179    39822     8327
TAB:  US_New_Jersey_Ocean Confirmed .            76     2641     9059     6946        3     3746    14103     6946
TAB:  US_New_Jersey_Ocean Confirmed 4/8/2020     77     2856     9059     6434        2     4089    10133     6851
TAB:  US_New_Jersey_Ocean Confirmed .            78     3093     9059     6861        5     4518     8869     7195
TAB:  US_New_Jersey_Ocean Confirmed 4/10/2020    79     3269     9059     6431        2     4726     7810     6512
TAB:  US_New_Jersey_Ocean Confirmed .            80     3403     9059     4885        2     4074     6860     6120
TAB:  US_New_Jersey_Ocean Confirmed 4/12/2020    81     3554     9059     5830        3     4202     6461     5597
TAB:  US_New_Jersey_Ocean Confirmed .            82     3593     9059     4290        2     3825     6117     5281
TAB:  US_New_Jersey_Ocean Confirmed 4/14/2020    83     3833     9059     5728        3     4627     5847     5222
TAB:  US_New_Jersey_Ocean Confirmed .            84     4016     9059     4964        3     4964     5788     5376
TAB:  US_New_Jersey_Ocean Confirmed 4/16/2020    85     4272     9059     5856       14     5522     6526     6191
TAB:  US_New_Jersey_Ocean Confirmed .            86     4424     9059     5856       16     5856     6861     6191
TAB:  US_New_Jersey_Ocean Confirmed 4/18/2020    87     4548     9059     5856       13     5187    21587     6526
TAB:  US_New_Jersey_Ocean Confirmed .            88     4648     9059     5856       13     4852    66434     6861
TAB:  US_New_Jersey_Ocean Confirmed 4/20/2020    89     4868     9059     6080       11     6080    17900     7103
TAB:  US_New_Jersey_Ocean Confirmed .            90     5051     9059     6343       10     6246    16319     7602
TAB:  US_New_Jersey_Ocean Confirmed 4/22/2020    91     5234     9059     6526       16     6526    19244     9203
TAB:  US_New_Jersey_Ocean Confirmed .            92     5444     9059     6861       11     6526    22925     9873
TAB:  US_New_Jersey_Ocean Confirmed 4/24/2020    93     5612     9059     6861       10     6861    22591    10877
TAB:  US_New_Jersey_Ocean Confirmed .            94     5811     9059     7195        6     6861    62418    12216
TAB:  US_New_Jersey_Ocean Confirmed 4/26/2020    95     5962     9059     7195        8     7195    21252    11211
TAB:  US_New_Jersey_Ocean Confirmed .            96     6024     9059     7168        4     6447    15096     8209
TAB:  US_New_Jersey_Ocean Confirmed 4/28/2020    97     6151     9059     7252        4     6589    12616     7980
TAB:  US_New_Jersey_Ocean Confirmed .            98     6253     9059     7341        3     6765    11314     8032
TAB:  US_New_Jersey_Ocean Confirmed 4/30/2020    99     6375     9059     7339        3     7024    10552     8095
TAB:  US_New_Jersey_Ocean Confirmed .           100     6505     9059     7530       13     7530     9873     8869
TAB:  US_New_Jersey_Ocean Confirmed 5/2/2020    101     6692     9059     8199       10     7530     9873     8869
TAB:  US_New_Jersey_Ocean Confirmed .           102     6871     9059     7865        8     7865    18909     9538
TAB:  US_New_Jersey_Ocean Confirmed 5/4/2020    103     6974     9059     8199        7     7865    21252     9538
TAB:  US_New_Jersey_Ocean Confirmed .           104     7060     9059     8199        8     7530    30288     9538
TAB:  US_New_Jersey_Ocean Confirmed 5/6/2020    105     7125     9059     8199       10     7195    11881     8869
TAB:  US_New_Jersey_Ocean Confirmed .           106     7209     9059     8060        3     7391    10335     8796
TAB:  US_New_Jersey_Ocean Confirmed 5/8/2020    107     7277     9059     8055        4     7574     9546     8633
TAB:  US_New_Jersey_Ocean Confirmed .           108     7366     9059     8869       15     7865     9538     8869
TAB:  US_New_Jersey_Ocean Confirmed 5/10/2020   109     7462     9059     8869       17     8199    16901     9203
TAB:  US_New_Jersey_Ocean Confirmed .           110     7569     9059     8869       17     8199     9203     8869
TAB:  US_New_Jersey_Ocean Confirmed 5/12/2020   111     7633     9059     8869       18     8199     9538     8869
TAB:  US_New_Jersey_Ocean Confirmed .           112     7688     9059     8869       22     8199    19913     9203
TAB:  US_New_Jersey_Ocean Confirmed 5/14/2020   113     7742     9059     8868        8     7938    11078     8810
TAB:  US_New_Jersey_Ocean Confirmed .           114     7829     9059     8884       11     8348    10549     8884
TAB:  US_New_Jersey_Ocean Confirmed 5/16/2020   115     7878     9059     8869       30     8534     9873     9203
TAB:  US_New_Jersey_Ocean Confirmed .           116     7913     9059     8803       10     8340     9172     8803
TAB:  US_New_Jersey_Ocean Confirmed 5/18/2020   117     7994     9059     8863       13     8462    12609     8997
TAB:  US_New_Jersey_Ocean Confirmed .           118     8067     9059     8869       32     8534     9873     9203
TAB:  US_New_Jersey_Ocean Confirmed 5/20/2020   119     8165     9059     9203       27     8534    45349     9873
TAB:  US_New_Jersey_Ocean Confirmed .           120     8214     9059     9203       30     8534    11881     9873
TAB:  US_New_Jersey_Ocean Confirmed 5/22/2020   121     8285     9059     9203       31     8869    12885    10542
TAB:  US_New_Jersey_Ocean Confirmed .           122     8316     9059     9203       32     8534    19244     9873
TAB:  US_New_Jersey_Ocean Confirmed 5/24/2020   123     8372     9059     9203       32     8534    24934    10207
TAB:  US_New_Jersey_Ocean Confirmed .           124     8430     9059     9250       18     8769    13094     9650
TAB:  US_New_Jersey_Ocean Confirmed 5/26/2020   125     8462     9059     9241       18     8780    10853     9529
TAB:  US_New_Jersey_Ocean Confirmed .           126     8514     9059     9231       16     8832    10628     9530
TAB:  US_New_Jersey_Ocean Confirmed 5/28/2020   127     8577     9059     9203       32     8869    15897    10207
TAB:  US_New_Jersey_Ocean Confirmed .           128     8627     9059     9203       30     8869    18909     9873
TAB:  US_New_Jersey_Ocean Confirmed 5/30/2020   129     8700     9059     9538       23     8869    11546    10207
TAB:  US_New_Jersey_Ocean Confirmed .           130     8748     9059     9538       21     9203    13220    10542
TAB:  US_New_Jersey_Ocean Confirmed 6/1/2020    131     8770     9059     9538       21     8869    16901    10207
TAB:  US_New_Jersey_Ocean Confirmed .           132     8817     9059     9630       22     8950    17561    10310
TAB:  US_New_Jersey_Ocean Confirmed 6/3/2020    133     8853     9059     9533       14     9049    11773     9896
TAB:  US_New_Jersey_Ocean Confirmed .           134     8900     9059     9538       24     9203    11211    10207
TAB:  US_New_Jersey_Ocean Confirmed 6/5/2020    135     8954     9059     9538       24     9203    11546    10207
TAB:  US_New_Jersey_Ocean Confirmed .           136     8979     9059     9538       25     9203    10877    10207
TAB:  US_New_Jersey_Ocean Confirmed 6/7/2020    137     9022     9059     9538       23     9203    10877    10207
TAB:  US_New_Jersey_Ocean Confirmed .           138     9041     9059     9612       13     9173    10433     9831
TAB:  US_New_Jersey_Ocean Confirmed 6/9/2020    139     9059     9059     9625       14     9166    10136     9625
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .936939 cc2=  .528691 lx= 11.11151 if=  51 il=  56 3/18/2020  n=   5 now=    9059 end=      66937         8         0 U=    24.13 T=  109.1 p1= 638.9 p2=    13.5 ed=   166 7/6/2020    x1=  51. x2=  56. y1=  2.41 y2=  2.20     
GP: Confirmed US_New_Jersey_Ocean 3/18/2020        56    9059    -           8        0     0   166 7/6/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .926188 cc2=  .548223 lx= 11.11151 if=  51 il=  57 3/19/2020  n=   6 now=    9059 end=      66937        33         0 U=    15.88 T=   89.2 p1= 638.9 p2=    13.5 ed=   126 5/27/2020   x1=  51. x2=  57. y1=  2.41 y2=  2.03     
GP: Confirmed US_New_Jersey_Ocean 3/19/2020        57    9059    -          33        0     0   126 5/27/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .952574 cc2=  .544326 lx= 11.11151 if=  52 il=  57 3/19/2020  n=   5 now=    9059 end=      66937        33         0 U=    13.23 T=   83.9 p1= 638.9 p2=    13.5 ed=   115 5/16/2020   x1=  52. x2=  57. y1=  2.41 y2=  2.03     
GP: Confirmed US_New_Jersey_Ocean 3/19/2020        57    9059    -          33        0     0   115 5/16/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .949962 cc2=  .596409 lx= 11.11151 if=  51 il=  58 3/20/2020  n=   7 now=    9059 end=      66937        49         0 U=    16.23 T=   90.1 p1= 638.9 p2=    13.5 ed=   128 5/29/2020   x1=  51. x2=  58. y1=  2.41 y2=  1.98     
GP: Confirmed US_New_Jersey_Ocean 3/20/2020        58    9059    -          49        0     0   128 5/29/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .970344 cc2=  .592380 lx= 11.11151 if=  52 il=  58 3/20/2020  n=   6 now=    9059 end=      66937        49         0 U=    13.92 T=   85.5 p1= 638.9 p2=    13.5 ed=   118 5/19/2020   x1=  52. x2=  58. y1=  2.41 y2=  1.98     
GP: Confirmed US_New_Jersey_Ocean 3/20/2020        58    9059    -          49        0     0   118 5/19/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .980605 cc2=  .572357 lx= 11.11151 if=  53 il=  58 3/20/2020  n=   5 now=    9059 end=      66937        49         0 U=    11.60 T=   80.9 p1= 638.9 p2=    13.5 ed=   108 5/9/2020    x1=  53. x2=  58. y1=  2.41 y2=  1.98     
GP: Confirmed US_New_Jersey_Ocean 3/20/2020        58    9059    -          49        0     0   108 5/9/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .964741 cc2=  .631408 lx= 11.11151 if=  51 il=  59 3/21/2020  n=   8 now=    9059 end=      66937        62       167 U=    17.23 T=   92.5 p1= 638.9 p2=    13.5 ed=   133 6/3/2020    x1=  51. x2=  59. y1=  2.41 y2=  1.94     
GP: Confirmed US_New_Jersey_Ocean 3/21/2020        59    9059    -          62      167     1   133 6/3/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .978389 cc2=  .624835 lx= 11.11151 if=  52 il=  59 3/21/2020  n=   7 now=    9059 end=      66937        62       167 U=    15.08 T=   88.3 p1= 638.9 p2=    13.5 ed=   123 5/24/2020   x1=  52. x2=  59. y1=  2.41 y2=  1.94     
GP: Confirmed US_New_Jersey_Ocean 3/21/2020        59    9059    -          62      167     1   123 5/24/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .982762 cc2=  .604798 lx= 11.11151 if=  53 il=  59 3/21/2020  n=   6 now=    9059 end=      66937        62       167 U=    12.92 T=   84.1 p1= 638.9 p2=    13.5 ed=   114 5/15/2020   x1=  53. x2=  59. y1=  2.41 y2=  1.94     
GP: Confirmed US_New_Jersey_Ocean 3/21/2020        59    9059    -          62      167     1   114 5/15/2020 
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .974810 cc2=  .566562 lx=  5.11151 if=  54 il=  59 3/21/2020  n=   5 now=    9059 end=        165        62       167 U=     3.56 T=   58.9 p1= -98.2 p2=  5490.3 ed=    67 3/29/2020   x1=  54. x2=  59. y1=  1.39 y2=  -.02 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .974852 cc2=  .566562 lx=  5.01151 if=  54 il=  59 3/21/2020  n=   5 now=    9059 end=        165        62       167 U=     3.56 T=   58.9 p1= -98.2 p2=  5490.3 ed=    67 3/29/2020   x1=  54. x2=  59. y1=  1.39 y2=  -.02 BEST
GP: Confirmed US_New_Jersey_Ocean 3/21/2020        59    9059      165      62      167     1    67 3/29/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .974377 cc2=  .658149 lx= 11.11151 if=  51 il=  60 3/22/2020  n=   9 now=    9059 end=      66937       102       167 U=    16.72 T=   91.3 p1= 638.9 p2=    13.5 ed=   130 5/31/2020   x1=  51. x2=  60. y1=  2.41 y2=  1.87     
GP: Confirmed US_New_Jersey_Ocean 3/22/2020        60    9059    -         102      167     1   130 5/31/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .984167 cc2=  .650834 lx= 11.11151 if=  52 il=  60 3/22/2020  n=   8 now=    9059 end=      66937       102       167 U=    14.86 T=   87.8 p1= 638.9 p2=    13.5 ed=   122 5/23/2020   x1=  52. x2=  60. y1=  2.41 y2=  1.87     
GP: Confirmed US_New_Jersey_Ocean 3/22/2020        60    9059    -         102      167     1   122 5/23/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .987487 cc2=  .633934 lx=  7.20151 if=  53 il=  60 3/22/2020  n=   7 now=    9059 end=       1341       102       167 U=     6.81 T=   66.4 p1= -85.2 p2=   675.5 ed=    82 4/13/2020   x1=  53. x2=  60. y1=  1.97 y2=   .95     
GP: Confirmed US_New_Jersey_Ocean 3/22/2020        60    9059     1341     102      167     1    82 4/13/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .983926 cc2=  .605962 lx=  5.99151 if=  54 il=  60 3/22/2020  n=   6 now=    9059 end=        400       102       167 U=     4.70 T=   61.5 p1= -95.6 p2=  2264.8 ed=    72 4/3/2020    x1=  54. x2=  60. y1=  1.59 y2=   .31     
GP: Confirmed US_New_Jersey_Ocean 3/22/2020        60    9059      400     102      167     1    72 4/3/2020  
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .987645 cc2=  .579397 lx=  5.42151 if=  55 il=  60 3/22/2020  n=   5 now=    9059 end=        226       102       167 U=     3.08 T=   59.3 p1= -97.5 p2=  4008.4 ed=    66 3/28/2020   x1=  55. x2=  60. y1=  1.40 y2=  -.23 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .987645 cc2=  .579397 lx=  5.42651 if=  55 il=  60 3/22/2020  n=   5 now=    9059 end=        226       102       167 U=     3.08 T=   59.3 p1= -97.5 p2=  4008.4 ed=    66 3/28/2020   x1=  55. x2=  60. y1=  1.40 y2=  -.23 BEST
GP: Confirmed US_New_Jersey_Ocean 3/22/2020        60    9059      226     102      167     1    66 3/28/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .980478 cc2=  .678967 lx= 11.11151 if=  51 il=  61 3/23/2020  n=  10 now=    9059 end=      66937       144       502 U=    16.87 T=   91.6 p1= 638.9 p2=    13.5 ed=   131 6/1/2020    x1=  51. x2=  61. y1=  2.41 y2=  1.82     
GP: Confirmed US_New_Jersey_Ocean 3/23/2020        61    9059    -         144      502     2   131 6/1/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .987643 cc2=  .671415 lx=  8.79151 if=  52 il=  61 3/23/2020  n=   9 now=    9059 end=       6578       144       502 U=    10.80 T=   75.5 p1= -27.4 p2=   137.7 ed=   100 5/1/2020    x1=  52. x2=  61. y1=  2.17 y2=  1.34     
GP: Confirmed US_New_Jersey_Ocean 3/23/2020        61    9059     6578     144      502     2   100 5/1/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .991202 cc2=  .657868 lx=  6.83151 if=  53 il=  61 3/23/2020  n=   8 now=    9059 end=        926       144       502 U=     6.15 T=   64.8 p1= -89.8 p2=   978.3 ed=    79 4/10/2020   x1=  53. x2=  61. y1=  1.92 y2=   .62     
GP: Confirmed US_New_Jersey_Ocean 3/23/2020        61    9059      926     144      502     2    79 4/10/2020 
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .989170 cc2=  .635616 lx=  6.29151 if=  54 il=  61 3/23/2020  n=   7 now=    9059 end=        539       144       502 U=     5.12 T=   62.4 p1= -94.1 p2=  1680.7 ed=    74 4/5/2020    x1=  54. x2=  61. y1=  1.65 y2=   .28 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .989170 cc2=  .635616 lx=  6.29551 if=  54 il=  61 3/23/2020  n=   7 now=    9059 end=        539       144       502 U=     5.12 T=   62.4 p1= -94.1 p2=  1680.7 ed=    74 4/5/2020    x1=  54. x2=  61. y1=  1.65 y2=   .28 BEST
GP: Confirmed US_New_Jersey_Ocean 3/23/2020        61    9059      539     144      502     2    74 4/5/2020  
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .991134 cc2=  .613169 lx=  5.87151 if=  55 il=  61 3/23/2020  n=   6 now=    9059 end=        354       144       502 U=     3.74 T=   60.6 p1= -96.1 p2=  2559.0 ed=    69 3/31/2020   x1=  55. x2=  61. y1=  1.50 y2=  -.10 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .991134 cc2=  .613169 lx=  5.86751 if=  55 il=  61 3/23/2020  n=   6 now=    9059 end=        354       144       502 U=     3.74 T=   60.6 p1= -96.1 p2=  2559.0 ed=    69 3/31/2020   x1=  55. x2=  61. y1=  1.50 y2=  -.10 BEST
GP: Confirmed US_New_Jersey_Ocean 3/23/2020        61    9059      354     144      502     2    69 3/31/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .986319 cc2=  .578070 lx=  5.76151 if=  56 il=  61 3/23/2020  n=   5 now=    9059 end=        317       144       502 U=     3.25 T=   60.2 p1= -96.5 p2=  2857.7 ed=    67 3/29/2020   x1=  56. x2=  61. y1=  1.30 y2=  -.23     
GP: Confirmed US_New_Jersey_Ocean 3/23/2020        61    9059      317     144      502     2    67 3/29/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .983809 cc2=  .695133 lx=  9.63151 if=  51 il=  62 3/24/2020  n=  11 now=    9059 end=      15237       180       502 U=    14.20 T=   83.2 p1=  68.2 p2=    59.5 ed=   116 5/17/2020   x1=  51. x2=  62. y1=  2.27 y2=  1.49     
GP: Confirmed US_New_Jersey_Ocean 3/24/2020        62    9059    15237     180      502     3   116 5/17/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .990082 cc2=  .688570 lx=  7.37151 if=  52 il=  62 3/24/2020  n=  10 now=    9059 end=       1590       180       502 U=     8.20 T=   68.4 p1= -82.4 p2=   569.7 ed=    87 4/18/2020   x1=  52. x2=  62. y1=  2.00 y2=   .78     
GP: Confirmed US_New_Jersey_Ocean 3/24/2020        62    9059     1590     180      502     3    87 4/18/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .993458 cc2=  .677230 lx=  6.55151 if=  53 il=  62 3/24/2020  n=   9 now=    9059 end=        700       180       502 U=     5.72 T=   63.8 p1= -92.3 p2=  1294.1 ed=    77 4/8/2020    x1=  53. x2=  62. y1=  1.88 y2=   .31     
GP: Confirmed US_New_Jersey_Ocean 3/24/2020        62    9059      700     180      502     3    77 4/8/2020  
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .992420 cc2=  .659086 lx=  6.24151 if=  54 il=  62 3/24/2020  n=   8 now=    9059 end=        513       180       502 U=     5.03 T=   62.2 p1= -94.3 p2=  1765.9 ed=    74 4/5/2020    x1=  54. x2=  62. y1=  1.64 y2=   .05 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .992420 cc2=  .659086 lx=  6.24151 if=  54 il=  62 3/24/2020  n=   8 now=    9059 end=        513       180       502 U=     5.03 T=   62.2 p1= -94.3 p2=  1765.9 ed=    74 4/5/2020    x1=  54. x2=  62. y1=  1.64 y2=   .05 BEST
GP: Confirmed US_New_Jersey_Ocean 3/24/2020        62    9059      513     180      502     3    74 4/5/2020  
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .994028 cc2=  .640475 lx=  5.95151 if=  55 il=  62 3/24/2020  n=   7 now=    9059 end=        384       180       502 U=     3.90 T=   60.9 p1= -95.8 p2=  2359.1 ed=    70 4/1/2020    x1=  55. x2=  62. y1=  1.52 y2=  -.28 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .994028 cc2=  .640475 lx=  5.95151 if=  55 il=  62 3/24/2020  n=   7 now=    9059 end=        384       180       502 U=     3.90 T=   60.9 p1= -95.8 p2=  2359.1 ed=    70 4/1/2020    x1=  55. x2=  62. y1=  1.52 y2=  -.28 BEST
GP: Confirmed US_New_Jersey_Ocean 3/24/2020        62    9059      384     180      502     3    70 4/1/2020  
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .991260 cc2=  .613296 lx=  5.88151 if=  56 il=  62 3/24/2020  n=   6 now=    9059 end=        358       180       502 U=     3.51 T=   60.7 p1= -96.0 p2=  2530.4 ed=    68 3/30/2020   x1=  56. x2=  62. y1=  1.34 y2=  -.37 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .991260 cc2=  .613296 lx=  5.88451 if=  56 il=  62 3/24/2020  n=   6 now=    9059 end=        358       180       502 U=     3.51 T=   60.7 p1= -96.0 p2=  2530.4 ed=    68 3/30/2020   x1=  56. x2=  62. y1=  1.34 y2=  -.37 BEST
GP: Confirmed US_New_Jersey_Ocean 3/24/2020        62    9059      358     180      502     3    68 3/30/2020 
