TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       10025.00000        9.21284
TAB:  Moldova Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Moldova Confirmed .            40        0    10025        0        0        0        0        0
TAB:  Moldova Confirmed 3/3/2020     41        0    10025        0        0        0        0        0
TAB:  Moldova Confirmed .            42        0    10025        0        0        0        0        0
TAB:  Moldova Confirmed 3/5/2020     43        0    10025        0        0        0        0        0
TAB:  Moldova Confirmed .            44        0    10025        0        0        0        0        0
TAB:  Moldova Confirmed 3/7/2020     45        0    10025        0        0        0        0        0
TAB:  Moldova Confirmed .            46        1    10025        0        0        0        0        0
TAB:  Moldova Confirmed 3/9/2020     47        1    10025        0        0        0        0        0
TAB:  Moldova Confirmed .            48        3    10025        0        0        0        0        0
TAB:  Moldova Confirmed 3/11/2020    49        3    10025        0        0        0        0        0
TAB:  Moldova Confirmed .            50        3    10025        0        0        0        0        0
TAB:  Moldova Confirmed 3/13/2020    51        6    10025        0        0        0        0        0
TAB:  Moldova Confirmed .            52       12    10025        0        0        0        0        0
TAB:  Moldova Confirmed 3/15/2020    53       23    10025        0        0        0        0        0
TAB:  Moldova Confirmed .            54       23    10025        0        0        0        0        0
TAB:  Moldova Confirmed 3/17/2020    55       30    10025      185        2      185     5000      925
TAB:  Moldova Confirmed .            56       30    10025      186        5      186      186      186
TAB:  Moldova Confirmed 3/19/2020    57       49    10025      180        3      180      591      308
TAB:  Moldova Confirmed .            58       66    10025      185        3      185    69074     1666
TAB:  Moldova Confirmed 3/21/2020    59       80    10025      555        3      185    45370     1296
TAB:  Moldova Confirmed .            60       94    10025      555        4      185     5370      925
TAB:  Moldova Confirmed 3/23/2020    61      109    10025      185        5      185     1296      925
TAB:  Moldova Confirmed .            62      125    10025      183        1      183      768      370
TAB:  Moldova Confirmed 3/25/2020    63      149    10025      413        2      283      980      457
TAB:  Moldova Confirmed .            64      177    10025      555        8      555     1296      925
TAB:  Moldova Confirmed 3/27/2020    65      199    10025      555        8      555     1296      925
TAB:  Moldova Confirmed .            66      231    10025      925        6      555     5000     1666
TAB:  Moldova Confirmed 3/29/2020    67      263    10025      925        9      925    36111     2407
TAB:  Moldova Confirmed .            68      298    10025     1049        4      888    19460     2987
TAB:  Moldova Confirmed 3/31/2020    69      353    10025     1296        5      925    51296     2407
TAB:  Moldova Confirmed .            70      423    10025     1666        5     1666    42407     3518
TAB:  Moldova Confirmed 4/2/2020     71      505    10025     2407        4     2037    12037     7222
TAB:  Moldova Confirmed .            72      591    10025     3148        3     2777    25370    12777
TAB:  Moldova Confirmed 4/4/2020     73      752    10025     5000        2     5000    43519     6111
TAB:  Moldova Confirmed .            74      864    10025     6851        2     6851    21296     8703
TAB:  Moldova Confirmed 4/6/2020     75      965    10025     3518        1     3518    30185    10926
TAB:  Moldova Confirmed .            76     1056    10025     1296        1     1296    62037     9814
TAB:  Moldova Confirmed 4/8/2020     77     1174    10025     1666        2     1666    52037    10926
TAB:  Moldova Confirmed .            78     1289    10025     2037        2     2037    40926    10926
TAB:  Moldova Confirmed 4/10/2020    79     1438    10025     2777        3     2777    62408    12407
TAB:  Moldova Confirmed .            80     1560    10025     3148        3     3148    52778    12407
TAB:  Moldova Confirmed 4/12/2020    81     1662    10025     3148        5     3148    72778    12037
TAB:  Moldova Confirmed .            82     1712    10025     2777        5     2037    60185    13148
TAB:  Moldova Confirmed 4/14/2020    83     1934    10025     3557        4     3557    60789    13147
TAB:  Moldova Confirmed .            84     2049    10025     3799        4     3799    32602    12104
TAB:  Moldova Confirmed 4/16/2020    85     2154    10025     3888        4     3888    24629    11296
TAB:  Moldova Confirmed .            86     2264    10025     3888        2     2832    18098     7825
TAB:  Moldova Confirmed 4/18/2020    87     2378    10025     4007        4     2840    15136     5564
TAB:  Moldova Confirmed .            88     2472    10025     4022        3     2992    12775     5245
TAB:  Moldova Confirmed 4/20/2020    89     2548    10025     3936        6     3013     9908     4913
TAB:  Moldova Confirmed .            90     2614    10025     3847        3     2950     9370     4649
TAB:  Moldova Confirmed 4/22/2020    91     2778    10025     3950        3     3779     8392     5231
TAB:  Moldova Confirmed .            92     2926    10025     4259        8     4259    15000     6481
TAB:  Moldova Confirmed 4/24/2020    93     3110    10025     7222        8     4629     7592     6111
TAB:  Moldova Confirmed .            94     3304    10025     7222        6     5000    13889     6851
TAB:  Moldova Confirmed 4/26/2020    95     3408    10025     5370        7     5370    17222     6851
TAB:  Moldova Confirmed .            96     3481    10025     7222        9     3888    14259     6851
TAB:  Moldova Confirmed 4/28/2020    97     3638    10025     7222       10     4259    13518     6851
TAB:  Moldova Confirmed .            98     3771    10025     7222       10     5000    14259     7592
TAB:  Moldova Confirmed 4/30/2020    99     3897    10025     7222       11     5370    13148     7592
TAB:  Moldova Confirmed .           100     3980    10025     6111        9     5000    24629     7592
TAB:  Moldova Confirmed 5/2/2020    101     4052    10025     6001        4     4343    11970     6598
TAB:  Moldova Confirmed .           102     4121    10025     6940        5     4369     8435     6519
TAB:  Moldova Confirmed 5/4/2020    103     4248    10025     6858        5     4927     7743     6375
TAB:  Moldova Confirmed .           104     4363    10025     6837        5     5322     7519     6572
TAB:  Moldova Confirmed 5/6/2020    105     4476    10025     6851       14     5740    11666     6851
TAB:  Moldova Confirmed .           106     4605    10025     6851       14     6111     8703     7222
TAB:  Moldova Confirmed 5/8/2020    107     4728    10025     6481       17     6481    21666     7592
TAB:  Moldova Confirmed .           108     4867    10025     6851       19     6481    19815     7963
TAB:  Moldova Confirmed 5/10/2020   109     4927    10025     6851       20     6111    40556     7963
TAB:  Moldova Confirmed .           110     4995    10025     6851       22     5370    33889     7592
TAB:  Moldova Confirmed 5/12/2020   111     5154    10025     6851       18     6851    30555    11666
TAB:  Moldova Confirmed .           112     5406    10025     7222       25     7222    66852     9074
TAB:  Moldova Confirmed 5/14/2020   113     5553    10025     7222       13     7222    11296     8703
TAB:  Moldova Confirmed .           114     5745    10025     7592       23     7592    14259     9444
TAB:  Moldova Confirmed 5/16/2020   115     5934    10025     7963       23     7963    19074    11296
TAB:  Moldova Confirmed .           116     6060    10025     7963       14     7222    24259    12037
TAB:  Moldova Confirmed 5/18/2020   117     6138    10025     8333       20     6481    24259    10555
TAB:  Moldova Confirmed .           118     6340    10025     8703       16     7592    27592    12777
TAB:  Moldova Confirmed 5/20/2020   119     6553    10025     8703       16     8703    34259    14259
TAB:  Moldova Confirmed .           120     6704    10025     9074       17     8703    40556    14259
TAB:  Moldova Confirmed 5/22/2020   121     6847    10025     9074       12     9074    45000    15000
TAB:  Moldova Confirmed .           122     6994    10025     9444       11     7963    47222    13518
TAB:  Moldova Confirmed 5/24/2020   123     7093    10025     9814       13     7592    45000    13518
TAB:  Moldova Confirmed .           124     7147    10025     9814       14     7592    64260    13889
TAB:  Moldova Confirmed 5/26/2020   125     7305    10025     9814       13     7963    66482    15740
TAB:  Moldova Confirmed .           126     7537    10025    10185       13     9814    46482    16111
TAB:  Moldova Confirmed 5/28/2020   127     7725    10025    10185       11     9814    70556    17963
TAB:  Moldova Confirmed .           128     7896    10025    10555       10    10185    60556    18703
TAB:  Moldova Confirmed 5/30/2020   129     8098    10025    10926        9    10185    71297    19074
TAB:  Moldova Confirmed .           130     8251    10025    10926        9    10185    57222    19074
TAB:  Moldova Confirmed 6/1/2020    131     8360    10025    10926        8     9444    68334    19444
TAB:  Moldova Confirmed .           132     8548    10025    10926        8    10185    61297    20185
TAB:  Moldova Confirmed 6/3/2020    133     8795    10025    11666        7    10926    70556    21296
TAB:  Moldova Confirmed .           134     9018    10025    12037        7    11296    68334    24259
TAB:  Moldova Confirmed 6/5/2020    135     9247    10025    12407        6    11666    62037    26852
TAB:  Moldova Confirmed .           136     9511    10025    12407        5    12037    66482    27592
TAB:  Moldova Confirmed 6/7/2020    137     9700    10025    12777        5    12407    73519    29074
TAB:  Moldova Confirmed .           138     9807    10025    12777        6    10555    70556    26111
TAB:  Moldova Confirmed 6/9/2020    139    10025    10025    13518        5    11666    73519    25741
AAA2     1 Moldova Confirmed cc1=  .925786 cc2=  .517538 lx=  5.21284 if=  46 il=  51 3/13/2020  n=   5 now=   10025 end=        183         6         0 U=    11.87 T=   65.6 p1= -98.2 p2=  5478.1 ed=    93 4/24/2020   x1=  46. x2=  51. y1=  1.65 y2=  1.23     
GP: Confirmed Moldova 3/13/2020        51   10025      183       6        0     0    93 4/24/2020 
AAA2     1 Moldova Confirmed cc1=  .948521 cc2=  .570557 lx= 11.21284 if=  46 il=  52 3/14/2020  n=   6 now=   10025 end=      74075        12         0 U=    23.95 T=  103.9 p1= 638.9 p2=    13.5 ed=   160 6/30/2020   x1=  46. x2=  52. y1=  2.42 y2=  2.17     
GP: Confirmed Moldova 3/14/2020        52   10025    -          12        0     0   160 6/30/2020 
AAA2     1 Moldova Confirmed cc1=  .933845 cc2=  .525597 lx= 11.21284 if=  47 il=  52 3/14/2020  n=   5 now=   10025 end=      74075        12         0 U=    19.96 T=   95.2 p1= 638.9 p2=    13.5 ed=   142 6/12/2020   x1=  47. x2=  52. y1=  2.42 y2=  2.17     
GP: Confirmed Moldova 3/14/2020        52   10025    -          12        0     0   142 6/12/2020 
AAA2     1 Moldova Confirmed cc1=  .958981 cc2=  .605427 lx= 11.21284 if=  46 il=  53 3/15/2020  n=   7 now=   10025 end=      74075        23         0 U=    21.34 T=   97.6 p1= 638.9 p2=    13.5 ed=   147 6/17/2020   x1=  46. x2=  53. y1=  2.42 y2=  2.09     
GP: Confirmed Moldova 3/15/2020        53   10025    -          23        0     0   147 6/17/2020 
AAA2     1 Moldova Confirmed cc1=  .954357 cc2=  .576392 lx= 11.21284 if=  47 il=  53 3/15/2020  n=   6 now=   10025 end=      74075        23         0 U=    18.29 T=   91.2 p1= 638.9 p2=    13.5 ed=   134 6/4/2020    x1=  47. x2=  53. y1=  2.42 y2=  2.09     
GP: Confirmed Moldova 3/15/2020        53   10025    -          23        0     0   134 6/4/2020  
AAA2     1 Moldova Confirmed cc1=  .926921 cc2=  .518673 lx= 11.21284 if=  48 il=  53 3/15/2020  n=   5 now=   10025 end=      74075        23         0 U=    22.23 T=   99.4 p1= 638.9 p2=    13.5 ed=   151 6/21/2020   x1=  48. x2=  53. y1=  2.31 y2=  2.09     
GP: Confirmed Moldova 3/15/2020        53   10025    -          23        0     0   151 6/21/2020 
AAA2     1 Moldova Confirmed cc1=  .970130 cc2=  .636796 lx= 11.21284 if=  46 il=  54 3/16/2020  n=   8 now=   10025 end=      74075        23         0 U=    24.39 T=  105.0 p1= 638.9 p2=    13.5 ed=   162 7/2/2020    x1=  46. x2=  54. y1=  2.42 y2=  2.09     
GP: Confirmed Moldova 3/16/2020        54   10025    -          23        0     0   162 7/2/2020  
AAA2     1 Moldova Confirmed cc1=  .966317 cc2=  .612764 lx= 11.21284 if=  47 il=  54 3/16/2020  n=   7 now=   10025 end=      74075        23         0 U=    21.34 T=   98.6 p1= 638.9 p2=    13.5 ed=   148 6/18/2020   x1=  47. x2=  54. y1=  2.42 y2=  2.09     
GP: Confirmed Moldova 3/16/2020        54   10025    -          23        0     0   148 6/18/2020 
AAA2     1 Moldova Confirmed cc1=  .949069 cc2=  .571105 lx= 11.21284 if=  48 il=  54 3/16/2020  n=   6 now=   10025 end=      74075        23         0 U=    26.68 T=  109.7 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  48. x2=  54. y1=  2.31 y2=  2.09     
GP: Confirmed Moldova 3/16/2020        54   10025    -          23        0     0   172 7/12/2020 
AAA2     1 Moldova Confirmed cc1=  .969084 cc2=  .560836 lx= 11.21284 if=  49 il=  54 3/16/2020  n=   5 now=   10025 end=      74075        23         0 U=    22.23 T=  100.4 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  49. x2=  54. y1=  2.31 y2=  2.09     
GP: Confirmed Moldova 3/16/2020        54   10025    -          23        0     0   152 6/22/2020 
AAA2     1 Moldova Confirmed cc1=  .976786 cc2=  .660558 lx= 11.21284 if=  46 il=  55 3/17/2020  n=   9 now=   10025 end=      74075        30       185 U=    24.90 T=  106.2 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  46. x2=  55. y1=  2.42 y2=  2.06     
GP: Confirmed Moldova 3/17/2020        55   10025    -          30      185     2   164 7/4/2020  
AAA2     1 Moldova Confirmed cc1=  .973392 cc2=  .640059 lx=  8.51284 if=  47 il=  55 3/17/2020  n=   8 now=   10025 end=       4978        30       185 U=    15.68 T=   80.6 p1= -50.3 p2=   201.4 ed=   117 5/18/2020   x1=  47. x2=  55. y1=  2.14 y2=  1.63     
GP: Confirmed Moldova 3/17/2020        55   10025     4978      30      185     2   117 5/18/2020 
AAA2     1 Moldova Confirmed cc1=  .961826 cc2=  .608273 lx=  7.01284 if=  48 il=  55 3/17/2020  n=   7 now=   10025 end=       1110        30       185 U=    14.19 T=   73.2 p1= -88.9 p2=   903.2 ed=   106 5/7/2020    x1=  48. x2=  55. y1=  1.78 y2=  1.28     
GP: Confirmed Moldova 3/17/2020        55   10025     1110      30      185     2   106 5/7/2020  
AAA1     1 Moldova Confirmed cc1=  .974635 cc2=  .596671 lx=  5.21284 if=  49 il=  55 3/17/2020  n=   6 now=   10025 end=        183        30       185 U=     7.32 T=   59.3 p1= -98.2 p2=  5478.1 ed=    76 4/7/2020    x1=  49. x2=  55. y1=  1.41 y2=   .59 BEST
AAA2     1 Moldova Confirmed cc1=  .974775 cc2=  .596671 lx=  5.11284 if=  49 il=  55 3/17/2020  n=   6 now=   10025 end=        183        30       185 U=     7.32 T=   59.3 p1= -98.2 p2=  5478.1 ed=    76 4/7/2020    x1=  49. x2=  55. y1=  1.41 y2=   .59 BEST
GP: Confirmed Moldova 3/17/2020        55   10025      183      30      185     2    76 4/7/2020  
AAA1     1 Moldova Confirmed cc1=  .973559 cc2=  .565311 lx=  5.21284 if=  50 il=  55 3/17/2020  n=   5 now=   10025 end=        183        30       185 U=     6.10 T=   58.6 p1= -98.2 p2=  5478.1 ed=    73 4/4/2020    x1=  50. x2=  55. y1=  1.41 y2=   .59 BEST
AAA2     1 Moldova Confirmed cc1=  .974034 cc2=  .565311 lx=  5.11284 if=  50 il=  55 3/17/2020  n=   5 now=   10025 end=        183        30       185 U=     6.10 T=   58.6 p1= -98.2 p2=  5478.1 ed=    73 4/4/2020    x1=  50. x2=  55. y1=  1.41 y2=   .59 BEST
GP: Confirmed Moldova 3/17/2020        55   10025      183      30      185     2    73 4/4/2020  
AAA2     1 Moldova Confirmed cc1=  .975682 cc2=  .674170 lx=  8.27284 if=  46 il=  56 3/18/2020  n=  10 now=   10025 end=       3916        30       186 U=    18.88 T=   85.9 p1= -60.9 p2=   256.0 ed=   130 5/31/2020   x1=  46. x2=  56. y1=  2.11 y2=  1.58     
GP: Confirmed Moldova 3/18/2020        56   10025     3916      30      186     5   130 5/31/2020 
AAA1     1 Moldova Confirmed cc1=  .972642 cc2=  .656414 lx=  5.21284 if=  47 il=  56 3/18/2020  n=   9 now=   10025 end=        183        30       186 U=     8.52 T=   61.1 p1= -98.2 p2=  5478.1 ed=    81 4/12/2020   x1=  47. x2=  56. y1=  1.65 y2=   .59 BEST
AAA2     1 Moldova Confirmed cc1=  .972660 cc2=  .656414 lx=  5.11284 if=  47 il=  56 3/18/2020  n=   9 now=   10025 end=        183        30       186 U=     8.52 T=   61.1 p1= -98.2 p2=  5478.1 ed=    81 4/12/2020   x1=  47. x2=  56. y1=  1.65 y2=   .59 BEST
GP: Confirmed Moldova 3/18/2020        56   10025      183      30      186     5    81 4/12/2020 
AAA1     1 Moldova Confirmed cc1=  .962858 cc2=  .629524 lx=  5.21284 if=  48 il=  56 3/18/2020  n=   8 now=   10025 end=        183        30       186 U=     9.75 T=   61.8 p1= -98.2 p2=  5478.1 ed=    84 4/15/2020   x1=  48. x2=  56. y1=  1.41 y2=   .59 BEST
AAA2     1 Moldova Confirmed cc1=  .963019 cc2=  .629524 lx=  5.11284 if=  48 il=  56 3/18/2020  n=   8 now=   10025 end=        183        30       186 U=     9.75 T=   61.8 p1= -98.2 p2=  5478.1 ed=    84 4/15/2020   x1=  48. x2=  56. y1=  1.41 y2=   .59 BEST
GP: Confirmed Moldova 3/18/2020        56   10025      183      30      186     5    84 4/15/2020 
AAA1     1 Moldova Confirmed cc1=  .965998 cc2=  .612444 lx=  5.21284 if=  49 il=  56 3/18/2020  n=   7 now=   10025 end=        183        30       186 U=     8.53 T=   61.1 p1= -98.2 p2=  5478.1 ed=    81 4/12/2020   x1=  49. x2=  56. y1=  1.41 y2=   .59 BEST
AAA2     1 Moldova Confirmed cc1=  .966396 cc2=  .612444 lx=  5.11284 if=  49 il=  56 3/18/2020  n=   7 now=   10025 end=        183        30       186 U=     8.53 T=   61.1 p1= -98.2 p2=  5478.1 ed=    81 4/12/2020   x1=  49. x2=  56. y1=  1.41 y2=   .59 BEST
GP: Confirmed Moldova 3/18/2020        56   10025      183      30      186     5    81 4/12/2020 
AAA1     1 Moldova Confirmed cc1=  .954754 cc2=  .576790 lx=  5.21284 if=  50 il=  56 3/18/2020  n=   6 now=   10025 end=        183        30       186 U=     7.32 T=   60.3 p1= -98.2 p2=  5478.1 ed=    77 4/8/2020    x1=  50. x2=  56. y1=  1.41 y2=   .59 BEST
AAA2     1 Moldova Confirmed cc1=  .955505 cc2=  .576790 lx=  5.11284 if=  50 il=  56 3/18/2020  n=   6 now=   10025 end=        183        30       186 U=     7.32 T=   60.3 p1= -98.2 p2=  5478.1 ed=    77 4/8/2020    x1=  50. x2=  56. y1=  1.41 y2=   .59 BEST
GP: Confirmed Moldova 3/18/2020        56   10025      183      30      186     5    77 4/8/2020  
AAA1     1 Moldova Confirmed cc1=  .932089 cc2=  .523840 lx=  5.21284 if=  51 il=  56 3/18/2020  n=   5 now=   10025 end=        183        30       186 U=     7.87 T=   60.7 p1= -98.2 p2=  5478.1 ed=    79 4/10/2020   x1=  51. x2=  56. y1=  1.23 y2=   .59 BEST
AAA2     1 Moldova Confirmed cc1=  .932983 cc2=  .523840 lx=  5.11284 if=  51 il=  56 3/18/2020  n=   5 now=   10025 end=        183        30       186 U=     7.87 T=   60.7 p1= -98.2 p2=  5478.1 ed=    79 4/10/2020   x1=  51. x2=  56. y1=  1.23 y2=   .59 BEST
GP: Confirmed Moldova 3/18/2020        56   10025      183      30      186     5    79 4/10/2020 
AAA2     1 Moldova Confirmed cc1=  .981228 cc2=  .692553 lx=  7.01284 if=  46 il=  57 3/19/2020  n=  11 now=   10025 end=       1110        49       180 U=    13.59 T=   72.5 p1= -88.9 p2=   903.2 ed=   104 5/5/2020    x1=  46. x2=  57. y1=  1.95 y2=  1.14     
GP: Confirmed Moldova 3/19/2020        57   10025     1110      49      180     3   104 5/5/2020  
AAA2     1 Moldova Confirmed cc1=  .979351 cc2=  .677840 lx=  5.73284 if=  47 il=  57 3/19/2020  n=  10 now=   10025 end=        308        49       180 U=     8.80 T=   62.4 p1= -96.9 p2=  3254.9 ed=    83 4/14/2020   x1=  47. x2=  57. y1=  1.75 y2=   .61     
GP: Confirmed Moldova 3/19/2020        57   10025      308      49      180     3    83 4/14/2020 
AAA2     1 Moldova Confirmed cc1=  .972676 cc2=  .656448 lx=  5.44284 if=  48 il=  57 3/19/2020  n=   9 now=   10025 end=        231        49       180 U=     8.74 T=   60.8 p1= -97.7 p2=  4339.8 ed=    81 4/12/2020   x1=  48. x2=  57. y1=  1.47 y2=   .44     
GP: Confirmed Moldova 3/19/2020        57   10025      231      49      180     3    81 4/12/2020 
AAA1     1 Moldova Confirmed cc1=  .976238 cc2=  .642905 lx=  5.21284 if=  49 il=  57 3/19/2020  n=   8 now=   10025 end=        183        49       180 U=     7.04 T=   59.0 p1= -98.2 p2=  5478.1 ed=    75 4/6/2020    x1=  49. x2=  57. y1=  1.41 y2=   .28 BEST
AAA2     1 Moldova Confirmed cc1=  .976392 cc2=  .642905 lx=  5.11284 if=  49 il=  57 3/19/2020  n=   8 now=   10025 end=        183        49       180 U=     7.04 T=   59.0 p1= -98.2 p2=  5478.1 ed=    75 4/6/2020    x1=  49. x2=  57. y1=  1.41 y2=   .28 BEST
GP: Confirmed Moldova 3/19/2020        57   10025      183      49      180     3    75 4/6/2020  
AAA1     1 Moldova Confirmed cc1=  .970060 cc2=  .616507 lx=  5.21284 if=  50 il=  57 3/19/2020  n=   7 now=   10025 end=        183        49       180 U=     6.16 T=   58.7 p1= -98.2 p2=  5478.1 ed=    73 4/4/2020    x1=  50. x2=  57. y1=  1.41 y2=   .28 BEST
AAA2     1 Moldova Confirmed cc1=  .970558 cc2=  .616507 lx=  5.11284 if=  50 il=  57 3/19/2020  n=   7 now=   10025 end=        183        49       180 U=     6.16 T=   58.7 p1= -98.2 p2=  5478.1 ed=    73 4/4/2020    x1=  50. x2=  57. y1=  1.41 y2=   .28 BEST
GP: Confirmed Moldova 3/19/2020        57   10025      183      49      180     3    73 4/4/2020  
AAA1     1 Moldova Confirmed cc1=  .957773 cc2=  .579808 lx=  5.21284 if=  51 il=  57 3/19/2020  n=   6 now=   10025 end=        183        49       180 U=     6.31 T=   58.8 p1= -98.2 p2=  5478.1 ed=    73 4/4/2020    x1=  51. x2=  57. y1=  1.23 y2=   .28 BEST
AAA2     1 Moldova Confirmed cc1=  .958061 cc2=  .579808 lx=  5.11284 if=  51 il=  57 3/19/2020  n=   6 now=   10025 end=        183        49       180 U=     6.31 T=   58.8 p1= -98.2 p2=  5478.1 ed=    73 4/4/2020    x1=  51. x2=  57. y1=  1.23 y2=   .28 BEST
GP: Confirmed Moldova 3/19/2020        57   10025      183      49      180     3    73 4/4/2020  
AAA2     1 Moldova Confirmed cc1=  .940461 cc2=  .532213 lx=  6.38284 if=  52 il=  57 3/19/2020  n=   5 now=   10025 end=        591        49       180 U=    11.17 T=   67.2 p1= -94.1 p2=  1696.3 ed=    93 4/24/2020   x1=  52. x2=  57. y1=  1.36 y2=   .91     
GP: Confirmed Moldova 3/19/2020        57   10025      591      49      180     3    93 4/24/2020 
AAA2     1 Moldova Confirmed cc1=  .985256 cc2=  .707905 lx=  7.34284 if=  46 il=  58 3/20/2020  n=  12 now=   10025 end=       1545        66       185 U=    14.20 T=   74.3 p1= -84.6 p2=   648.9 ed=   107 5/8/2020    x1=  46. x2=  58. y1=  1.99 y2=  1.15     
GP: Confirmed Moldova 3/20/2020        58   10025     1545      66      185     3   107 5/8/2020  
AAA2     1 Moldova Confirmed cc1=  .983792 cc2=  .695117 lx=  6.40284 if=  47 il=  58 3/20/2020  n=  11 now=   10025 end=        603        66       185 U=    10.35 T=   66.2 p1= -94.0 p2=  1662.5 ed=    90 4/21/2020   x1=  47. x2=  58. y1=  1.86 y2=   .79     
GP: Confirmed Moldova 3/20/2020        58   10025      603      66      185     3    90 4/21/2020 
AAA2     1 Moldova Confirmed cc1=  .978909 cc2=  .677397 lx=  6.29284 if=  48 il=  58 3/20/2020  n=  10 now=   10025 end=        540        66       185 U=    11.06 T=   66.2 p1= -94.6 p2=  1856.5 ed=    92 4/23/2020   x1=  48. x2=  58. y1=  1.65 y2=   .74     
GP: Confirmed Moldova 3/20/2020        58   10025      540      66      185     3    92 4/23/2020 
AAA1     1 Moldova Confirmed cc1=  .981450 cc2=  .665222 lx=  5.68284 if=  49 il=  58 3/20/2020  n=   9 now=   10025 end=        293        66       185 U=     8.02 T=   61.2 p1= -97.1 p2=  3421.5 ed=    80 4/11/2020   x1=  49. x2=  58. y1=  1.52 y2=   .40 BEST
AAA2     1 Moldova Confirmed cc1=  .981450 cc2=  .665222 lx=  5.68084 if=  49 il=  58 3/20/2020  n=   9 now=   10025 end=        293        66       185 U=     8.02 T=   61.2 p1= -97.1 p2=  3421.5 ed=    80 4/11/2020   x1=  49. x2=  58. y1=  1.52 y2=   .40 BEST
GP: Confirmed Moldova 3/20/2020        58   10025      293      66      185     3    80 4/11/2020 
AAA1     1 Moldova Confirmed cc1=  .977538 cc2=  .644205 lx=  5.38284 if=  50 il=  58 3/20/2020  n=   8 now=   10025 end=        217        66       185 U=     6.26 T=   59.1 p1= -97.8 p2=  4619.8 ed=    73 4/4/2020    x1=  50. x2=  58. y1=  1.45 y2=   .18 BEST
AAA2     1 Moldova Confirmed cc1=  .977538 cc2=  .644205 lx=  5.37884 if=  50 il=  58 3/20/2020  n=   8 now=   10025 end=        217        66       185 U=     6.26 T=   59.1 p1= -97.8 p2=  4619.8 ed=    73 4/4/2020    x1=  50. x2=  58. y1=  1.45 y2=   .18 BEST
