TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       14644.00000        9.59179
TAB:  Bolivia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Bolivia Confirmed 2/20/2020    29        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            30        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 2/22/2020    31        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            32        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 2/24/2020    33        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            34        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 2/26/2020    35        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            36        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 2/28/2020    37        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            38        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 3/1/2020     39        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            40        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 3/3/2020     41        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            42        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 3/5/2020     43        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            44        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 3/7/2020     45        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            46        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 3/9/2020     47        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            48        0    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 3/11/2020    49        2    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            50        2    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 3/13/2020    51        3    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            52       10    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 3/15/2020    53       10    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            54       11    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 3/17/2020    55       11    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            56       12    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 3/19/2020    57       12    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .            58       15    14644      270        2      270      270      270
TAB:  Bolivia Confirmed 3/21/2020    59       19    14644      270        3      270      270      270
TAB:  Bolivia Confirmed .            60       24    14644      270        3      270      270      270
TAB:  Bolivia Confirmed 3/23/2020    61       27    14644      270        3      270      270      270
TAB:  Bolivia Confirmed .            62       29    14644      270        5      270      270      270
TAB:  Bolivia Confirmed 3/25/2020    63       32    14644      270        7      270      270      270
TAB:  Bolivia Confirmed .            64       43    14644      270        3      270    18665     8385
TAB:  Bolivia Confirmed 3/27/2020    65       61    14644      270        2      270     1352     1352
TAB:  Bolivia Confirmed .            66       74    14644     1352        2     1352    16501    16501
TAB:  Bolivia Confirmed 3/29/2020    67       81    14644     1893        2      270    44634     1893
TAB:  Bolivia Confirmed .            68       97    14644      270        2      270     6762     3516
TAB:  Bolivia Confirmed 3/31/2020    69      107    14644      270        4      270     4057     3516
TAB:  Bolivia Confirmed .            70      115    14644      270        6      270   100901     3516
TAB:  Bolivia Confirmed 4/2/2020     71      123    14644      270        8      270    36519     2975
TAB:  Bolivia Confirmed .            72      132    14644      270       10      270    85211     2975
TAB:  Bolivia Confirmed 4/4/2020     73      139    14644      270       12      270    74931     2434
TAB:  Bolivia Confirmed .            74      157    14644      270       12      270     3516     1352
TAB:  Bolivia Confirmed 4/6/2020     75      183    14644      270        8      270    11632     1893
TAB:  Bolivia Confirmed .            76      194    14644      270        8      270    30026     1893
TAB:  Bolivia Confirmed 4/8/2020     77      210    14644      270        8      270    25698     1893
TAB:  Bolivia Confirmed .            78      264    14644      811        6      811    12714     2434
TAB:  Bolivia Confirmed 4/10/2020    79      268    14644      811        4      811     8385     2434
TAB:  Bolivia Confirmed .            80      275    14644      811        6      270     5139     1893
TAB:  Bolivia Confirmed 4/12/2020    81      300    14644      811        8      270    69521     2434
TAB:  Bolivia Confirmed .            82      330    14644      811        8      811    27862     2434
TAB:  Bolivia Confirmed 4/14/2020    83      354    14644     1352        8      811    16501     2434
TAB:  Bolivia Confirmed .            84      397    14644     1352       10     1352    28944     3516
TAB:  Bolivia Confirmed 4/16/2020    85      441    14644     1893        9     1893   101983     6762
TAB:  Bolivia Confirmed .            86      465    14644     1893        7     1893   101983     8926
TAB:  Bolivia Confirmed 4/18/2020    87      493    14644     2434        8      811    46798     6221
TAB:  Bolivia Confirmed .            88      520    14644     2434       10      811    99819     5139
TAB:  Bolivia Confirmed 4/20/2020    89      564    14644     2434       10      811   107393     5680
TAB:  Bolivia Confirmed .            90      598    14644     2434       11     1352    68980     5680
TAB:  Bolivia Confirmed 4/22/2020    91      609    14644     2443        5      921    15101     2844
TAB:  Bolivia Confirmed .            92      703    14644     2975       10     2434    58160     6762
TAB:  Bolivia Confirmed 4/24/2020    93      807    14644     3516        5     3516    81965    18665
TAB:  Bolivia Confirmed .            94      866    14644     4598        5     4057    77096     7844
TAB:  Bolivia Confirmed 4/26/2020    95      950    14644     5680        3     4057    28944     7303
TAB:  Bolivia Confirmed .            96     1014    14644     6762        3     1352    42470     8385
TAB:  Bolivia Confirmed 4/28/2020    97     1053    14644     1352        3     1352    47880     8385
TAB:  Bolivia Confirmed .            98     1110    14644     1352        4     1352    48962     9467
TAB:  Bolivia Confirmed 4/30/2020    99     1167    14644     1352        4     1352    46798     9467
TAB:  Bolivia Confirmed .           100     1229    14644     1893        3     1352    43011     9467
TAB:  Bolivia Confirmed 5/2/2020    101     1470    14644    11091        4     8385    74931    13796
TAB:  Bolivia Confirmed .           102     1594    14644    13796        3    10008    42470    15960
TAB:  Bolivia Confirmed 5/4/2020    103     1681    14644    15960        3    11632    55455    19206
TAB:  Bolivia Confirmed .           104     1802    14644    18665        2     2434    71144    20829
TAB:  Bolivia Confirmed 5/6/2020    105     1886    14644     2434        2     2434    81965    22993
TAB:  Bolivia Confirmed .           106     2081    14644    24616        2     3516   105229    26780
TAB:  Bolivia Confirmed 5/8/2020    107     2266    14644     5680        1     5680    80883    31108
TAB:  Bolivia Confirmed .           108     2437    14644    37060        2     8385   104147    35437
TAB:  Bolivia Confirmed 5/10/2020   109     2556    14644    39765        2     5680    92244    39765
TAB:  Bolivia Confirmed .           110     2831    14644    17583        1    17583    97113    47880
TAB:  Bolivia Confirmed 5/12/2020   111     2964    14644     7844        1     7844   101983    53831
TAB:  Bolivia Confirmed .           112     3148    14644    -            2     7303   103065    58701
TAB:  Bolivia Confirmed 5/14/2020   113     3372    14644    -            2     9467    92244    46257
TAB:  Bolivia Confirmed .           114     3577    14644    -            2     7303   103065    46798
TAB:  Bolivia Confirmed 5/16/2020   115     3826    14644    15960        1    15960    93326    53831
TAB:  Bolivia Confirmed .           116     4088    14644    25698        1    25698   104147    71144
TAB:  Bolivia Confirmed 5/18/2020   117     4263    14644    10008        1    10008   106311    53290
TAB:  Bolivia Confirmed .           118     4481    14644    -            2     7303   105229    35437
TAB:  Bolivia Confirmed 5/20/2020   119     4919    14644    -            1    44634    92244    61947
TAB:  Bolivia Confirmed .           120     5187    14644    -            2    57619    99819    77096
TAB:  Bolivia Confirmed 5/22/2020   121     5579    14644    -            1    73849    96031    86834
TAB:  Bolivia Confirmed .           122     5915    14644    39224        1    39224    93326    80883
TAB:  Bolivia Confirmed 5/24/2020   123     6263    14644    11632        1    11632   100901    87916
TAB:  Bolivia Confirmed .           124     6660    14644    15960        1    15960    94949    28944
TAB:  Bolivia Confirmed 5/26/2020   125     7136    14644    -            2    41388   104147   104147
TAB:  Bolivia Confirmed .           126     7768    14644        0        0        0        0        0
TAB:  Bolivia Confirmed 5/28/2020   127     8387    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .           128     8731    14644    -            1    59783    59783    59783
TAB:  Bolivia Confirmed 5/30/2020   129     9592    14644        0        0        0        0        0
TAB:  Bolivia Confirmed .           130     9982    14644    30026        1    30026   101983   101983
TAB:  Bolivia Confirmed 6/1/2020    131    10531    14644    19747        1    19747    34896    22452
TAB:  Bolivia Confirmed .           132    10991    14644    14878        1    14878    39224    19206
TAB:  Bolivia Confirmed 6/3/2020    133    11638    14644    21911        2    17583    62488    25698
TAB:  Bolivia Confirmed .           134    12245    14644    28403        2    23534    78719    30567
TAB:  Bolivia Confirmed 6/5/2020    135    12728    14644    27321        2    23534    99819    32732
TAB:  Bolivia Confirmed .           136    13358    14644    27321        2    27321   106311    40847
TAB:  Bolivia Confirmed 6/7/2020    137    13643    14644    25157        2    16501   100901    26239
TAB:  Bolivia Confirmed .           138    13949    14644    15419        2    15419    85211    25157
TAB:  Bolivia Confirmed 6/9/2020    139    14644    14644    22993        4    19747    82506    27321
AAA2     1 Bolivia Confirmed cc1=  .926900 cc2=  .518652 lx= 11.59179 if=  49 il=  54 3/16/2020  n=   5 now=   14644 end=     108205        11         0 U=    29.39 T=  119.2 p1= 638.9 p2=    13.5 ed=   188 7/28/2020   x1=  49. x2=  54. y1=  2.39 y2=  2.22     
GP: Confirmed Bolivia 3/16/2020        54   14644    -          11        0     0   188 7/28/2020 
AAA2     1 Bolivia Confirmed cc1=  .910132 cc2=  .532167 lx=  5.59179 if=  49 il=  55 3/17/2020  n=   6 now=   14644 end=        268        11         0 U=    14.03 T=   71.3 p1= -98.2 p2=  5464.2 ed=   104 5/5/2020    x1=  49. x2=  55. y1=  1.59 y2=  1.16     
GP: Confirmed Bolivia 3/17/2020        55   14644      268      11        0     0   104 5/5/2020  
AAA2     1 Bolivia Confirmed cc1=  .899866 cc2=  .546312 lx=  5.59179 if=  49 il=  56 3/18/2020  n=   7 now=   14644 end=        268        12         0 U=    15.37 T=   73.4 p1= -98.2 p2=  5464.2 ed=   109 5/10/2020   x1=  49. x2=  56. y1=  1.59 y2=  1.13     
GP: Confirmed Bolivia 3/18/2020        56   14644      268      12        0     0   109 5/10/2020 
AAA2     1 Bolivia Confirmed cc1=  .882293 cc2=  .548960 lx=  5.59179 if=  49 il=  57 3/19/2020  n=   8 now=   14644 end=        268        12         0 U=    17.57 T=   76.9 p1= -98.2 p2=  5464.2 ed=   118 5/19/2020   x1=  49. x2=  57. y1=  1.59 y2=  1.13     
GP: Confirmed Bolivia 3/19/2020        57   14644      268      12        0     0   118 5/19/2020 
AAA2     1 Bolivia Confirmed cc1=  .956027 cc2=  .547779 lx=  5.59179 if=  52 il=  57 3/19/2020  n=   5 now=   14644 end=        268        12         0 U=    87.68 T=  156.4 p1= -98.2 p2=  5464.2 ed=   363 1/19/2021   x1=  52. x2=  57. y1=  1.19 y2=  1.13     
GP: Confirmed Bolivia 3/19/2020        57   14644      268      12        0     0   363 1/19/2021 
AAA1     1 Bolivia Confirmed cc1=  .891044 cc2=  .574816 lx=  5.59179 if=  49 il=  58 3/20/2020  n=   9 now=   14644 end=        268        15       270 U=    16.99 T=   76.0 p1= -98.2 p2=  5464.2 ed=   116 5/17/2020   x1=  49. x2=  58. y1=  1.59 y2=  1.06 BEST
AAA2     1 Bolivia Confirmed cc1=  .891444 cc2=  .574816 lx=  5.49179 if=  49 il=  58 3/20/2020  n=   9 now=   14644 end=        268        15       270 U=    16.99 T=   76.0 p1= -98.2 p2=  5464.2 ed=   116 5/17/2020   x1=  49. x2=  58. y1=  1.59 y2=  1.06 BEST
GP: Confirmed Bolivia 3/20/2020        58   14644      268      15      270     2   116 5/17/2020 
AAA1     1 Bolivia Confirmed cc1=  .847992 cc2=  .514658 lx=  5.59179 if=  50 il=  58 3/20/2020  n=   8 now=   14644 end=        268        15       270 U=    15.10 T=   74.0 p1= -98.2 p2=  5464.2 ed=   109 5/10/2020   x1=  50. x2=  58. y1=  1.59 y2=  1.06 BEST
AAA2     1 Bolivia Confirmed cc1=  .848575 cc2=  .514658 lx=  5.49179 if=  50 il=  58 3/20/2020  n=   8 now=   14644 end=        268        15       270 U=    15.10 T=   74.0 p1= -98.2 p2=  5464.2 ed=   109 5/10/2020   x1=  50. x2=  58. y1=  1.59 y2=  1.06 BEST
GP: Confirmed Bolivia 3/20/2020        58   14644      268      15      270     2   109 5/10/2020 
AAA2     1 Bolivia Confirmed cc1=  .918501 cc2=  .540537 lx= 11.59179 if=  52 il=  58 3/20/2020  n=   6 now=   14644 end=     108205        15       270 U=   134.44 T=  351.6 p1= 638.9 p2=    13.5 ed=   668 11/20/2021  x1=  52. x2=  58. y1=  2.23 y2=  2.18     
GP: Confirmed Bolivia 3/20/2020        58   14644    -          15      270     2   668 11/20/2021
AAA2     1 Bolivia Confirmed cc1=  .918021 cc2=  .509773 lx= 11.59179 if=  53 il=  58 3/20/2020  n=   5 now=   14644 end=     108205        15       270 U=   112.03 T=  302.7 p1= 638.9 p2=    13.5 ed=   567 8/11/2021   x1=  53. x2=  58. y1=  2.23 y2=  2.18     
GP: Confirmed Bolivia 3/20/2020        58   14644    -          15      270     2   567 8/11/2021 
AAA1     1 Bolivia Confirmed cc1=  .910318 cc2=  .608807 lx=  5.59179 if=  49 il=  59 3/21/2020  n=  10 now=   14644 end=        268        19       270 U=    16.25 T=   74.8 p1= -98.2 p2=  5464.2 ed=   113 5/14/2020   x1=  49. x2=  59. y1=  1.59 y2=   .97 BEST
AAA2     1 Bolivia Confirmed cc1=  .910876 cc2=  .608807 lx=  5.49179 if=  49 il=  59 3/21/2020  n=  10 now=   14644 end=        268        19       270 U=    16.25 T=   74.8 p1= -98.2 p2=  5464.2 ed=   113 5/14/2020   x1=  49. x2=  59. y1=  1.59 y2=   .97 BEST
GP: Confirmed Bolivia 3/21/2020        59   14644      268      19      270     3   113 5/14/2020 
AAA1     1 Bolivia Confirmed cc1=  .878552 cc2=  .562324 lx=  5.59179 if=  50 il=  59 3/21/2020  n=   9 now=   14644 end=        268        19       270 U=    14.62 T=   73.2 p1= -98.2 p2=  5464.2 ed=   107 5/8/2020    x1=  50. x2=  59. y1=  1.59 y2=   .97 BEST
AAA2     1 Bolivia Confirmed cc1=  .879327 cc2=  .562324 lx=  5.49179 if=  50 il=  59 3/21/2020  n=   9 now=   14644 end=        268        19       270 U=    14.62 T=   73.2 p1= -98.2 p2=  5464.2 ed=   107 5/8/2020    x1=  50. x2=  59. y1=  1.59 y2=   .97 BEST
GP: Confirmed Bolivia 3/21/2020        59   14644      268      19      270     3   107 5/8/2020  
AAA1     1 Bolivia Confirmed cc1=  .842776 cc2=  .509443 lx=  5.59179 if=  51 il=  59 3/21/2020  n=   8 now=   14644 end=        268        19       270 U=    15.12 T=   73.7 p1= -98.2 p2=  5464.2 ed=   109 5/10/2020   x1=  51. x2=  59. y1=  1.50 y2=   .97 BEST
AAA2     1 Bolivia Confirmed cc1=  .843743 cc2=  .509443 lx=  5.49179 if=  51 il=  59 3/21/2020  n=   8 now=   14644 end=        268        19       270 U=    15.12 T=   73.7 p1= -98.2 p2=  5464.2 ed=   109 5/10/2020   x1=  51. x2=  59. y1=  1.50 y2=   .97 BEST
GP: Confirmed Bolivia 3/21/2020        59   14644      268      19      270     3   109 5/10/2020 
AAA2     1 Bolivia Confirmed cc1=  .905141 cc2=  .551587 lx= 11.59179 if=  52 il=  59 3/21/2020  n=   7 now=   14644 end=     108205        19       270 U=    97.77 T=  269.9 p1= 638.9 p2=    13.5 ed=   500 6/5/2021    x1=  52. x2=  59. y1=  2.23 y2=  2.16     
GP: Confirmed Bolivia 3/21/2020        59   14644    -          19      270     3   500 6/5/2021  
AAA2     1 Bolivia Confirmed cc1=  .914266 cc2=  .536302 lx= 11.59179 if=  53 il=  59 3/21/2020  n=   6 now=   14644 end=     108205        19       270 U=    83.80 T=  239.8 p1= 638.9 p2=    13.5 ed=   437 4/3/2021    x1=  53. x2=  59. y1=  2.23 y2=  2.16     
GP: Confirmed Bolivia 3/21/2020        59   14644    -          19      270     3   437 4/3/2021  
AAA1     1 Bolivia Confirmed cc1=  .929721 cc2=  .641046 lx=  5.59179 if=  49 il=  60 3/22/2020  n=  11 now=   14644 end=        268        24       270 U=    15.54 T=   73.7 p1= -98.2 p2=  5464.2 ed=   110 5/11/2020   x1=  49. x2=  60. y1=  1.59 y2=   .88 BEST
AAA2     1 Bolivia Confirmed cc1=  .930312 cc2=  .641046 lx=  5.49179 if=  49 il=  60 3/22/2020  n=  11 now=   14644 end=        268        24       270 U=    15.54 T=   73.7 p1= -98.2 p2=  5464.2 ed=   110 5/11/2020   x1=  49. x2=  60. y1=  1.59 y2=   .88 BEST
GP: Confirmed Bolivia 3/22/2020        60   14644      268      24      270     3   110 5/11/2020 
AAA1     1 Bolivia Confirmed cc1=  .907577 cc2=  .606066 lx=  5.59179 if=  50 il=  60 3/22/2020  n=  10 now=   14644 end=        268        24       270 U=    14.13 T=   72.4 p1= -98.2 p2=  5464.2 ed=   105 5/6/2020    x1=  50. x2=  60. y1=  1.59 y2=   .88 BEST
AAA2     1 Bolivia Confirmed cc1=  .908365 cc2=  .606066 lx=  5.49179 if=  50 il=  60 3/22/2020  n=  10 now=   14644 end=        268        24       270 U=    14.13 T=   72.4 p1= -98.2 p2=  5464.2 ed=   105 5/6/2020    x1=  50. x2=  60. y1=  1.59 y2=   .88 BEST
GP: Confirmed Bolivia 3/22/2020        60   14644      268      24      270     3   105 5/6/2020  
AAA1     1 Bolivia Confirmed cc1=  .887734 cc2=  .571506 lx=  5.59179 if=  51 il=  60 3/22/2020  n=   9 now=   14644 end=        268        24       270 U=    14.48 T=   72.8 p1= -98.2 p2=  5464.2 ed=   106 5/7/2020    x1=  51. x2=  60. y1=  1.50 y2=   .88 BEST
AAA2     1 Bolivia Confirmed cc1=  .888519 cc2=  .571506 lx=  5.49179 if=  51 il=  60 3/22/2020  n=   9 now=   14644 end=        268        24       270 U=    14.48 T=   72.8 p1= -98.2 p2=  5464.2 ed=   106 5/7/2020    x1=  51. x2=  60. y1=  1.50 y2=   .88 BEST
GP: Confirmed Bolivia 3/22/2020        60   14644      268      24      270     3   106 5/7/2020  
AAA2     1 Bolivia Confirmed cc1=  .913287 cc2=  .579954 lx= 11.59179 if=  52 il=  60 3/22/2020  n=   8 now=   14644 end=     108205        24       270 U=    80.82 T=  232.1 p1= 638.9 p2=    13.5 ed=   422 3/19/2021   x1=  52. x2=  60. y1=  2.23 y2=  2.13     
GP: Confirmed Bolivia 3/22/2020        60   14644    -          24      270     3   422 3/19/2021 
AAA2     1 Bolivia Confirmed cc1=  .926323 cc2=  .572770 lx= 11.59179 if=  53 il=  60 3/22/2020  n=   7 now=   14644 end=     108205        24       270 U=    70.72 T=  210.6 p1= 638.9 p2=    13.5 ed=   377 2/2/2021    x1=  53. x2=  60. y1=  2.23 y2=  2.13     
GP: Confirmed Bolivia 3/22/2020        60   14644    -          24      270     3   377 2/2/2021  
AAA2     1 Bolivia Confirmed cc1=  .928921 cc2=  .550957 lx= 11.59179 if=  54 il=  60 3/22/2020  n=   6 now=   14644 end=     108205        24       270 U=    67.66 T=  204.1 p1= 638.9 p2=    13.5 ed=   363 1/19/2021   x1=  54. x2=  60. y1=  2.22 y2=  2.13     
GP: Confirmed Bolivia 3/22/2020        60   14644    -          24      270     3   363 1/19/2021 
AAA2     1 Bolivia Confirmed cc1=  .955007 cc2=  .546758 lx= 11.59179 if=  55 il=  60 3/22/2020  n=   5 now=   14644 end=     108205        24       270 U=    56.39 T=  180.1 p1= 638.9 p2=    13.5 ed=   313 11/30/2020  x1=  55. x2=  60. y1=  2.22 y2=  2.13     
GP: Confirmed Bolivia 3/22/2020        60   14644    -          24      270     3   313 11/30/2020
AAA1     1 Bolivia Confirmed cc1=  .943467 cc2=  .666117 lx=  5.59179 if=  49 il=  61 3/23/2020  n=  12 now=   14644 end=        268        27       270 U=    15.84 T=   74.2 p1= -98.2 p2=  5464.2 ed=   111 5/12/2020   x1=  49. x2=  61. y1=  1.59 y2=   .83 BEST
AAA2     1 Bolivia Confirmed cc1=  .944077 cc2=  .666117 lx=  5.49179 if=  49 il=  61 3/23/2020  n=  12 now=   14644 end=        268        27       270 U=    15.84 T=   74.2 p1= -98.2 p2=  5464.2 ed=   111 5/12/2020   x1=  49. x2=  61. y1=  1.59 y2=   .83 BEST
GP: Confirmed Bolivia 3/23/2020        61   14644      268      27      270     3   111 5/12/2020 
AAA1     1 Bolivia Confirmed cc1=  .927510 cc2=  .638835 lx=  5.59179 if=  50 il=  61 3/23/2020  n=  11 now=   14644 end=        268        27       270 U=    14.52 T=   73.1 p1= -98.2 p2=  5464.2 ed=   107 5/8/2020    x1=  50. x2=  61. y1=  1.59 y2=   .83 BEST
AAA2     1 Bolivia Confirmed cc1=  .928289 cc2=  .638835 lx=  5.49179 if=  50 il=  61 3/23/2020  n=  11 now=   14644 end=        268        27       270 U=    14.52 T=   73.1 p1= -98.2 p2=  5464.2 ed=   107 5/8/2020    x1=  50. x2=  61. y1=  1.59 y2=   .83 BEST
GP: Confirmed Bolivia 3/23/2020        61   14644      268      27      270     3   107 5/8/2020  
AAA1     1 Bolivia Confirmed cc1=  .916492 cc2=  .614981 lx=  5.59179 if=  51 il=  61 3/23/2020  n=  10 now=   14644 end=        268        27       270 U=    14.89 T=   73.4 p1= -98.2 p2=  5464.2 ed=   108 5/9/2020    x1=  51. x2=  61. y1=  1.50 y2=   .83 BEST
AAA2     1 Bolivia Confirmed cc1=  .917155 cc2=  .614981 lx=  5.49179 if=  51 il=  61 3/23/2020  n=  10 now=   14644 end=        268        27       270 U=    14.89 T=   73.4 p1= -98.2 p2=  5464.2 ed=   108 5/9/2020    x1=  51. x2=  61. y1=  1.50 y2=   .83 BEST
GP: Confirmed Bolivia 3/23/2020        61   14644      268      27      270     3   108 5/9/2020  
AAA2     1 Bolivia Confirmed cc1=  .934250 cc2=  .618022 lx= 11.59179 if=  52 il=  61 3/23/2020  n=   9 now=   14644 end=     108205        27       270 U=    79.59 T=  229.4 p1= 638.9 p2=    13.5 ed=   417 3/14/2021   x1=  52. x2=  61. y1=  2.23 y2=  2.12     
GP: Confirmed Bolivia 3/23/2020        61   14644    -          27      270     3   417 3/14/2021 
AAA2     1 Bolivia Confirmed cc1=  .947073 cc2=  .613740 lx= 11.59179 if=  53 il=  61 3/23/2020  n=   8 now=   14644 end=     108205        27       270 U=    70.74 T=  210.7 p1= 638.9 p2=    13.5 ed=   377 2/2/2021    x1=  53. x2=  61. y1=  2.23 y2=  2.12     
GP: Confirmed Bolivia 3/23/2020        61   14644    -          27      270     3   377 2/2/2021  
AAA2     1 Bolivia Confirmed cc1=  .952579 cc2=  .599025 lx= 11.59179 if=  54 il=  61 3/23/2020  n=   7 now=   14644 end=     108205        27       270 U=    68.11 T=  205.1 p1= 638.9 p2=    13.5 ed=   365 1/21/2021   x1=  54. x2=  61. y1=  2.22 y2=  2.12     
GP: Confirmed Bolivia 3/23/2020        61   14644    -          27      270     3   365 1/21/2021 
AAA2     1 Bolivia Confirmed cc1=  .972116 cc2=  .594152 lx= 11.59179 if=  55 il=  61 3/23/2020  n=   6 now=   14644 end=     108205        27       270 U=    58.38 T=  184.5 p1= 638.9 p2=    13.5 ed=   322 12/9/2020   x1=  55. x2=  61. y1=  2.22 y2=  2.12     
GP: Confirmed Bolivia 3/23/2020        61   14644    -          27      270     3   322 12/9/2020 
AAA2     1 Bolivia Confirmed cc1=  .981043 cc2=  .572795 lx= 11.59179 if=  56 il=  61 3/23/2020  n=   5 now=   14644 end=     108205        27       270 U=    53.61 T=  174.4 p1= 638.9 p2=    13.5 ed=   300 11/17/2020  x1=  56. x2=  61. y1=  2.21 y2=  2.12     
GP: Confirmed Bolivia 3/23/2020        61   14644    -          27      270     3   300 11/17/2020
AAA1     1 Bolivia Confirmed cc1=  .952483 cc2=  .685222 lx=  5.59179 if=  49 il=  62 3/24/2020  n=  13 now=   14644 end=        268        29       270 U=    16.47 T=   75.2 p1= -98.2 p2=  5464.2 ed=   114 5/15/2020   x1=  49. x2=  62. y1=  1.59 y2=   .80 BEST
AAA2     1 Bolivia Confirmed cc1=  .953133 cc2=  .685222 lx=  5.49179 if=  49 il=  62 3/24/2020  n=  13 now=   14644 end=        268        29       270 U=    16.47 T=   75.2 p1= -98.2 p2=  5464.2 ed=   114 5/15/2020   x1=  49. x2=  62. y1=  1.59 y2=   .80 BEST
GP: Confirmed Bolivia 3/24/2020        62   14644      268      29      270     5   114 5/15/2020 
AAA1     1 Bolivia Confirmed cc1=  .940459 cc2=  .663109 lx=  5.59179 if=  50 il=  62 3/24/2020  n=  12 now=   14644 end=        268        29       270 U=    15.20 T=   74.2 p1= -98.2 p2=  5464.2 ed=   110 5/11/2020   x1=  50. x2=  62. y1=  1.59 y2=   .80 BEST
AAA2     1 Bolivia Confirmed cc1=  .941254 cc2=  .663109 lx=  5.49179 if=  50 il=  62 3/24/2020  n=  12 now=   14644 end=        268        29       270 U=    15.20 T=   74.2 p1= -98.2 p2=  5464.2 ed=   110 5/11/2020   x1=  50. x2=  62. y1=  1.59 y2=   .80 BEST
GP: Confirmed Bolivia 3/24/2020        62   14644      268      29      270     5   110 5/11/2020 
