TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4236.00000        8.35137
TAB:  US_Pennsylvania_Berks Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Pennsylvania_Berks Confirmed 2/18/2020    27        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            28        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 2/20/2020    29        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            30        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 2/22/2020    31        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            32        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 2/24/2020    33        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            34        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 2/26/2020    35        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            36        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 2/28/2020    37        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            38        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/1/2020     39        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            40        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/3/2020     41        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            42        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/5/2020     43        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            44        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/7/2020     45        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            46        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/9/2020     47        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            48        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/11/2020    49        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            50        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/13/2020    51        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            52        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/15/2020    53        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            54        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/17/2020    55        0     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            56        1     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/19/2020    57        1     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            58        5     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/21/2020    59        7     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            60       13     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/23/2020    61       14     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            62       16     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed 3/25/2020    63       20     4236        0        0        0        0        0
TAB:  US_Pennsylvania_Berks Confirmed .            64       36     4236       78        2       78       78       78
TAB:  US_Pennsylvania_Berks Confirmed 3/27/2020    65       65     4236      860        1      860     1017     1017
TAB:  US_Pennsylvania_Berks Confirmed .            66       65     4236      547        1      547      704      704
TAB:  US_Pennsylvania_Berks Confirmed 3/29/2020    67       68     4236      391        2       78      391      391
TAB:  US_Pennsylvania_Berks Confirmed .            68       82     4236       78        3       78    25118      547
TAB:  US_Pennsylvania_Berks Confirmed 3/31/2020    69      110     4236      207        1      207     1183      322
TAB:  US_Pennsylvania_Berks Confirmed .            70      151     4236      704        3      547     8059     3834
TAB:  US_Pennsylvania_Berks Confirmed 4/2/2020     71      168     4236      704        3      547    10876     2269
TAB:  US_Pennsylvania_Berks Confirmed .            72      201     4236      704        2      547     6964     2112
TAB:  US_Pennsylvania_Berks Confirmed 4/4/2020     73      235     4236      860        4      391     4929     1956
TAB:  US_Pennsylvania_Berks Confirmed .            74      276     4236     1017        4      704     4773     2112
TAB:  US_Pennsylvania_Berks Confirmed 4/6/2020     75      326     4236     1330        3     1017     6494     1956
TAB:  US_Pennsylvania_Berks Confirmed .            76      369     4236     1486        2     1173    28248     2582
TAB:  US_Pennsylvania_Berks Confirmed 4/8/2020     77      416     4236     1486        2     1330     9781     2269
TAB:  US_Pennsylvania_Berks Confirmed .            78      616     4236     3208        1     3208    13380    10250
TAB:  US_Pennsylvania_Berks Confirmed 4/10/2020    79      720     4236    -            2     4929    30439    21049
TAB:  US_Pennsylvania_Berks Confirmed .            80      930     4236     8842        1     8842    11189    11189
TAB:  US_Pennsylvania_Berks Confirmed 4/12/2020    81     1035     4236     2738        1     2738    15102    11815
TAB:  US_Pennsylvania_Berks Confirmed .            82     1150     4236     1486        1     1486    17762     3990
TAB:  US_Pennsylvania_Berks Confirmed 4/14/2020    83     1247     4236     1486        1     1486    18075     2269
TAB:  US_Pennsylvania_Berks Confirmed .            84     1335     4236     1643        4     1643    16823    13537
TAB:  US_Pennsylvania_Berks Confirmed 4/16/2020    85     1419     4236     1799        3     1643    14945     1956
TAB:  US_Pennsylvania_Berks Confirmed .            86     1537     4236     1956        5     1956    31065    19171
TAB:  US_Pennsylvania_Berks Confirmed 4/18/2020    87     1748     4236    -            2     2582    28248    14945
TAB:  US_Pennsylvania_Berks Confirmed .            88     1898     4236     3051        1     3051    22301    11815
TAB:  US_Pennsylvania_Berks Confirmed 4/20/2020    89     1945     4236     4147        2     2895    18232     9624
TAB:  US_Pennsylvania_Berks Confirmed .            90     1988     4236    10098        2     2019    12879     5926
TAB:  US_Pennsylvania_Berks Confirmed 4/22/2020    91     2069     4236     2683        2     2258    10230     4437
TAB:  US_Pennsylvania_Berks Confirmed .            92     2212     4236     3205        3     2847     8541     4102
TAB:  US_Pennsylvania_Berks Confirmed 4/24/2020    93     2339     4236     3051        3     3051     7746     5242
TAB:  US_Pennsylvania_Berks Confirmed .            94     2406     4236     3364        4     3051     6964     4773
TAB:  US_Pennsylvania_Berks Confirmed 4/26/2020    95     2491     4236     3521        4     2895     6807     4460
TAB:  US_Pennsylvania_Berks Confirmed .            96     2526     4236     3151        3     2655     5597     3686
TAB:  US_Pennsylvania_Berks Confirmed 4/28/2020    97     2605     4236     3194        3     2832     5030     3504
TAB:  US_Pennsylvania_Berks Confirmed .            98     2637     4236     3171        3     2809     4739     3388
TAB:  US_Pennsylvania_Berks Confirmed 4/30/2020    99     2698     4236     3168        4     2896     4486     3395
TAB:  US_Pennsylvania_Berks Confirmed .           100     2748     4236     3164        4     2996     4310     3402
TAB:  US_Pennsylvania_Berks Confirmed 5/2/2020    101     2810     4236     3208       16     3051     4616     3677
TAB:  US_Pennsylvania_Berks Confirmed .           102     2886     4236     3364       17     3208     9311     3834
TAB:  US_Pennsylvania_Berks Confirmed 5/4/2020    103     2948     4236     3364       17     3364     7120     3834
TAB:  US_Pennsylvania_Berks Confirmed .           104     3004     4236     3521       12     3364     8059     3834
TAB:  US_Pennsylvania_Berks Confirmed 5/6/2020    105     3048     4236     3521       14     3364    24805     4303
TAB:  US_Pennsylvania_Berks Confirmed .           106     3095     4236     3442        7     3376     6917     3835
TAB:  US_Pennsylvania_Berks Confirmed 5/8/2020    107     3190     4236     3677       14     3521    21205     6651
TAB:  US_Pennsylvania_Berks Confirmed .           108     3257     4236     3834       15     3677    26213     4460
TAB:  US_Pennsylvania_Berks Confirmed 5/10/2020   109     3371     4236     3834       18     3834     8372     4616
TAB:  US_Pennsylvania_Berks Confirmed .           110     3417     4236     3834       14     3834     9937     4929
TAB:  US_Pennsylvania_Berks Confirmed 5/12/2020   111     3453     4236     3990       14     3677     9468     4460
TAB:  US_Pennsylvania_Berks Confirmed .           112     3485     4236     3990       16     3521    28874     5086
TAB:  US_Pennsylvania_Berks Confirmed 5/14/2020   113     3530     4236     3947       13     3688    16888     5500
TAB:  US_Pennsylvania_Berks Confirmed .           114     3593     4236     3990       15     3834    11815     5555
TAB:  US_Pennsylvania_Berks Confirmed 5/16/2020   115     3643     4236     4147       16     3990     8529     5399
TAB:  US_Pennsylvania_Berks Confirmed .           116     3677     4236     4147       23     3990     6964     5086
TAB:  US_Pennsylvania_Berks Confirmed 5/18/2020   117     3719     4236     4147       24     3990     6338     5086
TAB:  US_Pennsylvania_Berks Confirmed .           118     3735     4236     4102       11     3845     5617     4502
TAB:  US_Pennsylvania_Berks Confirmed 5/20/2020   119     3763     4236     4144       12     3878     5184     4464
TAB:  US_Pennsylvania_Berks Confirmed .           120     3784     4236     4154       14     3877     4982     4354
TAB:  US_Pennsylvania_Berks Confirmed 5/22/2020   121     3838     4236     4153       15     4104     4835     4445
TAB:  US_Pennsylvania_Berks Confirmed .           122     3845     4236     4148       13     4101     4645     4361
TAB:  US_Pennsylvania_Berks Confirmed 5/24/2020   123     3885     4236     4147       27     4147     8842     4460
TAB:  US_Pennsylvania_Berks Confirmed .           124     3903     4236     4147       28     4147     7903     4616
TAB:  US_Pennsylvania_Berks Confirmed 5/26/2020   125     3919     4236     4190       25     3986     4486     4281
TAB:  US_Pennsylvania_Berks Confirmed .           126     3952     4236     4303       28     4147     4773     4460
TAB:  US_Pennsylvania_Berks Confirmed 5/28/2020   127     3973     4236     4303       39     4147     4616     4460
TAB:  US_Pennsylvania_Berks Confirmed .           128     3988     4236     4303       48     4147     4616     4460
TAB:  US_Pennsylvania_Berks Confirmed 5/30/2020   129     4002     4236     4242       30     4066     4374     4286
TAB:  US_Pennsylvania_Berks Confirmed .           130     4061     4236     4303       38     4303     6964     5086
TAB:  US_Pennsylvania_Berks Confirmed 6/1/2020    131     4074     4236     4303       34     4303     7903     5555
TAB:  US_Pennsylvania_Berks Confirmed .           132     4107     4236     4460       29     4303     8842     5712
TAB:  US_Pennsylvania_Berks Confirmed 6/3/2020    133     4132     4236     4460       29     4303    12911     5399
TAB:  US_Pennsylvania_Berks Confirmed .           134     4152     4236     4460       29     4303    10720     5399
TAB:  US_Pennsylvania_Berks Confirmed 6/5/2020    135     4167     4236     4460       28     4303     9781     5868
TAB:  US_Pennsylvania_Berks Confirmed .           136     4184     4236     4460       25     4303     6494     5242
TAB:  US_Pennsylvania_Berks Confirmed 6/7/2020    137     4201     4236     4364       19     4292     5646     4720
TAB:  US_Pennsylvania_Berks Confirmed .           138     4218     4236     4353       19     4325     5341     4765
TAB:  US_Pennsylvania_Berks Confirmed 6/9/2020    139     4236     4236     4460       25     4303     8998     4929
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .969446 cc2=  .561197 lx=  4.35137 if=  56 il=  61 3/23/2020  n=   5 now=    4236 end=         77        14         0 U=     5.36 T=   63.9 p1= -98.2 p2=  5501.3 ed=    76 4/7/2020    x1=  56. x2=  61. y1=  1.47 y2=   .54     
GP: Confirmed US_Pennsylvania_Berks 3/23/2020        61    4236       77      14        0     0    76 4/7/2020  
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .964989 cc2=  .587025 lx=  4.35137 if=  56 il=  62 3/24/2020  n=   6 now=    4236 end=         77        16         0 U=     5.92 T=   64.7 p1= -98.2 p2=  5501.3 ed=    78 4/9/2020    x1=  56. x2=  62. y1=  1.47 y2=   .46     
GP: Confirmed US_Pennsylvania_Berks 3/24/2020        62    4236       77      16        0     0    78 4/9/2020  
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .947583 cc2=  .539335 lx=  4.35137 if=  57 il=  62 3/24/2020  n=   5 now=    4236 end=         77        16         0 U=     4.93 T=   64.3 p1= -98.2 p2=  5501.3 ed=    75 4/6/2020    x1=  57. x2=  62. y1=  1.47 y2=   .46     
GP: Confirmed US_Pennsylvania_Berks 3/24/2020        62    4236       77      16        0     0    75 4/6/2020  
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .968262 cc2=  .614708 lx=  4.35137 if=  56 il=  63 3/25/2020  n=   7 now=    4236 end=         77        20         0 U=     6.00 T=   64.8 p1= -98.2 p2=  5501.3 ed=    78 4/9/2020    x1=  56. x2=  63. y1=  1.47 y2=   .30     
GP: Confirmed US_Pennsylvania_Berks 3/25/2020        63    4236       77      20        0     0    78 4/9/2020  
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .952890 cc2=  .574925 lx=  4.35137 if=  57 il=  63 3/25/2020  n=   6 now=    4236 end=         77        20         0 U=     5.14 T=   64.6 p1= -98.2 p2=  5501.3 ed=    76 4/7/2020    x1=  57. x2=  63. y1=  1.47 y2=   .30     
GP: Confirmed US_Pennsylvania_Berks 3/25/2020        63    4236       77      20        0     0    76 4/7/2020  
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .972760 cc2=  .564511 lx=  4.35137 if=  58 il=  63 3/25/2020  n=   5 now=    4236 end=         77        20         0 U=     7.10 T=   65.2 p1= -98.2 p2=  5501.3 ed=    81 4/12/2020   x1=  58. x2=  63. y1=  1.01 y2=   .30     
GP: Confirmed US_Pennsylvania_Berks 3/25/2020        63    4236       77      20        0     0    81 4/12/2020 
AAA1     1 US_Pennsylvania_Berks Confirmed cc1=  .972485 cc2=  .639152 lx=  4.77137 if=  56 il=  64 3/26/2020  n=   8 now=    4236 end=        118        36        78 U=     5.75 T=   65.0 p1= -97.2 p2=  3589.8 ed=    78 4/9/2020    x1=  56. x2=  64. y1=  1.56 y2=   .17 BEST
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .972485 cc2=  .639152 lx=  4.77137 if=  56 il=  64 3/26/2020  n=   8 now=    4236 end=        118        36        78 U=     5.75 T=   65.0 p1= -97.2 p2=  3589.8 ed=    78 4/9/2020    x1=  56. x2=  64. y1=  1.56 y2=   .17 BEST
GP: Confirmed US_Pennsylvania_Berks 3/26/2020        64    4236      118      36       78     2    78 4/9/2020  
AAA1     1 US_Pennsylvania_Berks Confirmed cc1=  .961992 cc2=  .608438 lx=  4.63137 if=  57 il=  64 3/26/2020  n=   7 now=    4236 end=        102        36        78 U=     4.71 T=   64.2 p1= -97.6 p2=  4152.9 ed=    75 4/6/2020    x1=  57. x2=  64. y1=  1.53 y2=   .05 BEST
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .961992 cc2=  .608438 lx=  4.63337 if=  57 il=  64 3/26/2020  n=   7 now=    4236 end=        102        36        78 U=     4.71 T=   64.2 p1= -97.6 p2=  4152.9 ed=    75 4/6/2020    x1=  57. x2=  64. y1=  1.53 y2=   .05 BEST
GP: Confirmed US_Pennsylvania_Berks 3/26/2020        64    4236      102      36       78     2    75 4/6/2020  
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .970733 cc2=  .592769 lx= 10.35137 if=  58 il=  64 3/26/2020  n=   6 now=    4236 end=      31300        36        78 U=    23.44 T=  108.8 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  58. x2=  64. y1=  2.17 y2=  1.91     
GP: Confirmed US_Pennsylvania_Berks 3/26/2020        64    4236    -          36       78     2   164 7/4/2020  
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .952775 cc2=  .544527 lx= 10.35137 if=  59 il=  64 3/26/2020  n=   5 now=    4236 end=      31300        36        78 U=    23.07 T=  108.1 p1= 638.9 p2=    13.5 ed=   162 7/2/2020    x1=  59. x2=  64. y1=  2.13 y2=  1.91     
GP: Confirmed US_Pennsylvania_Berks 3/26/2020        64    4236    -          36       78     2   162 7/2/2020  
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .972250 cc2=  .656022 lx=  6.98137 if=  56 il=  65 3/27/2020  n=   9 now=    4236 end=       1076        65       860 U=     9.88 T=   75.2 p1= -74.6 p2=   393.7 ed=    98 4/29/2020   x1=  56. x2=  65. y1=  1.94 y2=  1.03     
GP: Confirmed US_Pennsylvania_Berks 3/27/2020        65    4236     1076      65      860     1    98 4/29/2020 
AAA1     1 US_Pennsylvania_Berks Confirmed cc1=  .962220 cc2=  .628886 lx=  6.71137 if=  57 il=  65 3/27/2020  n=   8 now=    4236 end=        821        65       860 U=     8.22 T=   72.7 p1= -80.6 p2=   516.0 ed=    92 4/23/2020   x1=  57. x2=  65. y1=  1.90 y2=   .93 BEST
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .962220 cc2=  .628886 lx=  6.70637 if=  57 il=  65 3/27/2020  n=   8 now=    4236 end=        821        65       860 U=     8.22 T=   72.7 p1= -80.6 p2=   516.0 ed=    92 4/23/2020   x1=  57. x2=  65. y1=  1.90 y2=   .93 BEST
GP: Confirmed US_Pennsylvania_Berks 3/27/2020        65    4236      821      65      860     1    92 4/23/2020 
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .967058 cc2=  .613505 lx= 10.35137 if=  58 il=  65 3/27/2020  n=   7 now=    4236 end=      31300        65       860 U=    20.16 T=  101.7 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  58. x2=  65. y1=  2.17 y2=  1.82     
GP: Confirmed US_Pennsylvania_Berks 3/27/2020        65    4236    -          65      860     1   149 6/19/2020 
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .953276 cc2=  .575312 lx= 10.35137 if=  59 il=  65 3/27/2020  n=   6 now=    4236 end=      31300        65       860 U=    19.48 T=  100.5 p1= 638.9 p2=    13.5 ed=   146 6/16/2020   x1=  59. x2=  65. y1=  2.13 y2=  1.82     
GP: Confirmed US_Pennsylvania_Berks 3/27/2020        65    4236    -          65      860     1   146 6/16/2020 
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .929484 cc2=  .521235 lx= 10.35137 if=  60 il=  65 3/27/2020  n=   5 now=    4236 end=      31300        65       860 U=    21.59 T=  104.3 p1= 638.9 p2=    13.5 ed=   155 6/25/2020   x1=  60. x2=  65. y1=  2.05 y2=  1.82     
GP: Confirmed US_Pennsylvania_Berks 3/27/2020        65    4236    -          65      860     1   155 6/25/2020 
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .978574 cc2=  .677062 lx=  6.57137 if=  56 il=  66 3/28/2020  n=  10 now=    4236 end=        714        65       547 U=     9.92 T=   74.7 p1= -83.1 p2=   593.3 ed=    98 4/29/2020   x1=  56. x2=  66. y1=  1.88 y2=   .87     
GP: Confirmed US_Pennsylvania_Berks 3/28/2020        66    4236      714      65      547     1    98 4/29/2020 
AAA1     1 US_Pennsylvania_Berks Confirmed cc1=  .971746 cc2=  .655518 lx=  6.35137 if=  57 il=  66 3/28/2020  n=   9 now=    4236 end=        573        65       547 U=     8.41 T=   72.5 p1= -86.5 p2=   739.3 ed=    92 4/23/2020   x1=  57. x2=  66. y1=  1.85 y2=   .78 BEST
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .971746 cc2=  .655518 lx=  6.34737 if=  57 il=  66 3/28/2020  n=   9 now=    4236 end=        573        65       547 U=     8.41 T=   72.5 p1= -86.5 p2=   739.3 ed=    92 4/23/2020   x1=  57. x2=  66. y1=  1.85 y2=   .78 BEST
GP: Confirmed US_Pennsylvania_Berks 3/28/2020        66    4236      573      65      547     1    92 4/23/2020 
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .976531 cc2=  .643197 lx= 10.35137 if=  58 il=  66 3/28/2020  n=   8 now=    4236 end=      31300        65       547 U=    23.03 T=  107.9 p1= 638.9 p2=    13.5 ed=   162 7/2/2020    x1=  58. x2=  66. y1=  2.17 y2=  1.82     
GP: Confirmed US_Pennsylvania_Berks 3/28/2020        66    4236    -          65      547     1   162 7/2/2020  
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .967768 cc2=  .614214 lx= 10.35137 if=  59 il=  66 3/28/2020  n=   7 now=    4236 end=      31300        65       547 U=    22.72 T=  107.4 p1= 638.9 p2=    13.5 ed=   161 7/1/2020    x1=  59. x2=  66. y1=  2.13 y2=  1.82     
GP: Confirmed US_Pennsylvania_Berks 3/28/2020        66    4236    -          65      547     1   161 7/1/2020  
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .953268 cc2=  .575303 lx= 10.35137 if=  60 il=  66 3/28/2020  n=   6 now=    4236 end=      31300        65       547 U=    25.91 T=  113.2 p1= 638.9 p2=    13.5 ed=   174 7/14/2020   x1=  60. x2=  66. y1=  2.05 y2=  1.82     
GP: Confirmed US_Pennsylvania_Berks 3/28/2020        66    4236    -          65      547     1   174 7/14/2020 
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .965525 cc2=  .557277 lx= 10.35137 if=  61 il=  66 3/28/2020  n=   5 now=    4236 end=      31300        65       547 U=    22.52 T=  107.0 p1= 638.9 p2=    13.5 ed=   160 6/30/2020   x1=  61. x2=  66. y1=  2.04 y2=  1.82     
GP: Confirmed US_Pennsylvania_Berks 3/28/2020        66    4236    -          65      547     1   160 6/30/2020 
AAA1     1 US_Pennsylvania_Berks Confirmed cc1=  .980632 cc2=  .691957 lx=  6.04137 if=  56 il=  67 3/29/2020  n=  11 now=    4236 end=        420        68       391 U=     9.18 T=   72.5 p1= -90.1 p2=  1008.6 ed=    94 4/25/2020   x1=  56. x2=  67. y1=  1.80 y2=   .60 BEST
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .980632 cc2=  .691957 lx=  6.04137 if=  56 il=  67 3/29/2020  n=  11 now=    4236 end=        420        68       391 U=     9.18 T=   72.5 p1= -90.1 p2=  1008.6 ed=    94 4/25/2020   x1=  56. x2=  67. y1=  1.80 y2=   .60 BEST
GP: Confirmed US_Pennsylvania_Berks 3/29/2020        67    4236      420      68      391     2    94 4/25/2020 
AAA1     1 US_Pennsylvania_Berks Confirmed cc1=  .975103 cc2=  .673591 lx=  5.87137 if=  57 il=  67 3/29/2020  n=  10 now=    4236 end=        354        68       391 U=     7.89 T=   71.0 p1= -91.6 p2=  1196.6 ed=    89 4/20/2020   x1=  57. x2=  67. y1=  1.77 y2=   .50 BEST
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .975103 cc2=  .673591 lx=  5.86737 if=  57 il=  67 3/29/2020  n=  10 now=    4236 end=        354        68       391 U=     7.89 T=   71.0 p1= -91.6 p2=  1196.6 ed=    89 4/20/2020   x1=  57. x2=  67. y1=  1.77 y2=   .50 BEST
GP: Confirmed US_Pennsylvania_Berks 3/29/2020        67    4236      354      68      391     2    89 4/20/2020 
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .978167 cc2=  .661939 lx= 10.35137 if=  58 il=  67 3/29/2020  n=   9 now=    4236 end=      31300        68       391 U=    25.38 T=  113.0 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  58. x2=  67. y1=  2.17 y2=  1.81     
GP: Confirmed US_Pennsylvania_Berks 3/29/2020        67    4236    -          68      391     2   172 7/12/2020 
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .970219 cc2=  .636885 lx= 10.35137 if=  59 il=  67 3/29/2020  n=   8 now=    4236 end=      31300        68       391 U=    25.37 T=  113.0 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  59. x2=  67. y1=  2.13 y2=  1.81     
GP: Confirmed US_Pennsylvania_Berks 3/29/2020        67    4236    -          68      391     2   172 7/12/2020 
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .957538 cc2=  .603984 lx= 10.35137 if=  60 il=  67 3/29/2020  n=   7 now=    4236 end=      31300        68       391 U=    29.30 T=  120.1 p1= 638.9 p2=    13.5 ed=   189 7/29/2020   x1=  60. x2=  67. y1=  2.05 y2=  1.81     
GP: Confirmed US_Pennsylvania_Berks 3/29/2020        67    4236    -          68      391     2   189 7/29/2020 
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .957903 cc2=  .579939 lx= 10.35137 if=  61 il=  67 3/29/2020  n=   6 now=    4236 end=      31300        68       391 U=    26.16 T=  114.4 p1= 638.9 p2=    13.5 ed=   176 7/16/2020   x1=  61. x2=  67. y1=  2.04 y2=  1.81     
GP: Confirmed US_Pennsylvania_Berks 3/29/2020        67    4236    -          68      391     2   176 7/16/2020 
AAA2     1 US_Pennsylvania_Berks Confirmed cc1=  .950431 cc2=  .542183 lx=  4.35137 if=  62 il=  67 3/29/2020  n=   5 now=    4236 end=         77        68       391 U=     2.01 T=   62.9 p1= -98.2 p2=  5501.3 ed=    67 3/29/2020   x1=  62. x2=  67. y1=   .46 y2= -2.03     
GP: Confirmed US_Pennsylvania_Berks 3/29/2020        67    4236       77      68      391     2    67 3/29/2020 
