TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        5682.00000        8.64506
TAB:  US_North_Carolina_Mecklenburg Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_North_Carolina_Mecklenburg Confirmed 2/16/2020    25        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            26        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 2/18/2020    27        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            28        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 2/20/2020    29        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            30        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 2/22/2020    31        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            32        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 2/24/2020    33        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            34        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 2/26/2020    35        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            36        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 2/28/2020    37        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            38        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/1/2020     39        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            40        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/3/2020     41        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            42        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/5/2020     43        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            44        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/7/2020     45        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            46        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/9/2020     47        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            48        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/11/2020    49        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            50        2     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/13/2020    51        1     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            52        2     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/15/2020    53        4     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            54        7     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/17/2020    55       11     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            56       14     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/19/2020    57       30     5682    -            1    30753    38310    38310
TAB:  US_North_Carolina_Mecklenburg Confirmed .            58       43     5682    -            1    29913    29913    29913
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/21/2020    59       77     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            60       77     5682     1154        1     1154    21306    21306
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/23/2020    61       97     5682      105        1      105     2293     1517
TAB:  US_North_Carolina_Mecklenburg Confirmed .            62      142     5682      527        1      527     1887     1445
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/25/2020    63      170     5682      443        1      443     1379      927
TAB:  US_North_Carolina_Mecklenburg Confirmed .            64      204     5682      944        3      524     2204      944
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/27/2020    65      259     5682      944        2      734     2204     1364
TAB:  US_North_Carolina_Mecklenburg Confirmed .            66      299     5682      780        1      780     1868     1159
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/29/2020    67      336     5682      686        1      686     1611     1105
TAB:  US_North_Carolina_Mecklenburg Confirmed .            68      382     5682      951        2      688     1359     1082
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/31/2020    69      420     5682     1058        2      656     1091      926
TAB:  US_North_Carolina_Mecklenburg Confirmed .            70      444     5682      593        1      593      998      859
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/2/2020     71      533     5682     1067        2     1040     1266     1122
TAB:  US_North_Carolina_Mecklenburg Confirmed .            72      601     5682     1243        4     1232     1641     1404
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/4/2020     73      650     5682     1364        7     1364     2204     1784
TAB:  US_North_Carolina_Mecklenburg Confirmed .            74      664     5682     1278        4      737     1548     1374
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/6/2020     75      741     5682     1331        3     1081     1758     1447
TAB:  US_North_Carolina_Mecklenburg Confirmed .            76      810     5682     1407        4     1407     1987     1595
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/8/2020     77      848     5682     1364        6     1364     2624     1784
TAB:  US_North_Carolina_Mecklenburg Confirmed .            78      861     5682     1415        3      917     1581     1431
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/10/2020    79      906     5682     1403        3     1028     1544     1411
TAB:  US_North_Carolina_Mecklenburg Confirmed .            80      935     5682     1374        5     1060     1439     1388
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/12/2020    81      954     5682     1348        8     1057     1369     1307
TAB:  US_North_Carolina_Mecklenburg Confirmed .            82      970     5682     1308        6     1026     1329     1228
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/14/2020    83      993     5682     1283        6     1067     1296     1185
TAB:  US_North_Carolina_Mecklenburg Confirmed .            84     1015     5682     1251        6     1100     1295     1194
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/16/2020    85     1098     5682     1329        7     1315     1329     1329
TAB:  US_North_Carolina_Mecklenburg Confirmed .            86     1136     5682     1376        5     1376     1404     1390
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/18/2020    87     1153     5682     1364       13     1364     1364     1364
TAB:  US_North_Carolina_Mecklenburg Confirmed .            88     1183     5682     1417        5     1242     1439     1417
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/20/2020    89     1231     5682     1442        4     1442     1500     1475
TAB:  US_North_Carolina_Mecklenburg Confirmed .            90     1255     5682     1574       14     1364     2204     1574
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/22/2020    91     1331     5682     1574       12     1574     4723     4723
TAB:  US_North_Carolina_Mecklenburg Confirmed .            92     1377     5682     1574        9     1574    24875     5982
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/24/2020    93     1407     5682     1574        6     1574    10810     3253
TAB:  US_North_Carolina_Mecklenburg Confirmed .            94     1450     5682     1784       13     1784     8291     4303
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/26/2020    95     1482     5682     1784       13     1784    15219     3463
TAB:  US_North_Carolina_Mecklenburg Confirmed .            96     1492     5682     1784       12     1574    13959     2624
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/28/2020    97     1519     5682     1784       13     1574     4513     2204
TAB:  US_North_Carolina_Mecklenburg Confirmed .            98     1567     5682     1802        8     1802    12795     2330
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/30/2020    99     1627     5682     1894        4     1827    10468     2691
TAB:  US_North_Carolina_Mecklenburg Confirmed .           100     1651     5682     1994       12     1994     8921     3253
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/2/2020    101     1699     5682     1994       11     1994     7872     3463
TAB:  US_North_Carolina_Mecklenburg Confirmed .           102     1724     5682     1994       10     1994     6402     3463
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/4/2020    103     1734     5682     1994        9     1784    30543     3253
TAB:  US_North_Carolina_Mecklenburg Confirmed .           104     1787     5682     2080        5     1987     5778     3004
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/6/2020    105     1870     5682     2204        9     1994     5352     3883
TAB:  US_North_Carolina_Mecklenburg Confirmed .           106     1922     5682     2414        4     2204     7662     4513
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/8/2020    107     1989     5682     2414        3     2414    38310     6612
TAB:  US_North_Carolina_Mecklenburg Confirmed .           108     2043     5682     6822        2     3043    32642     7662
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/10/2020   109     2074     5682     9341        2     2204    24035     7662
TAB:  US_North_Carolina_Mecklenburg Confirmed .           110     2134     5682     2624        2     2414    37260     9551
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/12/2020   111     2158     5682     2414        3     2414    31173     9551
TAB:  US_North_Carolina_Mecklenburg Confirmed .           112     2283     5682    -            2     6192    22986    14589
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/14/2020   113     2342     5682    -            2     7242    24455    19837
TAB:  US_North_Carolina_Mecklenburg Confirmed .           114     2385     5682    -            2     7872    33062    28234
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/16/2020   115     2504     5682     9551        1     9551    29073    14589
TAB:  US_North_Carolina_Mecklenburg Confirmed .           116     2591     5682    11650        1    11650    20467    15219
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/18/2020   117     2652     5682    13959        1    13959    26974    18787
TAB:  US_North_Carolina_Mecklenburg Confirmed .           118     2716     5682     3253        1     3253    34321    16478
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/20/2020   119     2780     5682     3043        1     3043    27394     4723
TAB:  US_North_Carolina_Mecklenburg Confirmed .           120     2780     5682     3043        2     3043    27604     4093
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/22/2020   121     3001     5682    -            1    25505    39569    39569
TAB:  US_North_Carolina_Mecklenburg Confirmed .           122     3142     5682    -            1    38310    38310    38310
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/24/2020   123     3231     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .           124     3380     5682     4933        1     4933     4933     4933
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/26/2020   125     3403     5682     3883        1     3883     5562     5562
TAB:  US_North_Carolina_Mecklenburg Confirmed .           126     3478     5682     3673        2     3673     7032     4093
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/28/2020   127     3605     5682     4513        2     4303     5982     5772
TAB:  US_North_Carolina_Mecklenburg Confirmed .           128     3837     5682     9131        1     9131    21936    21936
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/30/2020   129     4028     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .           130     4250     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 6/1/2020    131     4412     5682    -            1    20467    20467    20467
TAB:  US_North_Carolina_Mecklenburg Confirmed .           132     4519     5682     5143        1     5143     5982     5982
TAB:  US_North_Carolina_Mecklenburg Confirmed 6/3/2020    133     4670     5682     5352        2     5352     8081     5772
TAB:  US_North_Carolina_Mecklenburg Confirmed .           134     4842     5682     5982        1     5982    32642     6402
TAB:  US_North_Carolina_Mecklenburg Confirmed 6/5/2020    135     5057     5682     7452        1     7452    37260     9131
TAB:  US_North_Carolina_Mecklenburg Confirmed .           136     5358     5682    -            1    18158    39569    18787
TAB:  US_North_Carolina_Mecklenburg Confirmed 6/7/2020    137     5509     5682    -            1    21516    23196    23196
TAB:  US_North_Carolina_Mecklenburg Confirmed .           138     5682     5682     7872        1     7872    35791    21306
TAB:  US_North_Carolina_Mecklenburg Confirmed 6/9/2020    139     5682     5682     6192        1     6192    36840    15219
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .914691 cc2=  .506443 lx=  4.64506 if=  50 il=  55 3/17/2020  n=   5 now=    5682 end=        104        11         0 U=     8.86 T=   62.2 p1= -98.2 p2=  5463.5 ed=    83 4/14/2020   x1=  50. x2=  55. y1=  1.37 y2=   .81     
GP: Confirmed US_North_Carolina_Mecklenburg 3/17/2020        55    5682      104      11        0     0    83 4/14/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .946951 cc2=  .568987 lx=  4.64506 if=  50 il=  56 3/18/2020  n=   6 now=    5682 end=        104        14         0 U=     8.85 T=   62.2 p1= -98.2 p2=  5463.5 ed=    83 4/14/2020   x1=  50. x2=  56. y1=  1.37 y2=   .70     
GP: Confirmed US_North_Carolina_Mecklenburg 3/18/2020        56    5682      104      14        0     0    83 4/14/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .997715 cc2=  .589467 lx=  4.64506 if=  51 il=  56 3/18/2020  n=   5 now=    5682 end=        104        14         0 U=     5.95 T=   60.1 p1= -98.2 p2=  5463.5 ed=    74 4/5/2020    x1=  51. x2=  56. y1=  1.54 y2=   .70     
GP: Confirmed US_North_Carolina_Mecklenburg 3/18/2020        56    5682      104      14        0     0    74 4/5/2020  
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .958343 cc2=  .604790 lx= 10.55506 if=  50 il=  57 3/19/2020  n=   7 now=    5682 end=      38371        30     30753 U=    21.80 T=   99.9 p1= 575.3 p2=    14.8 ed=   151 6/21/2020   x1=  50. x2=  57. y1=  2.29 y2=  1.97     
GP: Confirmed US_North_Carolina_Mecklenburg 3/19/2020        57    5682    -          30    -         1   151 6/21/2020 
AAA1     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .994308 cc2=  .616344 lx= 10.33506 if=  51 il=  57 3/19/2020  n=   6 now=    5682 end=      30793        30     30753 U=    15.03 T=   86.1 p1= 441.9 p2=    18.5 ed=   121 5/22/2020   x1=  51. x2=  57. y1=  2.34 y2=  1.94 BEST
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .994308 cc2=  .616344 lx= 10.33806 if=  51 il=  57 3/19/2020  n=   6 now=    5682 end=      30793        30     30753 U=    15.03 T=   86.1 p1= 441.9 p2=    18.5 ed=   121 5/22/2020   x1=  51. x2=  57. y1=  2.34 y2=  1.94 BEST
GP: Confirmed US_North_Carolina_Mecklenburg 3/19/2020        57    5682    -          30    -         1   121 5/22/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .991354 cc2=  .583106 lx= 10.64506 if=  52 il=  57 3/19/2020  n=   5 now=    5682 end=      41984        30     30753 U=    15.74 T=   88.2 p1= 638.9 p2=    13.5 ed=   125 5/26/2020   x1=  52. x2=  57. y1=  2.30 y2=  1.98     
GP: Confirmed US_North_Carolina_Mecklenburg 3/19/2020        57    5682    -          30    -         1   125 5/26/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .970811 cc2=  .637477 lx= 10.64506 if=  50 il=  58 3/20/2020  n=   8 now=    5682 end=      41984        43     29913 U=    21.70 T=   99.9 p1= 638.9 p2=    13.5 ed=   151 6/21/2020   x1=  50. x2=  58. y1=  2.30 y2=  1.93     
GP: Confirmed US_North_Carolina_Mecklenburg 3/20/2020        58    5682    -          43    -         1   151 6/21/2020 
AAA1     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .996209 cc2=  .642656 lx= 10.30506 if=  51 il=  58 3/20/2020  n=   7 now=    5682 end=      29883        43     29913 U=    15.41 T=   87.0 p1= 425.9 p2=    19.0 ed=   123 5/24/2020   x1=  51. x2=  58. y1=  2.33 y2=  1.88 BEST
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .996209 cc2=  .642656 lx= 10.30906 if=  51 il=  58 3/20/2020  n=   7 now=    5682 end=      29883        43     29913 U=    15.41 T=   87.0 p1= 425.9 p2=    19.0 ed=   123 5/24/2020   x1=  51. x2=  58. y1=  2.33 y2=  1.88 BEST
GP: Confirmed US_North_Carolina_Mecklenburg 3/20/2020        58    5682    -          43    -         1   123 5/24/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .994592 cc2=  .616628 lx= 10.64506 if=  52 il=  58 3/20/2020  n=   6 now=    5682 end=      41984        43     29913 U=    16.28 T=   89.4 p1= 638.9 p2=    13.5 ed=   127 5/28/2020   x1=  52. x2=  58. y1=  2.30 y2=  1.93     
GP: Confirmed US_North_Carolina_Mecklenburg 3/20/2020        58    5682    -          43    -         1   127 5/28/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .991525 cc2=  .583277 lx= 10.64506 if=  53 il=  58 3/20/2020  n=   5 now=    5682 end=      41984        43     29913 U=    16.87 T=   90.5 p1= 638.9 p2=    13.5 ed=   130 5/31/2020   x1=  53. x2=  58. y1=  2.23 y2=  1.93     
GP: Confirmed US_North_Carolina_Mecklenburg 3/20/2020        58    5682    -          43    -         1   130 5/31/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .977083 cc2=  .660856 lx= 10.64506 if=  50 il=  59 3/21/2020  n=   9 now=    5682 end=      41984        77         0 U=    19.69 T=   95.2 p1= 638.9 p2=    13.5 ed=   141 6/11/2020   x1=  50. x2=  59. y1=  2.30 y2=  1.84     
GP: Confirmed US_North_Carolina_Mecklenburg 3/21/2020        59    5682    -          77        0     0   141 6/11/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .996453 cc2=  .663119 lx= 10.64506 if=  51 il=  59 3/21/2020  n=   8 now=    5682 end=      41984        77         0 U=    15.26 T=   87.1 p1= 638.9 p2=    13.5 ed=   123 5/24/2020   x1=  51. x2=  59. y1=  2.37 y2=  1.84     
GP: Confirmed US_North_Carolina_Mecklenburg 3/21/2020        59    5682    -          77        0     0   123 5/24/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .994937 cc2=  .641383 lx= 10.64506 if=  52 il=  59 3/21/2020  n=   7 now=    5682 end=      41984        77         0 U=    15.32 T=   87.2 p1= 638.9 p2=    13.5 ed=   123 5/24/2020   x1=  52. x2=  59. y1=  2.30 y2=  1.84     
GP: Confirmed US_North_Carolina_Mecklenburg 3/21/2020        59    5682    -          77        0     0   123 5/24/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .992425 cc2=  .614461 lx= 10.64506 if=  53 il=  59 3/21/2020  n=   6 now=    5682 end=      41984        77         0 U=    15.59 T=   87.7 p1= 638.9 p2=    13.5 ed=   124 5/25/2020   x1=  53. x2=  59. y1=  2.23 y2=  1.84     
GP: Confirmed US_North_Carolina_Mecklenburg 3/21/2020        59    5682    -          77        0     0   124 5/25/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .989670 cc2=  .581422 lx= 10.64506 if=  54 il=  59 3/21/2020  n=   5 now=    5682 end=      41984        77         0 U=    15.51 T=   87.5 p1= 638.9 p2=    13.5 ed=   124 5/25/2020   x1=  54. x2=  59. y1=  2.16 y2=  1.84     
GP: Confirmed US_North_Carolina_Mecklenburg 3/21/2020        59    5682    -          77        0     0   124 5/25/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .981726 cc2=  .680215 lx= 10.64506 if=  50 il=  60 3/22/2020  n=  10 now=    5682 end=      41984        77      1154 U=    21.88 T=  100.3 p1= 638.9 p2=    13.5 ed=   151 6/21/2020   x1=  50. x2=  60. y1=  2.30 y2=  1.84     
GP: Confirmed US_North_Carolina_Mecklenburg 3/22/2020        60    5682    -          77     1154     1   151 6/21/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .995027 cc2=  .678800 lx=  9.96506 if=  51 il=  60 3/22/2020  n=   9 now=    5682 end=      21270        77      1154 U=    15.72 T=   87.1 p1= 274.3 p2=    26.7 ed=   124 5/25/2020   x1=  51. x2=  60. y1=  2.30 y2=  1.73     
GP: Confirmed US_North_Carolina_Mecklenburg 3/22/2020        60    5682    -          77     1154     1   124 5/25/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .993291 cc2=  .659958 lx= 10.64506 if=  52 il=  60 3/22/2020  n=   8 now=    5682 end=      41984        77      1154 U=    17.50 T=   92.2 p1= 638.9 p2=    13.5 ed=   133 6/3/2020    x1=  52. x2=  60. y1=  2.30 y2=  1.84     
GP: Confirmed US_North_Carolina_Mecklenburg 3/22/2020        60    5682    -          77     1154     1   133 6/3/2020  
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .990484 cc2=  .636931 lx= 10.64506 if=  53 il=  60 3/22/2020  n=   7 now=    5682 end=      41984        77      1154 U=    18.19 T=   93.5 p1= 638.9 p2=    13.5 ed=   136 6/6/2020    x1=  53. x2=  60. y1=  2.23 y2=  1.84     
GP: Confirmed US_North_Carolina_Mecklenburg 3/22/2020        60    5682    -          77     1154     1   136 6/6/2020  
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .985976 cc2=  .608011 lx= 10.64506 if=  54 il=  60 3/22/2020  n=   6 now=    5682 end=      41984        77      1154 U=    18.61 T=   94.2 p1= 638.9 p2=    13.5 ed=   138 6/8/2020    x1=  54. x2=  60. y1=  2.16 y2=  1.84     
GP: Confirmed US_North_Carolina_Mecklenburg 3/22/2020        60    5682    -          77     1154     1   138 6/8/2020  
AAA1     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .979862 cc2=  .571613 lx=  7.07506 if=  55 il=  60 3/22/2020  n=   5 now=    5682 end=       1182        77      1154 U=     9.29 T=   69.3 p1= -79.2 p2=   480.7 ed=    91 4/22/2020   x1=  55. x2=  60. y1=  1.54 y2=  1.00 BEST
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .979862 cc2=  .571613 lx=  7.07606 if=  55 il=  60 3/22/2020  n=   5 now=    5682 end=       1182        77      1154 U=     9.29 T=   69.3 p1= -79.2 p2=   480.7 ed=    91 4/22/2020   x1=  55. x2=  60. y1=  1.54 y2=  1.00 BEST
GP: Confirmed US_North_Carolina_Mecklenburg 3/22/2020        60    5682     1182      77     1154     1    91 4/22/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .984499 cc2=  .695824 lx=  9.55506 if=  50 il=  61 3/23/2020  n=  11 now=    5682 end=      14115        97       105 U=    19.09 T=   91.6 p1= 148.4 p2=    40.3 ed=   136 6/6/2020    x1=  50. x2=  61. y1=  2.18 y2=  1.61     
GP: Confirmed US_North_Carolina_Mecklenburg 3/23/2020        61    5682    14115      97      105     1   136 6/6/2020  
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .994336 cc2=  .692824 lx=  7.72506 if=  51 il=  61 3/23/2020  n=  10 now=    5682 end=       2264        97       105 U=    11.15 T=   73.8 p1= -60.2 p2=   251.0 ed=   100 5/1/2020    x1=  51. x2=  61. y1=  2.04 y2=  1.15     
GP: Confirmed US_North_Carolina_Mecklenburg 3/23/2020        61    5682     2264      97      105     1   100 5/1/2020  
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .992447 cc2=  .676219 lx=  7.62506 if=  52 il=  61 3/23/2020  n=   9 now=    5682 end=       2048        97       105 U=    10.96 T=   73.2 p1= -64.0 p2=   277.4 ed=    99 4/30/2020   x1=  52. x2=  61. y1=  1.94 y2=  1.12     
GP: Confirmed US_North_Carolina_Mecklenburg 3/23/2020        61    5682     2048      97      105     1    99 4/30/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .989634 cc2=  .656300 lx=  7.31506 if=  53 il=  61 3/23/2020  n=   8 now=    5682 end=       1502        97       105 U=    10.37 T=   71.5 p1= -73.6 p2=   378.3 ed=    95 4/26/2020   x1=  53. x2=  61. y1=  1.78 y2=  1.01     
GP: Confirmed US_North_Carolina_Mecklenburg 3/23/2020        61    5682     1502      97      105     1    95 4/26/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .986293 cc2=  .632739 lx=  6.06506 if=  54 il=  61 3/23/2020  n=   7 now=    5682 end=        430        97       105 U=     6.89 T=   63.7 p1= -92.4 p2=  1321.4 ed=    79 4/10/2020   x1=  54. x2=  61. y1=  1.42 y2=   .40     
GP: Confirmed US_North_Carolina_Mecklenburg 3/23/2020        61    5682      430      97      105     1    79 4/10/2020 
AAA2     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .984386 cc2=  .606421 lx=  5.19506 if=  55 il=  61 3/23/2020  n=   6 now=    5682 end=        180        97       105 U=     3.98 T=   59.1 p1= -96.8 p2=  3156.7 ed=    68 3/30/2020   x1=  55. x2=  61. y1=  1.03 y2=  -.48     
GP: Confirmed US_North_Carolina_Mecklenburg 3/23/2020        61    5682      180      97      105     1    68 3/30/2020 
AAA1     1 US_North_Carolina_Mecklenburg Confirmed cc1=  .983377 cc2=  .575129 lx=  4.89506 if=  56 il=  61 3/23/2020  n=   5 now=    5682 end=        133        97       105 U=     2.56 T=   58.1 p1= -97.7 p2=  4272.2 ed=    64 3/26/2020   x1=  56. x2=  61. y1=   .81 y2= -1.14 BEST
