TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       22845.00000       10.03649
TAB:  US_Massachusetts_Middlesex Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Massachusetts_Middlesex 4/4/2020         73   22845    -        2468    13926     1   190 7/30/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .999284 cc2=  .621319 lx= 12.03649 if=  67 il=  73 4/4/2020   n=   6 now=   22845 end=     168802      2468     13926 U=    30.38 T=  116.8 p1= 638.9 p2=    13.5 ed=   188 7/28/2020   x1=  67. x2=  73. y1=  1.64 y2=  1.44     
GP: Confirmed US_Massachusetts_Middlesex 4/4/2020         73   22845    -        2468    13926     1   188 7/28/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .999288 cc2=  .591040 lx= 10.18649 if=  68 il=  73 4/4/2020   n=   5 now=   22845 end=      26542      2468     13926 U=    17.78 T=   88.4 p1=  16.2 p2=    86.1 ed=   130 5/31/2020   x1=  68. x2=  73. y1=  1.15 y2=   .87     
GP: Confirmed US_Massachusetts_Middlesex 4/4/2020         73   22845    26542    2468    13926     1   130 5/31/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .988169 cc2=  .808564 lx= 10.36649 if=  44 il=  74 4/5/2020   n=  30 now=   22845 end=      31776      2632      3798 U=    21.04 T=   93.2 p1=  39.1 p2=    71.9 ed=   142 6/12/2020   x1=  44. x2=  74. y1=  2.34 y2=   .91     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    31776    2632     3798     1   142 6/12/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .987817 cc2=  .805243 lx= 10.75649 if=  45 il=  74 4/5/2020   n=  29 now=   22845 end=      46933      2632      3798 U=    22.01 T=   97.3 p1= 105.4 p2=    48.7 ed=   149 6/19/2020   x1=  45. x2=  74. y1=  2.38 y2=  1.06     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    46933    2632     3798     1   149 6/19/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .991140 cc2=  .805444 lx= 12.03649 if=  46 il=  74 4/5/2020   n=  28 now=   22845 end=     168802      2632      3798 U=    31.61 T=  119.1 p1= 638.9 p2=    13.5 ed=   193 8/2/2020    x1=  46. x2=  74. y1=  2.31 y2=  1.43     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    -        2632     3798     1   193 8/2/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .990247 cc2=  .801265 lx= 12.03649 if=  47 il=  74 4/5/2020   n=  27 now=   22845 end=     168802      2632      3798 U=    30.48 T=  117.5 p1= 638.9 p2=    13.5 ed=   189 7/29/2020   x1=  47. x2=  74. y1=  2.31 y2=  1.43     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    -        2632     3798     1   189 7/29/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .990106 cc2=  .797656 lx= 12.03649 if=  48 il=  74 4/5/2020   n=  26 now=   22845 end=     168802      2632      3798 U=    32.21 T=  119.9 p1= 638.9 p2=    13.5 ed=   195 8/4/2020    x1=  48. x2=  74. y1=  2.23 y2=  1.43     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    -        2632     3798     1   195 8/4/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .988970 cc2=  .792854 lx= 12.03649 if=  49 il=  74 4/5/2020   n=  25 now=   22845 end=     168802      2632      3798 U=    36.06 T=  125.4 p1= 638.9 p2=    13.5 ed=   210 8/19/2020   x1=  49. x2=  74. y1=  2.12 y2=  1.43     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    -        2632     3798     1   210 8/19/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .989943 cc2=  .789943 lx= 12.03649 if=  50 il=  74 4/5/2020   n=  24 now=   22845 end=     168802      2632      3798 U=    35.73 T=  124.9 p1= 638.9 p2=    13.5 ed=   209 8/18/2020   x1=  50. x2=  74. y1=  2.10 y2=  1.43     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    -        2632     3798     1   209 8/18/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .991277 cc2=  .787153 lx= 12.03649 if=  51 il=  74 4/5/2020   n=  23 now=   22845 end=     168802      2632      3798 U=    35.58 T=  124.7 p1= 638.9 p2=    13.5 ed=   208 8/17/2020   x1=  51. x2=  74. y1=  2.07 y2=  1.43     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    -        2632     3798     1   208 8/17/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .993350 cc2=  .784836 lx= 12.03649 if=  52 il=  74 4/5/2020   n=  22 now=   22845 end=     168802      2632      3798 U=    34.57 T=  123.3 p1= 638.9 p2=    13.5 ed=   204 8/13/2020   x1=  52. x2=  74. y1=  2.06 y2=  1.43     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    -        2632     3798     1   204 8/13/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .995089 cc2=  .781888 lx= 12.03649 if=  53 il=  74 4/5/2020   n=  21 now=   22845 end=     168802      2632      3798 U=    33.00 T=  121.1 p1= 638.9 p2=    13.5 ed=   198 8/7/2020    x1=  53. x2=  74. y1=  2.06 y2=  1.43     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    -        2632     3798     1   198 8/7/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .995685 cc2=  .777467 lx= 12.03649 if=  54 il=  74 4/5/2020   n=  20 now=   22845 end=     168802      2632      3798 U=    33.07 T=  121.2 p1= 638.9 p2=    13.5 ed=   199 8/8/2020    x1=  54. x2=  74. y1=  2.03 y2=  1.43     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    -        2632     3798     1   199 8/8/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .996954 cc2=  .773347 lx= 12.03649 if=  55 il=  74 4/5/2020   n=  19 now=   22845 end=     168802      2632      3798 U=    31.91 T=  119.5 p1= 638.9 p2=    13.5 ed=   194 8/3/2020    x1=  55. x2=  74. y1=  2.02 y2=  1.43     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    -        2632     3798     1   194 8/3/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .997514 cc2=  .768099 lx= 11.71649 if=  56 il=  74 4/5/2020   n=  18 now=   22845 end=     122576      2632      3798 U=    29.22 T=  113.3 p1= 436.6 p2=    18.6 ed=   182 7/22/2020   x1=  56. x2=  74. y1=  1.96 y2=  1.35     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    -        2632     3798     1   182 7/22/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .997789 cc2=  .762087 lx= 10.83649 if=  57 il=  74 4/5/2020   n=  17 now=   22845 end=      50842      2632      3798 U=    23.75 T=   99.8 p1= 122.6 p2=    44.9 ed=   155 6/25/2020   x1=  57. x2=  74. y1=  1.80 y2=  1.09     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    50842    2632     3798     1   155 6/25/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998090 cc2=  .755554 lx= 10.23649 if=  58 il=  74 4/5/2020   n=  16 now=   22845 end=      27902      2632      3798 U=    19.94 T=   91.1 p1=  22.1 p2=    81.9 ed=   138 6/8/2020    x1=  58. x2=  74. y1=  1.66 y2=   .86     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    27902    2632     3798     1   138 6/8/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998463 cc2=  .748463 lx=  9.79649 if=  59 il=  74 4/5/2020   n=  15 now=   22845 end=      17970      2632      3798 U=    17.09 T=   85.2 p1= -21.3 p2=   127.1 ed=   125 5/26/2020   x1=  59. x2=  74. y1=  1.53 y2=   .65     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    17970    2632     3798     1   125 5/26/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998995 cc2=  .740796 lx=  9.45649 if=  60 il=  74 4/5/2020   n=  14 now=   22845 end=      12790      2632      3798 U=    14.46 T=   80.6 p1= -44.0 p2=   178.6 ed=   114 5/15/2020   x1=  60. x2=  74. y1=  1.43 y2=   .46     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    12790    2632     3798     1   114 5/15/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998951 cc2=  .731690 lx=  9.31649 if=  61 il=  74 4/5/2020   n=  13 now=   22845 end=      11119      2632      3798 U=    13.16 T=   78.8 p1= -51.3 p2=   205.5 ed=   109 5/10/2020   x1=  61. x2=  74. y1=  1.35 y2=   .37     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    11119    2632     3798     1   109 5/10/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998766 cc2=  .721416 lx=  9.42649 if=  62 il=  74 4/5/2020   n=  12 now=   22845 end=      12412      2632      3798 U=    13.76 T=   80.0 p1= -45.7 p2=   184.1 ed=   112 5/13/2020   x1=  62. x2=  74. y1=  1.31 y2=   .44     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    12412    2632     3798     1   112 5/13/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998976 cc2=  .710301 lx=  9.98649 if=  63 il=  74 4/5/2020   n=  11 now=   22845 end=      21730      2632      3798 U=    18.02 T=   87.5 p1=  -4.9 p2=   105.1 ed=   130 5/31/2020   x1=  63. x2=  74. y1=  1.36 y2=   .75     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    21730    2632     3798     1   130 5/31/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998680 cc2=  .697169 lx=  9.88649 if=  64 il=  74 4/5/2020   n=  10 now=   22845 end=      19662      2632      3798 U=    17.18 T=   86.0 p1= -13.9 p2=   116.2 ed=   126 5/27/2020   x1=  64. x2=  74. y1=  1.28 y2=   .70     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    19662    2632     3798     1   126 5/27/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998324 cc2=  .682097 lx= 10.27649 if=  65 il=  74 4/5/2020   n=   9 now=   22845 end=      29041      2632      3798 U=    20.22 T=   91.7 p1=  27.1 p2=    78.7 ed=   139 6/9/2020    x1=  65. x2=  74. y1=  1.32 y2=   .88     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    29041    2632     3798     1   139 6/9/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .997706 cc2=  .664373 lx= 10.08649 if=  66 il=  74 4/5/2020   n=   8 now=   22845 end=      24016      2632      3798 U=    19.24 T=   89.3 p1=   5.1 p2=    95.1 ed=   134 6/4/2020    x1=  66. x2=  74. y1=  1.21 y2=   .79     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845    24016    2632     3798     1   134 6/4/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .997445 cc2=  .643891 lx=  9.12649 if=  67 il=  74 4/5/2020   n=   7 now=   22845 end=       9195      2632      3798 U=    12.04 T=   76.7 p1= -59.8 p2=   248.5 ed=   105 5/6/2020    x1=  67. x2=  74. y1=   .81 y2=   .22     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845     9195    2632     3798     1   105 5/6/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .997483 cc2=  .619519 lx=  8.54649 if=  68 il=  74 4/5/2020   n=   6 now=   22845 end=       5148      2632      3798 U=     7.42 T=   71.0 p1= -77.5 p2=   443.8 ed=    88 4/19/2020   x1=  68. x2=  74. y1=   .41 y2=  -.40     
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845     5148    2632     3798     1    88 4/19/2020 
AAA1     1 US_Massachusetts_Middlesex Confirmed cc1=  .997794 cc2=  .589546 lx=  8.23649 if=  69 il=  74 4/5/2020   n=   5 now=   22845 end=       3776      2632      3798 U=     4.74 T=   69.2 p1= -83.5 p2=   605.0 ed=    80 4/11/2020   x1=  69. x2=  74. y1=   .04 y2= -1.02 BEST
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .997795 cc2=  .589546 lx=  8.23949 if=  69 il=  74 4/5/2020   n=   5 now=   22845 end=       3776      2632      3798 U=     4.74 T=   69.2 p1= -83.5 p2=   605.0 ed=    80 4/11/2020   x1=  69. x2=  74. y1=   .04 y2= -1.02 BEST
GP: Confirmed US_Massachusetts_Middlesex 4/5/2020         74   22845     3776    2632     3798     1    80 4/11/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .989239 cc2=  .812462 lx= 10.40649 if=  44 il=  75 4/6/2020   n=  31 now=   22845 end=      33073      2950     11394 U=    21.23 T=   93.7 p1=  44.8 p2=    69.1 ed=   143 6/13/2020   x1=  44. x2=  75. y1=  2.34 y2=   .88     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    33073    2950    11394     3   143 6/13/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .988963 cc2=  .809358 lx= 10.77649 if=  45 il=  75 4/6/2020   n=  30 now=   22845 end=      47881      2950     11394 U=    22.18 T=   97.7 p1= 109.6 p2=    47.7 ed=   150 6/20/2020   x1=  45. x2=  75. y1=  2.38 y2=  1.02     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    47881    2950    11394     3   150 6/20/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .991997 cc2=  .809423 lx= 12.03649 if=  46 il=  75 4/6/2020   n=  29 now=   22845 end=     168802      2950     11394 U=    31.74 T=  119.4 p1= 638.9 p2=    13.5 ed=   194 8/3/2020    x1=  46. x2=  75. y1=  2.31 y2=  1.40     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    -        2950    11394     3   194 8/3/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .991225 cc2=  .805530 lx= 12.03649 if=  47 il=  75 4/6/2020   n=  28 now=   22845 end=     168802      2950     11394 U=    30.65 T=  117.8 p1= 638.9 p2=    13.5 ed=   190 7/30/2020   x1=  47. x2=  75. y1=  2.31 y2=  1.40     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    -        2950    11394     3   190 7/30/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .991133 cc2=  .802150 lx= 12.03649 if=  48 il=  75 4/6/2020   n=  27 now=   22845 end=     168802      2950     11394 U=    32.33 T=  120.2 p1= 638.9 p2=    13.5 ed=   196 8/5/2020    x1=  48. x2=  75. y1=  2.23 y2=  1.40     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    -        2950    11394     3   196 8/5/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .990154 cc2=  .797704 lx= 12.03649 if=  49 il=  75 4/6/2020   n=  26 now=   22845 end=     168802      2950     11394 U=    36.06 T=  125.4 p1= 638.9 p2=    13.5 ed=   210 8/19/2020   x1=  49. x2=  75. y1=  2.12 y2=  1.40     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    -        2950    11394     3   210 8/19/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .991065 cc2=  .794949 lx= 12.03649 if=  50 il=  75 4/6/2020   n=  25 now=   22845 end=     168802      2950     11394 U=    35.74 T=  125.0 p1= 638.9 p2=    13.5 ed=   209 8/18/2020   x1=  50. x2=  75. y1=  2.10 y2=  1.40     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    -        2950    11394     3   209 8/18/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .992277 cc2=  .792277 lx= 12.03649 if=  51 il=  75 4/6/2020   n=  24 now=   22845 end=     168802      2950     11394 U=    35.60 T=  124.8 p1= 638.9 p2=    13.5 ed=   208 8/17/2020   x1=  51. x2=  75. y1=  2.07 y2=  1.40     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    -        2950    11394     3   208 8/17/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .994109 cc2=  .789985 lx= 12.03649 if=  52 il=  75 4/6/2020   n=  23 now=   22845 end=     168802      2950     11394 U=    34.63 T=  123.4 p1= 638.9 p2=    13.5 ed=   205 8/14/2020   x1=  52. x2=  75. y1=  2.06 y2=  1.40     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    -        2950    11394     3   205 8/14/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .995608 cc2=  .787094 lx= 12.03649 if=  53 il=  75 4/6/2020   n=  22 now=   22845 end=     168802      2950     11394 U=    33.13 T=  121.3 p1= 638.9 p2=    13.5 ed=   199 8/8/2020    x1=  53. x2=  75. y1=  2.06 y2=  1.40     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    -        2950    11394     3   199 8/8/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .996085 cc2=  .782885 lx= 12.03649 if=  54 il=  75 4/6/2020   n=  21 now=   22845 end=     168802      2950     11394 U=    33.20 T=  121.4 p1= 638.9 p2=    13.5 ed=   199 8/8/2020    x1=  54. x2=  75. y1=  2.03 y2=  1.40     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    -        2950    11394     3   199 8/8/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .997099 cc2=  .778881 lx= 12.00649 if=  55 il=  75 4/6/2020   n=  20 now=   22845 end=     163814      2950     11394 U=    31.91 T=  119.4 p1= 617.1 p2=    13.9 ed=   194 8/3/2020    x1=  55. x2=  75. y1=  2.02 y2=  1.39     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    -        2950    11394     3   194 8/3/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .997615 cc2=  .774008 lx= 11.00649 if=  56 il=  75 4/6/2020   n=  19 now=   22845 end=      60263      2950     11394 U=    25.26 T=  102.9 p1= 163.8 p2=    37.9 ed=   162 7/2/2020    x1=  56. x2=  75. y1=  1.86 y2=  1.10     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    60263    2950    11394     3   162 7/2/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .997937 cc2=  .768521 lx= 10.39649 if=  57 il=  75 4/6/2020   n=  18 now=   22845 end=      32744      2950     11394 U=    21.24 T=   93.7 p1=  43.3 p2=    69.8 ed=   143 6/13/2020   x1=  57. x2=  75. y1=  1.73 y2=   .88     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    32744    2950    11394     3   143 6/13/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998269 cc2=  .762566 lx=  9.96649 if=  58 il=  75 4/6/2020   n=  17 now=   22845 end=      21300      2950     11394 U=    18.33 T=   87.5 p1=  -6.8 p2=   107.3 ed=   130 5/31/2020   x1=  58. x2=  75. y1=  1.61 y2=   .68     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    21300    2950    11394     3   130 5/31/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998647 cc2=  .756111 lx=  9.63649 if=  59 il=  75 4/6/2020   n=  16 now=   22845 end=      15313      2950     11394 U=    16.06 T=   83.0 p1= -33.0 p2=   149.2 ed=   120 5/21/2020   x1=  59. x2=  75. y1=  1.50 y2=   .50     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    15313    2950    11394     3   120 5/21/2020 
AAA1     1 US_Massachusetts_Middlesex Confirmed cc1=  .999140 cc2=  .749140 lx=  9.37649 if=  60 il=  75 4/6/2020   n=  15 now=   22845 end=      11807      2950     11394 U=    13.89 T=   79.5 p1= -48.3 p2=   193.5 ed=   112 5/13/2020   x1=  60. x2=  75. y1=  1.41 y2=   .33 BEST
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .999140 cc2=  .749140 lx=  9.37249 if=  60 il=  75 4/6/2020   n=  15 now=   22845 end=      11807      2950     11394 U=    13.89 T=   79.5 p1= -48.3 p2=   193.5 ed=   112 5/13/2020   x1=  60. x2=  75. y1=  1.41 y2=   .33 BEST
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    11807    2950    11394     3   112 5/13/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .999129 cc2=  .740930 lx=  9.25649 if=  61 il=  75 4/6/2020   n=  14 now=   22845 end=      10472      2950     11394 U=    12.72 T=   78.0 p1= -54.2 p2=   218.2 ed=   108 5/9/2020    x1=  61. x2=  75. y1=  1.34 y2=   .24     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    10472    2950    11394     3   108 5/9/2020  
AAA1     1 US_Massachusetts_Middlesex Confirmed cc1=  .998973 cc2=  .731712 lx=  9.32649 if=  62 il=  75 4/6/2020   n=  13 now=   22845 end=      11231      2950     11394 U=    13.09 T=   78.8 p1= -50.8 p2=   203.4 ed=   109 5/10/2020   x1=  62. x2=  75. y1=  1.28 y2=   .29 BEST
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998973 cc2=  .731712 lx=  9.32749 if=  62 il=  75 4/6/2020   n=  13 now=   22845 end=      11231      2950     11394 U=    13.09 T=   78.8 p1= -50.8 p2=   203.4 ed=   109 5/10/2020   x1=  62. x2=  75. y1=  1.28 y2=   .29 BEST
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    11231    2950    11394     3   109 5/10/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .999044 cc2=  .721694 lx=  9.63649 if=  63 il=  75 4/6/2020   n=  12 now=   22845 end=      15313      2950     11394 U=    15.70 T=   82.8 p1= -33.0 p2=   149.2 ed=   119 5/20/2020   x1=  63. x2=  75. y1=  1.26 y2=   .50     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    15313    2950    11394     3   119 5/20/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998825 cc2=  .710149 lx=  9.51649 if=  64 il=  75 4/6/2020   n=  11 now=   22845 end=      13581      2950     11394 U=    14.69 T=   81.2 p1= -40.6 p2=   168.2 ed=   115 5/16/2020   x1=  64. x2=  75. y1=  1.17 y2=   .42     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    13581    2950    11394     3   115 5/16/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998479 cc2=  .696968 lx=  9.57649 if=  65 il=  75 4/6/2020   n=  10 now=   22845 end=      14421      2950     11394 U=    15.33 T=   82.1 p1= -36.9 p2=   158.4 ed=   118 5/19/2020   x1=  65. x2=  75. y1=  1.11 y2=   .46     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    14421    2950    11394     3   118 5/19/2020 
AAA1     1 US_Massachusetts_Middlesex Confirmed cc1=  .998070 cc2=  .681842 lx=  9.34649 if=  66 il=  75 4/6/2020   n=   9 now=   22845 end=      11458      2950     11394 U=    13.75 T=   79.2 p1= -49.8 p2=   199.4 ed=   111 5/12/2020   x1=  66. x2=  75. y1=   .96 y2=   .31 BEST
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998070 cc2=  .681842 lx=  9.34649 if=  66 il=  75 4/6/2020   n=   9 now=   22845 end=      11458      2950     11394 U=    13.75 T=   79.2 p1= -49.8 p2=   199.4 ed=   111 5/12/2020   x1=  66. x2=  75. y1=   .96 y2=   .31 BEST
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845    11458    2950    11394     3   111 5/12/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998149 cc2=  .664816 lx=  8.91649 if=  67 il=  75 4/6/2020   n=   8 now=   22845 end=       7453      2950     11394 U=    10.22 T=   74.2 p1= -67.4 p2=   306.5 ed=    98 4/29/2020   x1=  67. x2=  75. y1=   .71 y2=  -.08     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845     7453    2950    11394     3    98 4/29/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998293 cc2=  .644739 lx=  8.63649 if=  68 il=  75 4/6/2020   n=   7 now=   22845 end=       5633      2950     11394 U=     7.75 T=   71.6 p1= -75.3 p2=   405.6 ed=    89 4/20/2020   x1=  68. x2=  75. y1=   .47 y2=  -.44     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845     5633    2950    11394     3    89 4/20/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .998065 cc2=  .620101 lx=  8.49649 if=  69 il=  75 4/6/2020   n=   6 now=   22845 end=       4897      2950     11394 U=     6.39 T=   70.7 p1= -78.6 p2=   466.5 ed=    85 4/16/2020   x1=  69. x2=  75. y1=   .26 y2=  -.68     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845     4897    2950    11394     3    85 4/16/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .997082 cc2=  .588834 lx=  8.43649 if=  70 il=  75 4/6/2020   n=   5 now=   22845 end=       4612      2950     11394 U=     5.73 T=   70.4 p1= -79.8 p2=   495.3 ed=    83 4/14/2020   x1=  70. x2=  75. y1=   .07 y2=  -.81     
GP: Confirmed US_Massachusetts_Middlesex 4/6/2020         75   22845     4612    2950    11394     3    83 4/14/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .990193 cc2=  .816115 lx= 10.39649 if=  44 il=  76 4/7/2020   n=  32 now=   22845 end=      32744      3187      9706 U=    21.39 T=   94.1 p1=  43.3 p2=    69.8 ed=   144 6/14/2020   x1=  44. x2=  76. y1=  2.34 y2=   .85     
GP: Confirmed US_Massachusetts_Middlesex 4/7/2020         76   22845    32744    3187     9706     3   144 6/14/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .989965 cc2=  .813189 lx= 10.74649 if=  45 il=  76 4/7/2020   n=  31 now=   22845 end=      46466      3187      9706 U=    22.32 T=   98.0 p1= 103.4 p2=    49.2 ed=   150 6/20/2020   x1=  45. x2=  76. y1=  2.37 y2=   .99     
GP: Confirmed US_Massachusetts_Middlesex 4/7/2020         76   22845    46466    3187     9706     3   150 6/20/2020 
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .992708 cc2=  .813102 lx= 12.03649 if=  46 il=  76 4/7/2020   n=  30 now=   22845 end=     168802      3187      9706 U=    32.16 T=  120.3 p1= 638.9 p2=    13.5 ed=   196 8/5/2020    x1=  46. x2=  76. y1=  2.31 y2=  1.38     
GP: Confirmed US_Massachusetts_Middlesex 4/7/2020         76   22845    -        3187     9706     3   196 8/5/2020  
AAA2     1 US_Massachusetts_Middlesex Confirmed cc1=  .992039 cc2=  .809465 lx= 12.03649 if=  47 il=  76 4/7/2020   n=  29 now=   22845 end=     168802      3187      9706 U=    31.09 T=  118.9 p1= 638.9 p2=    13.5 ed=   192 8/1/2020    x1=  47. x2=  76. y1=  2.31 y2=  1.38     
GP: Confirmed US_Massachusetts_Middlesex 4/7/2020         76   22845    -        3187     9706     3   192 8/1/2020  
