TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        8753.00000        9.07715
TAB:  US_Massachusetts_Norfolk Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Massachusetts_Norfolk Confirmed 5/2/2020    101     6187     8753     9863       13     7276    14067    10509
TAB:  US_Massachusetts_Norfolk Confirmed .           102     6280     8753     9634        8     6905    15431     9975
TAB:  US_Massachusetts_Norfolk Confirmed 5/4/2020    103     6382     8753     9699        5     6745    11378     9467
TAB:  US_Massachusetts_Norfolk Confirmed .           104     6466     8753     9187        6     6827    11042     9019
TAB:  US_Massachusetts_Norfolk Confirmed 5/6/2020    105     6610     8753     9216       14     7276    11156     9216
TAB:  US_Massachusetts_Norfolk Confirmed .           106     6729     8753     8892       15     7599    10833     9216
TAB:  US_Massachusetts_Norfolk Confirmed 5/8/2020    107     6801     8753     8892       22     7599    34116     9216
TAB:  US_Massachusetts_Norfolk Confirmed .           108     6887     8753     8769       13     7463    10358     8939
TAB:  US_Massachusetts_Norfolk Confirmed 5/10/2020   109     6952     8753     8669        7     7245    10092     8669
TAB:  US_Massachusetts_Norfolk Confirmed .           110     7004     8753     8683        8     7223     9891     8582
TAB:  US_Massachusetts_Norfolk Confirmed 5/12/2020   111     7046     8753     7672        8     7228     9793     8511
TAB:  US_Massachusetts_Norfolk Confirmed .           112     7129     8753     7665        7     7472     9600     8488
TAB:  US_Massachusetts_Norfolk Confirmed 5/14/2020   113     7258     8753     8569       20     7922    13096     8892
TAB:  US_Massachusetts_Norfolk Confirmed .           114     7331     8753     8569       22     7922     9539     8892
TAB:  US_Massachusetts_Norfolk Confirmed 5/16/2020   115     7412     8753     8569       26     7922     9539     8892
TAB:  US_Massachusetts_Norfolk Confirmed .           116     7474     8753     8569       33     7922     9539     8892
TAB:  US_Massachusetts_Norfolk Confirmed 5/18/2020   117     7524     8753     8569       34     7922    18594     9216
TAB:  US_Massachusetts_Norfolk Confirmed .           118     7565     8753     8485       15     7708    15140     8707
TAB:  US_Massachusetts_Norfolk Confirmed 5/20/2020   119     7607     8753     8516       19     7753     9584     8567
TAB:  US_Massachusetts_Norfolk Confirmed .           120     7691     8753     8475       19     8084     9501     8670
TAB:  US_Massachusetts_Norfolk Confirmed 5/22/2020   121     7724     8753     8569       41     8246     9216     8892
TAB:  US_Massachusetts_Norfolk Confirmed .           122     7759     8753     8365       26     8152     9857     8685
TAB:  US_Massachusetts_Norfolk Confirmed 5/24/2020   123     7812     8753     8497       22     8148     9494     8597
TAB:  US_Massachusetts_Norfolk Confirmed .           124     7844     8753     8508       22     8066     8773     8420
TAB:  US_Massachusetts_Norfolk Confirmed 5/26/2020   125     7863     8753     8508       23     7978     8773     8420
TAB:  US_Massachusetts_Norfolk Confirmed .           126     7880     8753     8423       24     7898     8686     8336
TAB:  US_Massachusetts_Norfolk Confirmed 5/28/2020   127     7919     8753     8423       33     8073     8686     8423
TAB:  US_Massachusetts_Norfolk Confirmed .           128     7959     8753     8569       58     8246     8892     8569
TAB:  US_Massachusetts_Norfolk Confirmed 5/30/2020   129     8016     8753     8569       76     8246     8892     8569
TAB:  US_Massachusetts_Norfolk Confirmed .           130     8079     8753     8569       71     8569    15037     9539
TAB:  US_Massachusetts_Norfolk Confirmed 6/1/2020    131     8586     8753        0        0        0        0        0
TAB:  US_Massachusetts_Norfolk Confirmed .           132     8600     8753        0        0        0        0        0
TAB:  US_Massachusetts_Norfolk Confirmed 6/3/2020    133     8613     8753        0        0        0        0        0
TAB:  US_Massachusetts_Norfolk Confirmed .           134     8625     8753        0        0        0        0        0
TAB:  US_Massachusetts_Norfolk Confirmed 6/5/2020    135     8646     8753        0        0        0        0        0
TAB:  US_Massachusetts_Norfolk Confirmed .           136     8689     8753        0        0        0        0        0
TAB:  US_Massachusetts_Norfolk Confirmed 6/7/2020    137     8713     8753     8892        3     8892     8892     8892
TAB:  US_Massachusetts_Norfolk Confirmed .           138     8715     8753     8892        3     8892     8892     8892
TAB:  US_Massachusetts_Norfolk Confirmed 6/9/2020    139     8753     8753     9216        1     9216     9216     9216
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .925134 cc2=  .547170 lx= 11.07715 if=  41 il=  47 3/9/2020   n=   6 now=    8753 end=      64676         6         0 U=    34.01 T=  122.8 p1= 638.9 p2=    13.5 ed=   203 8/12/2020   x1=  41. x2=  47. y1=  2.40 y2=  2.23     
GP: Confirmed US_Massachusetts_Norfolk 3/9/2020         47    8753    -           6        0     0   203 8/12/2020 
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .944976 cc2=  .536727 lx= 11.07715 if=  42 il=  47 3/9/2020   n=   5 now=    8753 end=      64676         6         0 U=    28.34 T=  110.1 p1= 638.9 p2=    13.5 ed=   177 7/17/2020   x1=  42. x2=  47. y1=  2.40 y2=  2.23     
GP: Confirmed US_Massachusetts_Norfolk 3/9/2020         47    8753    -           6        0     0   177 7/17/2020 
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .950584 cc2=  .597030 lx= 11.07715 if=  41 il=  48 3/10/2020  n=   7 now=    8753 end=      64676        10       485 U=    30.04 T=  113.2 p1= 638.9 p2=    13.5 ed=   184 7/24/2020   x1=  41. x2=  48. y1=  2.40 y2=  2.17     
GP: Confirmed US_Massachusetts_Norfolk 3/10/2020        48    8753    -          10      485     1   184 7/24/2020 
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .965838 cc2=  .587874 lx= 11.07715 if=  42 il=  48 3/10/2020  n=   6 now=    8753 end=      64676        10       485 U=    25.75 T=  103.9 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  42. x2=  48. y1=  2.40 y2=  2.17     
GP: Confirmed US_Massachusetts_Norfolk 3/10/2020        48    8753    -          10      485     1   164 7/4/2020  
AAA1     1 US_Massachusetts_Norfolk Confirmed cc1=  .967811 cc2=  .559563 lx=  6.30715 if=  43 il=  48 3/10/2020  n=   5 now=    8753 end=        548        10       485 U=    11.01 T=   63.3 p1= -93.7 p2=  1597.3 ed=    89 4/20/2020   x1=  43. x2=  48. y1=  1.84 y2=  1.39 BEST
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .967811 cc2=  .559563 lx=  6.31215 if=  43 il=  48 3/10/2020  n=   5 now=    8753 end=        548        10       485 U=    11.01 T=   63.3 p1= -93.7 p2=  1597.3 ed=    89 4/20/2020   x1=  43. x2=  48. y1=  1.84 y2=  1.39 BEST
GP: Confirmed US_Massachusetts_Norfolk 3/10/2020        48    8753      548      10      485     1    89 4/20/2020 
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .957015 cc2=  .623681 lx= 11.07715 if=  41 il=  49 3/11/2020  n=   8 now=    8753 end=      64676        22         0 U=    24.45 T=   99.8 p1= 638.9 p2=    13.5 ed=   157 6/27/2020   x1=  41. x2=  49. y1=  2.40 y2=  2.08     
GP: Confirmed US_Massachusetts_Norfolk 3/11/2020        49    8753    -          22        0     0   157 6/27/2020 
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .970998 cc2=  .617445 lx= 11.07715 if=  42 il=  49 3/11/2020  n=   7 now=    8753 end=      64676        22         0 U=    21.39 T=   93.5 p1= 638.9 p2=    13.5 ed=   143 6/13/2020   x1=  42. x2=  49. y1=  2.40 y2=  2.08     
GP: Confirmed US_Massachusetts_Norfolk 3/11/2020        49    8753    -          22        0     0   143 6/13/2020 
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .975562 cc2=  .597598 lx= 11.07715 if=  43 il=  49 3/11/2020  n=   6 now=    8753 end=      64676        22         0 U=    18.34 T=   87.1 p1= 638.9 p2=    13.5 ed=   130 5/31/2020   x1=  43. x2=  49. y1=  2.40 y2=  2.08     
GP: Confirmed US_Massachusetts_Norfolk 3/11/2020        49    8753    -          22        0     0   130 5/31/2020 
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .963260 cc2=  .555011 lx= 11.07715 if=  44 il=  49 3/11/2020  n=   5 now=    8753 end=      64676        22         0 U=    19.04 T=   88.6 p1= 638.9 p2=    13.5 ed=   133 6/3/2020    x1=  44. x2=  49. y1=  2.34 y2=  2.08     
GP: Confirmed US_Massachusetts_Norfolk 3/11/2020        49    8753    -          22        0     0   133 6/3/2020  
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .968913 cc2=  .652685 lx= 11.07715 if=  41 il=  50 3/12/2020  n=   9 now=    8753 end=      64676        24       161 U=    26.62 T=  105.0 p1= 638.9 p2=    13.5 ed=   167 7/7/2020    x1=  41. x2=  50. y1=  2.40 y2=  2.07     
GP: Confirmed US_Massachusetts_Norfolk 3/12/2020        50    8753    -          24      161     1   167 7/7/2020  
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .979359 cc2=  .646026 lx= 11.07715 if=  42 il=  50 3/12/2020  n=   8 now=    8753 end=      64676        24       161 U=    23.66 T=   98.9 p1= 638.9 p2=    13.5 ed=   154 6/24/2020   x1=  42. x2=  50. y1=  2.40 y2=  2.07     
GP: Confirmed US_Massachusetts_Norfolk 3/12/2020        50    8753    -          24      161     1   154 6/24/2020 
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .982084 cc2=  .628531 lx= 11.07715 if=  43 il=  50 3/12/2020  n=   7 now=    8753 end=      64676        24       161 U=    20.70 T=   92.8 p1= 638.9 p2=    13.5 ed=   141 6/11/2020   x1=  43. x2=  50. y1=  2.40 y2=  2.07     
GP: Confirmed US_Massachusetts_Norfolk 3/12/2020        50    8753    -          24      161     1   141 6/11/2020 
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .973781 cc2=  .595816 lx= 11.07715 if=  44 il=  50 3/12/2020  n=   6 now=    8753 end=      64676        24       161 U=    21.94 T=   95.3 p1= 638.9 p2=    13.5 ed=   147 6/17/2020   x1=  44. x2=  50. y1=  2.34 y2=  2.07     
GP: Confirmed US_Massachusetts_Norfolk 3/12/2020        50    8753    -          24      161     1   147 6/17/2020 
AAA1     1 US_Massachusetts_Norfolk Confirmed cc1=  .971159 cc2=  .562911 lx=  5.75715 if=  45 il=  50 3/12/2020  n=   5 now=    8753 end=        316        24       161 U=     7.41 T=   57.0 p1= -96.4 p2=  2769.9 ed=    74 4/5/2020    x1=  45. x2=  50. y1=  1.62 y2=   .95 BEST
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .971159 cc2=  .562911 lx=  5.75815 if=  45 il=  50 3/12/2020  n=   5 now=    8753 end=        316        24       161 U=     7.41 T=   57.0 p1= -96.4 p2=  2769.9 ed=    74 4/5/2020    x1=  45. x2=  50. y1=  1.62 y2=   .95 BEST
GP: Confirmed US_Massachusetts_Norfolk 3/12/2020        50    8753      316      24      161     1    74 4/5/2020  
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .973077 cc2=  .671566 lx= 11.07715 if=  41 il=  51 3/13/2020  n=  10 now=    8753 end=      64676        24       161 U=    29.57 T=  112.1 p1= 638.9 p2=    13.5 ed=   181 7/21/2020   x1=  41. x2=  51. y1=  2.40 y2=  2.07     
GP: Confirmed US_Massachusetts_Norfolk 3/13/2020        51    8753    -          24      161     2   181 7/21/2020 
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .978742 cc2=  .662514 lx= 11.07715 if=  42 il=  51 3/13/2020  n=   9 now=    8753 end=      64676        24       161 U=    26.62 T=  106.0 p1= 638.9 p2=    13.5 ed=   168 7/8/2020    x1=  42. x2=  51. y1=  2.40 y2=  2.07     
GP: Confirmed US_Massachusetts_Norfolk 3/13/2020        51    8753    -          24      161     2   168 7/8/2020  
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .977572 cc2=  .644239 lx=  7.48715 if=  43 il=  51 3/13/2020  n=   8 now=    8753 end=       1784        24       161 U=    14.48 T=   72.2 p1= -79.6 p2=   490.6 ed=   106 5/7/2020    x1=  43. x2=  51. y1=  2.01 y2=  1.46     
GP: Confirmed US_Massachusetts_Norfolk 3/13/2020        51    8753     1784      24      161     2   106 5/7/2020  
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .968575 cc2=  .615022 lx=  5.85715 if=  44 il=  51 3/13/2020  n=   7 now=    8753 end=        349        24       161 U=    10.67 T=   61.5 p1= -96.0 p2=  2508.0 ed=    86 4/17/2020   x1=  44. x2=  51. y1=  1.64 y2=   .99     
GP: Confirmed US_Massachusetts_Norfolk 3/13/2020        51    8753      349      24      161     2    86 4/17/2020 
AAA1     1 US_Massachusetts_Norfolk Confirmed cc1=  .961007 cc2=  .583042 lx=  5.07715 if=  45 il=  51 3/13/2020  n=   6 now=    8753 end=        160        24       161 U=     7.17 T=   55.6 p1= -98.2 p2=  5470.6 ed=    72 4/3/2020    x1=  45. x2=  51. y1=  1.48 y2=   .64 BEST
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .961162 cc2=  .583042 lx=  4.97715 if=  45 il=  51 3/13/2020  n=   6 now=    8753 end=        160        24       161 U=     7.17 T=   55.6 p1= -98.2 p2=  5470.6 ed=    72 4/3/2020    x1=  45. x2=  51. y1=  1.48 y2=   .64 BEST
GP: Confirmed US_Massachusetts_Norfolk 3/13/2020        51    8753      160      24      161     2    72 4/3/2020  
AAA1     1 US_Massachusetts_Norfolk Confirmed cc1=  .938199 cc2=  .529951 lx=  5.07715 if=  46 il=  51 3/13/2020  n=   5 now=    8753 end=        160        24       161 U=     9.12 T=   56.9 p1= -98.2 p2=  5470.6 ed=    78 4/9/2020    x1=  46. x2=  51. y1=  1.19 y2=   .64 BEST
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .938208 cc2=  .529951 lx=  4.97715 if=  46 il=  51 3/13/2020  n=   5 now=    8753 end=        160        24       161 U=     9.12 T=   56.9 p1= -98.2 p2=  5470.6 ed=    78 4/9/2020    x1=  46. x2=  51. y1=  1.19 y2=   .64 BEST
GP: Confirmed US_Massachusetts_Norfolk 3/13/2020        51    8753      160      24      161     2    78 4/9/2020  
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .974670 cc2=  .685995 lx= 11.07715 if=  41 il=  52 3/14/2020  n=  11 now=    8753 end=      64676        28       161 U=    30.74 T=  114.9 p1= 638.9 p2=    13.5 ed=   187 7/27/2020   x1=  41. x2=  52. y1=  2.40 y2=  2.05     
GP: Confirmed US_Massachusetts_Norfolk 3/14/2020        52    8753    -          28      161     5   187 7/27/2020 
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .977471 cc2=  .675959 lx=  6.63715 if=  42 il=  52 3/14/2020  n=  10 now=    8753 end=        762        28       161 U=    14.34 T=   69.1 p1= -91.3 p2=  1148.7 ed=   102 5/3/2020    x1=  42. x2=  52. y1=  1.89 y2=  1.20     
GP: Confirmed US_Massachusetts_Norfolk 3/14/2020        52    8753      762      28      161     5   102 5/3/2020  
AAA1     1 US_Massachusetts_Norfolk Confirmed cc1=  .976439 cc2=  .660211 lx=  5.07715 if=  43 il=  52 3/14/2020  n=   9 now=    8753 end=        160        28       161 U=     8.43 T=   56.7 p1= -98.2 p2=  5470.6 ed=    76 4/7/2020    x1=  43. x2=  52. y1=  1.62 y2=   .56 BEST
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .976497 cc2=  .660211 lx=  4.97715 if=  43 il=  52 3/14/2020  n=   9 now=    8753 end=        160        28       161 U=     8.43 T=   56.7 p1= -98.2 p2=  5470.6 ed=    76 4/7/2020    x1=  43. x2=  52. y1=  1.62 y2=   .56 BEST
GP: Confirmed US_Massachusetts_Norfolk 3/14/2020        52    8753      160      28      161     5    76 4/7/2020  
AAA1     1 US_Massachusetts_Norfolk Confirmed cc1=  .968358 cc2=  .635024 lx=  5.07715 if=  44 il=  52 3/14/2020  n=   8 now=    8753 end=        160        28       161 U=     8.68 T=   56.8 p1= -98.2 p2=  5470.6 ed=    77 4/8/2020    x1=  44. x2=  52. y1=  1.48 y2=   .56 BEST
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .968576 cc2=  .635024 lx=  4.97715 if=  44 il=  52 3/14/2020  n=   8 now=    8753 end=        160        28       161 U=     8.68 T=   56.8 p1= -98.2 p2=  5470.6 ed=    77 4/8/2020    x1=  44. x2=  52. y1=  1.48 y2=   .56 BEST
GP: Confirmed US_Massachusetts_Norfolk 3/14/2020        52    8753      160      28      161     5    77 4/8/2020  
AAA1     1 US_Massachusetts_Norfolk Confirmed cc1=  .958338 cc2=  .604784 lx=  5.07715 if=  45 il=  52 3/14/2020  n=   7 now=    8753 end=        160        28       161 U=     7.60 T=   56.2 p1= -98.2 p2=  5470.6 ed=    74 4/5/2020    x1=  45. x2=  52. y1=  1.48 y2=   .56 BEST
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .958835 cc2=  .604784 lx=  4.97715 if=  45 il=  52 3/14/2020  n=   7 now=    8753 end=        160        28       161 U=     7.60 T=   56.2 p1= -98.2 p2=  5470.6 ed=    74 4/5/2020    x1=  45. x2=  52. y1=  1.48 y2=   .56 BEST
GP: Confirmed US_Massachusetts_Norfolk 3/14/2020        52    8753      160      28      161     5    74 4/5/2020  
AAA1     1 US_Massachusetts_Norfolk Confirmed cc1=  .940660 cc2=  .562695 lx=  5.07715 if=  46 il=  52 3/14/2020  n=   6 now=    8753 end=        160        28       161 U=     9.48 T=   57.3 p1= -98.2 p2=  5470.6 ed=    79 4/10/2020   x1=  46. x2=  52. y1=  1.19 y2=   .56 BEST
AAA2     1 US_Massachusetts_Norfolk Confirmed cc1=  .941038 cc2=  .562695 lx=  4.97715 if=  46 il=  52 3/14/2020  n=   6 now=    8753 end=        160        28       161 U=     9.48 T=   57.3 p1= -98.2 p2=  5470.6 ed=    79 4/10/2020   x1=  46. x2=  52. y1=  1.19 y2=   .56 BEST
