TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       10444.00000        9.25378
TAB:  US_Indiana_Marion Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Indiana_Marion Confirmed .            56       11    10444      192        3      192      964      964
TAB:  US_Indiana_Marion Confirmed 3/19/2020    57       19    10444     1350        1     1350    17942     6752
TAB:  US_Indiana_Marion Confirmed .            58       25    10444     4051        1     4051    60772    60772
TAB:  US_Indiana_Marion Confirmed 3/21/2020    59       46    10444        0        0        0        0        0
TAB:  US_Indiana_Marion Confirmed .            60       82    10444        0        0        0        0        0
TAB:  US_Indiana_Marion Confirmed 3/23/2020    61      121    10444        0        0        0        0        0
TAB:  US_Indiana_Marion Confirmed .            62      161    10444     3279        1     3279     3279     3279
TAB:  US_Indiana_Marion Confirmed 3/25/2020    63      226    10444      964        1      964    11768     2122
TAB:  US_Indiana_Marion Confirmed .            64      293    10444      964        1      964     4437     2122
TAB:  US_Indiana_Marion Confirmed 3/27/2020    65      484    10444    16784        1    16784    75820    43794
TAB:  US_Indiana_Marion Confirmed .            66      584    10444    12926        1    12926    40321    26045
TAB:  US_Indiana_Marion Confirmed 3/29/2020    67      676    10444     1736        1     1736    44952    14083
TAB:  US_Indiana_Marion Confirmed .            68      804    10444     1350        2     1350    55370     5594
TAB:  US_Indiana_Marion Confirmed 3/31/2020    69      964    10444     3665        3     1736    19871     4437
TAB:  US_Indiana_Marion Confirmed .            70     1117    10444     3279        3     2122    65788     4823
TAB:  US_Indiana_Marion Confirmed 4/2/2020     71     1304    10444     3665        3     2893    55370     5980
TAB:  US_Indiana_Marion Confirmed .            72     1429    10444     3665        4     2893    57685     7524
TAB:  US_Indiana_Marion Confirmed 4/4/2020     73     1570    10444     3279        4     2508    44952     5594
TAB:  US_Indiana_Marion Confirmed .            74     1760    10444     3665        5     3279    44180     5980
TAB:  US_Indiana_Marion Confirmed 4/6/2020     75     1956    10444     3665        7     3665    47267     6366
TAB:  US_Indiana_Marion Confirmed .            76     2141    10444     4051        8     4051    50739     7138
TAB:  US_Indiana_Marion Confirmed 4/8/2020     77     2290    10444     4051        7     4051    52669     7524
TAB:  US_Indiana_Marion Confirmed .            78     2415    10444     4131        8     3064    27584     5463
TAB:  US_Indiana_Marion Confirmed 4/10/2020    79     2600    10444     4187        7     3903    17956     5180
TAB:  US_Indiana_Marion Confirmed .            80     2742    10444     4251        7     4068    13301     5073
TAB:  US_Indiana_Marion Confirmed 4/12/2020    81     2887    10444     4368        4     4232    10531     5045
TAB:  US_Indiana_Marion Confirmed .            82     3012    10444     4439        7     4277     9013     4923
TAB:  US_Indiana_Marion Confirmed 4/14/2020    83     3063    10444     4337        5     3393     7797     4516
TAB:  US_Indiana_Marion Confirmed .            84     3204    10444     4281        6     3808     7005     4558
TAB:  US_Indiana_Marion Confirmed 4/16/2020    85     3320    10444     4330        9     4154     6452     4543
TAB:  US_Indiana_Marion Confirmed .            86     3518    10444     4823       15     4437     6752     5594
TAB:  US_Indiana_Marion Confirmed 4/18/2020    87     3624    10444     4823       17     4437    34148     5980
TAB:  US_Indiana_Marion Confirmed .            88     3889    10444     5209       11     4823    47267     6752
TAB:  US_Indiana_Marion Confirmed 4/20/2020    89     4052    10444     5209       14     5209    39550     7138
TAB:  US_Indiana_Marion Confirmed .            90     4176    10444     5209       10     5209    39164     7138
TAB:  US_Indiana_Marion Confirmed 4/22/2020    91     4263    10444     5594       10     4437    46881     7138
TAB:  US_Indiana_Marion Confirmed .            92     4408    10444     5594       16     5209    22186     7524
TAB:  US_Indiana_Marion Confirmed 4/24/2020    93     4537    10444     5575        7     5285    16146     6878
TAB:  US_Indiana_Marion Confirmed .            94     4727    10444     5980       13     5594    21414     8681
TAB:  US_Indiana_Marion Confirmed 4/26/2020    95     4796    10444     5980       17     5980    13697     8681
TAB:  US_Indiana_Marion Confirmed .            96     4926    10444     5980       16     5980    11382     8295
TAB:  US_Indiana_Marion Confirmed 4/28/2020    97     5080    10444     6084       13     6084    14857     8631
TAB:  US_Indiana_Marion Confirmed .            98     5295    10444     6366       16     6366    11768     9067
TAB:  US_Indiana_Marion Confirmed 4/30/2020    99     5530    10444     6752       12     6366    16012     9453
TAB:  US_Indiana_Marion Confirmed .           100     5754    10444     6752       12     6752    48424    12926
TAB:  US_Indiana_Marion Confirmed 5/2/2020    101     5983    10444     7138       14     7138    44952    13311
TAB:  US_Indiana_Marion Confirmed .           102     6176    10444     7524       15     7524    51897    14855
TAB:  US_Indiana_Marion Confirmed 5/4/2020    103     6327    10444     7524       11     7524    60772    13697
TAB:  US_Indiana_Marion Confirmed .           104     6419    10444     7910       15     6752    70418    12926
TAB:  US_Indiana_Marion Confirmed 5/6/2020    105     6730    10444     7910        9     7910    57299    14083
TAB:  US_Indiana_Marion Confirmed .           106     6914    10444     8295       14     8295    63087    16012
TAB:  US_Indiana_Marion Confirmed 5/8/2020    107     7078    10444     8681        9     8295    60000    16398
TAB:  US_Indiana_Marion Confirmed .           108     7245    10444     8681       14     8681    68489    18328
TAB:  US_Indiana_Marion Confirmed 5/10/2020   109     7336    10444     9067        9     7910    45723    15627
TAB:  US_Indiana_Marion Confirmed .           110     7510    10444     9067       15     8295    47653    15627
TAB:  US_Indiana_Marion Confirmed 5/12/2020   111     7632    10444     9134       13     8403    34710    16928
TAB:  US_Indiana_Marion Confirmed .           112     7703    10444     9161        7     8413    24491    12775
TAB:  US_Indiana_Marion Confirmed 5/14/2020   113     7793    10444     9264        9     8181    21509    11973
TAB:  US_Indiana_Marion Confirmed .           114     7995    10444     9358        7     9061    19657    12032
TAB:  US_Indiana_Marion Confirmed 5/16/2020   115     8151    10444     9453       13     9453    18713    14083
TAB:  US_Indiana_Marion Confirmed .           116     8303    10444     9453        9     9453    17556    13697
TAB:  US_Indiana_Marion Confirmed 5/18/2020   117     8406    10444     9839       13     9839    30289    13697
TAB:  US_Indiana_Marion Confirmed .           118     8541    10444     9839       11     9453    26816    13311
TAB:  US_Indiana_Marion Confirmed 5/20/2020   119     8656    10444    10225       10     9453    69646    13311
TAB:  US_Indiana_Marion Confirmed .           120     8815    10444    10225       14    10225    57299    13697
TAB:  US_Indiana_Marion Confirmed 5/22/2020   121     8928    10444    10225       12    10225    64630    14083
TAB:  US_Indiana_Marion Confirmed .           122     9040    10444    10270       10    10270    27621    13461
TAB:  US_Indiana_Marion Confirmed 5/24/2020   123     9132    10444    10295        7     9926    18328    12511
TAB:  US_Indiana_Marion Confirmed .           124     9189    10444    10454        9     9427    14562    12141
TAB:  US_Indiana_Marion Confirmed 5/26/2020   125     9268    10444    10432        7     9665    13852    11898
TAB:  US_Indiana_Marion Confirmed .           126     9371    10444    10568       10    10021    13578    11799
TAB:  US_Indiana_Marion Confirmed 5/28/2020   127     9524    10444    11382       13    10611    13697    12154
TAB:  US_Indiana_Marion Confirmed .           128     9616    10444    11768       12    10611    14855    12540
TAB:  US_Indiana_Marion Confirmed 5/30/2020   129     9761    10444    13311       13    10611    17942    12540
TAB:  US_Indiana_Marion Confirmed .           130     9853    10444    12540       14    10996    21800    12926
TAB:  US_Indiana_Marion Confirmed 6/1/2020    131     9900    10444    12540       14    10225    26045    12926
TAB:  US_Indiana_Marion Confirmed .           132     9978    10444    12540       15    10225    16398    12540
TAB:  US_Indiana_Marion Confirmed 6/3/2020    133    10037    10444    11118       11    10315    13526    12001
TAB:  US_Indiana_Marion Confirmed .           134    10095    10444    12265       11    10443    12916    11875
TAB:  US_Indiana_Marion Confirmed 6/5/2020    135    10188    10444    12154       25    10611    12926    11768
TAB:  US_Indiana_Marion Confirmed .           136    10276    10444    12154       28    10996    12926    12154
TAB:  US_Indiana_Marion Confirmed 6/7/2020    137    10326    10444    12154       30    10996    12926    12154
TAB:  US_Indiana_Marion Confirmed .           138    10358    10444    11789       19    10679    15673    11789
TAB:  US_Indiana_Marion Confirmed 6/9/2020    139    10444    10444    11870       11    11174    14826    12043
AAA2     1 US_Indiana_Marion Confirmed cc1=  .863541 cc2=  .509988 lx= 11.25378 if=  45 il=  52 3/14/2020  n=   7 now=   10444 end=      77171         3         0 U=    68.15 T=  210.0 p1= 638.9 p2=    13.5 ed=   370 1/26/2021   x1=  45. x2=  52. y1=  2.42 y2=  2.32     
GP: Confirmed US_Indiana_Marion 3/14/2020        52   10444    -           3        0     0   370 1/26/2021 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .895418 cc2=  .517454 lx= 11.25378 if=  46 il=  52 3/14/2020  n=   6 now=   10444 end=      77171         3         0 U=    58.41 T=  187.4 p1= 638.9 p2=    13.5 ed=   325 12/12/2020  x1=  46. x2=  52. y1=  2.42 y2=  2.32     
GP: Confirmed US_Indiana_Marion 3/14/2020        52   10444    -           3        0     0   325 12/12/2020
AAA2     1 US_Indiana_Marion Confirmed cc1=  .925800 cc2=  .517552 lx= 11.25378 if=  47 il=  52 3/14/2020  n=   5 now=   10444 end=      77171         3         0 U=    48.68 T=  164.8 p1= 638.9 p2=    13.5 ed=   279 10/27/2020  x1=  47. x2=  52. y1=  2.42 y2=  2.32     
GP: Confirmed US_Indiana_Marion 3/14/2020        52   10444    -           3        0     0   279 10/27/2020
AAA2     1 US_Indiana_Marion Confirmed cc1=  .852167 cc2=  .535939 lx= 11.25378 if=  44 il=  53 3/15/2020  n=   9 now=   10444 end=      77171         6         0 U=    51.90 T=  169.6 p1= 638.9 p2=    13.5 ed=   292 11/9/2020   x1=  44. x2=  53. y1=  2.42 y2=  2.25     
GP: Confirmed US_Indiana_Marion 3/15/2020        53   10444    -           6        0     0   292 11/9/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .879579 cc2=  .546245 lx= 11.25378 if=  45 il=  53 3/15/2020  n=   8 now=   10444 end=      77171         6         0 U=    46.13 T=  156.7 p1= 638.9 p2=    13.5 ed=   265 10/13/2020  x1=  45. x2=  53. y1=  2.42 y2=  2.25     
GP: Confirmed US_Indiana_Marion 3/15/2020        53   10444    -           6        0     0   265 10/13/2020
AAA2     1 US_Indiana_Marion Confirmed cc1=  .907640 cc2=  .554087 lx= 11.25378 if=  46 il=  53 3/15/2020  n=   7 now=   10444 end=      77171         6         0 U=    40.37 T=  143.7 p1= 638.9 p2=    13.5 ed=   238 9/16/2020   x1=  46. x2=  53. y1=  2.42 y2=  2.25     
GP: Confirmed US_Indiana_Marion 3/15/2020        53   10444    -           6        0     0   238 9/16/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .934531 cc2=  .556567 lx= 11.25378 if=  47 il=  53 3/15/2020  n=   6 now=   10444 end=      77171         6         0 U=    34.60 T=  130.8 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  47. x2=  53. y1=  2.42 y2=  2.25     
GP: Confirmed US_Indiana_Marion 3/15/2020        53   10444    -           6        0     0   212 8/21/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .955730 cc2=  .547482 lx= 11.25378 if=  48 il=  53 3/15/2020  n=   5 now=   10444 end=      77171         6         0 U=    28.83 T=  117.8 p1= 638.9 p2=    13.5 ed=   185 7/25/2020   x1=  48. x2=  53. y1=  2.42 y2=  2.25     
GP: Confirmed US_Indiana_Marion 3/15/2020        53   10444    -           6        0     0   185 7/25/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .888985 cc2=  .587473 lx= 11.25378 if=  44 il=  54 3/16/2020  n=  10 now=   10444 end=      77171         7         0 U=    52.68 T=  171.5 p1= 638.9 p2=    13.5 ed=   295 11/12/2020  x1=  44. x2=  54. y1=  2.42 y2=  2.23     
GP: Confirmed US_Indiana_Marion 3/16/2020        54   10444    -           7        0     0   295 11/12/2020
AAA2     1 US_Indiana_Marion Confirmed cc1=  .912458 cc2=  .596230 lx= 11.25378 if=  45 il=  54 3/16/2020  n=   9 now=   10444 end=      77171         7         0 U=    47.41 T=  159.8 p1= 638.9 p2=    13.5 ed=   271 10/19/2020  x1=  45. x2=  54. y1=  2.42 y2=  2.23     
GP: Confirmed US_Indiana_Marion 3/16/2020        54   10444    -           7        0     0   271 10/19/2020
AAA2     1 US_Indiana_Marion Confirmed cc1=  .935636 cc2=  .602303 lx= 11.25378 if=  46 il=  54 3/16/2020  n=   8 now=   10444 end=      77171         7         0 U=    42.14 T=  148.0 p1= 638.9 p2=    13.5 ed=   247 9/25/2020   x1=  46. x2=  54. y1=  2.42 y2=  2.23     
GP: Confirmed US_Indiana_Marion 3/16/2020        54   10444    -           7        0     0   247 9/25/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .956788 cc2=  .603235 lx= 11.25378 if=  47 il=  54 3/16/2020  n=   7 now=   10444 end=      77171         7         0 U=    36.87 T=  136.3 p1= 638.9 p2=    13.5 ed=   223 9/1/2020    x1=  47. x2=  54. y1=  2.42 y2=  2.23     
GP: Confirmed US_Indiana_Marion 3/16/2020        54   10444    -           7        0     0   223 9/1/2020  
AAA2     1 US_Indiana_Marion Confirmed cc1=  .972302 cc2=  .594337 lx= 11.25378 if=  48 il=  54 3/16/2020  n=   6 now=   10444 end=      77171         7         0 U=    31.61 T=  124.5 p1= 638.9 p2=    13.5 ed=   199 8/8/2020    x1=  48. x2=  54. y1=  2.42 y2=  2.23     
GP: Confirmed US_Indiana_Marion 3/16/2020        54   10444    -           7        0     0   199 8/8/2020  
AAA2     1 US_Indiana_Marion Confirmed cc1=  .974732 cc2=  .566484 lx= 11.25378 if=  49 il=  54 3/16/2020  n=   5 now=   10444 end=      77171         7         0 U=    26.34 T=  112.8 p1= 638.9 p2=    13.5 ed=   174 7/14/2020   x1=  49. x2=  54. y1=  2.42 y2=  2.23     
GP: Confirmed US_Indiana_Marion 3/16/2020        54   10444    -           7        0     0   174 7/14/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .914855 cc2=  .626180 lx= 11.25378 if=  44 il=  55 3/17/2020  n=  11 now=   10444 end=      77171         9       192 U=    50.64 T=  166.6 p1= 638.9 p2=    13.5 ed=   286 11/3/2020   x1=  44. x2=  55. y1=  2.42 y2=  2.20     
GP: Confirmed US_Indiana_Marion 3/17/2020        55   10444    -           9      192     2   286 11/3/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .934679 cc2=  .633167 lx= 11.25378 if=  45 il=  55 3/17/2020  n=  10 now=   10444 end=      77171         9       192 U=    46.04 T=  156.4 p1= 638.9 p2=    13.5 ed=   265 10/13/2020  x1=  45. x2=  55. y1=  2.42 y2=  2.20     
GP: Confirmed US_Indiana_Marion 3/17/2020        55   10444    -           9      192     2   265 10/13/2020
AAA2     1 US_Indiana_Marion Confirmed cc1=  .953552 cc2=  .637325 lx= 11.25378 if=  46 il=  55 3/17/2020  n=   9 now=   10444 end=      77171         9       192 U=    41.43 T=  146.3 p1= 638.9 p2=    13.5 ed=   244 9/22/2020   x1=  46. x2=  55. y1=  2.42 y2=  2.20     
GP: Confirmed US_Indiana_Marion 3/17/2020        55   10444    -           9      192     2   244 9/22/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .969894 cc2=  .636561 lx= 11.25378 if=  47 il=  55 3/17/2020  n=   8 now=   10444 end=      77171         9       192 U=    36.83 T=  136.2 p1= 638.9 p2=    13.5 ed=   223 9/1/2020    x1=  47. x2=  55. y1=  2.42 y2=  2.20     
GP: Confirmed US_Indiana_Marion 3/17/2020        55   10444    -           9      192     2   223 9/1/2020  
AAA2     1 US_Indiana_Marion Confirmed cc1=  .980822 cc2=  .627269 lx= 11.25378 if=  48 il=  55 3/17/2020  n=   7 now=   10444 end=      77171         9       192 U=    32.23 T=  126.0 p1= 638.9 p2=    13.5 ed=   202 8/11/2020   x1=  48. x2=  55. y1=  2.42 y2=  2.20     
GP: Confirmed US_Indiana_Marion 3/17/2020        55   10444    -           9      192     2   202 8/11/2020 
AAA1     1 US_Indiana_Marion Confirmed cc1=  .982195 cc2=  .604230 lx=  5.25378 if=  49 il=  55 3/17/2020  n=   6 now=   10444 end=        191         9       192 U=    11.08 T=   67.4 p1= -98.2 p2=  5468.1 ed=    93 4/24/2020   x1=  49. x2=  55. y1=  1.66 y2=  1.12 BEST
AAA2     1 US_Indiana_Marion Confirmed cc1=  .982195 cc2=  .604230 lx=  5.23978 if=  49 il=  55 3/17/2020  n=   6 now=   10444 end=        191         9       192 U=    11.08 T=   67.4 p1= -98.2 p2=  5468.1 ed=    93 4/24/2020   x1=  49. x2=  55. y1=  1.66 y2=  1.12 BEST
GP: Confirmed US_Indiana_Marion 3/17/2020        55   10444      191       9      192     2    93 4/24/2020 
AAA1     1 US_Indiana_Marion Confirmed cc1=  .971537 cc2=  .563289 lx=  5.25378 if=  50 il=  55 3/17/2020  n=   5 now=   10444 end=        191         9       192 U=    12.49 T=   69.0 p1= -98.2 p2=  5468.1 ed=    98 4/29/2020   x1=  50. x2=  55. y1=  1.52 y2=  1.12 BEST
AAA2     1 US_Indiana_Marion Confirmed cc1=  .971573 cc2=  .563289 lx=  5.15378 if=  50 il=  55 3/17/2020  n=   5 now=   10444 end=        191         9       192 U=    12.49 T=   69.0 p1= -98.2 p2=  5468.1 ed=    98 4/29/2020   x1=  50. x2=  55. y1=  1.52 y2=  1.12 BEST
GP: Confirmed US_Indiana_Marion 3/17/2020        55   10444      191       9      192     2    98 4/29/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .933602 cc2=  .656252 lx= 11.25378 if=  44 il=  56 3/18/2020  n=  12 now=   10444 end=      77171        11       192 U=    50.08 T=  165.2 p1= 638.9 p2=    13.5 ed=   283 10/31/2020  x1=  44. x2=  56. y1=  2.42 y2=  2.18     
GP: Confirmed US_Indiana_Marion 3/18/2020        56   10444    -          11      192     3   283 10/31/2020
AAA2     1 US_Indiana_Marion Confirmed cc1=  .950144 cc2=  .661469 lx= 11.25378 if=  45 il=  56 3/18/2020  n=  11 now=   10444 end=      77171        11       192 U=    45.91 T=  156.1 p1= 638.9 p2=    13.5 ed=   264 10/12/2020  x1=  45. x2=  56. y1=  2.42 y2=  2.18     
GP: Confirmed US_Indiana_Marion 3/18/2020        56   10444    -          11      192     3   264 10/12/2020
AAA2     1 US_Indiana_Marion Confirmed cc1=  .965288 cc2=  .663777 lx= 11.25378 if=  46 il=  56 3/18/2020  n=  10 now=   10444 end=      77171        11       192 U=    41.73 T=  147.0 p1= 638.9 p2=    13.5 ed=   245 9/23/2020   x1=  46. x2=  56. y1=  2.42 y2=  2.18     
GP: Confirmed US_Indiana_Marion 3/18/2020        56   10444    -          11      192     3   245 9/23/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .977620 cc2=  .661393 lx= 11.25378 if=  47 il=  56 3/18/2020  n=   9 now=   10444 end=      77171        11       192 U=    37.56 T=  137.9 p1= 638.9 p2=    13.5 ed=   226 9/4/2020    x1=  47. x2=  56. y1=  2.42 y2=  2.18     
GP: Confirmed US_Indiana_Marion 3/18/2020        56   10444    -          11      192     3   226 9/4/2020  
AAA2     1 US_Indiana_Marion Confirmed cc1=  .985034 cc2=  .651701 lx=  7.02378 if=  48 il=  56 3/18/2020  n=   8 now=   10444 end=       1123        11       192 U=    19.16 T=   85.3 p1= -89.2 p2=   930.0 ed=   130 5/31/2020   x1=  48. x2=  56. y1=  1.95 y2=  1.53     
GP: Confirmed US_Indiana_Marion 3/18/2020        56   10444     1123      11      192     3   130 5/31/2020 
AAA1     1 US_Indiana_Marion Confirmed cc1=  .986525 cc2=  .632972 lx=  5.25378 if=  49 il=  56 3/18/2020  n=   7 now=   10444 end=        191        11       192 U=    11.48 T=   68.1 p1= -98.2 p2=  5468.1 ed=    95 4/26/2020   x1=  49. x2=  56. y1=  1.66 y2=  1.05 BEST
AAA2     1 US_Indiana_Marion Confirmed cc1=  .986605 cc2=  .632972 lx=  5.15378 if=  49 il=  56 3/18/2020  n=   7 now=   10444 end=        191        11       192 U=    11.48 T=   68.1 p1= -98.2 p2=  5468.1 ed=    95 4/26/2020   x1=  49. x2=  56. y1=  1.66 y2=  1.05 BEST
GP: Confirmed US_Indiana_Marion 3/18/2020        56   10444      191      11      192     3    95 4/26/2020 
AAA1     1 US_Indiana_Marion Confirmed cc1=  .979723 cc2=  .601759 lx=  5.25378 if=  50 il=  56 3/18/2020  n=   6 now=   10444 end=        191        11       192 U=    12.82 T=   69.5 p1= -98.2 p2=  5468.1 ed=    99 4/30/2020   x1=  50. x2=  56. y1=  1.52 y2=  1.05 BEST
AAA2     1 US_Indiana_Marion Confirmed cc1=  .979840 cc2=  .601759 lx=  5.15378 if=  50 il=  56 3/18/2020  n=   6 now=   10444 end=        191        11       192 U=    12.82 T=   69.5 p1= -98.2 p2=  5468.1 ed=    99 4/30/2020   x1=  50. x2=  56. y1=  1.52 y2=  1.05 BEST
GP: Confirmed US_Indiana_Marion 3/18/2020        56   10444      191      11      192     3    99 4/30/2020 
AAA1     1 US_Indiana_Marion Confirmed cc1=  .980923 cc2=  .572675 lx=  5.25378 if=  51 il=  56 3/18/2020  n=   5 now=   10444 end=        191        11       192 U=    10.68 T=   67.2 p1= -98.2 p2=  5468.1 ed=    92 4/23/2020   x1=  51. x2=  56. y1=  1.52 y2=  1.05 BEST
AAA2     1 US_Indiana_Marion Confirmed cc1=  .981204 cc2=  .572675 lx=  5.15378 if=  51 il=  56 3/18/2020  n=   5 now=   10444 end=        191        11       192 U=    10.68 T=   67.2 p1= -98.2 p2=  5468.1 ed=    92 4/23/2020   x1=  51. x2=  56. y1=  1.52 y2=  1.05 BEST
GP: Confirmed US_Indiana_Marion 3/18/2020        56   10444      191      11      192     3    92 4/23/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .943076 cc2=  .675814 lx= 11.25378 if=  44 il=  57 3/19/2020  n=  13 now=   10444 end=      77171        19      1350 U=    42.86 T=  147.7 p1= 638.9 p2=    13.5 ed=   248 9/26/2020   x1=  44. x2=  57. y1=  2.42 y2=  2.12     
GP: Confirmed US_Indiana_Marion 3/19/2020        57   10444    -          19     1350     1   248 9/26/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .957682 cc2=  .680332 lx= 11.25378 if=  45 il=  57 3/19/2020  n=  12 now=   10444 end=      77171        19      1350 U=    39.56 T=  140.8 p1= 638.9 p2=    13.5 ed=   234 9/12/2020   x1=  45. x2=  57. y1=  2.42 y2=  2.12     
GP: Confirmed US_Indiana_Marion 3/19/2020        57   10444    -          19     1350     1   234 9/12/2020 
AAA2     1 US_Indiana_Marion Confirmed cc1=  .970896 cc2=  .682221 lx= 11.25378 if=  46 il=  57 3/19/2020  n=  11 now=   10444 end=      77171        19      1350 U=    36.26 T=  133.8 p1= 638.9 p2=    13.5 ed=   219 8/28/2020   x1=  46. x2=  57. y1=  2.42 y2=  2.12     
