TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3284.00000        8.09682
TAB:  Italy_Friuli_Venezia_Giulia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998605 cc2=  .816031 lx=  8.09682 if=  68 il=  97 4/28/2020  n=  29 now=    3284 end=       3283      2995      3336 U=    13.55 T=   64.7 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  68. x2=  97. y1=  -.24 y2= -2.38 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998605 cc2=  .816031 lx=  8.09682 if=  68 il=  97 4/28/2020  n=  29 now=    3284 end=       3283      2995      3336 U=    13.55 T=   64.7 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  68. x2=  97. y1=  -.24 y2= -2.38 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3283    2995     3336    24    96 4/27/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998568 cc2=  .812873 lx=  8.09682 if=  69 il=  97 4/28/2020  n=  28 now=    3284 end=       3283      2995      3336 U=    13.59 T=   64.6 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  69. x2=  97. y1=  -.32 y2= -2.38 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998581 cc2=  .812873 lx=  8.10082 if=  69 il=  97 4/28/2020  n=  28 now=    3284 end=       3283      2995      3336 U=    13.59 T=   64.6 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  69. x2=  97. y1=  -.32 y2= -2.38 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3283    2995     3336    24    96 4/27/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998588 cc2=  .809606 lx=  8.10682 if=  70 il=  97 4/28/2020  n=  27 now=    3284 end=       3317      2995      3336 U=    14.27 T=   64.4 p1=   1.0 p2=    99.0 ed=    98 4/29/2020   x1=  70. x2=  97. y1=  -.39 y2= -2.28 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998588 cc2=  .809606 lx=  8.10682 if=  70 il=  97 4/28/2020  n=  27 now=    3284 end=       3317      2995      3336 U=    14.27 T=   64.4 p1=   1.0 p2=    99.0 ed=    98 4/29/2020   x1=  70. x2=  97. y1=  -.39 y2= -2.28 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3317    2995     3336    24    98 4/29/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998629 cc2=  .806179 lx=  8.11682 if=  71 il=  97 4/28/2020  n=  26 now=    3284 end=       3350      2995      3336 U=    15.18 T=   63.8 p1=   2.0 p2=    98.0 ed=    99 4/30/2020   x1=  71. x2=  97. y1=  -.48 y2= -2.19 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998633 cc2=  .806179 lx=  8.11382 if=  71 il=  97 4/28/2020  n=  26 now=    3284 end=       3350      2995      3336 U=    15.18 T=   63.8 p1=   2.0 p2=    98.0 ed=    99 4/30/2020   x1=  71. x2=  97. y1=  -.48 y2= -2.19 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3350    2995     3336    24    99 4/30/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998543 cc2=  .802427 lx=  8.11682 if=  72 il=  97 4/28/2020  n=  25 now=    3284 end=       3350      2995      3336 U=    15.24 T=   63.7 p1=   2.0 p2=    98.0 ed=    99 4/30/2020   x1=  72. x2=  97. y1=  -.55 y2= -2.19 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998545 cc2=  .802427 lx=  8.11882 if=  72 il=  97 4/28/2020  n=  25 now=    3284 end=       3350      2995      3336 U=    15.24 T=   63.7 p1=   2.0 p2=    98.0 ed=    99 4/30/2020   x1=  72. x2=  97. y1=  -.55 y2= -2.19 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3350    2995     3336    24    99 4/30/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998447 cc2=  .798447 lx=  8.12682 if=  73 il=  97 4/28/2020  n=  24 now=    3284 end=       3384      2995      3336 U=    16.29 T=   62.7 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  73. x2=  97. y1=  -.63 y2= -2.10 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998449 cc2=  .798447 lx=  8.12482 if=  73 il=  97 4/28/2020  n=  24 now=    3284 end=       3384      2995      3336 U=    16.29 T=   62.7 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  73. x2=  97. y1=  -.63 y2= -2.10 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3384    2995     3336    24   101 5/2/2020  
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998245 cc2=  .794120 lx=  8.12682 if=  74 il=  97 4/28/2020  n=  23 now=    3284 end=       3384      2995      3336 U=    16.27 T=   62.8 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  74. x2=  97. y1=  -.69 y2= -2.10 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998248 cc2=  .794120 lx=  8.12382 if=  74 il=  97 4/28/2020  n=  23 now=    3284 end=       3384      2995      3336 U=    16.27 T=   62.8 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  74. x2=  97. y1=  -.69 y2= -2.10 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3384    2995     3336    24   101 5/2/2020  
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998005 cc2=  .789491 lx=  8.12682 if=  75 il=  97 4/28/2020  n=  22 now=    3284 end=       3384      2995      3336 U=    16.18 T=   63.0 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  75. x2=  97. y1=  -.74 y2= -2.10 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .998011 cc2=  .789491 lx=  8.12282 if=  75 il=  97 4/28/2020  n=  22 now=    3284 end=       3384      2995      3336 U=    16.18 T=   63.0 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  75. x2=  97. y1=  -.74 y2= -2.10 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3384    2995     3336    24   101 5/2/2020  
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .997725 cc2=  .784524 lx=  8.12682 if=  76 il=  97 4/28/2020  n=  21 now=    3284 end=       3384      2995      3336 U=    16.04 T=   63.3 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  76. x2=  97. y1=  -.79 y2= -2.10 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .997728 cc2=  .784524 lx=  8.12382 if=  76 il=  97 4/28/2020  n=  21 now=    3284 end=       3384      2995      3336 U=    16.04 T=   63.3 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  76. x2=  97. y1=  -.79 y2= -2.10 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3384    2995     3336    24   101 5/2/2020  
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .997439 cc2=  .779221 lx=  8.12682 if=  77 il=  97 4/28/2020  n=  20 now=    3284 end=       3384      2995      3336 U=    16.11 T=   63.1 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  77. x2=  97. y1=  -.86 y2= -2.10 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .997440 cc2=  .779221 lx=  8.12882 if=  77 il=  97 4/28/2020  n=  20 now=    3284 end=       3384      2995      3336 U=    16.11 T=   63.1 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  77. x2=  97. y1=  -.86 y2= -2.10 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3384    2995     3336    24   101 5/2/2020  
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .997084 cc2=  .773477 lx=  8.13682 if=  78 il=  97 4/28/2020  n=  19 now=    3284 end=       3418      2995      3336 U=    17.29 T=   62.0 p1=   4.1 p2=    96.1 ed=   102 5/3/2020    x1=  78. x2=  97. y1=  -.92 y2= -2.02     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3418    2995     3336    24   102 5/3/2020  
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .996637 cc2=  .767221 lx=  8.12682 if=  79 il=  97 4/28/2020  n=  18 now=    3284 end=       3384      2995      3336 U=    16.44 T=   62.4 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  79. x2=  97. y1= -1.01 y2= -2.10 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .996639 cc2=  .767221 lx=  8.12982 if=  79 il=  97 4/28/2020  n=  18 now=    3284 end=       3384      2995      3336 U=    16.44 T=   62.4 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  79. x2=  97. y1= -1.01 y2= -2.10 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3384    2995     3336    24   101 5/2/2020  
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .996107 cc2=  .760405 lx=  8.12682 if=  80 il=  97 4/28/2020  n=  17 now=    3284 end=       3384      2995      3336 U=    16.30 T=   62.7 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  80. x2=  97. y1= -1.06 y2= -2.10 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .996109 cc2=  .760405 lx=  8.12382 if=  80 il=  97 4/28/2020  n=  17 now=    3284 end=       3384      2995      3336 U=    16.30 T=   62.7 p1=   3.0 p2=    97.0 ed=   101 5/2/2020    x1=  80. x2=  97. y1= -1.06 y2= -2.10 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3384    2995     3336    24   101 5/2/2020  
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .994496 cc2=  .744496 lx=  8.11682 if=  82 il=  97 4/28/2020  n=  15 now=    3284 end=       3350      2995      3336 U=    15.24 T=   63.7 p1=   2.0 p2=    98.0 ed=    99 4/30/2020   x1=  82. x2=  97. y1= -1.20 y2= -2.19 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .994502 cc2=  .744496 lx=  8.12082 if=  82 il=  97 4/28/2020  n=  15 now=    3284 end=       3350      2995      3336 U=    15.24 T=   63.7 p1=   2.0 p2=    98.0 ed=    99 4/30/2020   x1=  82. x2=  97. y1= -1.20 y2= -2.19 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3350    2995     3336    24    99 4/30/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .993314 cc2=  .735116 lx=  8.11682 if=  83 il=  97 4/28/2020  n=  14 now=    3284 end=       3350      2995      3336 U=    15.02 T=   64.1 p1=   2.0 p2=    98.0 ed=    99 4/30/2020   x1=  83. x2=  97. y1= -1.26 y2= -2.19 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .993320 cc2=  .735116 lx=  8.12082 if=  83 il=  97 4/28/2020  n=  14 now=    3284 end=       3350      2995      3336 U=    15.02 T=   64.1 p1=   2.0 p2=    98.0 ed=    99 4/30/2020   x1=  83. x2=  97. y1= -1.26 y2= -2.19 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3350    2995     3336    24    99 4/30/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .993170 cc2=  .715819 lx=  8.24682 if=  85 il=  97 4/28/2020  n=  12 now=    3284 end=       3815      2995      3336 U=    27.03 T=   58.7 p1=  16.2 p2=    86.1 ed=   122 5/23/2020   x1=  85. x2=  97. y1=  -.97 y2= -1.42     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284     3815    2995     3336    24   122 5/23/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .994818 cc2=  .706143 lx= 10.09682 if=  86 il=  97 4/28/2020  n=  11 now=    3284 end=      24265      2995      3336 U=   209.12 T=  251.4 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  86. x2=  97. y1=   .79 y2=   .74     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284    -        2995     3336    24   999 undefine  
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .994607 cc2=  .693095 lx= 10.09682 if=  87 il=  97 4/28/2020  n=  10 now=    3284 end=      24265      2995      3336 U=   231.69 T=  268.0 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  87. x2=  97. y1=   .78 y2=   .74     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284    -        2995     3336    24   999 undefine  
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .994562 cc2=  .678334 lx= 10.09682 if=  88 il=  97 4/28/2020  n=   9 now=    3284 end=      24265      2995      3336 U=   220.49 T=  259.8 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  88. x2=  97. y1=   .78 y2=   .74     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284    -        2995     3336    24   999 undefine  
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .992783 cc2=  .659450 lx= 10.09682 if=  89 il=  97 4/28/2020  n=   8 now=    3284 end=      24265      2995      3336 U=   223.35 T=  261.9 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  89. x2=  97. y1=   .77 y2=   .74     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/28/2020        97    3284    -        2995     3336    24   999 undefine  
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999610 cc2=  .870511 lx=  8.08682 if=  39 il=  98 4/29/2020  n=  59 now=    3284 end=       3251      3010      3336 U=    13.40 T=   63.7 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  39. x2=  98. y1=  1.84 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999596 cc2=  .869407 lx=  8.08682 if=  40 il=  98 4/29/2020  n=  58 now=    3284 end=       3251      3010      3336 U=    13.38 T=   63.7 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  40. x2=  98. y1=  1.77 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999580 cc2=  .868273 lx=  8.08682 if=  41 il=  98 4/29/2020  n=  57 now=    3284 end=       3251      3010      3336 U=    13.35 T=   63.8 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  41. x2=  98. y1=  1.71 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999560 cc2=  .867106 lx=  8.08682 if=  42 il=  98 4/29/2020  n=  56 now=    3284 end=       3251      3010      3336 U=    13.30 T=   63.9 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  42. x2=  98. y1=  1.65 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999536 cc2=  .865905 lx=  8.08682 if=  43 il=  98 4/29/2020  n=  55 now=    3284 end=       3251      3010      3336 U=    13.16 T=   64.3 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  43. x2=  98. y1=  1.62 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999520 cc2=  .864680 lx=  8.08682 if=  44 il=  98 4/29/2020  n=  54 now=    3284 end=       3251      3010      3336 U=    13.17 T=   64.3 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  44. x2=  98. y1=  1.54 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999501 cc2=  .863418 lx=  8.08682 if=  45 il=  98 4/29/2020  n=  53 now=    3284 end=       3251      3010      3336 U=    13.14 T=   64.3 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  45. x2=  98. y1=  1.47 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999475 cc2=  .860800 lx=  8.08682 if=  47 il=  98 4/29/2020  n=  51 now=    3284 end=       3251      3010      3336 U=    13.31 T=   63.9 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  47. x2=  98. y1=  1.27 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999444 cc2=  .859416 lx=  8.08682 if=  48 il=  98 4/29/2020  n=  50 now=    3284 end=       3251      3010      3336 U=    13.28 T=   64.0 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  48. x2=  98. y1=  1.20 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999410 cc2=  .857989 lx=  8.08682 if=  49 il=  98 4/29/2020  n=  49 now=    3284 end=       3251      3010      3336 U=    13.10 T=   64.4 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  49. x2=  98. y1=  1.18 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999405 cc2=  .856548 lx=  8.08682 if=  50 il=  98 4/29/2020  n=  48 now=    3284 end=       3251      3010      3336 U=    13.15 T=   64.3 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  50. x2=  98. y1=  1.09 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999389 cc2=  .855052 lx=  8.08682 if=  51 il=  98 4/29/2020  n=  47 now=    3284 end=       3251      3010      3336 U=    13.45 T=   63.5 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  51. x2=  98. y1=   .93 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999363 cc2=  .853498 lx=  8.08682 if=  52 il=  98 4/29/2020  n=  46 now=    3284 end=       3251      3010      3336 U=    13.41 T=   63.6 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  52. x2=  98. y1=   .87 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999329 cc2=  .851887 lx=  8.08682 if=  53 il=  98 4/29/2020  n=  45 now=    3284 end=       3251      3010      3336 U=    13.36 T=   63.8 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  53. x2=  98. y1=   .81 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999287 cc2=  .850216 lx=  8.08682 if=  54 il=  98 4/29/2020  n=  44 now=    3284 end=       3251      3010      3336 U=    13.26 T=   64.0 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  54. x2=  98. y1=   .76 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999238 cc2=  .848483 lx=  8.08682 if=  55 il=  98 4/29/2020  n=  43 now=    3284 end=       3251      3010      3336 U=    12.99 T=   64.7 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  55. x2=  98. y1=   .75 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999262 cc2=  .846763 lx=  8.08682 if=  56 il=  98 4/29/2020  n=  42 now=    3284 end=       3251      3010      3336 U=    13.00 T=   64.7 p1=  -1.0 p2=   101.0 ed=    95 4/26/2020   x1=  56. x2=  98. y1=   .67 y2= -2.56     
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3251    3010     3336    26    95 4/26/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999342 cc2=  .845039 lx=  8.09682 if=  57 il=  98 4/29/2020  n=  41 now=    3284 end=       3283      3010      3336 U=    13.80 T=   64.3 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  57. x2=  98. y1=   .53 y2= -2.44 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999349 cc2=  .845039 lx=  8.09382 if=  57 il=  98 4/29/2020  n=  41 now=    3284 end=       3283      3010      3336 U=    13.80 T=   64.3 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  57. x2=  98. y1=   .53 y2= -2.44 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3283    3010     3336    26    96 4/27/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999311 cc2=  .843137 lx=  8.09682 if=  58 il=  98 4/29/2020  n=  40 now=    3284 end=       3283      3010      3336 U=    13.71 T=   64.5 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  58. x2=  98. y1=   .48 y2= -2.44 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999313 cc2=  .843137 lx=  8.09482 if=  58 il=  98 4/29/2020  n=  40 now=    3284 end=       3283      3010      3336 U=    13.71 T=   64.5 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  58. x2=  98. y1=   .48 y2= -2.44 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3283    3010     3336    26    96 4/27/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999309 cc2=  .841195 lx=  8.09682 if=  59 il=  98 4/29/2020  n=  39 now=    3284 end=       3283      3010      3336 U=    13.96 T=   63.9 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  59. x2=  98. y1=   .35 y2= -2.44 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999309 cc2=  .841195 lx=  8.09682 if=  59 il=  98 4/29/2020  n=  39 now=    3284 end=       3283      3010      3336 U=    13.96 T=   63.9 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  59. x2=  98. y1=   .35 y2= -2.44 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3283    3010     3336    26    96 4/27/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999254 cc2=  .839126 lx=  8.09682 if=  60 il=  98 4/29/2020  n=  38 now=    3284 end=       3283      3010      3336 U=    13.97 T=   63.9 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  60. x2=  98. y1=   .28 y2= -2.44 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999254 cc2=  .839126 lx=  8.09682 if=  60 il=  98 4/29/2020  n=  38 now=    3284 end=       3283      3010      3336 U=    13.97 T=   63.9 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  60. x2=  98. y1=   .28 y2= -2.44 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3283    3010     3336    26    96 4/27/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999194 cc2=  .836973 lx=  8.09682 if=  61 il=  98 4/29/2020  n=  37 now=    3284 end=       3283      3010      3336 U=    13.84 T=   64.2 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  61. x2=  98. y1=   .23 y2= -2.44 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999194 cc2=  .836973 lx=  8.09682 if=  61 il=  98 4/29/2020  n=  37 now=    3284 end=       3283      3010      3336 U=    13.84 T=   64.2 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  61. x2=  98. y1=   .23 y2= -2.44 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3283    3010     3336    26    96 4/27/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999142 cc2=  .834743 lx=  8.09682 if=  62 il=  98 4/29/2020  n=  36 now=    3284 end=       3283      3010      3336 U=    13.74 T=   64.5 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  62. x2=  98. y1=   .18 y2= -2.44 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999144 cc2=  .834743 lx=  8.09882 if=  62 il=  98 4/29/2020  n=  36 now=    3284 end=       3283      3010      3336 U=    13.74 T=   64.5 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  62. x2=  98. y1=   .18 y2= -2.44 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3283    3010     3336    26    96 4/27/2020 
AAA1     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999127 cc2=  .832461 lx=  8.09682 if=  63 il=  98 4/29/2020  n=  35 now=    3284 end=       3283      3010      3336 U=    14.01 T=   63.8 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  63. x2=  98. y1=   .06 y2= -2.44 BEST
AAA2     1 Italy_Friuli_Venezia_Giulia Confirmed cc1=  .999143 cc2=  .832461 lx=  8.10082 if=  63 il=  98 4/29/2020  n=  35 now=    3284 end=       3283      3010      3336 U=    14.01 T=   63.8 p1=    .0 p2=   100.0 ed=    96 4/27/2020   x1=  63. x2=  98. y1=   .06 y2= -2.44 BEST
GP: Confirmed Italy_Friuli_Venezia_Giulia 4/29/2020        98    3284     3283    3010     3336    26    96 4/27/2020 
