TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        7866.00000        8.97030
TAB:  Guatemala Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Guatemala 5/13/2020       112    7866     8521    1342     8863     4   226 9/4/2020  
AAA1     1 Guatemala Confirmed cc1=  .997245 cc2=  .835024 lx=  9.10030 if=  75 il= 112 5/13/2020  n=  37 now=    7866 end=       8958      1342      8863 U=    39.43 T=  137.3 p1=  13.9 p2=    87.8 ed=   230 9/8/2020    x1=  75. x2= 112. y1=  1.58 y2=   .64 BEST
AAA2     1 Guatemala Confirmed cc1=  .997245 cc2=  .835024 lx=  9.10230 if=  75 il= 112 5/13/2020  n=  37 now=    7866 end=       8958      1342      8863 U=    39.43 T=  137.3 p1=  13.9 p2=    87.8 ed=   230 9/8/2020    x1=  75. x2= 112. y1=  1.58 y2=   .64 BEST
GP: Confirmed Guatemala 5/13/2020       112    7866     8958    1342     8863     4   230 9/8/2020  
AAA2     1 Guatemala Confirmed cc1=  .997034 cc2=  .832635 lx=  9.15030 if=  76 il= 112 5/13/2020  n=  36 now=    7866 end=       9417      1342      8863 U=    39.87 T=  138.6 p1=  19.7 p2=    83.5 ed=   232 9/10/2020   x1=  76. x2= 112. y1=  1.57 y2=   .67     
GP: Confirmed Guatemala 5/13/2020       112    7866     9417    1342     8863     4   232 9/10/2020 
AAA2     1 Guatemala Confirmed cc1=  .996840 cc2=  .830173 lx=  9.24030 if=  77 il= 112 5/13/2020  n=  35 now=    7866 end=      10304      1342      8863 U=    41.12 T=  141.3 p1=  31.0 p2=    76.3 ed=   238 9/16/2020   x1=  77. x2= 112. y1=  1.56 y2=   .71     
GP: Confirmed Guatemala 5/13/2020       112    7866    10304    1342     8863     4   238 9/16/2020 
AAA2     1 Guatemala Confirmed cc1=  .996638 cc2=  .827607 lx=  9.36030 if=  78 il= 112 5/13/2020  n=  34 now=    7866 end=      11617      1342      8863 U=    42.47 T=  144.7 p1=  47.7 p2=    67.7 ed=   244 9/22/2020   x1=  78. x2= 112. y1=  1.57 y2=   .77     
GP: Confirmed Guatemala 5/13/2020       112    7866    11617    1342     8863     4   244 9/22/2020 
AAA2     1 Guatemala Confirmed cc1=  .996535 cc2=  .825036 lx=  9.61030 if=  79 il= 112 5/13/2020  n=  33 now=    7866 end=      14917      1342      8863 U=    48.23 T=  154.4 p1=  89.6 p2=    52.7 ed=   268 10/16/2020  x1=  79. x2= 112. y1=  1.56 y2=   .88     
GP: Confirmed Guatemala 5/13/2020       112    7866    14917    1342     8863     4   268 10/16/2020
AAA2     1 Guatemala Confirmed cc1=  .996268 cc2=  .822190 lx=  9.50030 if=  80 il= 112 5/13/2020  n=  32 now=    7866 end=      13363      1342      8863 U=    46.41 T=  150.6 p1=  69.9 p2=    58.9 ed=   260 10/8/2020   x1=  80. x2= 112. y1=  1.52 y2=   .83     
GP: Confirmed Guatemala 5/13/2020       112    7866    13363    1342     8863     4   260 10/8/2020 
AAA2     1 Guatemala Confirmed cc1=  .995968 cc2=  .819191 lx=  9.39030 if=  81 il= 112 5/13/2020  n=  31 now=    7866 end=      11971      1342      8863 U=    45.17 T=  147.4 p1=  52.2 p2=    65.7 ed=   253 10/1/2020   x1=  81. x2= 112. y1=  1.47 y2=   .78     
GP: Confirmed Guatemala 5/13/2020       112    7866    11971    1342     8863     4   253 10/1/2020 
AAA2     1 Guatemala Confirmed cc1=  .995777 cc2=  .816172 lx=  9.24030 if=  82 il= 112 5/13/2020  n=  30 now=    7866 end=      10304      1342      8863 U=    41.63 T=  141.6 p1=  31.0 p2=    76.3 ed=   239 9/17/2020   x1=  82. x2= 112. y1=  1.43 y2=   .71     
GP: Confirmed Guatemala 5/13/2020       112    7866    10304    1342     8863     4   239 9/17/2020 
AAA2     1 Guatemala Confirmed cc1=  .995349 cc2=  .812775 lx=  9.20030 if=  83 il= 112 5/13/2020  n=  29 now=    7866 end=       9900      1342      8863 U=    40.60 T=  140.1 p1=  25.9 p2=    79.5 ed=   235 9/13/2020   x1=  83. x2= 112. y1=  1.41 y2=   .69     
GP: Confirmed Guatemala 5/13/2020       112    7866     9900    1342     8863     4   235 9/13/2020 
AAA2     1 Guatemala Confirmed cc1=  .994851 cc2=  .809155 lx=  9.21030 if=  84 il= 112 5/13/2020  n=  28 now=    7866 end=       9999      1342      8863 U=    40.39 T=  140.2 p1=  27.1 p2=    78.7 ed=   235 9/13/2020   x1=  84. x2= 112. y1=  1.39 y2=   .70     
GP: Confirmed Guatemala 5/13/2020       112    7866     9999    1342     8863     4   235 9/13/2020 
AAA2     1 Guatemala Confirmed cc1=  .994300 cc2=  .805318 lx=  9.27030 if=  85 il= 112 5/13/2020  n=  27 now=    7866 end=      10617      1342      8863 U=    41.06 T=  141.8 p1=  35.0 p2=    74.1 ed=   238 9/16/2020   x1=  85. x2= 112. y1=  1.38 y2=   .73     
GP: Confirmed Guatemala 5/13/2020       112    7866    10617    1342     8863     4   238 9/16/2020 
AAA2     1 Guatemala Confirmed cc1=  .993704 cc2=  .801254 lx=  9.38030 if=  86 il= 112 5/13/2020  n=  26 now=    7866 end=      11852      1342      8863 U=    42.53 T=  145.1 p1=  50.7 p2=    66.4 ed=   245 9/23/2020   x1=  86. x2= 112. y1=  1.39 y2=   .78     
GP: Confirmed Guatemala 5/13/2020       112    7866    11852    1342     8863     4   245 9/23/2020 
AAA2     1 Guatemala Confirmed cc1=  .993073 cc2=  .796956 lx=  9.57030 if=  87 il= 112 5/13/2020  n=  25 now=    7866 end=      14332      1342      8863 U=    45.34 T=  151.1 p1=  82.2 p2=    54.9 ed=   258 10/6/2020   x1=  87. x2= 112. y1=  1.41 y2=   .86     
GP: Confirmed Guatemala 5/13/2020       112    7866    14332    1342     8863     4   258 10/6/2020 
AAA2     1 Guatemala Confirmed cc1=  .992387 cc2=  .792387 lx=  9.83030 if=  88 il= 112 5/13/2020  n=  24 now=    7866 end=      18588      1342      8863 U=    49.19 T=  159.5 p1= 136.3 p2=    42.3 ed=   275 10/23/2020  x1=  88. x2= 112. y1=  1.45 y2=   .97     
GP: Confirmed Guatemala 5/13/2020       112    7866    18588    1342     8863     4   275 10/23/2020
AAA2     1 Guatemala Confirmed cc1=  .991681 cc2=  .787557 lx= 10.27030 if=  89 il= 112 5/13/2020  n=  23 now=    7866 end=      28862      1342      8863 U=    56.69 T=  175.6 p1= 266.9 p2=    27.3 ed=   309 11/26/2020  x1=  89. x2= 112. y1=  1.53 y2=  1.12     
GP: Confirmed Guatemala 5/13/2020       112    7866    -        1342     8863     4   309 11/26/2020
AAA2     1 Guatemala Confirmed cc1=  .990535 cc2=  .766928 lx= 10.97030 if=  93 il= 112 5/13/2020  n=  19 now=    7866 end=      58122      1342      8863 U=    71.99 T=  207.5 p1= 638.9 p2=    13.5 ed=   377 2/2/2021    x1=  93. x2= 112. y1=  1.59 y2=  1.33     
GP: Confirmed Guatemala 5/13/2020       112    7866    -        1342     8863     4   377 2/2/2021  
AAA2     1 Guatemala Confirmed cc1=  .989172 cc2=  .759757 lx= 10.97030 if=  94 il= 112 5/13/2020  n=  18 now=    7866 end=      58122      1342      8863 U=    73.68 T=  209.7 p1= 638.9 p2=    13.5 ed=   383 2/8/2021    x1=  94. x2= 112. y1=  1.57 y2=  1.33     
GP: Confirmed Guatemala 5/13/2020       112    7866    -        1342     8863     4   383 2/8/2021  
AAA2     1 Guatemala Confirmed cc1=  .988667 cc2=  .752964 lx= 10.97030 if=  95 il= 112 5/13/2020  n=  17 now=    7866 end=      58122      1342      8863 U=    73.06 T=  208.9 p1= 638.9 p2=    13.5 ed=   381 2/6/2021    x1=  95. x2= 112. y1=  1.56 y2=  1.33     
GP: Confirmed Guatemala 5/13/2020       112    7866    -        1342     8863     4   381 2/6/2021  
AAA2     1 Guatemala Confirmed cc1=  .988512 cc2=  .745977 lx= 10.97030 if=  96 il= 112 5/13/2020  n=  16 now=    7866 end=      58122      1342      8863 U=    72.61 T=  208.3 p1= 638.9 p2=    13.5 ed=   379 2/4/2021    x1=  96. x2= 112. y1=  1.55 y2=  1.33     
GP: Confirmed Guatemala 5/13/2020       112    7866    -        1342     8863     4   379 2/4/2021  
AAA2     1 Guatemala Confirmed cc1=  .989235 cc2=  .739235 lx= 10.97030 if=  97 il= 112 5/13/2020  n=  15 now=    7866 end=      58122      1342      8863 U=    68.07 T=  202.3 p1= 638.9 p2=    13.5 ed=   362 1/18/2021   x1=  97. x2= 112. y1=  1.55 y2=  1.33     
GP: Confirmed Guatemala 5/13/2020       112    7866    -        1342     8863     4   362 1/18/2021 
AAA2     1 Guatemala Confirmed cc1=  .983593 cc2=  .694918 lx= 10.97030 if= 101 il= 112 5/13/2020  n=  11 now=    7866 end=      58122      1342      8863 U=    67.39 T=  201.4 p1= 638.9 p2=    13.5 ed=   360 1/16/2021   x1= 101. x2= 112. y1=  1.49 y2=  1.33     
GP: Confirmed Guatemala 5/13/2020       112    7866    -        1342     8863     4   360 1/16/2021 
AAA2     1 Guatemala Confirmed cc1=  .987879 cc2=  .686368 lx= 10.97030 if= 102 il= 112 5/13/2020  n=  10 now=    7866 end=      58122      1342      8863 U=    63.15 T=  195.8 p1= 638.9 p2=    13.5 ed=   344 12/31/2020  x1= 102. x2= 112. y1=  1.48 y2=  1.33     
GP: Confirmed Guatemala 5/13/2020       112    7866    -        1342     8863     4   344 12/31/2020
AAA2     1 Guatemala Confirmed cc1=  .992666 cc2=  .659333 lx= 10.97030 if= 104 il= 112 5/13/2020  n=   8 now=    7866 end=      58122      1342      8863 U=    57.30 T=  188.0 p1= 638.9 p2=    13.5 ed=   323 12/10/2020  x1= 104. x2= 112. y1=  1.47 y2=  1.33     
GP: Confirmed Guatemala 5/13/2020       112    7866    -        1342     8863     4   323 12/10/2020
AAA2     1 Guatemala Confirmed cc1=  .994953 cc2=  .641400 lx= 10.97030 if= 105 il= 112 5/13/2020  n=   7 now=    7866 end=      58122      1342      8863 U=    54.17 T=  183.9 p1= 638.9 p2=    13.5 ed=   311 11/28/2020  x1= 105. x2= 112. y1=  1.46 y2=  1.33     
GP: Confirmed Guatemala 5/13/2020       112    7866    -        1342     8863     4   311 11/28/2020
AAA2     1 Guatemala Confirmed cc1=  .996393 cc2=  .618428 lx= 10.97030 if= 106 il= 112 5/13/2020  n=   6 now=    7866 end=      58122      1342      8863 U=    50.23 T=  178.6 p1= 638.9 p2=    13.5 ed=   297 11/14/2020  x1= 106. x2= 112. y1=  1.45 y2=  1.33     
GP: Confirmed Guatemala 5/13/2020       112    7866    -        1342     8863     4   297 11/14/2020
AAA2     1 Guatemala Confirmed cc1=  .994689 cc2=  .586440 lx= 10.97030 if= 107 il= 112 5/13/2020  n=   5 now=    7866 end=      58122      1342      8863 U=    49.62 T=  177.8 p1= 638.9 p2=    13.5 ed=   294 11/11/2020  x1= 107. x2= 112. y1=  1.43 y2=  1.33     
GP: Confirmed Guatemala 5/13/2020       112    7866    -        1342     8863     4   294 11/11/2020
AAA2     1 Guatemala Confirmed cc1=  .995053 cc2=  .868053 lx=  9.07030 if=  52 il= 113 5/14/2020  n=  61 now=    7866 end=       8693      1518     14675 U=    37.01 T=  133.6 p1=  10.5 p2=    90.5 ed=   220 8/29/2020   x1=  52. x2= 113. y1=  2.21 y2=   .56     
GP: Confirmed Guatemala 5/14/2020       113    7866     8693    1518    14675     2   220 8/29/2020 
AAA2     1 Guatemala Confirmed cc1=  .995508 cc2=  .867472 lx=  9.27030 if=  53 il= 113 5/14/2020  n=  60 now=    7866 end=      10617      1518     14675 U=    38.43 T=  138.6 p1=  35.0 p2=    74.1 ed=   229 9/7/2020    x1=  53. x2= 113. y1=  2.23 y2=   .67     
GP: Confirmed Guatemala 5/14/2020       113    7866    10617    1518    14675     2   229 9/7/2020  
AAA2     1 Guatemala Confirmed cc1=  .996841 cc2=  .867742 lx=  9.76030 if=  54 il= 113 5/14/2020  n=  59 now=    7866 end=      17331      1518     14675 U=    44.88 T=  152.9 p1= 120.3 p2=    45.4 ed=   258 10/6/2020   x1=  54. x2= 113. y1=  2.20 y2=   .89     
GP: Confirmed Guatemala 5/14/2020       113    7866    17331    1518    14675     2   258 10/6/2020 
AAA2     1 Guatemala Confirmed cc1=  .997907 cc2=  .867718 lx= 10.42030 if=  55 il= 113 5/14/2020  n=  58 now=    7866 end=      33533      1518     14675 U=    56.57 T=  176.9 p1= 326.3 p2=    23.5 ed=   310 11/27/2020  x1=  55. x2= 113. y1=  2.16 y2=  1.13     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   310 11/27/2020
AAA2     1 Guatemala Confirmed cc1=  .997853 cc2=  .866546 lx= 10.55030 if=  56 il= 113 5/14/2020  n=  57 now=    7866 end=      38189      1518     14675 U=    57.05 T=  179.8 p1= 385.5 p2=    20.6 ed=   314 12/1/2020   x1=  56. x2= 113. y1=  2.17 y2=  1.17     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   314 12/1/2020 
AAA2     1 Guatemala Confirmed cc1=  .997979 cc2=  .865525 lx= 10.92030 if=  57 il= 113 5/14/2020  n=  56 now=    7866 end=      55287      1518     14675 U=    63.18 T=  193.8 p1= 602.9 p2=    14.2 ed=   342 12/29/2020  x1=  57. x2= 113. y1=  2.17 y2=  1.28     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   342 12/29/2020
AAA2     1 Guatemala Confirmed cc1=  .997909 cc2=  .864278 lx= 10.97030 if=  58 il= 113 5/14/2020  n=  55 now=    7866 end=      58122      1518     14675 U=    65.09 T=  197.2 p1= 638.9 p2=    13.5 ed=   350 1/6/2021    x1=  58. x2= 113. y1=  2.14 y2=  1.29     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   350 1/6/2021  
AAA2     1 Guatemala Confirmed cc1=  .997793 cc2=  .862953 lx= 10.97030 if=  59 il= 113 5/14/2020  n=  54 now=    7866 end=      58122      1518     14675 U=    67.25 T=  200.0 p1= 638.9 p2=    13.5 ed=   358 1/14/2021   x1=  59. x2= 113. y1=  2.10 y2=  1.29     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   358 1/14/2021 
AAA2     1 Guatemala Confirmed cc1=  .997819 cc2=  .861736 lx= 10.85030 if=  60 il= 113 5/14/2020  n=  53 now=    7866 end=      51549      1518     14675 U=    65.62 T=  195.7 p1= 555.3 p2=    15.3 ed=   350 1/6/2021    x1=  60. x2= 113. y1=  2.07 y2=  1.26     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   350 1/6/2021  
AAA2     1 Guatemala Confirmed cc1=  .997878 cc2=  .860517 lx= 10.62030 if=  61 il= 113 5/14/2020  n=  52 now=    7866 end=      40958      1518     14675 U=    61.98 T=  186.9 p1= 420.7 p2=    19.2 ed=   333 12/20/2020  x1=  61. x2= 113. y1=  2.03 y2=  1.19     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   333 12/20/2020
AAA2     1 Guatemala Confirmed cc1=  .997891 cc2=  .859216 lx= 10.44030 if=  62 il= 113 5/14/2020  n=  51 now=    7866 end=      34211      1518     14675 U=    58.98 T=  180.0 p1= 334.9 p2=    23.0 ed=   319 12/6/2020   x1=  62. x2= 113. y1=  2.00 y2=  1.14     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   319 12/6/2020 
AAA2     1 Guatemala Confirmed cc1=  .997853 cc2=  .857825 lx= 10.30030 if=  63 il= 113 5/14/2020  n=  50 now=    7866 end=      29741      1518     14675 U=    57.28 T=  175.5 p1= 278.1 p2=    26.4 ed=   310 11/27/2020  x1=  63. x2= 113. y1=  1.96 y2=  1.09     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   310 11/27/2020
AAA2     1 Guatemala Confirmed cc1=  .997856 cc2=  .856435 lx= 10.14030 if=  64 il= 113 5/14/2020  n=  49 now=    7866 end=      25344      1518     14675 U=    54.47 T=  169.4 p1= 222.2 p2=    31.0 ed=   297 11/14/2020  x1=  64. x2= 113. y1=  1.93 y2=  1.04     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   297 11/14/2020
AAA2     1 Guatemala Confirmed cc1=  .997795 cc2=  .854938 lx= 10.03030 if=  65 il= 113 5/14/2020  n=  48 now=    7866 end=      22704      1518     14675 U=    52.94 T=  165.7 p1= 188.6 p2=    34.6 ed=   290 11/7/2020   x1=  65. x2= 113. y1=  1.90 y2=  1.00     
GP: Confirmed Guatemala 5/14/2020       113    7866    22704    1518    14675     2   290 11/7/2020 
AAA2     1 Guatemala Confirmed cc1=  .997741 cc2=  .853403 lx=  9.92030 if=  66 il= 113 5/14/2020  n=  47 now=    7866 end=      20339      1518     14675 U=    52.12 T=  162.7 p1= 158.6 p2=    38.7 ed=   285 11/2/2020   x1=  66. x2= 113. y1=  1.86 y2=   .95     
GP: Confirmed Guatemala 5/14/2020       113    7866    20339    1518    14675     2   285 11/2/2020 
AAA2     1 Guatemala Confirmed cc1=  .997836 cc2=  .851971 lx=  9.77030 if=  67 il= 113 5/14/2020  n=  46 now=    7866 end=      17506      1518     14675 U=    49.07 T=  156.9 p1= 122.6 p2=    44.9 ed=   272 10/20/2020  x1=  67. x2= 113. y1=  1.83 y2=   .89     
GP: Confirmed Guatemala 5/14/2020       113    7866    17506    1518    14675     2   272 10/20/2020
AAA2     1 Guatemala Confirmed cc1=  .997789 cc2=  .850347 lx=  9.67030 if=  68 il= 113 5/14/2020  n=  45 now=    7866 end=      15840      1518     14675 U=    47.18 T=  153.2 p1= 101.4 p2=    49.7 ed=   264 10/12/2020  x1=  68. x2= 113. y1=  1.81 y2=   .85     
GP: Confirmed Guatemala 5/14/2020       113    7866    15840    1518    14675     2   264 10/12/2020
AAA1     1 Guatemala Confirmed cc1=  .997687 cc2=  .848615 lx=  9.60030 if=  69 il= 113 5/14/2020  n=  44 now=    7866 end=      14769      1518     14675 U=    45.67 T=  150.5 p1=  87.8 p2=    53.3 ed=   258 10/6/2020   x1=  69. x2= 113. y1=  1.79 y2=   .82 BEST
AAA2     1 Guatemala Confirmed cc1=  .997687 cc2=  .848615 lx=  9.60430 if=  69 il= 113 5/14/2020  n=  44 now=    7866 end=      14769      1518     14675 U=    45.67 T=  150.5 p1=  87.8 p2=    53.3 ed=   258 10/6/2020   x1=  69. x2= 113. y1=  1.79 y2=   .82 BEST
GP: Confirmed Guatemala 5/14/2020       113    7866    14769    1518    14675     2   258 10/6/2020 
AAA2     1 Guatemala Confirmed cc1=  .997535 cc2=  .846780 lx=  9.57030 if=  70 il= 113 5/14/2020  n=  43 now=    7866 end=      14332      1518     14675 U=    44.45 T=  149.0 p1=  82.2 p2=    54.9 ed=   253 10/1/2020   x1=  70. x2= 113. y1=  1.78 y2=   .81     
GP: Confirmed Guatemala 5/14/2020       113    7866    14332    1518    14675     2   253 10/1/2020 
AAA2     1 Guatemala Confirmed cc1=  .997372 cc2=  .844873 lx=  9.61030 if=  71 il= 113 5/14/2020  n=  42 now=    7866 end=      14917      1518     14675 U=    45.43 T=  150.5 p1=  89.6 p2=    52.7 ed=   257 10/5/2020   x1=  71. x2= 113. y1=  1.75 y2=   .83     
GP: Confirmed Guatemala 5/14/2020       113    7866    14917    1518    14675     2   257 10/5/2020 
AAA1     1 Guatemala Confirmed cc1=  .997180 cc2=  .842877 lx=  9.60030 if=  72 il= 113 5/14/2020  n=  41 now=    7866 end=      14769      1518     14675 U=    44.74 T=  149.8 p1=  87.8 p2=    53.3 ed=   255 10/3/2020   x1=  72. x2= 113. y1=  1.74 y2=   .82 BEST
AAA2     1 Guatemala Confirmed cc1=  .997180 cc2=  .842877 lx=  9.60330 if=  72 il= 113 5/14/2020  n=  41 now=    7866 end=      14769      1518     14675 U=    44.74 T=  149.8 p1=  87.8 p2=    53.3 ed=   255 10/3/2020   x1=  72. x2= 113. y1=  1.74 y2=   .82 BEST
GP: Confirmed Guatemala 5/14/2020       113    7866    14769    1518    14675     2   255 10/3/2020 
AAA2     1 Guatemala Confirmed cc1=  .996984 cc2=  .840810 lx=  9.65030 if=  73 il= 113 5/14/2020  n=  40 now=    7866 end=      15526      1518     14675 U=    46.08 T=  151.9 p1=  97.4 p2=    50.7 ed=   260 10/8/2020   x1=  73. x2= 113. y1=  1.71 y2=   .84     
GP: Confirmed Guatemala 5/14/2020       113    7866    15526    1518    14675     2   260 10/8/2020 
AAA2     1 Guatemala Confirmed cc1=  .996758 cc2=  .838644 lx=  9.62030 if=  74 il= 113 5/14/2020  n=  39 now=    7866 end=      15067      1518     14675 U=    44.54 T=  150.0 p1=  91.5 p2=    52.2 ed=   255 10/3/2020   x1=  74. x2= 113. y1=  1.71 y2=   .83     
GP: Confirmed Guatemala 5/14/2020       113    7866    15067    1518    14675     2   255 10/3/2020 
AAA2     1 Guatemala Confirmed cc1=  .996563 cc2=  .836435 lx=  9.72030 if=  75 il= 113 5/14/2020  n=  38 now=    7866 end=      16652      1518     14675 U=    46.00 T=  153.2 p1= 111.7 p2=    47.2 ed=   261 10/9/2020   x1=  75. x2= 113. y1=  1.70 y2=   .87     
GP: Confirmed Guatemala 5/14/2020       113    7866    16652    1518    14675     2   261 10/9/2020 
AAA2     1 Guatemala Confirmed cc1=  .996338 cc2=  .834116 lx=  9.82030 if=  76 il= 113 5/14/2020  n=  37 now=    7866 end=      18403      1518     14675 U=    47.07 T=  156.0 p1= 134.0 p2=    42.7 ed=   267 10/15/2020  x1=  76. x2= 113. y1=  1.70 y2=   .91     
GP: Confirmed Guatemala 5/14/2020       113    7866    18403    1518    14675     2   267 10/15/2020
AAA2     1 Guatemala Confirmed cc1=  .996150 cc2=  .831751 lx= 10.00030 if=  77 il= 113 5/14/2020  n=  36 now=    7866 end=      22033      1518     14675 U=    49.52 T=  161.7 p1= 180.1 p2=    35.7 ed=   278 10/26/2020  x1=  77. x2= 113. y1=  1.71 y2=   .98     
GP: Confirmed Guatemala 5/14/2020       113    7866    22033    1518    14675     2   278 10/26/2020
AAA2     1 Guatemala Confirmed cc1=  .995965 cc2=  .829298 lx= 10.23030 if=  78 il= 113 5/14/2020  n=  35 now=    7866 end=      27730      1518     14675 U=    52.25 T=  168.7 p1= 252.5 p2=    28.4 ed=   292 11/9/2020   x1=  78. x2= 113. y1=  1.74 y2=  1.07     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   292 11/9/2020 
AAA2     1 Guatemala Confirmed cc1=  .995928 cc2=  .826897 lx= 10.71030 if=  79 il= 113 5/14/2020  n=  34 now=    7866 end=      44815      1518     14675 U=    61.69 T=  188.2 p1= 469.7 p2=    17.6 ed=   333 12/20/2020  x1=  79. x2= 113. y1=  1.77 y2=  1.22     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   333 12/20/2020
AAA2     1 Guatemala Confirmed cc1=  .995575 cc2=  .824076 lx= 10.61030 if=  80 il= 113 5/14/2020  n=  33 now=    7866 end=      40550      1518     14675 U=    60.07 T=  184.4 p1= 415.5 p2=    19.4 ed=   326 12/13/2020  x1=  80. x2= 113. y1=  1.74 y2=  1.19     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   326 12/13/2020
AAA2     1 Guatemala Confirmed cc1=  .995178 cc2=  .821100 lx= 10.52030 if=  81 il= 113 5/14/2020  n=  32 now=    7866 end=      37060      1518     14675 U=    59.38 T=  182.0 p1= 371.1 p2=    21.2 ed=   322 12/9/2020   x1=  81. x2= 113. y1=  1.70 y2=  1.16     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   322 12/9/2020 
AAA2     1 Guatemala Confirmed cc1=  .994834 cc2=  .818057 lx= 10.32030 if=  82 il= 113 5/14/2020  n=  31 now=    7866 end=      30342      1518     14675 U=    54.86 T=  173.2 p1= 285.7 p2=    25.9 ed=   302 11/19/2020  x1=  82. x2= 113. y1=  1.66 y2=  1.10     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   302 11/19/2020
AAA2     1 Guatemala Confirmed cc1=  .994316 cc2=  .814711 lx= 10.33030 if=  83 il= 113 5/14/2020  n=  30 now=    7866 end=      30647      1518     14675 U=    54.48 T=  172.9 p1= 289.6 p2=    25.7 ed=   301 11/18/2020  x1=  83. x2= 113. y1=  1.65 y2=  1.10     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   301 11/18/2020
AAA2     1 Guatemala Confirmed cc1=  .993747 cc2=  .811173 lx= 10.42030 if=  84 il= 113 5/14/2020  n=  29 now=    7866 end=      33533      1518     14675 U=    55.34 T=  175.5 p1= 326.3 p2=    23.5 ed=   306 11/23/2020  x1=  84. x2= 113. y1=  1.65 y2=  1.13     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   306 11/23/2020
AAA2     1 Guatemala Confirmed cc1=  .993151 cc2=  .807455 lx= 10.63030 if=  85 il= 113 5/14/2020  n=  28 now=    7866 end=      41369      1518     14675 U=    58.09 T=  182.4 p1= 425.9 p2=    19.0 ed=   319 12/6/2020   x1=  85. x2= 113. y1=  1.68 y2=  1.20     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   319 12/6/2020 
AAA2     1 Guatemala Confirmed cc1=  .992528 cc2=  .803546 lx= 10.97030 if=  86 il= 113 5/14/2020  n=  27 now=    7866 end=      58122      1518     14675 U=    62.77 T=  194.2 p1= 638.9 p2=    13.5 ed=   342 12/29/2020  x1=  86. x2= 113. y1=  1.72 y2=  1.29     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   342 12/29/2020
AAA2     1 Guatemala Confirmed cc1=  .991862 cc2=  .799412 lx= 10.97030 if=  87 il= 113 5/14/2020  n=  26 now=    7866 end=      58122      1518     14675 U=    62.91 T=  194.4 p1= 638.9 p2=    13.5 ed=   342 12/29/2020  x1=  87. x2= 113. y1=  1.71 y2=  1.29     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   342 12/29/2020
AAA2     1 Guatemala Confirmed cc1=  .991081 cc2=  .794964 lx= 10.97030 if=  88 il= 113 5/14/2020  n=  25 now=    7866 end=      58122      1518     14675 U=    62.98 T=  194.5 p1= 638.9 p2=    13.5 ed=   343 12/30/2020  x1=  88. x2= 113. y1=  1.69 y2=  1.29     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   343 12/30/2020
AAA2     1 Guatemala Confirmed cc1=  .990173 cc2=  .790173 lx= 10.97030 if=  89 il= 113 5/14/2020  n=  24 now=    7866 end=      58122      1518     14675 U=    63.99 T=  195.8 p1= 638.9 p2=    13.5 ed=   346 1/2/2021    x1=  89. x2= 113. y1=  1.67 y2=  1.29     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   346 1/2/2021  
AAA2     1 Guatemala Confirmed cc1=  .985824 cc2=  .767606 lx= 10.97030 if=  93 il= 113 5/14/2020  n=  20 now=    7866 end=      58122      1518     14675 U=    67.30 T=  200.0 p1= 638.9 p2=    13.5 ed=   358 1/14/2021   x1=  93. x2= 113. y1=  1.59 y2=  1.29     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   358 1/14/2021 
AAA2     1 Guatemala Confirmed cc1=  .984196 cc2=  .760589 lx= 10.97030 if=  94 il= 113 5/14/2020  n=  19 now=    7866 end=      58122      1518     14675 U=    68.46 T=  201.5 p1= 638.9 p2=    13.5 ed=   363 1/19/2021   x1=  94. x2= 113. y1=  1.57 y2=  1.29     
GP: Confirmed Guatemala 5/14/2020       113    7866    -        1518    14675     2   363 1/19/2021 
