TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4361.00000        8.38046
TAB:  US_Delaware_Sussex Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .992797 cc2=  .725536 lx=  8.94046 if=  99 il= 112 5/13/2020  n=  13 now=    4361 end=       7634      3336      4752 U=    32.38 T=  105.9 p1=  75.1 p2=    57.1 ed=   182 7/22/2020   x1=  99. x2= 112. y1=   .21 y2=  -.19     
GP: Confirmed US_Delaware_Sussex 5/13/2020       112    4361     7634    3336     4752     8   182 7/22/2020 
AAA1     1 US_Delaware_Sussex Confirmed cc1=  .987647 cc2=  .686136 lx=  8.45046 if= 102 il= 112 5/13/2020  n=  10 now=    4361 end=       4677      3336      4752 U=    15.58 T=   95.1 p1=   7.2 p2=    93.2 ed=   131 6/1/2020    x1= 102. x2= 112. y1=  -.44 y2= -1.08 BEST
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .987648 cc2=  .686136 lx=  8.45346 if= 102 il= 112 5/13/2020  n=  10 now=    4361 end=       4677      3336      4752 U=    15.58 T=   95.1 p1=   7.2 p2=    93.2 ed=   131 6/1/2020    x1= 102. x2= 112. y1=  -.44 y2= -1.08 BEST
GP: Confirmed US_Delaware_Sussex 5/13/2020       112    4361     4677    3336     4752     8   131 6/1/2020  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998148 cc2=  .867959 lx=  8.75046 if=  55 il= 113 5/14/2020  n=  58 now=    4361 end=       6313      3503      4752 U=    21.50 T=  101.6 p1=  44.8 p2=    69.1 ed=   152 6/22/2020   x1=  55. x2= 113. y1=  2.17 y2=  -.53     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     6313    3503     4752     6   152 6/22/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998093 cc2=  .866786 lx=  8.76046 if=  56 il= 113 5/14/2020  n=  57 now=    4361 end=       6377      3503      4752 U=    21.25 T=  102.1 p1=  46.2 p2=    68.4 ed=   152 6/22/2020   x1=  56. x2= 113. y1=  2.17 y2=  -.51     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     6377    3503     4752     6   152 6/22/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998188 cc2=  .865735 lx=  8.80046 if=  57 il= 113 5/14/2020  n=  56 now=    4361 end=       6637      3503      4752 U=    22.50 T=  102.9 p1=  52.2 p2=    65.7 ed=   156 6/26/2020   x1=  57. x2= 113. y1=  2.04 y2=  -.45     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     6637    3503     4752     6   156 6/26/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998107 cc2=  .864477 lx=  8.81046 if=  58 il= 113 5/14/2020  n=  55 now=    4361 end=       6703      3503      4752 U=    23.32 T=  102.9 p1=  53.7 p2=    65.1 ed=   157 6/27/2020   x1=  58. x2= 113. y1=  1.93 y2=  -.43     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     6703    3503     4752     6   157 6/27/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998033 cc2=  .863193 lx=  8.80046 if=  59 il= 113 5/14/2020  n=  54 now=    4361 end=       6637      3503      4752 U=    22.95 T=  102.7 p1=  52.2 p2=    65.7 ed=   156 6/26/2020   x1=  59. x2= 113. y1=  1.91 y2=  -.45     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     6637    3503     4752     6   156 6/26/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997930 cc2=  .861847 lx=  8.79046 if=  60 il= 113 5/14/2020  n=  53 now=    4361 end=       6571      3503      4752 U=    22.99 T=  102.3 p1=  50.7 p2=    66.4 ed=   156 6/26/2020   x1=  60. x2= 113. y1=  1.84 y2=  -.46     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     6571    3503     4752     6   156 6/26/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997849 cc2=  .860488 lx=  8.78046 if=  61 il= 113 5/14/2020  n=  52 now=    4361 end=       6505      3503      4752 U=    23.08 T=  101.9 p1=  49.2 p2=    67.0 ed=   156 6/26/2020   x1=  61. x2= 113. y1=  1.77 y2=  -.48     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     6505    3503     4752     6   156 6/26/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997835 cc2=  .859160 lx=  8.75046 if=  62 il= 113 5/14/2020  n=  51 now=    4361 end=       6313      3503      4752 U=    22.62 T=  101.0 p1=  44.8 p2=    69.1 ed=   154 6/24/2020   x1=  62. x2= 113. y1=  1.73 y2=  -.53     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     6313    3503     4752     6   154 6/24/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997847 cc2=  .857819 lx=  8.73046 if=  63 il= 113 5/14/2020  n=  50 now=    4361 end=       6188      3503      4752 U=    22.09 T=  100.5 p1=  41.9 p2=    70.5 ed=   152 6/22/2020   x1=  63. x2= 113. y1=  1.70 y2=  -.56     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     6188    3503     4752     6   152 6/22/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997818 cc2=  .856396 lx=  8.71046 if=  64 il= 113 5/14/2020  n=  49 now=    4361 end=       6066      3503      4752 U=    21.41 T=  100.2 p1=  39.1 p2=    71.9 ed=   150 6/20/2020   x1=  64. x2= 113. y1=  1.69 y2=  -.60     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     6066    3503     4752     6   150 6/20/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997711 cc2=  .854854 lx=  8.70046 if=  65 il= 113 5/14/2020  n=  48 now=    4361 end=       6005      3503      4752 U=    21.38 T=   99.8 p1=  37.7 p2=    72.6 ed=   150 6/20/2020   x1=  65. x2= 113. y1=  1.63 y2=  -.62     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     6005    3503     4752     6   150 6/20/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997637 cc2=  .853300 lx=  8.68046 if=  66 il= 113 5/14/2020  n=  47 now=    4361 end=       5886      3503      4752 U=    21.54 T=   98.9 p1=  35.0 p2=    74.1 ed=   149 6/19/2020   x1=  66. x2= 113. y1=  1.53 y2=  -.66     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     5886    3503     4752     6   149 6/19/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997809 cc2=  .851944 lx=  8.65046 if=  67 il= 113 5/14/2020  n=  46 now=    4361 end=       5712      3503      4752 U=    20.81 T=   98.1 p1=  31.0 p2=    76.3 ed=   147 6/17/2020   x1=  67. x2= 113. y1=  1.50 y2=  -.72     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     5712    3503     4752     6   147 6/17/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997947 cc2=  .850505 lx=  8.62046 if=  68 il= 113 5/14/2020  n=  45 now=    4361 end=       5543      3503      4752 U=    20.27 T=   97.2 p1=  27.1 p2=    78.7 ed=   145 6/15/2020   x1=  68. x2= 113. y1=  1.44 y2=  -.78     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     5543    3503     4752     6   145 6/15/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998172 cc2=  .849101 lx=  8.60046 if=  69 il= 113 5/14/2020  n=  44 now=    4361 end=       5434      3503      4752 U=    19.65 T=   96.8 p1=  24.6 p2=    80.3 ed=   143 6/13/2020   x1=  69. x2= 113. y1=  1.42 y2=  -.82     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     5434    3503     4752     6   143 6/13/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998326 cc2=  .847570 lx=  8.57046 if=  70 il= 113 5/14/2020  n=  43 now=    4361 end=       5273      3503      4752 U=    18.95 T=   96.1 p1=  20.9 p2=    82.7 ed=   140 6/10/2020   x1=  70. x2= 113. y1=  1.38 y2=  -.89     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     5273    3503     4752     6   140 6/10/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998475 cc2=  .845976 lx=  8.55046 if=  71 il= 113 5/14/2020  n=  42 now=    4361 end=       5169      3503      4752 U=    18.23 T=   95.8 p1=  18.5 p2=    84.4 ed=   138 6/8/2020    x1=  71. x2= 113. y1=  1.36 y2=  -.94     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     5169    3503     4752     6   138 6/8/2020  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998496 cc2=  .844193 lx=  8.54046 if=  72 il= 113 5/14/2020  n=  41 now=    4361 end=       5117      3503      4752 U=    17.83 T=   95.7 p1=  17.3 p2=    85.2 ed=   137 6/7/2020    x1=  72. x2= 113. y1=  1.33 y2=  -.97     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     5117    3503     4752     6   137 6/7/2020  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998462 cc2=  .842288 lx=  8.53046 if=  73 il= 113 5/14/2020  n=  40 now=    4361 end=       5066      3503      4752 U=    17.35 T=   95.7 p1=  16.2 p2=    86.1 ed=   136 6/6/2020    x1=  73. x2= 113. y1=  1.31 y2= -1.00     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     5066    3503     4752     6   136 6/6/2020  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998355 cc2=  .840241 lx=  8.52046 if=  74 il= 113 5/14/2020  n=  39 now=    4361 end=       5016      3503      4752 U=    17.12 T=   95.5 p1=  15.0 p2=    86.9 ed=   135 6/5/2020    x1=  74. x2= 113. y1=  1.25 y2= -1.02     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     5016    3503     4752     6   135 6/5/2020  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998237 cc2=  .838109 lx=  8.52046 if=  75 il= 113 5/14/2020  n=  38 now=    4361 end=       5016      3503      4752 U=    16.79 T=   95.8 p1=  15.0 p2=    86.9 ed=   135 6/5/2020    x1=  75. x2= 113. y1=  1.24 y2= -1.02     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     5016    3503     4752     6   135 6/5/2020  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998112 cc2=  .835890 lx=  8.53046 if=  76 il= 113 5/14/2020  n=  37 now=    4361 end=       5066      3503      4752 U=    17.17 T=   95.9 p1=  16.2 p2=    86.1 ed=   136 6/6/2020    x1=  76. x2= 113. y1=  1.16 y2= -1.00     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     5066    3503     4752     6   136 6/6/2020  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997954 cc2=  .833555 lx=  8.53046 if=  77 il= 113 5/14/2020  n=  36 now=    4361 end=       5066      3503      4752 U=    17.47 T=   95.6 p1=  16.2 p2=    86.1 ed=   136 6/6/2020    x1=  77. x2= 113. y1=  1.06 y2= -1.00     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     5066    3503     4752     6   136 6/6/2020  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997849 cc2=  .831182 lx=  8.51046 if=  78 il= 113 5/14/2020  n=  35 now=    4361 end=       4966      3503      4752 U=    16.73 T=   95.4 p1=  13.9 p2=    87.8 ed=   134 6/4/2020    x1=  78. x2= 113. y1=  1.04 y2= -1.05     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     4966    3503     4752     6   134 6/4/2020  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997662 cc2=  .828631 lx=  8.51046 if=  79 il= 113 5/14/2020  n=  34 now=    4361 end=       4966      3503      4752 U=    16.64 T=   95.5 p1=  13.9 p2=    87.8 ed=   134 6/4/2020    x1=  79. x2= 113. y1=   .99 y2= -1.05     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     4966    3503     4752     6   134 6/4/2020  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997449 cc2=  .825951 lx=  8.51046 if=  80 il= 113 5/14/2020  n=  33 now=    4361 end=       4966      3503      4752 U=    16.73 T=   95.4 p1=  13.9 p2=    87.8 ed=   134 6/4/2020    x1=  80. x2= 113. y1=   .92 y2= -1.05     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     4966    3503     4752     6   134 6/4/2020  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .996734 cc2=  .817129 lx=  8.49046 if=  83 il= 113 5/14/2020  n=  30 now=    4361 end=       4868      3503      4752 U=    16.49 T=   94.7 p1=  11.6 p2=    89.6 ed=   133 6/3/2020    x1=  83. x2= 113. y1=   .71 y2= -1.11     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     4868    3503     4752     6   133 6/3/2020  
AAA1     1 US_Delaware_Sussex Confirmed cc1=  .996598 cc2=  .814024 lx=  8.48046 if=  84 il= 113 5/14/2020  n=  29 now=    4361 end=       4819      3503      4752 U=    15.97 T=   94.8 p1=  10.5 p2=    90.5 ed=   132 6/2/2020    x1=  84. x2= 113. y1=   .67 y2= -1.14 BEST
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .996599 cc2=  .814024 lx=  8.47746 if=  84 il= 113 5/14/2020  n=  29 now=    4361 end=       4819      3503      4752 U=    15.97 T=   94.8 p1=  10.5 p2=    90.5 ed=   132 6/2/2020    x1=  84. x2= 113. y1=   .67 y2= -1.14 BEST
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     4819    3503     4752     6   132 6/2/2020  
AAA1     1 US_Delaware_Sussex Confirmed cc1=  .996319 cc2=  .810624 lx=  8.47046 if=  85 il= 113 5/14/2020  n=  28 now=    4361 end=       4771      3503      4752 U=    15.32 T=   95.0 p1=   9.4 p2=    91.4 ed=   131 6/1/2020    x1=  85. x2= 113. y1=   .65 y2= -1.17 BEST
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .996320 cc2=  .810624 lx=  8.46746 if=  85 il= 113 5/14/2020  n=  28 now=    4361 end=       4771      3503      4752 U=    15.32 T=   95.0 p1=   9.4 p2=    91.4 ed=   131 6/1/2020    x1=  85. x2= 113. y1=   .65 y2= -1.17 BEST
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     4771    3503     4752     6   131 6/1/2020  
AAA1     1 US_Delaware_Sussex Confirmed cc1=  .995914 cc2=  .806931 lx=  8.47046 if=  86 il= 113 5/14/2020  n=  27 now=    4361 end=       4771      3503      4752 U=    15.46 T=   94.8 p1=   9.4 p2=    91.4 ed=   131 6/1/2020    x1=  86. x2= 113. y1=   .57 y2= -1.17 BEST
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .995914 cc2=  .806931 lx=  8.46946 if=  86 il= 113 5/14/2020  n=  27 now=    4361 end=       4771      3503      4752 U=    15.46 T=   94.8 p1=   9.4 p2=    91.4 ed=   131 6/1/2020    x1=  86. x2= 113. y1=   .57 y2= -1.17 BEST
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     4771    3503     4752     6   131 6/1/2020  
AAA1     1 US_Delaware_Sussex Confirmed cc1=  .995452 cc2=  .803002 lx=  8.47046 if=  87 il= 113 5/14/2020  n=  26 now=    4361 end=       4771      3503      4752 U=    15.34 T=   95.0 p1=   9.4 p2=    91.4 ed=   131 6/1/2020    x1=  87. x2= 113. y1=   .52 y2= -1.17 BEST
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .995453 cc2=  .803002 lx=  8.46646 if=  87 il= 113 5/14/2020  n=  26 now=    4361 end=       4771      3503      4752 U=    15.34 T=   95.0 p1=   9.4 p2=    91.4 ed=   131 6/1/2020    x1=  87. x2= 113. y1=   .52 y2= -1.17 BEST
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     4771    3503     4752     6   131 6/1/2020  
AAA1     1 US_Delaware_Sussex Confirmed cc1=  .994906 cc2=  .798790 lx=  8.46046 if=  88 il= 113 5/14/2020  n=  25 now=    4361 end=       4724      3503      4752 U=    15.00 T=   94.9 p1=   8.3 p2=    92.3 ed=   130 5/31/2020   x1=  88. x2= 113. y1=   .46 y2= -1.21 BEST
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .994907 cc2=  .798790 lx=  8.46446 if=  88 il= 113 5/14/2020  n=  25 now=    4361 end=       4724      3503      4752 U=    15.00 T=   94.9 p1=   8.3 p2=    92.3 ed=   130 5/31/2020   x1=  88. x2= 113. y1=   .46 y2= -1.21 BEST
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     4724    3503     4752     6   130 5/31/2020 
AAA1     1 US_Delaware_Sussex Confirmed cc1=  .994269 cc2=  .794269 lx=  8.47046 if=  89 il= 113 5/14/2020  n=  24 now=    4361 end=       4771      3503      4752 U=    15.14 T=   95.2 p1=   9.4 p2=    91.4 ed=   130 5/31/2020   x1=  89. x2= 113. y1=   .41 y2= -1.17 BEST
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .994270 cc2=  .794269 lx=  8.46646 if=  89 il= 113 5/14/2020  n=  24 now=    4361 end=       4771      3503      4752 U=    15.14 T=   95.2 p1=   9.4 p2=    91.4 ed=   130 5/31/2020   x1=  89. x2= 113. y1=   .41 y2= -1.17 BEST
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     4771    3503     4752     6   130 5/31/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .992780 cc2=  .784265 lx=  8.49046 if=  91 il= 113 5/14/2020  n=  22 now=    4361 end=       4868      3503      4752 U=    15.95 T=   95.3 p1=  11.6 p2=    89.6 ed=   132 6/2/2020    x1=  91. x2= 113. y1=   .27 y2= -1.11     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     4868    3503     4752     6   132 6/2/2020  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .993810 cc2=  .764394 lx=  8.99046 if=  95 il= 113 5/14/2020  n=  18 now=    4361 end=       8026      3503      4752 U=    30.55 T=  107.3 p1=  84.0 p2=    54.3 ed=   179 7/19/2020   x1=  95. x2= 113. y1=   .40 y2=  -.19     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361     8026    3503     4752     6   179 7/19/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .993226 cc2=  .757524 lx=  9.25046 if=  96 il= 113 5/14/2020  n=  17 now=    4361 end=      10409      3503      4752 U=    37.35 T=  116.2 p1= 138.7 p2=    41.9 ed=   204 8/13/2020   x1=  96. x2= 113. y1=   .54 y2=   .09     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361    10409    3503     4752     6   204 8/13/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .994556 cc2=  .752021 lx= 10.38046 if=  97 il= 113 5/14/2020  n=  16 now=    4361 end=      32223      3503      4752 U=    78.03 T=  175.2 p1= 638.9 p2=    13.5 ed=   359 1/15/2021   x1=  97. x2= 113. y1=  1.00 y2=   .80     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361    -        3503     4752     6   359 1/15/2021 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .994093 cc2=  .744093 lx= 10.38046 if=  98 il= 113 5/14/2020  n=  15 now=    4361 end=      32223      3503      4752 U=    76.70 T=  174.1 p1= 638.9 p2=    13.5 ed=   355 1/11/2021   x1=  98. x2= 113. y1=   .99 y2=   .80     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361    -        3503     4752     6   355 1/11/2021 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .993296 cc2=  .735098 lx= 10.38046 if=  99 il= 113 5/14/2020  n=  14 now=    4361 end=      32223      3503      4752 U=    74.63 T=  172.5 p1= 638.9 p2=    13.5 ed=   348 1/4/2021    x1=  99. x2= 113. y1=   .98 y2=   .80     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361    -        3503     4752     6   348 1/4/2021  
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .987427 cc2=  .698752 lx=  9.30046 if= 102 il= 113 5/14/2020  n=  11 now=    4361 end=      10943      3503      4752 U=    40.74 T=  118.3 p1= 150.9 p2=    39.9 ed=   214 8/23/2020   x1= 102. x2= 113. y1=   .40 y2=   .13     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361    10943    3503     4752     6   214 8/23/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .976222 cc2=  .567974 lx= 10.38046 if= 108 il= 113 5/14/2020  n=   5 now=    4361 end=      32223      3503      4752 U=    72.54 T=  170.8 p1= 638.9 p2=    13.5 ed=   342 12/29/2020  x1= 108. x2= 113. y1=   .87 y2=   .80     
GP: Confirmed US_Delaware_Sussex 5/14/2020       113    4361    -        3503     4752     6   342 12/29/2020
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998236 cc2=  .869136 lx=  8.74046 if=  55 il= 114 5/15/2020  n=  59 now=    4361 end=       6250      3565      5075 U=    21.49 T=  101.6 p1=  43.3 p2=    69.8 ed=   152 6/22/2020   x1=  55. x2= 114. y1=  2.17 y2=  -.58     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     6250    3565     5075     7   152 6/22/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998183 cc2=  .867994 lx=  8.75046 if=  56 il= 114 5/15/2020  n=  58 now=    4361 end=       6313      3565      5075 U=    21.26 T=  102.1 p1=  44.8 p2=    69.1 ed=   152 6/22/2020   x1=  56. x2= 114. y1=  2.17 y2=  -.56     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     6313    3565     5075     7   152 6/22/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998268 cc2=  .866961 lx=  8.79046 if=  57 il= 114 5/15/2020  n=  57 now=    4361 end=       6571      3565      5075 U=    22.51 T=  102.9 p1=  50.7 p2=    66.4 ed=   156 6/26/2020   x1=  57. x2= 114. y1=  2.04 y2=  -.49     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     6571    3565     5075     7   156 6/26/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998190 cc2=  .865737 lx=  8.80046 if=  58 il= 114 5/15/2020  n=  56 now=    4361 end=       6637      3565      5075 U=    23.33 T=  102.9 p1=  52.2 p2=    65.7 ed=   157 6/27/2020   x1=  58. x2= 114. y1=  1.92 y2=  -.48     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     6637    3565     5075     7   157 6/27/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998123 cc2=  .864493 lx=  8.79046 if=  59 il= 114 5/15/2020  n=  55 now=    4361 end=       6571      3565      5075 U=    22.96 T=  102.7 p1=  50.7 p2=    66.4 ed=   156 6/26/2020   x1=  59. x2= 114. y1=  1.90 y2=  -.49     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     6571    3565     5075     7   156 6/26/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998029 cc2=  .863189 lx=  8.78046 if=  60 il= 114 5/15/2020  n=  54 now=    4361 end=       6505      3565      5075 U=    23.00 T=  102.3 p1=  49.2 p2=    67.0 ed=   156 6/26/2020   x1=  60. x2= 114. y1=  1.84 y2=  -.51     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     6505    3565     5075     7   156 6/26/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997956 cc2=  .861873 lx=  8.76046 if=  61 il= 114 5/15/2020  n=  53 now=    4361 end=       6377      3565      5075 U=    22.92 T=  101.6 p1=  46.2 p2=    68.4 ed=   155 6/25/2020   x1=  61. x2= 114. y1=  1.77 y2=  -.54     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     6377    3565     5075     7   155 6/25/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997948 cc2=  .860588 lx=  8.74046 if=  62 il= 114 5/15/2020  n=  52 now=    4361 end=       6250      3565      5075 U=    22.60 T=  101.0 p1=  43.3 p2=    69.8 ed=   154 6/24/2020   x1=  62. x2= 114. y1=  1.72 y2=  -.58     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     6250    3565     5075     7   154 6/24/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997966 cc2=  .859291 lx=  8.72046 if=  63 il= 114 5/15/2020  n=  51 now=    4361 end=       6126      3565      5075 U=    22.07 T=  100.5 p1=  40.5 p2=    71.2 ed=   152 6/22/2020   x1=  63. x2= 114. y1=  1.70 y2=  -.61     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     6126    3565     5075     7   152 6/22/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997942 cc2=  .857914 lx=  8.70046 if=  64 il= 114 5/15/2020  n=  50 now=    4361 end=       6005      3565      5075 U=    21.38 T=  100.1 p1=  37.7 p2=    72.6 ed=   150 6/20/2020   x1=  64. x2= 114. y1=  1.69 y2=  -.65     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     6005    3565     5075     7   150 6/20/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997845 cc2=  .856423 lx=  8.69046 if=  65 il= 114 5/15/2020  n=  49 now=    4361 end=       5945      3565      5075 U=    21.35 T=   99.7 p1=  36.3 p2=    73.4 ed=   150 6/20/2020   x1=  65. x2= 114. y1=  1.63 y2=  -.67     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     5945    3565     5075     7   150 6/20/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997779 cc2=  .854922 lx=  8.68046 if=  66 il= 114 5/15/2020  n=  48 now=    4361 end=       5886      3565      5075 U=    21.65 T=   99.1 p1=  35.0 p2=    74.1 ed=   150 6/20/2020   x1=  66. x2= 114. y1=  1.53 y2=  -.69     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     5886    3565     5075     7   150 6/20/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .997942 cc2=  .853605 lx=  8.65046 if=  67 il= 114 5/15/2020  n=  47 now=    4361 end=       5712      3565      5075 U=    20.92 T=   98.3 p1=  31.0 p2=    76.3 ed=   147 6/17/2020   x1=  67. x2= 114. y1=  1.50 y2=  -.75     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     5712    3565     5075     7   147 6/17/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998072 cc2=  .852207 lx=  8.63046 if=  68 il= 114 5/15/2020  n=  46 now=    4361 end=       5599      3565      5075 U=    20.55 T=   97.7 p1=  28.4 p2=    77.9 ed=   146 6/16/2020   x1=  68. x2= 114. y1=  1.44 y2=  -.80     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     5599    3565     5075     7   146 6/16/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998279 cc2=  .850837 lx=  8.61046 if=  69 il= 114 5/15/2020  n=  45 now=    4361 end=       5488      3565      5075 U=    19.92 T=   97.3 p1=  25.8 p2=    79.5 ed=   144 6/14/2020   x1=  69. x2= 114. y1=  1.42 y2=  -.84     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     5488    3565     5075     7   144 6/14/2020 
AAA2     1 US_Delaware_Sussex Confirmed cc1=  .998418 cc2=  .849346 lx=  8.59046 if=  70 il= 114 5/15/2020  n=  44 now=    4361 end=       5380      3565      5075 U=    19.40 T=   96.8 p1=  23.4 p2=    81.1 ed=   142 6/12/2020   x1=  70. x2= 114. y1=  1.38 y2=  -.89     
GP: Confirmed US_Delaware_Sussex 5/15/2020       114    4361     5380    3565     5075     7   142 6/12/2020 
