TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       34035.00000       10.43514
TAB:  US_New_York_Westchester Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_New_York_Westchester Confirmed .           134    33767    34035    34579       78    34579    37094    35836
TAB:  US_New_York_Westchester Confirmed 6/5/2020    135    33854    34035    34579       70    34579    55955    39609
TAB:  US_New_York_Westchester Confirmed .           136    33924    34035    34579       64    34579    44638    38351
TAB:  US_New_York_Westchester Confirmed 6/7/2020    137    33954    34035    34579       64    34579    57213    39609
TAB:  US_New_York_Westchester Confirmed .           138    34000    34035    34667       29    34287    37327    35807
TAB:  US_New_York_Westchester Confirmed 6/9/2020    139    34035    34035    34783       32    34422    35867    35145
AAA2     1 US_New_York_Westchester Confirmed cc1=  .970265 cc2=  .562016 lx=  6.43514 if=  41 il=  46 3/8/2020   n=   5 now=   34035 end=        623        83         0 U=     4.31 T=   49.0 p1= -98.2 p2=  5463.1 ed=    59 3/21/2020   x1=  41. x2=  46. y1=  1.86 y2=   .70     
GP: Confirmed US_New_York_Westchester 3/8/2020         46   34035      623      83        0     0    59 3/21/2020 
AAA2     1 US_New_York_Westchester Confirmed cc1=  .974419 cc2=  .596454 lx=  6.43514 if=  41 il=  47 3/9/2020   n=   6 now=   34035 end=        623        98         0 U=     4.81 T=   50.0 p1= -98.2 p2=  5463.1 ed=    61 3/23/2020   x1=  41. x2=  47. y1=  1.86 y2=   .62     
GP: Confirmed US_New_York_Westchester 3/9/2020         47   34035      623      98        0     0    61 3/23/2020 
AAA2     1 US_New_York_Westchester Confirmed cc1=  .972850 cc2=  .564602 lx=  6.43514 if=  42 il=  47 3/9/2020   n=   5 now=   34035 end=        623        98         0 U=     6.22 T=   50.8 p1= -98.2 p2=  5463.1 ed=    65 3/27/2020   x1=  42. x2=  47. y1=  1.42 y2=   .62     
GP: Confirmed US_New_York_Westchester 3/9/2020         47   34035      623      98        0     0    65 3/27/2020 
AAA2     1 US_New_York_Westchester Confirmed cc1=  .963301 cc2=  .609748 lx=  6.43514 if=  41 il=  48 3/10/2020  n=   7 now=   34035 end=        623        98         0 U=     5.62 T=   51.5 p1= -98.2 p2=  5463.1 ed=    64 3/26/2020   x1=  41. x2=  48. y1=  1.86 y2=   .62     
GP: Confirmed US_New_York_Westchester 3/10/2020        48   34035      623      98        0     0    64 3/26/2020 
AAA2     1 US_New_York_Westchester Confirmed cc1=  .962024 cc2=  .584059 lx=  6.43514 if=  42 il=  48 3/10/2020  n=   6 now=   34035 end=        623        98         0 U=     7.47 T=   52.6 p1= -98.2 p2=  5463.1 ed=    70 4/1/2020    x1=  42. x2=  48. y1=  1.42 y2=   .62     
GP: Confirmed US_New_York_Westchester 3/10/2020        48   34035      623      98        0     0    70 4/1/2020  
AAA2     1 US_New_York_Westchester Confirmed cc1=  .941240 cc2=  .532992 lx=  6.43514 if=  43 il=  48 3/10/2020  n=   5 now=   34035 end=        623        98         0 U=     7.69 T=   52.7 p1= -98.2 p2=  5463.1 ed=    70 4/1/2020    x1=  43. x2=  48. y1=  1.27 y2=   .62     
GP: Confirmed US_New_York_Westchester 3/10/2020        48   34035      623      98        0     0    70 4/1/2020  
AAA2     1 US_New_York_Westchester Confirmed cc1=  .961293 cc2=  .627960 lx=  6.43514 if=  41 il=  49 3/11/2020  n=   8 now=   34035 end=        623       121         0 U=     5.85 T=   51.9 p1= -98.2 p2=  5463.1 ed=    65 3/27/2020   x1=  41. x2=  49. y1=  1.86 y2=   .49     
GP: Confirmed US_New_York_Westchester 3/11/2020        49   34035      623     121        0     0    65 3/27/2020 
AAA2     1 US_New_York_Westchester Confirmed cc1=  .963669 cc2=  .610116 lx=  6.43514 if=  42 il=  49 3/11/2020  n=   7 now=   34035 end=        623       121         0 U=     7.57 T=   52.7 p1= -98.2 p2=  5463.1 ed=    70 4/1/2020    x1=  42. x2=  49. y1=  1.42 y2=   .49     
GP: Confirmed US_New_York_Westchester 3/11/2020        49   34035      623     121        0     0    70 4/1/2020  
AAA2     1 US_New_York_Westchester Confirmed cc1=  .945283 cc2=  .567319 lx=  6.43514 if=  43 il=  49 3/11/2020  n=   6 now=   34035 end=        623       121         0 U=     7.78 T=   52.8 p1= -98.2 p2=  5463.1 ed=    71 4/2/2020    x1=  43. x2=  49. y1=  1.27 y2=   .49     
GP: Confirmed US_New_York_Westchester 3/11/2020        49   34035      623     121        0     0    71 4/2/2020  
AAA2     1 US_New_York_Westchester Confirmed cc1=  .912493 cc2=  .504245 lx=  6.43514 if=  44 il=  49 3/11/2020  n=   5 now=   34035 end=        623       121         0 U=     6.62 T=   52.3 p1= -98.2 p2=  5463.1 ed=    67 3/29/2020   x1=  44. x2=  49. y1=  1.25 y2=   .49     
GP: Confirmed US_New_York_Westchester 3/11/2020        49   34035      623     121        0     0    67 3/29/2020 
AAA2     1 US_New_York_Westchester Confirmed cc1=  .964064 cc2=  .647837 lx=  6.43514 if=  41 il=  50 3/12/2020  n=   9 now=   34035 end=        623       148         0 U=     6.01 T=   52.2 p1= -98.2 p2=  5463.1 ed=    66 3/28/2020   x1=  41. x2=  50. y1=  1.86 y2=   .36     
GP: Confirmed US_New_York_Westchester 3/12/2020        50   34035      623     148        0     0    66 3/28/2020 
AAA2     1 US_New_York_Westchester Confirmed cc1=  .969675 cc2=  .636342 lx=  6.43514 if=  42 il=  50 3/12/2020  n=   8 now=   34035 end=        623       148         0 U=     7.58 T=   52.8 p1= -98.2 p2=  5463.1 ed=    70 4/1/2020    x1=  42. x2=  50. y1=  1.42 y2=   .36     
GP: Confirmed US_New_York_Westchester 3/12/2020        50   34035      623     148        0     0    70 4/1/2020  
AAA2     1 US_New_York_Westchester Confirmed cc1=  .956395 cc2=  .602842 lx=  6.43514 if=  43 il=  50 3/12/2020  n=   7 now=   34035 end=        623       148         0 U=     7.76 T=   52.8 p1= -98.2 p2=  5463.1 ed=    71 4/2/2020    x1=  43. x2=  50. y1=  1.27 y2=   .36     
GP: Confirmed US_New_York_Westchester 3/12/2020        50   34035      623     148        0     0    71 4/2/2020  
AAA2     1 US_New_York_Westchester Confirmed cc1=  .933881 cc2=  .555916 lx=  6.43514 if=  44 il=  50 3/12/2020  n=   6 now=   34035 end=        623       148         0 U=     6.77 T=   52.5 p1= -98.2 p2=  5463.1 ed=    68 3/30/2020   x1=  44. x2=  50. y1=  1.25 y2=   .36     
GP: Confirmed US_New_York_Westchester 3/12/2020        50   34035      623     148        0     0    68 3/30/2020 
AAA2     1 US_New_York_Westchester Confirmed cc1=  .972396 cc2=  .564148 lx=  6.43514 if=  45 il=  50 3/12/2020  n=   5 now=   34035 end=        623       148         0 U=     9.82 T=   53.6 p1= -98.2 p2=  5463.1 ed=    76 4/7/2020    x1=  45. x2=  50. y1=   .87 y2=   .36     
GP: Confirmed US_New_York_Westchester 3/12/2020        50   34035      623     148        0     0    76 4/7/2020  
AAA1     1 US_New_York_Westchester Confirmed cc1=  .962842 cc2=  .661331 lx=  6.43514 if=  41 il=  51 3/13/2020  n=  10 now=   34035 end=        623       158       628 U=     6.47 T=   53.0 p1= -98.2 p2=  5463.1 ed=    68 3/30/2020   x1=  41. x2=  51. y1=  1.86 y2=   .32 BEST
AAA2     1 US_New_York_Westchester Confirmed cc1=  .964710 cc2=  .661331 lx=  6.33514 if=  41 il=  51 3/13/2020  n=  10 now=   34035 end=        623       158       628 U=     6.47 T=   53.0 p1= -98.2 p2=  5463.1 ed=    68 3/30/2020   x1=  41. x2=  51. y1=  1.86 y2=   .32 BEST
GP: Confirmed US_New_York_Westchester 3/13/2020        51   34035      623     158      628     5    68 3/30/2020 
AAA1     1 US_New_York_Westchester Confirmed cc1=  .970141 cc2=  .653913 lx=  6.43514 if=  42 il=  51 3/13/2020  n=   9 now=   34035 end=        623       158       628 U=     8.17 T=   53.6 p1= -98.2 p2=  5463.1 ed=    72 4/3/2020    x1=  42. x2=  51. y1=  1.42 y2=   .32 BEST
AAA2     1 US_New_York_Westchester Confirmed cc1=  .971328 cc2=  .653913 lx=  6.33514 if=  42 il=  51 3/13/2020  n=   9 now=   34035 end=        623       158       628 U=     8.17 T=   53.6 p1= -98.2 p2=  5463.1 ed=    72 4/3/2020    x1=  42. x2=  51. y1=  1.42 y2=   .32 BEST
GP: Confirmed US_New_York_Westchester 3/13/2020        51   34035      623     158      628     5    72 4/3/2020  
AAA1     1 US_New_York_Westchester Confirmed cc1=  .959109 cc2=  .625776 lx=  6.43514 if=  43 il=  51 3/13/2020  n=   8 now=   34035 end=        623       158       628 U=     8.43 T=   53.7 p1= -98.2 p2=  5463.1 ed=    73 4/4/2020    x1=  43. x2=  51. y1=  1.27 y2=   .32 BEST
AAA2     1 US_New_York_Westchester Confirmed cc1=  .960677 cc2=  .625776 lx=  6.33514 if=  43 il=  51 3/13/2020  n=   8 now=   34035 end=        623       158       628 U=     8.43 T=   53.7 p1= -98.2 p2=  5463.1 ed=    73 4/4/2020    x1=  43. x2=  51. y1=  1.27 y2=   .32 BEST
GP: Confirmed US_New_York_Westchester 3/13/2020        51   34035      623     158      628     5    73 4/4/2020  
AAA1     1 US_New_York_Westchester Confirmed cc1=  .941323 cc2=  .587770 lx=  6.43514 if=  44 il=  51 3/13/2020  n=   7 now=   34035 end=        623       158       628 U=     7.50 T=   53.4 p1= -98.2 p2=  5463.1 ed=    71 4/2/2020    x1=  44. x2=  51. y1=  1.25 y2=   .32 BEST
AAA2     1 US_New_York_Westchester Confirmed cc1=  .943561 cc2=  .587770 lx=  6.33514 if=  44 il=  51 3/13/2020  n=   7 now=   34035 end=        623       158       628 U=     7.50 T=   53.4 p1= -98.2 p2=  5463.1 ed=    71 4/2/2020    x1=  44. x2=  51. y1=  1.25 y2=   .32 BEST
GP: Confirmed US_New_York_Westchester 3/13/2020        51   34035      623     158      628     5    71 4/2/2020  
AAA1     1 US_New_York_Westchester Confirmed cc1=  .980893 cc2=  .602929 lx=  6.43514 if=  45 il=  51 3/13/2020  n=   6 now=   34035 end=        623       158       628 U=    10.80 T=   54.4 p1= -98.2 p2=  5463.1 ed=    79 4/10/2020   x1=  45. x2=  51. y1=   .87 y2=   .32 BEST
AAA2     1 US_New_York_Westchester Confirmed cc1=  .981178 cc2=  .602929 lx=  6.33514 if=  45 il=  51 3/13/2020  n=   6 now=   34035 end=        623       158       628 U=    10.80 T=   54.4 p1= -98.2 p2=  5463.1 ed=    79 4/10/2020   x1=  45. x2=  51. y1=   .87 y2=   .32 BEST
GP: Confirmed US_New_York_Westchester 3/13/2020        51   34035      623     158      628     5    79 4/10/2020 
AAA2     1 US_New_York_Westchester Confirmed cc1=  .978516 cc2=  .570268 lx= 12.43514 if=  46 il=  51 3/13/2020  n=   5 now=   34035 end=     251486       158       628 U=    59.73 T=  170.3 p1= 638.9 p2=    13.5 ed=   311 11/28/2020  x1=  46. x2=  51. y1=  2.08 y2=  2.00     
GP: Confirmed US_New_York_Westchester 3/13/2020        51   34035    -         158      628     5   311 11/28/2020
AAA1     1 US_New_York_Westchester Confirmed cc1=  .961216 cc2=  .672541 lx=  6.43514 if=  41 il=  52 3/14/2020  n=  11 now=   34035 end=        623       172       625 U=     6.84 T=   53.7 p1= -98.2 p2=  5463.1 ed=    69 3/31/2020   x1=  41. x2=  52. y1=  1.86 y2=   .25 BEST
AAA2     1 US_New_York_Westchester Confirmed cc1=  .963374 cc2=  .672541 lx=  6.33514 if=  41 il=  52 3/14/2020  n=  11 now=   34035 end=        623       172       625 U=     6.84 T=   53.7 p1= -98.2 p2=  5463.1 ed=    69 3/31/2020   x1=  41. x2=  52. y1=  1.86 y2=   .25 BEST
GP: Confirmed US_New_York_Westchester 3/14/2020        52   34035      623     172      625     6    69 3/31/2020 
AAA1     1 US_New_York_Westchester Confirmed cc1=  .969720 cc2=  .668209 lx=  6.43514 if=  42 il=  52 3/14/2020  n=  10 now=   34035 end=        623       172       625 U=     8.58 T=   54.2 p1= -98.2 p2=  5463.1 ed=    74 4/5/2020    x1=  42. x2=  52. y1=  1.42 y2=   .25 BEST
AAA2     1 US_New_York_Westchester Confirmed cc1=  .971182 cc2=  .668209 lx=  6.33514 if=  42 il=  52 3/14/2020  n=  10 now=   34035 end=        623       172       625 U=     8.58 T=   54.2 p1= -98.2 p2=  5463.1 ed=    74 4/5/2020    x1=  42. x2=  52. y1=  1.42 y2=   .25 BEST
GP: Confirmed US_New_York_Westchester 3/14/2020        52   34035      623     172      625     6    74 4/5/2020  
AAA1     1 US_New_York_Westchester Confirmed cc1=  .960505 cc2=  .644277 lx=  6.43514 if=  43 il=  52 3/14/2020  n=   9 now=   34035 end=        623       172       625 U=     8.89 T=   54.2 p1= -98.2 p2=  5463.1 ed=    75 4/6/2020    x1=  43. x2=  52. y1=  1.27 y2=   .25 BEST
AAA2     1 US_New_York_Westchester Confirmed cc1=  .962325 cc2=  .644277 lx=  6.33514 if=  43 il=  52 3/14/2020  n=   9 now=   34035 end=        623       172       625 U=     8.89 T=   54.2 p1= -98.2 p2=  5463.1 ed=    75 4/6/2020    x1=  43. x2=  52. y1=  1.27 y2=   .25 BEST
GP: Confirmed US_New_York_Westchester 3/14/2020        52   34035      623     172      625     6    75 4/6/2020  
AAA1     1 US_New_York_Westchester Confirmed cc1=  .946424 cc2=  .613091 lx=  6.43514 if=  44 il=  52 3/14/2020  n=   8 now=   34035 end=        623       172       625 U=     8.02 T=   54.0 p1= -98.2 p2=  5463.1 ed=    72 4/3/2020    x1=  44. x2=  52. y1=  1.25 y2=   .25 BEST
AAA2     1 US_New_York_Westchester Confirmed cc1=  .948857 cc2=  .613091 lx=  6.33514 if=  44 il=  52 3/14/2020  n=   8 now=   34035 end=        623       172       625 U=     8.02 T=   54.0 p1= -98.2 p2=  5463.1 ed=    72 4/3/2020    x1=  44. x2=  52. y1=  1.25 y2=   .25 BEST
GP: Confirmed US_New_York_Westchester 3/14/2020        52   34035      623     172      625     6    72 4/3/2020  
AAA1     1 US_New_York_Westchester Confirmed cc1=  .984999 cc2=  .631446 lx=  6.43514 if=  45 il=  52 3/14/2020  n=   7 now=   34035 end=        623       172       625 U=    11.30 T=   54.9 p1= -98.2 p2=  5463.1 ed=    81 4/12/2020   x1=  45. x2=  52. y1=   .87 y2=   .25 BEST
AAA2     1 US_New_York_Westchester Confirmed cc1=  .985421 cc2=  .631446 lx=  6.33514 if=  45 il=  52 3/14/2020  n=   7 now=   34035 end=        623       172       625 U=    11.30 T=   54.9 p1= -98.2 p2=  5463.1 ed=    81 4/12/2020   x1=  45. x2=  52. y1=   .87 y2=   .25 BEST
GP: Confirmed US_New_York_Westchester 3/14/2020        52   34035      623     172      625     6    81 4/12/2020 
AAA2     1 US_New_York_Westchester Confirmed cc1=  .983933 cc2=  .605969 lx=  6.86514 if=  46 il=  52 3/14/2020  n=   6 now=   34035 end=        958       172       625 U=    16.97 T=   61.2 p1= -97.2 p2=  3552.7 ed=   101 5/2/2020    x1=  46. x2=  52. y1=   .89 y2=   .54     
GP: Confirmed US_New_York_Westchester 3/14/2020        52   34035      958     172      625     6   101 5/2/2020  
AAA1     1 US_New_York_Westchester Confirmed cc1=  .977643 cc2=  .569394 lx=  6.43514 if=  47 il=  52 3/14/2020  n=   5 now=   34035 end=        623       172       625 U=    13.79 T=   55.5 p1= -98.2 p2=  5463.1 ed=    88 4/19/2020   x1=  47. x2=  52. y1=   .62 y2=   .25 BEST
