TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3191.00000        8.06809
TAB:  El_Salvador Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  El_Salvador Confirmed 2/24/2020    33        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            34        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 2/26/2020    35        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            36        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 2/28/2020    37        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            38        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/1/2020     39        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            40        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/3/2020     41        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            42        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/5/2020     43        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            44        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/7/2020     45        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            46        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/9/2020     47        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            48        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/11/2020    49        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            50        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/13/2020    51        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            52        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/15/2020    53        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            54        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/17/2020    55        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            56        0     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/19/2020    57        1     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            58        1     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/21/2020    59        3     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            60        3     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/23/2020    61        3     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed .            62        5     3191        0        0        0        0        0
TAB:  El_Salvador Confirmed 3/25/2020    63        9     3191      176        1      176      176      176
TAB:  El_Salvador Confirmed .            64       13     3191     1237        1     1237     1237     1237
TAB:  El_Salvador Confirmed 3/27/2020    65       13     3191       58        1       58     1827      176
TAB:  El_Salvador Confirmed .            66       19     3191       63        1       63      774      154
TAB:  El_Salvador Confirmed 3/29/2020    67       24     3191       58        1       58      516      102
TAB:  El_Salvador Confirmed .            68       30     3191       58        2       58      530      412
TAB:  El_Salvador Confirmed 3/31/2020    69       32     3191       58        1       58      166       88
TAB:  El_Salvador Confirmed .            70       32     3191       58        5       58       89       87
TAB:  El_Salvador Confirmed 4/2/2020     71       41     3191       96        2       66      118       82
TAB:  El_Salvador Confirmed .            72       46     3191       58        9       58      176      176
TAB:  El_Salvador Confirmed 4/4/2020     73       56     3191      176        7       58     9725      294
TAB:  El_Salvador Confirmed .            74       62     3191      176        7      176     8664     2652
TAB:  El_Salvador Confirmed 4/6/2020     75       69     3191      176        6       58     3006      294
TAB:  El_Salvador Confirmed .            76       78     3191      176        8      176     2416      412
TAB:  El_Salvador Confirmed 4/8/2020     77       93     3191      294        6      294     6071      648
TAB:  El_Salvador Confirmed .            78      103     3191      294        5      294     6071      884
TAB:  El_Salvador Confirmed 4/10/2020    79      117     3191      412        3      294     9608     1237
TAB:  El_Salvador Confirmed .            80      118     3191      294        5      176    13026      884
TAB:  El_Salvador Confirmed 4/12/2020    81      125     3191      323        3      138     1525      405
TAB:  El_Salvador Confirmed .            82      137     3191      217        2      179      836      330
TAB:  El_Salvador Confirmed 4/14/2020    83      149     3191      294       10      176      648      412
TAB:  El_Salvador Confirmed .            84      159     3191      294       12      294      884      530
TAB:  El_Salvador Confirmed 4/16/2020    85      164     3191      294       12      176      884      412
TAB:  El_Salvador Confirmed .            86      177     3191      294       13      294     1002      530
TAB:  El_Salvador Confirmed 4/18/2020    87      190     3191      412       14      294     3006      648
TAB:  El_Salvador Confirmed .            88      201     3191      412       20      412     3477     1002
TAB:  El_Salvador Confirmed 4/20/2020    89      218     3191      412       10      412     4656      648
TAB:  El_Salvador Confirmed .            90      225     3191      412       11      412     8311     1355
TAB:  El_Salvador Confirmed 4/22/2020    91      237     3191      528        8      341     6557      777
TAB:  El_Salvador Confirmed .            92      250     3191      430        5      430     2223      575
TAB:  El_Salvador Confirmed 4/24/2020    93      274     3191      530       10      412     9608     3241
TAB:  El_Salvador Confirmed .            94      274     3191      530       11      530     5481     1709
TAB:  El_Salvador Confirmed 4/26/2020    95      298     3191      648       10      530    11022     2180
TAB:  El_Salvador Confirmed .            96      323     3191      766        6      530    12083     1237
TAB:  El_Salvador Confirmed 4/28/2020    97      345     3191      648        6      648    12201     1237
TAB:  El_Salvador Confirmed .            98      377     3191      766        4      648     6307     1237
TAB:  El_Salvador Confirmed 4/30/2020    99      395     3191      766        5      766    10904     1473
TAB:  El_Salvador Confirmed .           100      424     3191     1473        4      766    22929     1473
TAB:  El_Salvador Confirmed 5/2/2020    101      446     3191      884        6      884    15974     1709
TAB:  El_Salvador Confirmed .           102      490     3191     1119        3     1002    18214     2180
TAB:  El_Salvador Confirmed 5/4/2020    103      555     3191     1237        2     1119    15148     2652
TAB:  El_Salvador Confirmed .           104      587     3191     1355        2     1355    13498     3477
TAB:  El_Salvador Confirmed 5/6/2020    105      633     3191     1709        2     1473    13852     3477
TAB:  El_Salvador Confirmed .           106      695     3191     1827        2     1709    12319     4067
TAB:  El_Salvador Confirmed 5/8/2020    107      742     3191     1945        3     1945    19157     5128
TAB:  El_Salvador Confirmed .           108      784     3191     1591        2     1591    20336     5128
TAB:  El_Salvador Confirmed 5/10/2020   109      889     3191     2652        1     2652    22693     5010
TAB:  El_Salvador Confirmed .           110      958     3191     3006        1     3006    14205     4656
TAB:  El_Salvador Confirmed 5/12/2020   111      998     3191     3477        1     3477    17978     5363
TAB:  El_Salvador Confirmed .           112     1037     3191     1119        1     1119    22458     5953
TAB:  El_Salvador Confirmed 5/14/2020   113     1112     3191     1709        1     1709    19510     5363
TAB:  El_Salvador Confirmed .           114     1210     3191     3831        1     3831    16917     6660
TAB:  El_Salvador Confirmed 5/16/2020   115     1265     3191     7368        3     3006    19510     5953
TAB:  El_Salvador Confirmed .           116     1338     3191     5481        2     3359    21986     7368
TAB:  El_Salvador Confirmed 5/18/2020   117     1413     3191     2180        1     2180    23401     6542
TAB:  El_Salvador Confirmed .           118     1498     3191     3006        1     3006    18921     7014
TAB:  El_Salvador Confirmed 5/20/2020   119     1571     3191     6071        2     3359    18331     6896
TAB:  El_Salvador Confirmed .           120     1640     3191     3124        1     3124    19510     7250
TAB:  El_Salvador Confirmed 5/22/2020   121     1725     3191     5599        2     3713    20689     7721
TAB:  El_Salvador Confirmed .           122     1819     3191     6307        3     4774    21986    10904
TAB:  El_Salvador Confirmed 5/24/2020   123     1915     3191     6778        2     6542    23165     9254
TAB:  El_Salvador Confirmed .           124     1983     3191     7132        3     6189    22693    10315
TAB:  El_Salvador Confirmed 5/26/2020   125     2042     3191     6307        3     2416    19157     7368
TAB:  El_Salvador Confirmed .           126     2109     3191     5128        2     2416    19746     6307
TAB:  El_Salvador Confirmed 5/28/2020   127     2194     3191     5717        3     3006    20925     6071
TAB:  El_Salvador Confirmed .           128     2278     3191     5599        4     3477    22458     6307
TAB:  El_Salvador Confirmed 5/30/2020   129     2395     3191     5953        5     5363    19510     8900
TAB:  El_Salvador Confirmed .           130     2517     3191     6660        5     6660    23401    10551
TAB:  El_Salvador Confirmed 6/1/2020    131     2582     3191     6896        3     6778    20453     9254
TAB:  El_Salvador Confirmed .           132     2653     3191     7014        4     3006    21986     9254
TAB:  El_Salvador Confirmed 6/3/2020    133     2705     3191     6778        6     2888    23401     8429
TAB:  El_Salvador Confirmed .           134     2781     3191     6542       10     3124    23401     8429
TAB:  El_Salvador Confirmed 6/5/2020    135     2849     3191     6307        6     3241    23401     7368
TAB:  El_Salvador Confirmed .           136     2934     3191     6189        6     3595    21161     7132
TAB:  El_Salvador Confirmed 6/7/2020    137     3015     3191     6071        6     3949    20336     7368
TAB:  El_Salvador Confirmed .           138     3104     3191     6071        6     4420    20689     7368
TAB:  El_Salvador Confirmed 6/9/2020    139     3191     3191     5953        7     4892    22929     8547
AAA2     1 El_Salvador Confirmed cc1=  .922005 cc2=  .513757 lx=  4.06809 if=  57 il=  62 3/24/2020  n=   5 now=    3191 end=         58         5         0 U=     9.93 T=   70.9 p1= -98.2 p2=  5501.7 ed=    94 4/25/2020   x1=  57. x2=  62. y1=  1.40 y2=   .90     
GP: Confirmed El_Salvador 3/24/2020        62    3191       58       5        0     0    94 4/25/2020 
AAA2     1 El_Salvador Confirmed cc1=  .947913 cc2=  .569949 lx= 10.06809 if=  57 il=  63 3/25/2020  n=   6 now=    3191 end=      23578         9       176 U=    24.37 T=  113.3 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  57. x2=  63. y1=  2.31 y2=  2.06     
GP: Confirmed El_Salvador 3/25/2020        63    3191    -           9      176     1   170 7/10/2020 
AAA1     1 El_Salvador Confirmed cc1=  .927956 cc2=  .519707 lx=  5.30809 if=  58 il=  63 3/25/2020  n=   5 now=    3191 end=        201         9       176 U=     9.36 T=   73.6 p1= -93.7 p2=  1587.6 ed=    95 4/26/2020   x1=  58. x2=  63. y1=  1.67 y2=  1.13 BEST
AAA2     1 El_Salvador Confirmed cc1=  .927956 cc2=  .519707 lx=  5.30909 if=  58 il=  63 3/25/2020  n=   5 now=    3191 end=        201         9       176 U=     9.36 T=   73.6 p1= -93.7 p2=  1587.6 ed=    95 4/26/2020   x1=  58. x2=  63. y1=  1.67 y2=  1.13 BEST
GP: Confirmed El_Salvador 3/25/2020        63    3191      201       9      176     1    95 4/26/2020 
AAA2     1 El_Salvador Confirmed cc1=  .965107 cc2=  .611553 lx= 10.06809 if=  57 il=  64 3/26/2020  n=   7 now=    3191 end=      23578        13      1237 U=    23.81 T=  112.0 p1= 638.9 p2=    13.5 ed=   168 7/8/2020    x1=  57. x2=  64. y1=  2.31 y2=  2.02     
GP: Confirmed El_Salvador 3/26/2020        64    3191    -          13     1237     1   168 7/8/2020  
AAA1     1 El_Salvador Confirmed cc1=  .954966 cc2=  .577002 lx=  7.11809 if=  58 il=  64 3/26/2020  n=   6 now=    3191 end=       1234        13      1237 U=    13.43 T=   84.4 p1= -61.3 p2=   258.6 ed=   116 5/17/2020   x1=  58. x2=  64. y1=  1.96 y2=  1.52 BEST
AAA2     1 El_Salvador Confirmed cc1=  .954966 cc2=  .577002 lx=  7.11709 if=  58 il=  64 3/26/2020  n=   6 now=    3191 end=       1234        13      1237 U=    13.43 T=   84.4 p1= -61.3 p2=   258.6 ed=   116 5/17/2020   x1=  58. x2=  64. y1=  1.96 y2=  1.52 BEST
GP: Confirmed El_Salvador 3/26/2020        64    3191     1234      13     1237     1   116 5/17/2020 
AAA2     1 El_Salvador Confirmed cc1=  .929525 cc2=  .521277 lx= 10.06809 if=  59 il=  64 3/26/2020  n=   5 now=    3191 end=      23578        13      1237 U=    28.01 T=  120.4 p1= 638.9 p2=    13.5 ed=   186 7/26/2020   x1=  59. x2=  64. y1=  2.19 y2=  2.02     
GP: Confirmed El_Salvador 3/26/2020        64    3191    -          13     1237     1   186 7/26/2020 
AAA2     1 El_Salvador Confirmed cc1=  .971613 cc2=  .638280 lx=  7.50809 if=  57 il=  65 3/27/2020  n=   8 now=    3191 end=       1822        13        58 U=    19.14 T=   95.6 p1= -42.9 p2=   175.1 ed=   140 6/10/2020   x1=  57. x2=  65. y1=  2.02 y2=  1.60     
GP: Confirmed El_Salvador 3/27/2020        65    3191     1822      13       58     1   140 6/10/2020 
AAA2     1 El_Salvador Confirmed cc1=  .964445 cc2=  .610892 lx=  4.94809 if=  58 il=  65 3/27/2020  n=   7 now=    3191 end=        140        13        58 U=     9.58 T=   73.3 p1= -95.6 p2=  2279.3 ed=    95 4/26/2020   x1=  58. x2=  65. y1=  1.60 y2=   .87     
GP: Confirmed El_Salvador 3/27/2020        65    3191      140      13       58     1    95 4/26/2020 
AAA2     1 El_Salvador Confirmed cc1=  .948016 cc2=  .570052 lx= 10.06809 if=  59 il=  65 3/27/2020  n=   6 now=    3191 end=      23578        13        58 U=    33.61 T=  132.7 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  59. x2=  65. y1=  2.19 y2=  2.02     
GP: Confirmed El_Salvador 3/27/2020        65    3191    -          13       58     1   212 8/21/2020 
AAA1     1 El_Salvador Confirmed cc1=  .965848 cc2=  .557600 lx=  4.74809 if=  60 il=  65 3/27/2020  n=   5 now=    3191 end=        115        13        58 U=     9.73 T=   72.6 p1= -96.4 p2=  2774.8 ed=    95 4/26/2020   x1=  60. x2=  65. y1=  1.29 y2=   .78 BEST
AAA2     1 El_Salvador Confirmed cc1=  .965848 cc2=  .557600 lx=  4.74609 if=  60 il=  65 3/27/2020  n=   5 now=    3191 end=        115        13        58 U=     9.73 T=   72.6 p1= -96.4 p2=  2774.8 ed=    95 4/26/2020   x1=  60. x2=  65. y1=  1.29 y2=   .78 BEST
GP: Confirmed El_Salvador 3/27/2020        65    3191      115      13       58     1    95 4/26/2020 
AAA2     1 El_Salvador Confirmed cc1=  .979348 cc2=  .663120 lx=  6.64809 if=  57 il=  66 3/28/2020  n=   9 now=    3191 end=        771        19        63 U=    15.38 T=   86.1 p1= -75.8 p2=   413.9 ed=   122 5/23/2020   x1=  57. x2=  66. y1=  1.89 y2=  1.31     
GP: Confirmed El_Salvador 3/28/2020        66    3191      771      19       63     1   122 5/23/2020 
AAA2     1 El_Salvador Confirmed cc1=  .975242 cc2=  .641908 lx=  5.04809 if=  58 il=  66 3/28/2020  n=   8 now=    3191 end=        155        19        63 U=     9.14 T=   72.8 p1= -95.1 p2=  2058.7 ed=    94 4/25/2020   x1=  58. x2=  66. y1=  1.62 y2=   .74     
GP: Confirmed El_Salvador 3/28/2020        66    3191      155      19       63     1    94 4/25/2020 
AAA2     1 El_Salvador Confirmed cc1=  .965242 cc2=  .611689 lx=  7.73809 if=  59 il=  66 3/28/2020  n=   7 now=    3191 end=       2294        19        63 U=    21.49 T=   99.7 p1= -28.1 p2=   139.1 ed=   150 6/20/2020   x1=  59. x2=  66. y1=  1.89 y2=  1.57     
GP: Confirmed El_Salvador 3/28/2020        66    3191     2294      19       63     1   150 6/20/2020 
AAA2     1 El_Salvador Confirmed cc1=  .978779 cc2=  .600815 lx=  4.41809 if=  60 il=  66 3/28/2020  n=   6 now=    3191 end=         82        19        63 U=     7.39 T=   68.9 p1= -97.4 p2=  3891.5 ed=    86 4/17/2020   x1=  60. x2=  66. y1=  1.20 y2=   .39     
GP: Confirmed El_Salvador 3/28/2020        66    3191       82      19       63     1    86 4/17/2020 
AAA1     1 El_Salvador Confirmed cc1=  .982067 cc2=  .573819 lx=  4.06809 if=  61 il=  66 3/28/2020  n=   5 now=    3191 end=         58        19        63 U=     5.15 T=   66.6 p1= -98.2 p2=  5501.7 ed=    78 4/9/2020    x1=  61. x2=  66. y1=  1.09 y2=   .12 BEST
AAA2     1 El_Salvador Confirmed cc1=  .982374 cc2=  .573819 lx=  3.96809 if=  61 il=  66 3/28/2020  n=   5 now=    3191 end=         58        19        63 U=     5.15 T=   66.6 p1= -98.2 p2=  5501.7 ed=    78 4/9/2020    x1=  61. x2=  66. y1=  1.09 y2=   .12 BEST
GP: Confirmed El_Salvador 3/28/2020        66    3191       58      19       63     1    78 4/9/2020  
AAA2     1 El_Salvador Confirmed cc1=  .984521 cc2=  .683009 lx=  6.30809 if=  57 il=  67 3/29/2020  n=  10 now=    3191 end=        548        24        58 U=    14.27 T=   83.3 p1= -82.8 p2=   582.3 ed=   116 5/17/2020   x1=  57. x2=  67. y1=  1.84 y2=  1.14     
GP: Confirmed El_Salvador 3/29/2020        67    3191      548      24       58     1   116 5/17/2020 
AAA2     1 El_Salvador Confirmed cc1=  .982033 cc2=  .665806 lx=  5.19809 if=  58 il=  67 3/29/2020  n=   9 now=    3191 end=        180        24        58 U=     9.52 T=   73.7 p1= -94.4 p2=  1772.8 ed=    96 4/27/2020   x1=  58. x2=  67. y1=  1.65 y2=   .70     
GP: Confirmed El_Salvador 3/29/2020        67    3191      180      24       58     1    96 4/27/2020 
AAA2     1 El_Salvador Confirmed cc1=  .975713 cc2=  .642380 lx=  6.24809 if=  59 il=  67 3/29/2020  n=   8 now=    3191 end=        517        24        58 U=    15.47 T=   84.3 p1= -83.8 p2=   617.2 ed=   120 5/21/2020   x1=  59. x2=  67. y1=  1.64 y2=  1.12     
GP: Confirmed El_Salvador 3/29/2020        67    3191      517      24       58     1   120 5/21/2020 
AAA2     1 El_Salvador Confirmed cc1=  .985858 cc2=  .632305 lx=  4.63809 if=  60 il=  67 3/29/2020  n=   7 now=    3191 end=        103        24        58 U=     7.90 T=   70.0 p1= -96.8 p2=  3098.1 ed=    88 4/19/2020   x1=  60. x2=  67. y1=  1.26 y2=   .38     
GP: Confirmed El_Salvador 3/29/2020        67    3191      103      24       58     1    88 4/19/2020 
AAA1     1 El_Salvador Confirmed cc1=  .988638 cc2=  .610674 lx=  4.06809 if=  61 il=  67 3/29/2020  n=   6 now=    3191 end=         58        24        58 U=     4.98 T=   66.4 p1= -98.2 p2=  5501.7 ed=    78 4/9/2020    x1=  61. x2=  67. y1=  1.09 y2=  -.12 BEST
AAA2     1 El_Salvador Confirmed cc1=  .988638 cc2=  .610674 lx=  4.06709 if=  61 il=  67 3/29/2020  n=   6 now=    3191 end=         58        24        58 U=     4.98 T=   66.4 p1= -98.2 p2=  5501.7 ed=    78 4/9/2020    x1=  61. x2=  67. y1=  1.09 y2=  -.12 BEST
GP: Confirmed El_Salvador 3/29/2020        67    3191       58      24       58     1    78 4/9/2020  
AAA2     1 El_Salvador Confirmed cc1=  .981862 cc2=  .573613 lx=  4.14809 if=  62 il=  67 3/29/2020  n=   5 now=    3191 end=         63        24        58 U=     5.20 T=   66.8 p1= -98.0 p2=  5065.1 ed=    79 4/10/2020   x1=  62. x2=  67. y1=   .93 y2=  -.03     
GP: Confirmed El_Salvador 3/29/2020        67    3191       63      24       58     1    79 4/10/2020 
AAA2     1 El_Salvador Confirmed cc1=  .988110 cc2=  .699435 lx=  6.20809 if=  57 il=  68 3/30/2020  n=  11 now=    3191 end=        496        30        58 U=    13.86 T=   82.3 p1= -84.5 p2=   643.3 ed=   115 5/16/2020   x1=  57. x2=  68. y1=  1.83 y2=  1.03     
GP: Confirmed El_Salvador 3/30/2020        68    3191      496      30       58     2   115 5/16/2020 
AAA2     1 El_Salvador Confirmed cc1=  .986510 cc2=  .684999 lx=  5.39809 if=  58 il=  68 3/30/2020  n=  10 now=    3191 end=        220        30        58 U=    10.06 T=   75.0 p1= -93.1 p2=  1450.5 ed=    98 4/29/2020   x1=  58. x2=  68. y1=  1.69 y2=   .69     
GP: Confirmed El_Salvador 3/30/2020        68    3191      220      30       58     2    98 4/29/2020 
AAA2     1 El_Salvador Confirmed cc1=  .982393 cc2=  .666165 lx=  6.10809 if=  59 il=  68 3/30/2020  n=   9 now=    3191 end=        449        30        58 U=    14.62 T=   82.6 p1= -85.9 p2=   710.7 ed=   117 5/18/2020   x1=  59. x2=  68. y1=  1.61 y2=  1.00     
GP: Confirmed El_Salvador 3/30/2020        68    3191      449      30       58     2   117 5/18/2020 
AAA2     1 El_Salvador Confirmed cc1=  .990007 cc2=  .656674 lx=  4.90809 if=  60 il=  68 3/30/2020  n=   8 now=    3191 end=        135        30        58 U=     8.63 T=   71.5 p1= -95.8 p2=  2363.7 ed=    91 4/22/2020   x1=  60. x2=  68. y1=  1.34 y2=   .41     
GP: Confirmed El_Salvador 3/30/2020        68    3191      135      30       58     2    91 4/22/2020 
AAA1     1 El_Salvador Confirmed cc1=  .991788 cc2=  .638235 lx=  4.41809 if=  61 il=  68 3/30/2020  n=   7 now=    3191 end=         82        30        58 U=     5.92 T=   68.1 p1= -97.4 p2=  3891.5 ed=    82 4/13/2020   x1=  61. x2=  68. y1=  1.20 y2=   .02 BEST
AAA2     1 El_Salvador Confirmed cc1=  .991788 cc2=  .638235 lx=  4.41709 if=  61 il=  68 3/30/2020  n=   7 now=    3191 end=         82        30        58 U=     5.92 T=   68.1 p1= -97.4 p2=  3891.5 ed=    82 4/13/2020   x1=  61. x2=  68. y1=  1.20 y2=   .02 BEST
GP: Confirmed El_Salvador 3/30/2020        68    3191       82      30       58     2    82 4/13/2020 
AAA1     1 El_Salvador Confirmed cc1=  .988001 cc2=  .610036 lx=  4.59809 if=  62 il=  68 3/30/2020  n=   6 now=    3191 end=         99        30        58 U=     6.56 T=   69.2 p1= -96.9 p2=  3223.2 ed=    84 4/15/2020   x1=  62. x2=  68. y1=  1.09 y2=   .18 BEST
AAA2     1 El_Salvador Confirmed cc1=  .988001 cc2=  .610036 lx=  4.60009 if=  62 il=  68 3/30/2020  n=   6 now=    3191 end=         99        30        58 U=     6.56 T=   69.2 p1= -96.9 p2=  3223.2 ed=    84 4/15/2020   x1=  62. x2=  68. y1=  1.09 y2=   .18 BEST
GP: Confirmed El_Salvador 3/30/2020        68    3191       99      30       58     2    84 4/15/2020 
AAA2     1 El_Salvador Confirmed cc1=  .985492 cc2=  .577244 lx= 10.06809 if=  63 il=  68 3/30/2020  n=   5 now=    3191 end=      23578        30        58 U=    30.12 T=  125.1 p1= 638.9 p2=    13.5 ed=   196 8/5/2020    x1=  63. x2=  68. y1=  2.06 y2=  1.90     
GP: Confirmed El_Salvador 3/30/2020        68    3191    -          30       58     2   196 8/5/2020  
AAA2     1 El_Salvador Confirmed cc1=  .989883 cc2=  .712533 lx=  5.48809 if=  57 il=  69 3/31/2020  n=  12 now=    3191 end=        241        32        58 U=    12.02 T=   77.5 p1= -92.4 p2=  1324.1 ed=   105 5/6/2020    x1=  57. x2=  69. y1=  1.70 y2=   .70     
GP: Confirmed El_Salvador 3/31/2020        69    3191      241      32       58     1   105 5/6/2020  
AAA2     1 El_Salvador Confirmed cc1=  .988957 cc2=  .700282 lx=  4.95809 if=  58 il=  69 3/31/2020  n=  11 now=    3191 end=        142        32        58 U=     9.16 T=   72.7 p1= -95.5 p2=  2247.2 ed=    94 4/25/2020   x1=  58. x2=  69. y1=  1.60 y2=   .40     
GP: Confirmed El_Salvador 3/31/2020        69    3191      142      32       58     1    94 4/25/2020 
AAA2     1 El_Salvador Confirmed cc1=  .985697 cc2=  .684186 lx=  5.11809 if=  59 il=  69 3/31/2020  n=  10 now=    3191 end=        167        32        58 U=    11.25 T=   74.6 p1= -94.8 p2=  1910.8 ed=   101 5/2/2020    x1=  59. x2=  69. y1=  1.39 y2=   .50     
GP: Confirmed El_Salvador 3/31/2020        69    3191      167      32       58     1   101 5/2/2020  
AAA2     1 El_Salvador Confirmed cc1=  .991754 cc2=  .675526 lx=  4.49809 if=  60 il=  69 3/31/2020  n=   9 now=    3191 end=         89        32        58 U=     7.55 T=   69.2 p1= -97.2 p2=  3585.4 ed=    87 4/18/2020   x1=  60. x2=  69. y1=  1.22 y2=   .03     
GP: Confirmed El_Salvador 3/31/2020        69    3191       89      32       58     1    87 4/18/2020 
AAA2     1 El_Salvador Confirmed cc1=  .993354 cc2=  .660021 lx=  4.18809 if=  61 il=  69 3/31/2020  n=   8 now=    3191 end=         65        32        58 U=     5.50 T=   67.2 p1= -98.0 p2=  4909.2 ed=    80 4/11/2020   x1=  61. x2=  69. y1=  1.13 y2=  -.33     
GP: Confirmed El_Salvador 3/31/2020        69    3191       65      32       58     1    80 4/11/2020 
AAA2     1 El_Salvador Confirmed cc1=  .990542 cc2=  .636989 lx=  4.22809 if=  62 il=  69 3/31/2020  n=   7 now=    3191 end=         68        32        58 U=     5.67 T=   67.5 p1= -97.9 p2=  4692.6 ed=    80 4/11/2020   x1=  62. x2=  69. y1=   .96 y2=  -.27     
GP: Confirmed El_Salvador 3/31/2020        69    3191       68      32       58     1    80 4/11/2020 
AAA2     1 El_Salvador Confirmed cc1=  .986917 cc2=  .608953 lx=  4.85809 if=  63 il=  69 3/31/2020  n=   6 now=    3191 end=        128        32        58 U=     9.26 T=   72.1 p1= -96.0 p2=  2493.0 ed=    93 4/24/2020   x1=  63. x2=  69. y1=   .98 y2=   .33     
GP: Confirmed El_Salvador 3/31/2020        69    3191      128      32       58     1    93 4/24/2020 
