TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       21533.00000        9.97734
TAB:  US_Michigan_Wayne Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Michigan_Wayne Confirmed .            34        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 2/26/2020    35        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed .            36        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 2/28/2020    37        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed .            38        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 3/1/2020     39        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed .            40        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 3/3/2020     41        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed .            42        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 3/5/2020     43        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed .            44        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 3/7/2020     45        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed .            46        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 3/9/2020     47        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed .            48        0    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 3/11/2020    49        1    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed .            50        1    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 3/13/2020    51        2    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed .            52        6    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 3/15/2020    53        8    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed .            54       14    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 3/17/2020    55       14    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed .            56       23    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 3/19/2020    57       44    21533     1193        1     1193     3579     1988
TAB:  US_Michigan_Wayne Confirmed .            58       67    21533     4375        1     4375    29832    25855
TAB:  US_Michigan_Wayne Confirmed 3/21/2020    59      102    21533    16308        1    16308   156323   156323
TAB:  US_Michigan_Wayne Confirmed .            60      477    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 3/23/2020    61      638    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed .            62      876    21533        0        0        0        0        0
TAB:  US_Michigan_Wayne Confirmed 3/25/2020    63     1122    21533     1193        1     1193     1988     1988
TAB:  US_Michigan_Wayne Confirmed .            64     1389    21533     1988        2     1988     1988     1988
TAB:  US_Michigan_Wayne Confirmed 3/27/2020    65     1810    21533     2784        1     2784    43356    17899
TAB:  US_Michigan_Wayne Confirmed .            66     2316    21533     4375        1     4375    44948    10739
TAB:  US_Michigan_Wayne Confirmed 3/29/2020    67     2704    21533     4375        1     4375   154732    45743
TAB:  US_Michigan_Wayne Confirmed .            68     3195    21533     5171        2     5171   148368    21877
TAB:  US_Michigan_Wayne Confirmed 3/31/2020    69     3735    21533     6440        3     6440    45759    17286
TAB:  US_Michigan_Wayne Confirmed .            70     4470    21533     8049        2     8049    47343    20602
TAB:  US_Michigan_Wayne Confirmed 4/2/2020     71     5069    21533     9148        2     9148    36197    22672
TAB:  US_Michigan_Wayne Confirmed .            72     6096    21533    11535        2    11535    47334    23468
TAB:  US_Michigan_Wayne Confirmed 4/4/2020     73     6762    21533    13126        2    13126    97453    27446
TAB:  US_Michigan_Wayne Confirmed .            74     7518    21533    36381        2    13891    53139    21829
TAB:  US_Michigan_Wayne Confirmed 4/6/2020     75     8270    21533    32397        2    14762    36558    20310
TAB:  US_Michigan_Wayne Confirmed .            76     9045    21533    30025        2    14747    30025    19436
TAB:  US_Michigan_Wayne Confirmed 4/8/2020     77     9626    21533    17860        2    14302    26620    19640
TAB:  US_Michigan_Wayne Confirmed .            78    10093    21533    16885        2    12678    23375    17606
TAB:  US_Michigan_Wayne Confirmed 4/10/2020    79    10539    21533    16310        2    12327    20939    17064
TAB:  US_Michigan_Wayne Confirmed .            80    10951    21533    15989        3    12643    19531    16481
TAB:  US_Michigan_Wayne Confirmed 4/12/2020    81    11164    21533    15489        3    12307    17829    15489
TAB:  US_Michigan_Wayne Confirmed .            82    11648    21533    13353        4    13353    17310    15332
TAB:  US_Michigan_Wayne Confirmed 4/14/2020    83    12209    21533    14564        6    14165    20549    16160
TAB:  US_Michigan_Wayne Confirmed .            84    12544    21533    15513       12    14717    46539    17104
TAB:  US_Michigan_Wayne Confirmed 4/16/2020    85    12888    21533    15513       14    14717    29037    17104
TAB:  US_Michigan_Wayne Confirmed .            86    13233    21533    15598        5    14991    23610    16326
TAB:  US_Michigan_Wayne Confirmed 4/18/2020    87    13471    21533    15497        5    14906    18547    16284
TAB:  US_Michigan_Wayne Confirmed .            88    13692    21533    15822        7    14852    17496    15910
TAB:  US_Michigan_Wayne Confirmed 4/20/2020    89    13912    21533    15794        7    15032    16810    15964
TAB:  US_Michigan_Wayne Confirmed .            90    13912    21533    15663        9    14443    16151    15338
TAB:  US_Michigan_Wayne Confirmed 4/22/2020    91    14561    21533    15910       10    15910    17496    16439
TAB:  US_Michigan_Wayne Confirmed .            92    14994    21533    16308       19    16308    20286    18695
TAB:  US_Michigan_Wayne Confirmed 4/24/2020    93    15407    21533    17104       21    17104    24263    19490
TAB:  US_Michigan_Wayne Confirmed .            94    15577    21533    17104       20    17104    24263    20286
TAB:  US_Michigan_Wayne Confirmed 4/26/2020    95    15748    21533    17104       16    16308    24263    20286
TAB:  US_Michigan_Wayne Confirmed .            96    15872    21533    17104       15    16308    21877    18695
TAB:  US_Michigan_Wayne Confirmed 4/28/2020    97    16173    21533    17486        9    17310    32424    18892
TAB:  US_Michigan_Wayne Confirmed .            98    16494    21533    17625        8    17625    28561    19640
TAB:  US_Michigan_Wayne Confirmed 4/30/2020    99    16729    21533    17899       15    17899    26650    21877
TAB:  US_Michigan_Wayne Confirmed .           100    16970    21533    18695       11    17899    25855    21877
TAB:  US_Michigan_Wayne Confirmed 5/2/2020    101    17106    21533    18695       12    17899    24263    21081
TAB:  US_Michigan_Wayne Confirmed .           102    17298    21533    18369        8    18135    22917    20235
TAB:  US_Michigan_Wayne Confirmed 5/4/2020    103    17314    21533    18323        7    17779    21585    19519
TAB:  US_Michigan_Wayne Confirmed .           104    17391    21533    18336        7    17604    20739    19067
TAB:  US_Michigan_Wayne Confirmed 5/6/2020    105    17571    21533    18689        7    17972    20328    19099
TAB:  US_Michigan_Wayne Confirmed .           106    17667    21533    18695       23    17899    21081    19490
TAB:  US_Michigan_Wayne Confirmed 5/8/2020    107    17824    21533    18695       23    18695    20286    19490
TAB:  US_Michigan_Wayne Confirmed .           108    17960    21533    19490       22    18695    21081    19490
TAB:  US_Michigan_Wayne Confirmed 5/10/2020   109    18075    21533    19490       29    18695    21877    20286
TAB:  US_Michigan_Wayne Confirmed .           110    18194    21533    19490       34    18695    27446    21877
TAB:  US_Michigan_Wayne Confirmed 5/12/2020   111    18274    21533    19490       37    18695    22672    20286
TAB:  US_Michigan_Wayne Confirmed .           112    18389    21533    19657       13    18807    35171    19870
TAB:  US_Michigan_Wayne Confirmed 5/14/2020   113    18770    21533    20286       17    19490    21877    21081
TAB:  US_Michigan_Wayne Confirmed .           114    18882    21533    21081       12    19490    22672    21081
TAB:  US_Michigan_Wayne Confirmed 5/16/2020   115    19016    21533    21081       14    19490    29037    22672
TAB:  US_Michigan_Wayne Confirmed .           116    19065    21533    21081       15    19490    28241    22672
TAB:  US_Michigan_Wayne Confirmed 5/18/2020   117    19128    21533    21081       15    19490    64040    22672
TAB:  US_Michigan_Wayne Confirmed .           118    19292    21533    21081       16    19490    47334    22672
TAB:  US_Michigan_Wayne Confirmed 5/20/2020   119    19432    21533    21081       17    20286    42561    24263
TAB:  US_Michigan_Wayne Confirmed .           120    19538    21533    21081       12    20286    40174    26650
TAB:  US_Michigan_Wayne Confirmed 5/22/2020   121    19602    21533    21081       13    20286   118933    25855
TAB:  US_Michigan_Wayne Confirmed .           122    19697    21533    21511       14    20332    46263    23868
TAB:  US_Michigan_Wayne Confirmed 5/24/2020   123    19771    21533    21489        7    20072    29676    22591
TAB:  US_Michigan_Wayne Confirmed .           124    19816    21533    21583        8    20122    26364    22247
TAB:  US_Michigan_Wayne Confirmed 5/26/2020   125    19926    21533    21081       25    20286    25059    22672
TAB:  US_Michigan_Wayne Confirmed .           126    19999    21533    21081       27    21081    24263    22672
TAB:  US_Michigan_Wayne Confirmed 5/28/2020   127    20059    21533    21081       26    21081    36197    22672
TAB:  US_Michigan_Wayne Confirmed .           128    20227    21533    21877       22    21081    23468    22672
TAB:  US_Michigan_Wayne Confirmed 5/30/2020   129    20254    21533    21877       25    21081    23468    22672
TAB:  US_Michigan_Wayne Confirmed .           130    20415    21533    21877       24    21081    25855    23468
TAB:  US_Michigan_Wayne Confirmed 6/1/2020    131    20446    21533    21877       25    21081    25855    23468
TAB:  US_Michigan_Wayne Confirmed .           132    20468    21533    21877       27    20286    33810    22672
TAB:  US_Michigan_Wayne Confirmed 6/3/2020    133    20541    21533    22166       21    20951    48887    22773
TAB:  US_Michigan_Wayne Confirmed .           134    20590    21533    21920       16    20910    24574    22173
TAB:  US_Michigan_Wayne Confirmed 6/5/2020    135    21042    21533    21877       11    21877    25059    23468
TAB:  US_Michigan_Wayne Confirmed .           136    21163    21533    22672       12    21877    28241    24263
TAB:  US_Michigan_Wayne Confirmed 6/7/2020    137    21387    21533    23468        9    22672    37788    26650
TAB:  US_Michigan_Wayne Confirmed .           138    21455    21533    23468        8    21877    52903    26650
TAB:  US_Michigan_Wayne Confirmed 6/9/2020    139    21533    21533    23468        7    21877    75178    28241
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .975813 cc2=  .567565 lx=  9.67734 if=  49 il=  54 3/16/2020  n=   5 now=   21533 end=      15952        14         0 U=    15.70 T=   84.6 p1= -25.9 p2=   135.0 ed=   121 5/22/2020   x1=  49. x2=  54. y1=  2.27 y2=  1.95     
GP: Confirmed US_Michigan_Wayne 3/16/2020        54   21533    15952      14        0     0   121 5/22/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .973221 cc2=  .595256 lx=  5.97734 if=  49 il=  55 3/17/2020  n=   6 now=   21533 end=        394        14         0 U=    10.30 T=   67.4 p1= -98.2 p2=  5465.2 ed=    91 4/22/2020   x1=  49. x2=  55. y1=  1.79 y2=  1.21     
GP: Confirmed US_Michigan_Wayne 3/17/2020        55   21533      394      14        0     0    91 4/22/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .971461 cc2=  .563213 lx=  5.97734 if=  50 il=  55 3/17/2020  n=   5 now=   21533 end=        394        14         0 U=     8.58 T=   65.3 p1= -98.2 p2=  5465.2 ed=    85 4/16/2020   x1=  50. x2=  55. y1=  1.79 y2=  1.21     
GP: Confirmed US_Michigan_Wayne 3/17/2020        55   21533      394      14        0     0    85 4/16/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .981521 cc2=  .627968 lx=  5.97734 if=  49 il=  56 3/18/2020  n=   7 now=   21533 end=        394        23         0 U=     9.41 T=   65.8 p1= -98.2 p2=  5465.2 ed=    88 4/19/2020   x1=  49. x2=  56. y1=  1.79 y2=  1.04     
GP: Confirmed US_Michigan_Wayne 3/18/2020        56   21533      394      23        0     0    88 4/19/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .979770 cc2=  .601806 lx=  5.97734 if=  50 il=  56 3/18/2020  n=   6 now=   21533 end=        394        23         0 U=     8.07 T=   64.4 p1= -98.2 p2=  5465.2 ed=    83 4/14/2020   x1=  50. x2=  56. y1=  1.79 y2=  1.04     
GP: Confirmed US_Michigan_Wayne 3/18/2020        56   21533      394      23        0     0    83 4/14/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .969990 cc2=  .561742 lx=  5.97734 if=  51 il=  56 3/18/2020  n=   5 now=   21533 end=        394        23         0 U=     8.06 T=   64.4 p1= -98.2 p2=  5465.2 ed=    83 4/14/2020   x1=  51. x2=  56. y1=  1.66 y2=  1.04     
GP: Confirmed US_Michigan_Wayne 3/18/2020        56   21533      394      23        0     0    83 4/14/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .984540 cc2=  .651206 lx=  8.24734 if=  49 il=  57 3/19/2020  n=   8 now=   21533 end=       3817        44      1193 U=    13.03 T=   76.5 p1= -82.3 p2=   564.1 ed=   107 5/8/2020    x1=  49. x2=  57. y1=  2.11 y2=  1.50     
GP: Confirmed US_Michigan_Wayne 3/19/2020        57   21533     3817      44     1193     1   107 5/8/2020  
AAA1     1 US_Michigan_Wayne Confirmed cc1=  .983424 cc2=  .629870 lx=  6.78734 if=  50 il=  57 3/19/2020  n=   7 now=   21533 end=        886        44      1193 U=     8.58 T=   66.4 p1= -95.9 p2=  2430.4 ed=    86 4/17/2020   x1=  50. x2=  57. y1=  1.92 y2=  1.10 BEST
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .983424 cc2=  .629870 lx=  6.79134 if=  50 il=  57 3/19/2020  n=   7 now=   21533 end=        886        44      1193 U=     8.58 T=   66.4 p1= -95.9 p2=  2430.4 ed=    86 4/17/2020   x1=  50. x2=  57. y1=  1.92 y2=  1.10 BEST
GP: Confirmed US_Michigan_Wayne 3/19/2020        57   21533      886      44     1193     1    86 4/17/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .975894 cc2=  .597930 lx=  7.70734 if=  51 il=  57 3/19/2020  n=   6 now=   21533 end=       2224        44      1193 U=    10.33 T=   71.1 p1= -89.7 p2=   968.2 ed=    95 4/26/2020   x1=  51. x2=  57. y1=  1.95 y2=  1.37     
GP: Confirmed US_Michigan_Wayne 3/19/2020        57   21533     2224      44     1193     1    95 4/26/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .972426 cc2=  .564178 lx= 11.97734 if=  52 il=  57 3/19/2020  n=   5 now=   21533 end=     159108        44      1193 U=    22.97 T=  105.3 p1= 638.9 p2=    13.5 ed=   159 6/29/2020   x1=  52. x2=  57. y1=  2.32 y2=  2.10     
GP: Confirmed US_Michigan_Wayne 3/19/2020        57   21533    -          44     1193     1   159 6/29/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .988337 cc2=  .672109 lx= 10.30734 if=  49 il=  58 3/20/2020  n=   9 now=   21533 end=      29951        67      4375 U=    17.17 T=   89.1 p1=  39.1 p2=    71.9 ed=   129 5/30/2020   x1=  49. x2=  58. y1=  2.33 y2=  1.81     
GP: Confirmed US_Michigan_Wayne 3/20/2020        58   21533    29951      67     4375     1   129 5/30/2020 
AAA1     1 US_Michigan_Wayne Confirmed cc1=  .987476 cc2=  .654142 lx=  8.31734 if=  50 il=  58 3/20/2020  n=   8 now=   21533 end=       4094        67      4375 U=    11.36 T=   74.1 p1= -81.0 p2=   526.0 ed=   100 5/1/2020    x1=  50. x2=  58. y1=  2.12 y2=  1.41 BEST
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .987476 cc2=  .654142 lx=  8.31434 if=  50 il=  58 3/20/2020  n=   8 now=   21533 end=       4094        67      4375 U=    11.36 T=   74.1 p1= -81.0 p2=   526.0 ed=   100 5/1/2020    x1=  50. x2=  58. y1=  2.12 y2=  1.41 BEST
GP: Confirmed US_Michigan_Wayne 3/20/2020        58   21533     4094      67     4375     1   100 5/1/2020  
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .983035 cc2=  .629482 lx= 10.14734 if=  51 il=  58 3/20/2020  n=   7 now=   21533 end=      25523        67      4375 U=    15.08 T=   84.9 p1=  18.5 p2=    84.4 ed=   120 5/21/2020   x1=  51. x2=  58. y1=  2.25 y2=  1.78     
GP: Confirmed US_Michigan_Wayne 3/20/2020        58   21533    25523      67     4375     1   120 5/21/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .979851 cc2=  .601887 lx= 11.97734 if=  52 il=  58 3/20/2020  n=   6 now=   21533 end=     159108        67      4375 U=    22.19 T=  103.5 p1= 638.9 p2=    13.5 ed=   155 6/25/2020   x1=  52. x2=  58. y1=  2.32 y2=  2.05     
GP: Confirmed US_Michigan_Wayne 3/20/2020        58   21533    -          67     4375     1   155 6/25/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .976503 cc2=  .568255 lx= 11.97734 if=  53 il=  58 3/20/2020  n=   5 now=   21533 end=     159108        67      4375 U=    20.69 T=  100.4 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  53. x2=  58. y1=  2.29 y2=  2.05     
GP: Confirmed US_Michigan_Wayne 3/20/2020        58   21533    -          67     4375     1   149 6/19/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .991079 cc2=  .689568 lx= 11.95734 if=  49 il=  59 3/21/2020  n=  10 now=   21533 end=     155957       102     16308 U=    20.45 T=   99.7 p1= 624.3 p2=    13.8 ed=   147 6/17/2020   x1=  49. x2=  59. y1=  2.48 y2=  1.99     
GP: Confirmed US_Michigan_Wayne 3/21/2020        59   21533    -         102    16308     1   147 6/17/2020 
AAA1     1 US_Michigan_Wayne Confirmed cc1=  .990455 cc2=  .674228 lx=  9.68734 if=  50 il=  59 3/21/2020  n=   9 now=   21533 end=      16112       102     16308 U=    13.87 T=   81.5 p1= -25.2 p2=   133.6 ed=   114 5/15/2020   x1=  50. x2=  59. y1=  2.27 y2=  1.62 BEST
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .990455 cc2=  .674228 lx=  9.68634 if=  50 il=  59 3/21/2020  n=   9 now=   21533 end=      16112       102     16308 U=    13.87 T=   81.5 p1= -25.2 p2=   133.6 ed=   114 5/15/2020   x1=  50. x2=  59. y1=  2.27 y2=  1.62 BEST
GP: Confirmed US_Michigan_Wayne 3/21/2020        59   21533    16112     102    16308     1   114 5/15/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .987817 cc2=  .654484 lx= 11.97734 if=  51 il=  59 3/21/2020  n=   8 now=   21533 end=     159108       102     16308 U=    18.68 T=   96.3 p1= 638.9 p2=    13.5 ed=   140 6/10/2020   x1=  51. x2=  59. y1=  2.42 y2=  2.00     
GP: Confirmed US_Michigan_Wayne 3/21/2020        59   21533    -         102    16308     1   140 6/10/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .985161 cc2=  .631607 lx= 11.97734 if=  52 il=  59 3/21/2020  n=   7 now=   21533 end=     159108       102     16308 U=    21.48 T=  101.8 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  52. x2=  59. y1=  2.32 y2=  2.00     
GP: Confirmed US_Michigan_Wayne 3/21/2020        59   21533    -         102    16308     1   152 6/22/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .984698 cc2=  .606734 lx= 11.97734 if=  53 il=  59 3/21/2020  n=   6 now=   21533 end=     159108       102     16308 U=    20.18 T=   99.3 p1= 638.9 p2=    13.5 ed=   146 6/16/2020   x1=  53. x2=  59. y1=  2.29 y2=  2.00     
GP: Confirmed US_Michigan_Wayne 3/21/2020        59   21533    -         102    16308     1   146 6/16/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .980706 cc2=  .572457 lx= 11.97734 if=  54 il=  59 3/21/2020  n=   5 now=   21533 end=     159108       102     16308 U=    20.91 T=  100.7 p1= 638.9 p2=    13.5 ed=   150 6/20/2020   x1=  54. x2=  59. y1=  2.23 y2=  2.00     
GP: Confirmed US_Michigan_Wayne 3/21/2020        59   21533    -         102    16308     1   150 6/20/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .971400 cc2=  .563152 lx=  7.72734 if=  57 il=  62 3/24/2020  n=   5 now=   21533 end=       2269       876         0 U=     3.52 T=   61.8 p1= -89.5 p2=   949.0 ed=    70 4/1/2020    x1=  57. x2=  62. y1=  1.37 y2=  -.05     
GP: Confirmed US_Michigan_Wayne 3/24/2020        62   21533     2269     876        0     0    70 4/1/2020  
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .972149 cc2=  .683474 lx= 11.97734 if=  52 il=  63 3/25/2020  n=  11 now=   21533 end=     159108      1122      1193 U=    15.26 T=   87.4 p1= 638.9 p2=    13.5 ed=   123 5/24/2020   x1=  52. x2=  63. y1=  2.32 y2=  1.60     
GP: Confirmed US_Michigan_Wayne 3/25/2020        63   21533    -        1122     1193     1   123 5/24/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .974972 cc2=  .673461 lx= 11.97734 if=  53 il=  63 3/25/2020  n=  10 now=   21533 end=     159108      1122      1193 U=    14.45 T=   86.1 p1= 638.9 p2=    13.5 ed=   120 5/21/2020   x1=  53. x2=  63. y1=  2.29 y2=  1.60     
GP: Confirmed US_Michigan_Wayne 3/25/2020        63   21533    -        1122     1193     1   120 5/21/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .976501 cc2=  .660273 lx= 11.97734 if=  54 il=  63 3/25/2020  n=   9 now=   21533 end=     159108      1122      1193 U=    14.20 T=   85.7 p1= 638.9 p2=    13.5 ed=   119 5/20/2020   x1=  54. x2=  63. y1=  2.23 y2=  1.60     
GP: Confirmed US_Michigan_Wayne 3/25/2020        63   21533    -        1122     1193     1   119 5/20/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .982175 cc2=  .604210 lx=  7.55734 if=  57 il=  63 3/25/2020  n=   6 now=   21533 end=       1914      1122      1193 U=     3.07 T=   61.1 p1= -91.1 p2=  1125.0 ed=    68 3/30/2020   x1=  57. x2=  63. y1=  1.33 y2=  -.63     
GP: Confirmed US_Michigan_Wayne 3/25/2020        63   21533     1914    1122     1193     1    68 3/30/2020 
AAA1     1 US_Michigan_Wayne Confirmed cc1=  .988680 cc2=  .580432 lx=  7.33734 if=  58 il=  63 3/25/2020  n=   5 now=   21533 end=       1536      1122      1193 U=     2.18 T=   60.5 p1= -92.9 p2=  1401.9 ed=    65 3/27/2020   x1=  58. x2=  63. y1=  1.14 y2= -1.16 BEST
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .988680 cc2=  .580432 lx=  7.33634 if=  58 il=  63 3/25/2020  n=   5 now=   21533 end=       1536      1122      1193 U=     2.18 T=   60.5 p1= -92.9 p2=  1401.9 ed=    65 3/27/2020   x1=  58. x2=  63. y1=  1.14 y2= -1.16 BEST
GP: Confirmed US_Michigan_Wayne 3/25/2020        63   21533     1536    1122     1193     1    65 3/27/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .982339 cc2=  .732339 lx= 11.97734 if=  49 il=  64 3/26/2020  n=  15 now=   21533 end=     159108      1389      1988 U=    16.19 T=   89.2 p1= 638.9 p2=    13.5 ed=   127 5/28/2020   x1=  49. x2=  64. y1=  2.48 y2=  1.56     
GP: Confirmed US_Michigan_Wayne 3/26/2020        64   21533    -        1389     1988     2   127 5/28/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .980583 cc2=  .713322 lx= 11.97734 if=  51 il=  64 3/26/2020  n=  13 now=   21533 end=     159108      1389      1988 U=    14.99 T=   87.3 p1= 638.9 p2=    13.5 ed=   122 5/23/2020   x1=  51. x2=  64. y1=  2.42 y2=  1.56     
GP: Confirmed US_Michigan_Wayne 3/26/2020        64   21533    -        1389     1988     2   122 5/23/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .977718 cc2=  .700368 lx= 11.97734 if=  52 il=  64 3/26/2020  n=  12 now=   21533 end=     159108      1389      1988 U=    15.69 T=   88.4 p1= 638.9 p2=    13.5 ed=   125 5/26/2020   x1=  52. x2=  64. y1=  2.32 y2=  1.56     
GP: Confirmed US_Michigan_Wayne 3/26/2020        64   21533    -        1389     1988     2   125 5/26/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .979705 cc2=  .691029 lx= 11.97734 if=  53 il=  64 3/26/2020  n=  11 now=   21533 end=     159108      1389      1988 U=    14.94 T=   87.3 p1= 638.9 p2=    13.5 ed=   122 5/23/2020   x1=  53. x2=  64. y1=  2.29 y2=  1.56     
GP: Confirmed US_Michigan_Wayne 3/26/2020        64   21533    -        1389     1988     2   122 5/23/2020 
