TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       11803.00000        9.37611
TAB:  US_Massachusetts_Worcester Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803     6741    2952     5450     6   120 5/21/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998516 cc2=  .785316 lx=  8.88611 if=  66 il=  87 4/18/2020  n=  21 now=   11803 end=       7230      2952      5450 U=    16.44 T=   85.2 p1= -38.7 p2=   163.3 ed=   123 5/24/2020   x1=  66. x2=  87. y1=  1.17 y2=  -.11     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803     7230    2952     5450     6   123 5/24/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998341 cc2=  .780123 lx=  8.85611 if=  67 il=  87 4/18/2020  n=  20 now=   11803 end=       7017      2952      5450 U=    15.94 T=   84.7 p1= -40.5 p2=   168.2 ed=   122 5/23/2020   x1=  67. x2=  87. y1=  1.11 y2=  -.14     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803     7017    2952     5450     6   122 5/23/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998086 cc2=  .774479 lx=  8.84611 if=  68 il=  87 4/18/2020  n=  19 now=   11803 end=       6947      2952      5450 U=    15.66 T=   84.6 p1= -41.1 p2=   169.9 ed=   121 5/22/2020   x1=  68. x2=  87. y1=  1.06 y2=  -.16     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803     6947    2952     5450     6   121 5/22/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .997779 cc2=  .768363 lx=  8.86611 if=  69 il=  87 4/18/2020  n=  18 now=   11803 end=       7087      2952      5450 U=    15.51 T=   84.9 p1= -40.0 p2=   166.5 ed=   121 5/22/2020   x1=  69. x2=  87. y1=  1.03 y2=  -.13     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803     7087    2952     5450     6   121 5/22/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .997917 cc2=  .762214 lx=  9.05611 if=  70 il=  87 4/18/2020  n=  17 now=   11803 end=       8570      2952      5450 U=    18.13 T=   88.2 p1= -27.4 p2=   137.7 ed=   130 5/31/2020   x1=  70. x2=  87. y1=  1.00 y2=   .06     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803     8570    2952     5450     6   130 5/31/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .997249 cc2=  .747249 lx=  9.30611 if=  72 il=  87 4/18/2020  n=  15 now=   11803 end=      11005      2952      5450 U=    22.14 T=   93.1 p1=  -6.8 p2=   107.3 ed=   145 6/15/2020   x1=  72. x2=  87. y1=   .95 y2=   .27     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803    11005    2952     5450     6   145 6/15/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .997102 cc2=  .738903 lx=  9.06611 if=  73 il=  87 4/18/2020  n=  14 now=   11803 end=       8656      2952      5450 U=    19.01 T=   88.4 p1= -26.7 p2=   136.4 ed=   133 6/3/2020    x1=  73. x2=  87. y1=   .81 y2=   .07     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803     8656    2952     5450     6   133 6/3/2020  
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .997145 cc2=  .729884 lx=  8.86611 if=  74 il=  87 4/18/2020  n=  13 now=   11803 end=       7087      2952      5450 U=    15.93 T=   84.9 p1= -40.0 p2=   166.5 ed=   122 5/23/2020   x1=  74. x2=  87. y1=   .68 y2=  -.13     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803     7087    2952     5450     6   122 5/23/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .996666 cc2=  .719316 lx=  8.76611 if=  75 il=  87 4/18/2020  n=  12 now=   11803 end=       6413      2952      5450 U=    14.41 T=   83.3 p1= -45.7 p2=   184.0 ed=   117 5/18/2020   x1=  75. x2=  87. y1=   .58 y2=  -.25     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803     6413    2952     5450     6   117 5/18/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .995872 cc2=  .707196 lx=  8.71611 if=  76 il=  87 4/18/2020  n=  11 now=   11803 end=       6100      2952      5450 U=    13.40 T=   82.7 p1= -48.3 p2=   193.5 ed=   114 5/15/2020   x1=  76. x2=  87. y1=   .50 y2=  -.32     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803     6100    2952     5450     6   114 5/15/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .994676 cc2=  .693165 lx=  8.75611 if=  77 il=  87 4/18/2020  n=  10 now=   11803 end=       6349      2952      5450 U=    13.70 T=   83.3 p1= -46.2 p2=   185.9 ed=   115 5/16/2020   x1=  77. x2=  87. y1=   .46 y2=  -.27     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803     6349    2952     5450     6   115 5/16/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .993792 cc2=  .677565 lx=  9.04611 if=  78 il=  87 4/18/2020  n=   9 now=   11803 end=       8485      2952      5450 U=    17.63 T=   88.0 p1= -28.1 p2=   139.1 ed=   129 5/30/2020   x1=  78. x2=  87. y1=   .56 y2=   .05     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803     8485    2952     5450     6   129 5/30/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .994471 cc2=  .661137 lx= 11.37611 if=  79 il=  87 4/18/2020  n=   8 now=   11803 end=      87213      2952      5450 U=    51.85 T=  150.2 p1= 638.9 p2=    13.5 ed=   272 10/20/2020  x1=  79. x2=  87. y1=  1.37 y2=  1.22     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803    -        2952     5450     6   272 10/20/2020
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .992614 cc2=  .639061 lx= 11.37611 if=  80 il=  87 4/18/2020  n=   7 now=   11803 end=      87213      2952      5450 U=    52.54 T=  151.1 p1= 638.9 p2=    13.5 ed=   275 10/23/2020  x1=  80. x2=  87. y1=  1.35 y2=  1.22     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803    -        2952     5450     6   275 10/23/2020
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .989314 cc2=  .611350 lx= 11.37611 if=  81 il=  87 4/18/2020  n=   6 now=   11803 end=      87213      2952      5450 U=    57.34 T=  156.9 p1= 638.9 p2=    13.5 ed=   292 11/9/2020   x1=  81. x2=  87. y1=  1.32 y2=  1.22     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803    -        2952     5450     6   292 11/9/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .990322 cc2=  .582074 lx= 11.37611 if=  82 il=  87 4/18/2020  n=   5 now=   11803 end=      87213      2952      5450 U=    54.19 T=  153.1 p1= 638.9 p2=    13.5 ed=   280 10/28/2020  x1=  82. x2=  87. y1=  1.31 y2=  1.22     
GP: Confirmed US_Massachusetts_Worcester 4/18/2020        87   11803    -        2952     5450     6   280 10/28/2020
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .997788 cc2=  .841614 lx=  8.87611 if=  48 il=  88 4/19/2020  n=  40 now=   11803 end=       7158      3069      5886 U=    17.03 T=   85.2 p1= -39.4 p2=   164.9 ed=   125 5/26/2020   x1=  48. x2=  88. y1=  2.18 y2=  -.17     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     7158    3069     5886     6   125 5/26/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998311 cc2=  .840197 lx=  8.81611 if=  49 il=  88 4/19/2020  n=  39 now=   11803 end=       6741      3069      5886 U=    16.14 T=   84.1 p1= -42.9 p2=   175.1 ed=   122 5/23/2020   x1=  49. x2=  88. y1=  2.18 y2=  -.24     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     6741    3069     5886     6   122 5/23/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998590 cc2=  .838462 lx=  8.77611 if=  50 il=  88 4/19/2020  n=  38 now=   11803 end=       6477      3069      5886 U=    15.42 T=   83.5 p1= -45.1 p2=   182.2 ed=   119 5/20/2020   x1=  50. x2=  88. y1=  2.17 y2=  -.29     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     6477    3069     5886     6   119 5/20/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998646 cc2=  .836424 lx=  8.74611 if=  51 il=  88 4/19/2020  n=  37 now=   11803 end=       6286      3069      5886 U=    15.30 T=   82.9 p1= -46.7 p2=   187.8 ed=   119 5/20/2020   x1=  51. x2=  88. y1=  2.09 y2=  -.33     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     6286    3069     5886     6   119 5/20/2020 
AAA1     1 US_Massachusetts_Worcester Confirmed cc1=  .998865 cc2=  .834466 lx=  8.70611 if=  52 il=  88 4/19/2020  n=  36 now=   11803 end=       6039      3069      5886 U=    14.57 T=   82.3 p1= -48.8 p2=   195.4 ed=   116 5/17/2020   x1=  52. x2=  88. y1=  2.08 y2=  -.39 BEST
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998865 cc2=  .834466 lx=  8.70811 if=  52 il=  88 4/19/2020  n=  36 now=   11803 end=       6039      3069      5886 U=    14.57 T=   82.3 p1= -48.8 p2=   195.4 ed=   116 5/17/2020   x1=  52. x2=  88. y1=  2.08 y2=  -.39 BEST
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     6039    3069     5886     6   116 5/17/2020 
AAA1     1 US_Massachusetts_Worcester Confirmed cc1=  .998864 cc2=  .832198 lx=  8.68611 if=  53 il=  88 4/19/2020  n=  35 now=   11803 end=       5920      3069      5886 U=    14.01 T=   82.1 p1= -49.8 p2=   199.4 ed=   115 5/16/2020   x1=  53. x2=  88. y1=  2.08 y2=  -.42 BEST
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998865 cc2=  .832198 lx=  8.68711 if=  53 il=  88 4/19/2020  n=  35 now=   11803 end=       5920      3069      5886 U=    14.01 T=   82.1 p1= -49.8 p2=   199.4 ed=   115 5/16/2020   x1=  53. x2=  88. y1=  2.08 y2=  -.42 BEST
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     5920    3069     5886     6   115 5/16/2020 
AAA1     1 US_Massachusetts_Worcester Confirmed cc1=  .998765 cc2=  .829734 lx=  8.68611 if=  54 il=  88 4/19/2020  n=  34 now=   11803 end=       5920      3069      5886 U=    14.46 T=   81.9 p1= -49.8 p2=   199.4 ed=   116 5/17/2020   x1=  54. x2=  88. y1=  1.93 y2=  -.42 BEST
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998765 cc2=  .829734 lx=  8.68911 if=  54 il=  88 4/19/2020  n=  34 now=   11803 end=       5920      3069      5886 U=    14.46 T=   81.9 p1= -49.8 p2=   199.4 ed=   116 5/17/2020   x1=  54. x2=  88. y1=  1.93 y2=  -.42 BEST
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     5920    3069     5886     6   116 5/17/2020 
AAA1     1 US_Massachusetts_Worcester Confirmed cc1=  .998839 cc2=  .827341 lx=  8.66611 if=  55 il=  88 4/19/2020  n=  33 now=   11803 end=       5802      3069      5886 U=    14.13 T=   81.6 p1= -50.8 p2=   203.4 ed=   114 5/15/2020   x1=  55. x2=  88. y1=  1.89 y2=  -.45 BEST
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998840 cc2=  .827341 lx=  8.66211 if=  55 il=  88 4/19/2020  n=  33 now=   11803 end=       5802      3069      5886 U=    14.13 T=   81.6 p1= -50.8 p2=   203.4 ed=   114 5/15/2020   x1=  55. x2=  88. y1=  1.89 y2=  -.45 BEST
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     5802    3069     5886     6   114 5/15/2020 
AAA1     1 US_Massachusetts_Worcester Confirmed cc1=  .998856 cc2=  .824778 lx=  8.64611 if=  56 il=  88 4/19/2020  n=  32 now=   11803 end=       5687      3069      5886 U=    13.73 T=   81.4 p1= -51.8 p2=   207.5 ed=   113 5/14/2020   x1=  56. x2=  88. y1=  1.85 y2=  -.48 BEST
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998856 cc2=  .824778 lx=  8.64111 if=  56 il=  88 4/19/2020  n=  32 now=   11803 end=       5687      3069      5886 U=    13.73 T=   81.4 p1= -51.8 p2=   207.5 ed=   113 5/14/2020   x1=  56. x2=  88. y1=  1.85 y2=  -.48 BEST
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     5687    3069     5886     6   113 5/14/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998784 cc2=  .822007 lx=  8.62611 if=  57 il=  88 4/19/2020  n=  31 now=   11803 end=       5575      3069      5886 U=    13.45 T=   81.1 p1= -52.8 p2=   211.7 ed=   112 5/13/2020   x1=  57. x2=  88. y1=  1.79 y2=  -.52     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     5575    3069     5886     6   112 5/13/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998677 cc2=  .819071 lx=  8.62611 if=  58 il=  88 4/19/2020  n=  30 now=   11803 end=       5575      3069      5886 U=    13.32 T=   81.1 p1= -52.8 p2=   211.7 ed=   112 5/13/2020   x1=  58. x2=  88. y1=  1.74 y2=  -.52     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     5575    3069     5886     6   112 5/13/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998540 cc2=  .815965 lx=  8.62611 if=  59 il=  88 4/19/2020  n=  29 now=   11803 end=       5575      3069      5886 U=    13.12 T=   81.2 p1= -52.8 p2=   211.7 ed=   112 5/13/2020   x1=  59. x2=  88. y1=  1.70 y2=  -.52     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     5575    3069     5886     6   112 5/13/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998442 cc2=  .812747 lx=  8.63611 if=  60 il=  88 4/19/2020  n=  28 now=   11803 end=       5631      3069      5886 U=    13.25 T=   81.4 p1= -52.3 p2=   209.6 ed=   112 5/13/2020   x1=  60. x2=  88. y1=  1.61 y2=  -.50     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     5631    3069     5886     6   112 5/13/2020 
AAA1     1 US_Massachusetts_Worcester Confirmed cc1=  .998333 cc2=  .809351 lx=  8.65611 if=  61 il=  88 4/19/2020  n=  27 now=   11803 end=       5745      3069      5886 U=    13.11 T=   81.9 p1= -51.3 p2=   205.4 ed=   112 5/13/2020   x1=  61. x2=  88. y1=  1.59 y2=  -.47 BEST
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998334 cc2=  .809351 lx=  8.65911 if=  61 il=  88 4/19/2020  n=  27 now=   11803 end=       5745      3069      5886 U=    13.11 T=   81.9 p1= -51.3 p2=   205.4 ed=   112 5/13/2020   x1=  61. x2=  88. y1=  1.59 y2=  -.47 BEST
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     5745    3069     5886     6   112 5/13/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998754 cc2=  .806304 lx=  8.73611 if=  62 il=  88 4/19/2020  n=  26 now=   11803 end=       6223      3069      5886 U=    14.14 T=   83.1 p1= -47.3 p2=   189.7 ed=   116 5/17/2020   x1=  62. x2=  88. y1=  1.49 y2=  -.35     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     6223    3069     5886     6   116 5/17/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .999037 cc2=  .802921 lx=  8.82611 if=  63 il=  88 4/19/2020  n=  25 now=   11803 end=       6809      3069      5886 U=    15.58 T=   84.5 p1= -42.3 p2=   173.3 ed=   121 5/22/2020   x1=  63. x2=  88. y1=  1.38 y2=  -.23     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     6809    3069     5886     6   121 5/22/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998944 cc2=  .798944 lx=  8.84611 if=  64 il=  88 4/19/2020  n=  24 now=   11803 end=       6947      3069      5886 U=    15.79 T=   84.8 p1= -41.1 p2=   169.9 ed=   122 5/23/2020   x1=  64. x2=  88. y1=  1.32 y2=  -.20     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     6947    3069     5886     6   122 5/23/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998849 cc2=  .794725 lx=  8.87611 if=  65 il=  88 4/19/2020  n=  23 now=   11803 end=       7158      3069      5886 U=    16.25 T=   85.3 p1= -39.4 p2=   164.9 ed=   123 5/24/2020   x1=  65. x2=  88. y1=  1.25 y2=  -.17     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     7158    3069     5886     6   123 5/24/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998702 cc2=  .790187 lx=  8.88611 if=  66 il=  88 4/19/2020  n=  22 now=   11803 end=       7230      3069      5886 U=    16.65 T=   85.4 p1= -38.7 p2=   163.3 ed=   124 5/25/2020   x1=  66. x2=  88. y1=  1.17 y2=  -.15     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     7230    3069     5886     6   124 5/25/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998557 cc2=  .785356 lx=  8.86611 if=  67 il=  88 4/19/2020  n=  21 now=   11803 end=       7087      3069      5886 U=    16.26 T=   85.1 p1= -40.0 p2=   166.5 ed=   123 5/24/2020   x1=  67. x2=  88. y1=  1.11 y2=  -.18     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     7087    3069     5886     6   123 5/24/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998346 cc2=  .780128 lx=  8.85611 if=  68 il=  88 4/19/2020  n=  20 now=   11803 end=       7017      3069      5886 U=    15.98 T=   85.0 p1= -40.5 p2=   168.2 ed=   122 5/23/2020   x1=  68. x2=  88. y1=  1.06 y2=  -.19     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     7017    3069     5886     6   122 5/23/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998096 cc2=  .774489 lx=  8.86611 if=  69 il=  88 4/19/2020  n=  19 now=   11803 end=       7087      3069      5886 U=    15.76 T=   85.2 p1= -40.0 p2=   166.5 ed=   122 5/23/2020   x1=  69. x2=  88. y1=  1.03 y2=  -.18     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     7087    3069     5886     6   122 5/23/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998221 cc2=  .768805 lx=  9.02611 if=  70 il=  88 4/19/2020  n=  18 now=   11803 end=       8317      3069      5886 U=    18.12 T=   87.9 p1= -29.5 p2=   141.9 ed=   130 5/31/2020   x1=  70. x2=  88. y1=   .99 y2=   .00     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     8317    3069     5886     6   130 5/31/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .997660 cc2=  .755124 lx=  9.18611 if=  72 il=  88 4/19/2020  n=  16 now=   11803 end=       9760      3069      5886 U=    21.09 T=   91.1 p1= -17.3 p2=   120.9 ed=   140 6/10/2020   x1=  72. x2=  88. y1=   .90 y2=   .15     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     9760    3069     5886     6   140 6/10/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .997594 cc2=  .747594 lx=  9.00611 if=  73 il=  88 4/19/2020  n=  15 now=   11803 end=       8152      3069      5886 U=    18.61 T=   87.6 p1= -30.9 p2=   144.8 ed=   131 6/1/2020    x1=  73. x2=  88. y1=   .78 y2=  -.02     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     8152    3069     5886     6   131 6/1/2020  
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .997679 cc2=  .739480 lx=  8.84611 if=  74 il=  88 4/19/2020  n=  14 now=   11803 end=       6947      3069      5886 U=    15.99 T=   84.8 p1= -41.1 p2=   169.9 ed=   122 5/23/2020   x1=  74. x2=  88. y1=   .67 y2=  -.20     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     6947    3069     5886     6   122 5/23/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .997334 cc2=  .730072 lx=  8.77611 if=  75 il=  88 4/19/2020  n=  13 now=   11803 end=       6477      3069      5886 U=    14.84 T=   83.7 p1= -45.1 p2=   182.2 ed=   118 5/19/2020   x1=  75. x2=  88. y1=   .58 y2=  -.29     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     6477    3069     5886     6   118 5/19/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .996755 cc2=  .719405 lx=  8.72611 if=  76 il=  88 4/19/2020  n=  12 now=   11803 end=       6161      3069      5886 U=    13.83 T=   83.0 p1= -47.8 p2=   191.6 ed=   115 5/16/2020   x1=  76. x2=  88. y1=   .51 y2=  -.36     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     6161    3069     5886     6   115 5/16/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .995906 cc2=  .707231 lx=  8.75611 if=  77 il=  88 4/19/2020  n=  11 now=   11803 end=       6349      3069      5886 U=    14.07 T=   83.5 p1= -46.2 p2=   185.9 ed=   116 5/17/2020   x1=  77. x2=  88. y1=   .46 y2=  -.32     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     6349    3069     5886     6   116 5/17/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .995336 cc2=  .693825 lx=  8.99611 if=  78 il=  88 4/19/2020  n=  10 now=   11803 end=       8071      3069      5886 U=    17.56 T=   87.4 p1= -31.6 p2=   146.2 ed=   128 5/29/2020   x1=  78. x2=  88. y1=   .54 y2=  -.03     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803     8071    3069     5886     6   128 5/29/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .995800 cc2=  .679572 lx= 10.72611 if=  79 il=  88 4/19/2020  n=   9 now=   11803 end=      45529      3069      5886 U=    44.55 T=  132.2 p1= 285.7 p2=    25.9 ed=   237 9/15/2020   x1=  79. x2=  88. y1=  1.19 y2=   .99     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803    -        3069     5886     6   237 9/15/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .994700 cc2=  .661367 lx= 11.37611 if=  80 il=  88 4/19/2020  n=   8 now=   11803 end=      87213      3069      5886 U=    55.26 T=  154.8 p1= 638.9 p2=    13.5 ed=   285 11/2/2020   x1=  80. x2=  88. y1=  1.35 y2=  1.21     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803    -        3069     5886     6   285 11/2/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .992806 cc2=  .639252 lx= 11.37611 if=  81 il=  88 4/19/2020  n=   7 now=   11803 end=      87213      3069      5886 U=    60.25 T=  160.8 p1= 638.9 p2=    13.5 ed=   302 11/19/2020  x1=  81. x2=  88. y1=  1.32 y2=  1.21     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803    -        3069     5886     6   302 11/19/2020
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .993300 cc2=  .615336 lx= 11.37611 if=  82 il=  88 4/19/2020  n=   6 now=   11803 end=      87213      3069      5886 U=    57.79 T=  157.8 p1= 638.9 p2=    13.5 ed=   294 11/11/2020  x1=  82. x2=  88. y1=  1.31 y2=  1.21     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803    -        3069     5886     6   294 11/11/2020
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .992655 cc2=  .584407 lx= 11.37611 if=  83 il=  88 4/19/2020  n=   5 now=   11803 end=      87213      3069      5886 U=    56.07 T=  155.7 p1= 638.9 p2=    13.5 ed=   288 11/5/2020   x1=  83. x2=  88. y1=  1.30 y2=  1.21     
GP: Confirmed US_Massachusetts_Worcester 4/19/2020        88   11803    -        3069     5886     6   288 11/5/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .997934 cc2=  .843631 lx=  8.86611 if=  48 il=  89 4/20/2020  n=  41 now=   11803 end=       7087      3205      5886 U=    16.99 T=   85.1 p1= -40.0 p2=   166.5 ed=   125 5/26/2020   x1=  48. x2=  89. y1=  2.18 y2=  -.23     
GP: Confirmed US_Massachusetts_Worcester 4/20/2020        89   11803     7087    3205     5886     9   125 5/26/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998429 cc2=  .842256 lx=  8.80611 if=  49 il=  89 4/20/2020  n=  40 now=   11803 end=       6674      3205      5886 U=    16.10 T=   84.0 p1= -43.5 p2=   176.9 ed=   121 5/22/2020   x1=  49. x2=  89. y1=  2.18 y2=  -.31     
GP: Confirmed US_Massachusetts_Worcester 4/20/2020        89   11803     6674    3205     5886     9   121 5/22/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998693 cc2=  .840579 lx=  8.77611 if=  50 il=  89 4/20/2020  n=  39 now=   11803 end=       6477      3205      5886 U=    15.45 T=   83.6 p1= -45.1 p2=   182.2 ed=   120 5/21/2020   x1=  50. x2=  89. y1=  2.17 y2=  -.35     
GP: Confirmed US_Massachusetts_Worcester 4/20/2020        89   11803     6477    3205     5886     9   120 5/21/2020 
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998747 cc2=  .838619 lx=  8.74611 if=  51 il=  89 4/20/2020  n=  38 now=   11803 end=       6286      3205      5886 U=    15.32 T=   82.9 p1= -46.7 p2=   187.8 ed=   119 5/20/2020   x1=  51. x2=  89. y1=  2.09 y2=  -.40     
GP: Confirmed US_Massachusetts_Worcester 4/20/2020        89   11803     6286    3205     5886     9   119 5/20/2020 
AAA1     1 US_Massachusetts_Worcester Confirmed cc1=  .998951 cc2=  .836729 lx=  8.71611 if=  52 il=  89 4/20/2020  n=  37 now=   11803 end=       6100      3205      5886 U=    14.67 T=   82.5 p1= -48.3 p2=   193.5 ed=   117 5/18/2020   x1=  52. x2=  89. y1=  2.08 y2=  -.44 BEST
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998951 cc2=  .836729 lx=  8.71311 if=  52 il=  89 4/20/2020  n=  37 now=   11803 end=       6100      3205      5886 U=    14.67 T=   82.5 p1= -48.3 p2=   193.5 ed=   117 5/18/2020   x1=  52. x2=  89. y1=  2.08 y2=  -.44 BEST
GP: Confirmed US_Massachusetts_Worcester 4/20/2020        89   11803     6100    3205     5886     9   117 5/18/2020 
AAA1     1 US_Massachusetts_Worcester Confirmed cc1=  .998950 cc2=  .834551 lx=  8.69611 if=  53 il=  89 4/20/2020  n=  36 now=   11803 end=       5979      3205      5886 U=    14.11 T=   82.3 p1= -49.3 p2=   197.4 ed=   115 5/16/2020   x1=  53. x2=  89. y1=  2.08 y2=  -.47 BEST
AAA2     1 US_Massachusetts_Worcester Confirmed cc1=  .998950 cc2=  .834551 lx=  8.69511 if=  53 il=  89 4/20/2020  n=  36 now=   11803 end=       5979      3205      5886 U=    14.11 T=   82.3 p1= -49.3 p2=   197.4 ed=   115 5/16/2020   x1=  53. x2=  89. y1=  2.08 y2=  -.47 BEST
