TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       12968.00000        9.47024
TAB:  US_Maryland_Montgomery Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Maryland_Montgomery Confirmed 2/14/2020    23        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            24        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 2/16/2020    25        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            26        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 2/18/2020    27        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            28        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 2/20/2020    29        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            30        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 2/22/2020    31        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            32        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 2/24/2020    33        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            34        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 2/26/2020    35        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            36        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 2/28/2020    37        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            38        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 3/1/2020     39        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            40        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 3/3/2020     41        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            42        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 3/5/2020     43        0    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            44        3    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 3/7/2020     45        3    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            46        4    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 3/9/2020     47        4    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            48        4    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 3/11/2020    49        5    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            50        6    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 3/13/2020    51        6    12968      239        1      239      239      239
TAB:  US_Maryland_Montgomery Confirmed .            52        6    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 3/15/2020    53        7    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            54       15    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 3/17/2020    55       24    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed .            56       31    12968        0        0        0        0        0
TAB:  US_Maryland_Montgomery Confirmed 3/19/2020    57       33    12968      239        2      239      239      239
TAB:  US_Maryland_Montgomery Confirmed .            58       51    12968      239        2      239      718      718
TAB:  US_Maryland_Montgomery Confirmed 3/21/2020    59       68    12968      239        2      239     1197     1197
TAB:  US_Maryland_Montgomery Confirmed .            60       83    12968      239        2      239    15091     6947
TAB:  US_Maryland_Montgomery Confirmed 3/23/2020    61       94    12968      239        3      239     2155     1676
TAB:  US_Maryland_Montgomery Confirmed .            62      107    12968      239        7      239     5988      718
TAB:  US_Maryland_Montgomery Confirmed 3/25/2020    63      127    12968      239        8      239    39526     1676
TAB:  US_Maryland_Montgomery Confirmed .            64      164    12968      718        6      718    49587     2635
TAB:  US_Maryland_Montgomery Confirmed 3/27/2020    65      208    12968     1197        3     1197    23715     4551
TAB:  US_Maryland_Montgomery Confirmed .            66      255    12968     1676        2     1676    66356     8863
TAB:  US_Maryland_Montgomery Confirmed 3/29/2020    67      301    12968     2155        1     2155    75938    11738
TAB:  US_Maryland_Montgomery Confirmed .            68      341    12968     2635        2      718    79291    13654
TAB:  US_Maryland_Montgomery Confirmed 3/31/2020    69      388    12968      718        2      718    80250     8863
TAB:  US_Maryland_Montgomery Confirmed .            70      447    12968     1197        4     1197    46712     8384
TAB:  US_Maryland_Montgomery Confirmed 4/2/2020     71      498    12968     1197        3     1197    28506     7426
TAB:  US_Maryland_Montgomery Confirmed .            72      566    12968     1676        2     1197    56294     6467
TAB:  US_Maryland_Montgomery Confirmed 4/4/2020     73      640    12968     6467        3     1676    88394     6467
TAB:  US_Maryland_Montgomery Confirmed .            74      693    12968     2155        3     1676    56773     5030
TAB:  US_Maryland_Montgomery Confirmed 4/6/2020     75      793    12968     3593        3     2635    37609     5988
TAB:  US_Maryland_Montgomery Confirmed .            76      871    12968     4042        3     2844    55246     7336
TAB:  US_Maryland_Montgomery Confirmed 4/8/2020     77     1088    12968    13175        3     5509    60606     9821
TAB:  US_Maryland_Montgomery Confirmed .            78     1214    12968     7426        2     6947    78333    14612
TAB:  US_Maryland_Montgomery Confirmed 4/10/2020    79     1388    12968     8863        2     8863    61564    19882
TAB:  US_Maryland_Montgomery Confirmed .            80     1537    12968    11738        2     3593    62523    24673
TAB:  US_Maryland_Montgomery Confirmed 4/12/2020    81     1631    12968    12696        2     2155    54857    24194
TAB:  US_Maryland_Montgomery Confirmed .            82     1756    12968    22757        3     2155    47191    18924
TAB:  US_Maryland_Montgomery Confirmed 4/14/2020    83     1883    12968     2635        3     2635    59648    20361
TAB:  US_Maryland_Montgomery Confirmed .            84     1933    12968     2408        4     2408    49938    16539
TAB:  US_Maryland_Montgomery Confirmed 4/16/2020    85     2133    12968     3114        3     3114    28985    13654
TAB:  US_Maryland_Montgomery Confirmed .            86     2280    12968     3593        4     3593    28985    12696
TAB:  US_Maryland_Montgomery Confirmed 4/18/2020    87     2404    12968    12217        4     3593    22278    10779
TAB:  US_Maryland_Montgomery Confirmed .            88     2507    12968     9618        4     3386    19914     9889
TAB:  US_Maryland_Montgomery Confirmed 4/20/2020    89     2647    12968     4022        4     3315    15249     8795
TAB:  US_Maryland_Montgomery Confirmed .            90     2768    12968     5399        3     3639    13878     7719
TAB:  US_Maryland_Montgomery Confirmed 4/22/2020    91     2868    12968     4306        3     3727    12846     7128
TAB:  US_Maryland_Montgomery Confirmed .            92     3060    12968     8384        6     4551    16050     8384
TAB:  US_Maryland_Montgomery Confirmed 4/24/2020    93     3227    12968     6947        5     5030    12696     8384
TAB:  US_Maryland_Montgomery Confirmed .            94     3483    12968     8384        8     5988    62523    10300
TAB:  US_Maryland_Montgomery Confirmed 4/26/2020    95     3645    12968     8384        7     6467    61085     9821
TAB:  US_Maryland_Montgomery Confirmed .            96     3843    12968     8384        9     7426    88394    10300
TAB:  US_Maryland_Montgomery Confirmed 4/28/2020    97     4003    12968     8863       10     5988    85999    10300
TAB:  US_Maryland_Montgomery Confirmed .            98     4152    12968     8863       13     5030    67314    10779
TAB:  US_Maryland_Montgomery Confirmed 4/30/2020    99     4300    12968     8863       12     5509    53420    11258
TAB:  US_Maryland_Montgomery Confirmed .           100     4754    12968     9821       15     9342    63481    11738
TAB:  US_Maryland_Montgomery Confirmed 5/2/2020    101     4919    12968    10779       14     9821    86478    12217
TAB:  US_Maryland_Montgomery Confirmed .           102     5150    12968    11258       10    10300    42879    12696
TAB:  US_Maryland_Montgomery Confirmed 5/4/2020    103     5384    12968    11738       12     6947    49108    13175
TAB:  US_Maryland_Montgomery Confirmed .           104     5541    12968    11738       11     6467    70188    14133
TAB:  US_Maryland_Montgomery Confirmed 5/6/2020    105     5790    12968    11738        6     6947    89353    15570
TAB:  US_Maryland_Montgomery Confirmed .           106     6032    12968    12696       10     7905    85041    16529
TAB:  US_Maryland_Montgomery Confirmed 5/8/2020    107     6316    12968    13175        8    10300    79291    17487
TAB:  US_Maryland_Montgomery Confirmed .           108     6555    12968    13654        7    11738    95102    20361
TAB:  US_Maryland_Montgomery Confirmed 5/10/2020   109     6762    12968    14133        7    10779    91269    24673
TAB:  US_Maryland_Montgomery Confirmed .           110     6909    12968    13742        5     7827    66274    17916
TAB:  US_Maryland_Montgomery Confirmed 5/12/2020   111     7130    12968    13146        4     8631    51655    16598
TAB:  US_Maryland_Montgomery Confirmed .           112     7283    12968    13454        5     8503    41870    16037
TAB:  US_Maryland_Montgomery Confirmed 5/14/2020   113     7548    12968    13654        8    10300    37609    17966
TAB:  US_Maryland_Montgomery Confirmed .           114     7759    12968    14133        7    11258    63481    18445
TAB:  US_Maryland_Montgomery Confirmed 5/16/2020   115     7988    12968    14133        9    12696    30423    18445
TAB:  US_Maryland_Montgomery Confirmed .           116     8206    12968    14133        9    13175    28506    18924
TAB:  US_Maryland_Montgomery Confirmed 5/18/2020   117     8417    12968    15091        8    12217    51024    18924
TAB:  US_Maryland_Montgomery Confirmed .           118     8950    12968    18924        7    14612    46233    20361
TAB:  US_Maryland_Montgomery Confirmed 5/20/2020   119     9052    12968    15091        6    15091    51982    22278
TAB:  US_Maryland_Montgomery Confirmed .           120     9260    12968    19882        7    10779    47191    21320
TAB:  US_Maryland_Montgomery Confirmed 5/22/2020   121     9432    12968    15570        8     9821    65397    21799
TAB:  US_Maryland_Montgomery Confirmed .           122     9699    12968    19882        6    10779    73063    21799
TAB:  US_Maryland_Montgomery Confirmed 5/24/2020   123     9922    12968    16050        9    11738    80729    21320
TAB:  US_Maryland_Montgomery Confirmed .           124    10111    12968    16050        7    11738    59648    20841
TAB:  US_Maryland_Montgomery Confirmed 5/26/2020   125    10291    12968    16529        8    12217    33297    19882
TAB:  US_Maryland_Montgomery Confirmed .           126    10467    12968    16343        6    11772    25030    19315
TAB:  US_Maryland_Montgomery Confirmed 5/28/2020   127    10752    12968    16529        9    14133    25153    19882
TAB:  US_Maryland_Montgomery Confirmed .           128    11035    12968    20361        9    16050    24673    20361
TAB:  US_Maryland_Montgomery Confirmed 5/30/2020   129    11251    12968    20361       12    17008    25153    20841
TAB:  US_Maryland_Montgomery Confirmed .           130    11361    12968    20361       12    12696    64439    20841
TAB:  US_Maryland_Montgomery Confirmed 6/1/2020    131    11476    12968    17238        7    11784    22887    19381
TAB:  US_Maryland_Montgomery Confirmed .           132    11731    12968    19773        7    13250    22763    19093
TAB:  US_Maryland_Montgomery Confirmed 6/3/2020    133    11924    12968    17362        8    14140    22255    19152
TAB:  US_Maryland_Montgomery Confirmed .           134    12226    12968    19882       14    17487    29944    21320
TAB:  US_Maryland_Montgomery Confirmed 6/5/2020    135    12434    12968    20361       16    17487    33297    21320
TAB:  US_Maryland_Montgomery Confirmed .           136    12624    12968    20361       17    16529    34735    21799
TAB:  US_Maryland_Montgomery Confirmed 6/7/2020    137    12734    12968    20361       18    13175    28506    21320
TAB:  US_Maryland_Montgomery Confirmed .           138    12818    12968    20143       12    13055    21797    19316
TAB:  US_Maryland_Montgomery Confirmed 6/9/2020    139    12968    12968    19921       10    13550    21433    18949
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .925820 cc2=  .517572 lx=  9.63024 if=  44 il=  49 3/11/2020  n=   5 now=   12968 end=      15218         5         0 U=    80.98 T=  217.6 p1=  17.4 p2=    85.2 ed=   408 3/5/2021    x1=  44. x2=  49. y1=  2.14 y2=  2.08     
GP: Confirmed US_Maryland_Montgomery 3/11/2020        49   12968    15218       5        0     0   408 3/5/2021  
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .950822 cc2=  .572858 lx= 11.47024 if=  44 il=  50 3/12/2020  n=   6 now=   12968 end=      95821         6         0 U=    86.74 T=  246.9 p1= 638.9 p2=    13.5 ed=   451 4/17/2021   x1=  44. x2=  50. y1=  2.34 y2=  2.27     
GP: Confirmed US_Maryland_Montgomery 3/12/2020        50   12968    -           6        0     0   451 4/17/2021 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .938074 cc2=  .529826 lx= 11.47024 if=  45 il=  50 3/12/2020  n=   5 now=   12968 end=      95821         6         0 U=    72.29 T=  214.1 p1= 638.9 p2=    13.5 ed=   384 2/9/2021    x1=  45. x2=  50. y1=  2.34 y2=  2.27     
GP: Confirmed US_Maryland_Montgomery 3/12/2020        50   12968    -           6        0     0   384 2/9/2021  
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .963456 cc2=  .609903 lx= 11.47024 if=  44 il=  51 3/13/2020  n=   7 now=   12968 end=      95821         6       239 U=   101.20 T=  280.7 p1= 638.9 p2=    13.5 ed=   519 6/24/2021   x1=  44. x2=  51. y1=  2.34 y2=  2.27     
GP: Confirmed US_Maryland_Montgomery 3/13/2020        51   12968    -           6      239     1   519 6/24/2021 
AAA1     1 US_Maryland_Montgomery Confirmed cc1=  .953446 cc2=  .575482 lx=  5.47024 if=  45 il=  51 3/13/2020  n=   6 now=   12968 end=        237         6       239 U=    34.76 T=   96.3 p1= -98.2 p2=  5471.7 ed=   178 7/18/2020   x1=  45. x2=  51. y1=  1.48 y2=  1.30 BEST
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .953465 cc2=  .575482 lx=  5.37024 if=  45 il=  51 3/13/2020  n=   6 now=   12968 end=        237         6       239 U=    34.76 T=   96.3 p1= -98.2 p2=  5471.7 ed=   178 7/18/2020   x1=  45. x2=  51. y1=  1.48 y2=  1.30 BEST
GP: Confirmed US_Maryland_Montgomery 3/13/2020        51   12968      237       6      239     1   178 7/18/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .925607 cc2=  .517359 lx= 11.47024 if=  46 il=  51 3/13/2020  n=   5 now=   12968 end=      95821         6       239 U=   121.83 T=  327.6 p1= 638.9 p2=    13.5 ed=   615 9/28/2021   x1=  46. x2=  51. y1=  2.31 y2=  2.27     
GP: Confirmed US_Maryland_Montgomery 3/13/2020        51   12968    -           6      239     1   615 9/28/2021 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .961520 cc2=  .628186 lx=  5.47024 if=  44 il=  52 3/14/2020  n=   8 now=   12968 end=        237         6         0 U=    46.34 T=  112.4 p1= -98.2 p2=  5471.7 ed=   221 8/30/2020   x1=  44. x2=  52. y1=  1.48 y2=  1.30     
GP: Confirmed US_Maryland_Montgomery 3/14/2020        52   12968      237       6        0     0   221 8/30/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .948568 cc2=  .595015 lx=  5.47024 if=  45 il=  52 3/14/2020  n=   7 now=   12968 end=        237         6         0 U=    40.55 T=  104.8 p1= -98.2 p2=  5471.7 ed=   200 8/9/2020    x1=  45. x2=  52. y1=  1.48 y2=  1.30     
GP: Confirmed US_Maryland_Montgomery 3/14/2020        52   12968      237       6        0     0   200 8/9/2020  
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .925451 cc2=  .547487 lx=  5.47024 if=  46 il=  52 3/14/2020  n=   6 now=   12968 end=        237         6         0 U=    57.38 T=  126.7 p1= -98.2 p2=  5471.7 ed=   262 10/10/2020  x1=  46. x2=  52. y1=  1.41 y2=  1.30     
GP: Confirmed US_Maryland_Montgomery 3/14/2020        52   12968      237       6        0     0   262 10/10/2020
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .922094 cc2=  .513846 lx=  5.47024 if=  47 il=  52 3/14/2020  n=   5 now=   12968 end=        237         6         0 U=    47.82 T=  114.3 p1= -98.2 p2=  5471.7 ed=   227 9/5/2020    x1=  47. x2=  52. y1=  1.41 y2=  1.30     
GP: Confirmed US_Maryland_Montgomery 3/14/2020        52   12968      237       6        0     0   227 9/5/2020  
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .971388 cc2=  .655161 lx=  5.47024 if=  44 il=  53 3/15/2020  n=   9 now=   12968 end=        237         7         0 U=    41.77 T=  105.6 p1= -98.2 p2=  5471.7 ed=   204 8/13/2020   x1=  44. x2=  53. y1=  1.48 y2=  1.26     
GP: Confirmed US_Maryland_Montgomery 3/15/2020        53   12968      237       7        0     0   204 8/13/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .962547 cc2=  .629213 lx=  5.47024 if=  45 il=  53 3/15/2020  n=   8 now=   12968 end=        237         7         0 U=    37.13 T=   99.8 p1= -98.2 p2=  5471.7 ed=   187 7/27/2020   x1=  45. x2=  53. y1=  1.48 y2=  1.26     
GP: Confirmed US_Maryland_Montgomery 3/15/2020        53   12968      237       7        0     0   187 7/27/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .949841 cc2=  .596287 lx=  5.47024 if=  46 il=  53 3/15/2020  n=   7 now=   12968 end=        237         7         0 U=    47.50 T=  112.8 p1= -98.2 p2=  5471.7 ed=   224 9/2/2020    x1=  46. x2=  53. y1=  1.41 y2=  1.26     
GP: Confirmed US_Maryland_Montgomery 3/15/2020        53   12968      237       7        0     0   224 9/2/2020  
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .947909 cc2=  .569944 lx=  5.47024 if=  47 il=  53 3/15/2020  n=   6 now=   12968 end=        237         7         0 U=    40.71 T=  104.3 p1= -98.2 p2=  5471.7 ed=   200 8/9/2020    x1=  47. x2=  53. y1=  1.41 y2=  1.26     
GP: Confirmed US_Maryland_Montgomery 3/15/2020        53   12968      237       7        0     0   200 8/9/2020  
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .921572 cc2=  .513323 lx=  5.47024 if=  48 il=  53 3/15/2020  n=   5 now=   12968 end=        237         7         0 U=    33.93 T=   95.7 p1= -98.2 p2=  5471.7 ed=   175 7/15/2020   x1=  48. x2=  53. y1=  1.41 y2=  1.26     
GP: Confirmed US_Maryland_Montgomery 3/15/2020        53   12968      237       7        0     0   175 7/15/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .905998 cc2=  .604487 lx= 11.47024 if=  44 il=  54 3/16/2020  n=  10 now=   12968 end=      95821        15         0 U=    59.30 T=  182.7 p1= 638.9 p2=    13.5 ed=   322 12/9/2020   x1=  44. x2=  54. y1=  2.34 y2=  2.17     
GP: Confirmed US_Maryland_Montgomery 3/16/2020        54   12968    -          15        0     0   322 12/9/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .894338 cc2=  .578111 lx= 11.47024 if=  45 il=  54 3/16/2020  n=   9 now=   12968 end=      95821        15         0 U=    53.37 T=  169.8 p1= 638.9 p2=    13.5 ed=   295 11/12/2020  x1=  45. x2=  54. y1=  2.34 y2=  2.17     
GP: Confirmed US_Maryland_Montgomery 3/16/2020        54   12968    -          15        0     0   295 11/12/2020
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .865559 cc2=  .532226 lx= 11.47024 if=  46 il=  54 3/16/2020  n=   8 now=   12968 end=      95821        15         0 U=    56.94 T=  177.6 p1= 638.9 p2=    13.5 ed=   311 11/28/2020  x1=  46. x2=  54. y1=  2.31 y2=  2.17     
GP: Confirmed US_Maryland_Montgomery 3/16/2020        54   12968    -          15        0     0   311 11/28/2020
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .868935 cc2=  .515382 lx= 11.47024 if=  47 il=  54 3/16/2020  n=   7 now=   12968 end=      95821        15         0 U=    49.82 T=  162.1 p1= 638.9 p2=    13.5 ed=   279 10/27/2020  x1=  47. x2=  54. y1=  2.31 y2=  2.17     
GP: Confirmed US_Maryland_Montgomery 3/16/2020        54   12968    -          15        0     0   279 10/27/2020
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .892531 cc2=  .603856 lx= 11.47024 if=  44 il=  55 3/17/2020  n=  11 now=   12968 end=      95821        24         0 U=    49.16 T=  159.0 p1= 638.9 p2=    13.5 ed=   275 10/23/2020  x1=  44. x2=  55. y1=  2.34 y2=  2.12     
GP: Confirmed US_Maryland_Montgomery 3/17/2020        55   12968    -          24        0     0   275 10/23/2020
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .888499 cc2=  .586988 lx= 11.47024 if=  45 il=  55 3/17/2020  n=  10 now=   12968 end=      95821        24         0 U=    44.69 T=  149.5 p1= 638.9 p2=    13.5 ed=   255 10/3/2020   x1=  45. x2=  55. y1=  2.34 y2=  2.12     
GP: Confirmed US_Maryland_Montgomery 3/17/2020        55   12968    -          24        0     0   255 10/3/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .873627 cc2=  .557399 lx= 11.47024 if=  46 il=  55 3/17/2020  n=   9 now=   12968 end=      95821        24         0 U=    46.01 T=  152.3 p1= 638.9 p2=    13.5 ed=   260 10/8/2020   x1=  46. x2=  55. y1=  2.31 y2=  2.12     
GP: Confirmed US_Maryland_Montgomery 3/17/2020        55   12968    -          24        0     0   260 10/8/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .884114 cc2=  .550780 lx= 11.47024 if=  47 il=  55 3/17/2020  n=   8 now=   12968 end=      95821        24         0 U=    40.89 T=  141.5 p1= 638.9 p2=    13.5 ed=   238 9/16/2020   x1=  47. x2=  55. y1=  2.31 y2=  2.12     
GP: Confirmed US_Maryland_Montgomery 3/17/2020        55   12968    -          24        0     0   238 9/16/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .886471 cc2=  .532918 lx= 11.47024 if=  48 il=  55 3/17/2020  n=   7 now=   12968 end=      95821        24         0 U=    35.78 T=  130.7 p1= 638.9 p2=    13.5 ed=   215 8/24/2020   x1=  48. x2=  55. y1=  2.31 y2=  2.12     
GP: Confirmed US_Maryland_Montgomery 3/17/2020        55   12968    -          24        0     0   215 8/24/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .906086 cc2=  .628736 lx= 11.47024 if=  44 il=  56 3/18/2020  n=  12 now=   12968 end=      95821        31         0 U=    47.04 T=  154.0 p1= 638.9 p2=    13.5 ed=   265 10/13/2020  x1=  44. x2=  56. y1=  2.34 y2=  2.08     
GP: Confirmed US_Maryland_Montgomery 3/18/2020        56   12968    -          31        0     0   265 10/13/2020
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .906817 cc2=  .618141 lx= 11.47024 if=  45 il=  56 3/18/2020  n=  11 now=   12968 end=      95821        31         0 U=    43.12 T=  145.9 p1= 638.9 p2=    13.5 ed=   247 9/25/2020   x1=  45. x2=  56. y1=  2.34 y2=  2.08     
GP: Confirmed US_Maryland_Montgomery 3/18/2020        56   12968    -          31        0     0   247 9/25/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .900363 cc2=  .598852 lx= 11.47024 if=  46 il=  56 3/18/2020  n=  10 now=   12968 end=      95821        31         0 U=    44.06 T=  147.8 p1= 638.9 p2=    13.5 ed=   251 9/29/2020   x1=  46. x2=  56. y1=  2.31 y2=  2.08     
GP: Confirmed US_Maryland_Montgomery 3/18/2020        56   12968    -          31        0     0   251 9/29/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .912568 cc2=  .596340 lx= 11.47024 if=  47 il=  56 3/18/2020  n=   9 now=   12968 end=      95821        31         0 U=    39.65 T=  138.6 p1= 638.9 p2=    13.5 ed=   232 9/10/2020   x1=  47. x2=  56. y1=  2.31 y2=  2.08     
GP: Confirmed US_Maryland_Montgomery 3/18/2020        56   12968    -          31        0     0   232 9/10/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .919418 cc2=  .586085 lx= 11.47024 if=  48 il=  56 3/18/2020  n=   8 now=   12968 end=      95821        31         0 U=    35.25 T=  129.4 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  48. x2=  56. y1=  2.31 y2=  2.08     
GP: Confirmed US_Maryland_Montgomery 3/18/2020        56   12968    -          31        0     0   212 8/21/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .915789 cc2=  .562235 lx= 11.47024 if=  49 il=  56 3/18/2020  n=   7 now=   12968 end=      95821        31         0 U=    34.21 T=  127.3 p1= 638.9 p2=    13.5 ed=   208 8/17/2020   x1=  49. x2=  56. y1=  2.29 y2=  2.08     
GP: Confirmed US_Maryland_Montgomery 3/18/2020        56   12968    -          31        0     0   208 8/17/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .925912 cc2=  .547948 lx= 11.47024 if=  50 il=  56 3/18/2020  n=   6 now=   12968 end=      95821        31         0 U=    32.27 T=  123.2 p1= 638.9 p2=    13.5 ed=   199 8/8/2020    x1=  50. x2=  56. y1=  2.27 y2=  2.08     
GP: Confirmed US_Maryland_Montgomery 3/18/2020        56   12968    -          31        0     0   199 8/8/2020  
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .957894 cc2=  .549646 lx= 11.47024 if=  51 il=  56 3/18/2020  n=   5 now=   12968 end=      95821        31         0 U=    26.89 T=  112.0 p1= 638.9 p2=    13.5 ed=   175 7/15/2020   x1=  51. x2=  56. y1=  2.27 y2=  2.08     
GP: Confirmed US_Maryland_Montgomery 3/18/2020        56   12968    -          31        0     0   175 7/15/2020 
AAA2     1 US_Maryland_Montgomery Confirmed cc1=  .924774 cc2=  .657512 lx= 11.47024 if=  44 il=  57 3/19/2020  n=  13 now=   12968 end=      95821        33       239 U=    49.44 T=  159.7 p1= 638.9 p2=    13.5 ed=   276 10/24/2020  x1=  44. x2=  57. y1=  2.34 y2=  2.08     
GP: Confirmed US_Maryland_Montgomery 3/19/2020        57   12968    -          33      239     2   276 10/24/2020
