TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        9567.00000        9.16607
TAB:  US_Minnesota_Hennepin Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Minnesota_Hennepin Confirmed .            20        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 2/12/2020    21        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            22        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 2/14/2020    23        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            24        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 2/16/2020    25        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            26        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 2/18/2020    27        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            28        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 2/20/2020    29        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            30        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 2/22/2020    31        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            32        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 2/24/2020    33        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            34        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 2/26/2020    35        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            36        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 2/28/2020    37        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            38        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 3/1/2020     39        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            40        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 3/3/2020     41        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            42        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 3/5/2020     43        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            44        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 3/7/2020     45        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            46        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 3/9/2020     47        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            48        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 3/11/2020    49        0     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            50        1     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 3/13/2020    51        1     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            52        6     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 3/15/2020    53        6     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            54       22     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 3/17/2020    55       24     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            56       28     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 3/19/2020    57       32     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed .            58       45     9567        0        0        0        0        0
TAB:  US_Minnesota_Hennepin Confirmed 3/21/2020    59       52     9567      176        4      176      176      176
TAB:  US_Minnesota_Hennepin Confirmed .            60       57     9567      176        4      176      530      530
TAB:  US_Minnesota_Hennepin Confirmed 3/23/2020    61       89     9567      176        4      176      176      176
TAB:  US_Minnesota_Hennepin Confirmed .            62      103     9567      176        4      176      176      176
TAB:  US_Minnesota_Hennepin Confirmed 3/25/2020    63      111     9567      176        4      176     2650     2650
TAB:  US_Minnesota_Hennepin Confirmed .            64      128     9567      176        7      176     1237     1237
TAB:  US_Minnesota_Hennepin Confirmed 3/27/2020    65      141     9567      176        8      176     1237      530
TAB:  US_Minnesota_Hennepin Confirmed .            66      152     9567      249        2      184      430      249
TAB:  US_Minnesota_Hennepin Confirmed 3/29/2020    67      171     9567      265        4      230     1045      336
TAB:  US_Minnesota_Hennepin Confirmed .            68      190     9567      176        8      176     4064     2650
TAB:  US_Minnesota_Hennepin Confirmed 3/31/2020    69      204     9567      176        6      176     4771      883
TAB:  US_Minnesota_Hennepin Confirmed .            70      218     9567      326        2      326      938      382
TAB:  US_Minnesota_Hennepin Confirmed 4/2/2020     71      235     9567      366        2      342      628      390
TAB:  US_Minnesota_Hennepin Confirmed .            72      242     9567      380        3      304      499      380
TAB:  US_Minnesota_Hennepin Confirmed 4/4/2020     73      252     9567      345        3      293      418      363
TAB:  US_Minnesota_Hennepin Confirmed .            74      267     9567      352        3      339      414      378
TAB:  US_Minnesota_Hennepin Confirmed 4/6/2020     75      280     9567      379        4      362      518      396
TAB:  US_Minnesota_Hennepin Confirmed .            76      310     9567      530       17      530     1590     1590
TAB:  US_Minnesota_Hennepin Confirmed 4/8/2020     77      344     9567      555        3      465     1632      589
TAB:  US_Minnesota_Hennepin Confirmed .            78      375     9567      530        8      530    31987     2297
TAB:  US_Minnesota_Hennepin Confirmed 4/10/2020    79      415     9567      883        7      530    13254     4064
TAB:  US_Minnesota_Hennepin Confirmed .            80      464     9567     1237        5      883    19616     1944
TAB:  US_Minnesota_Hennepin Confirmed 4/12/2020    81      557     9567     1944        2     1944     1944     1944
TAB:  US_Minnesota_Hennepin Confirmed .            82      557     9567     1944        2     1944     1944     1944
TAB:  US_Minnesota_Hennepin Confirmed 4/14/2020    83      558     9567     1590        2     1237     9366     2297
TAB:  US_Minnesota_Hennepin Confirmed .            84      651     9567     1590        3     1237    15021     4771
TAB:  US_Minnesota_Hennepin Confirmed 4/16/2020    85      728     9567     1944        2     1944    53548    11487
TAB:  US_Minnesota_Hennepin Confirmed .            86      806     9567     4418        2     2650    21384     6538
TAB:  US_Minnesota_Hennepin Confirmed 4/18/2020    87      875     9567     5478        2     3357    38703     6892
TAB:  US_Minnesota_Hennepin Confirmed .            88      924     9567     1237        1     1237    65919     8659
TAB:  US_Minnesota_Hennepin Confirmed 4/20/2020    89      975     9567     1237        3     1237    65212     7952
TAB:  US_Minnesota_Hennepin Confirmed .            90     1013     9567     1237        4     1237    62738     5832
TAB:  US_Minnesota_Hennepin Confirmed 4/22/2020    91     1073     9567     1237        4     1237    57789     4771
TAB:  US_Minnesota_Hennepin Confirmed .            92     1132     9567     1590        5     1590    50720     5125
TAB:  US_Minnesota_Hennepin Confirmed 4/24/2020    93     1200     9567     2297        4     1590    45418     5478
TAB:  US_Minnesota_Hennepin Confirmed .            94     1287     9567     2650        4     1944    42944     5125
TAB:  US_Minnesota_Hennepin Confirmed 4/26/2020    95     1332     9567     2650        4     2297    36936     7245
TAB:  US_Minnesota_Hennepin Confirmed .            96     1416     9567     3004        4     2297    51427     6892
TAB:  US_Minnesota_Hennepin Confirmed 4/28/2020    97     1524     9567     4064        6     3357    65212     9366
TAB:  US_Minnesota_Hennepin Confirmed .            98     1633     9567     5125        5     4064    63445    10780
TAB:  US_Minnesota_Hennepin Confirmed 4/30/2020    99     1738     9567     6185        4     4418    65919    11487
TAB:  US_Minnesota_Hennepin Confirmed .           100     1829     9567     7245        3     4771    60970    12194
TAB:  US_Minnesota_Hennepin Confirmed 5/2/2020    101     1980     9567     9366        2     5125    65212    14314
TAB:  US_Minnesota_Hennepin Confirmed .           102     2151     9567    13961        2     5832    52488    18556
TAB:  US_Minnesota_Hennepin Confirmed 5/4/2020    103     2298     9567     6538        1     6538    55669    21384
TAB:  US_Minnesota_Hennepin Confirmed .           104     2519     9567     7245        1     7245    62031    33401
TAB:  US_Minnesota_Hennepin Confirmed 5/6/2020    105     2764     9567     8659        1     8659    68747    33754
TAB:  US_Minnesota_Hennepin Confirmed .           106     2962     9567    14668        1    14668    58496    35522
TAB:  US_Minnesota_Hennepin Confirmed 5/8/2020    107     3153     9567     9366        1     9366    53901    37996
TAB:  US_Minnesota_Hennepin Confirmed .           108     3379     9567     5832        1     5832    66626    24918
TAB:  US_Minnesota_Hennepin Confirmed 5/10/2020   109     3558     9567     5832        2     5832    62031    22444
TAB:  US_Minnesota_Hennepin Confirmed .           110     3744     9567     5832        2     5832    61324    15728
TAB:  US_Minnesota_Hennepin Confirmed 5/12/2020   111     4033     9567    11133        2     8659    68747    22444
TAB:  US_Minnesota_Hennepin Confirmed .           112     4183     9567     8306        1     8306    40117    15728
TAB:  US_Minnesota_Hennepin Confirmed 5/14/2020   113     4331     9567     7599        2     5832    49306     9366
TAB:  US_Minnesota_Hennepin Confirmed .           114     4674     9567    17849        2    10073    46832    22090
TAB:  US_Minnesota_Hennepin Confirmed 5/16/2020   115     4930     9567    12547        2    12547    64505    26332
TAB:  US_Minnesota_Hennepin Confirmed .           116     5158     9567    13961        3    13961    62738    25625
TAB:  US_Minnesota_Hennepin Confirmed 5/18/2020   117     5409     9567    15021        2    10426    58496    24565
TAB:  US_Minnesota_Hennepin Confirmed .           118     5650     9567    16082        2     7599    61324    28453
TAB:  US_Minnesota_Hennepin Confirmed 5/20/2020   119     5838     9567    15021        2     7599    63445    21384
TAB:  US_Minnesota_Hennepin Confirmed .           120     6029     9567     8306        2     7599    64505    17496
TAB:  US_Minnesota_Hennepin Confirmed 5/22/2020   121     6350     9567    15021        3    10073    66626    18909
TAB:  US_Minnesota_Hennepin Confirmed .           122     6649     9567    22090        3    13608    68040    22090
TAB:  US_Minnesota_Hennepin Confirmed 5/24/2020   123     6918     9567    17142        2    17142    69453    24211
TAB:  US_Minnesota_Hennepin Confirmed .           124     7168     9567    17849        2    17849    70160    24565
TAB:  US_Minnesota_Hennepin Confirmed 5/26/2020   125     7421     9567    23858        3     9720    56022    23858
TAB:  US_Minnesota_Hennepin Confirmed .           126     7540     9567    21030        4     8659    70160    21030
TAB:  US_Minnesota_Hennepin Confirmed 5/28/2020   127     7695     9567    16789        3     8306    68747    17849
TAB:  US_Minnesota_Hennepin Confirmed .           128     7932     9567    16082        5     9366    66626    17849
TAB:  US_Minnesota_Hennepin Confirmed 5/30/2020   129     8181     9567    16082        7    10073    68040    18202
TAB:  US_Minnesota_Hennepin Confirmed .           130     8393     9567    15728        5    11133    68040    19616
TAB:  US_Minnesota_Hennepin Confirmed 6/1/2020    131     8514     9567    15021        5    10780    68747    18556
TAB:  US_Minnesota_Hennepin Confirmed .           132     8591     9567    14668        4     8659    68747    19616
TAB:  US_Minnesota_Hennepin Confirmed 6/3/2020    133     8738     9567    10426        7     9366    70160    21030
TAB:  US_Minnesota_Hennepin Confirmed .           134     8867     9567    10426        5     9366    68747    20677
TAB:  US_Minnesota_Hennepin Confirmed 6/5/2020    135     9099     9567    10780        6    10780    68747    25978
TAB:  US_Minnesota_Hennepin Confirmed .           136     9255     9567    11487        6    11133    70160    27746
TAB:  US_Minnesota_Hennepin Confirmed 6/7/2020    137     9372     9567    11487        6    11133    70160    25272
TAB:  US_Minnesota_Hennepin Confirmed .           138     9480     9567    11487        7    10073    68040    27746
TAB:  US_Minnesota_Hennepin Confirmed 6/9/2020    139     9567     9567    11442       11     9874    59718    24608
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .960451 cc2=  .552202 lx=  6.28607 if=  50 il=  55 3/17/2020  n=   5 now=    9567 end=        537        24         0 U=     7.10 T=   63.0 p1= -94.4 p2=  1781.6 ed=    79 4/10/2020   x1=  50. x2=  55. y1=  1.84 y2=  1.13     
GP: Confirmed US_Minnesota_Hennepin 3/17/2020        55    9567      537      24        0     0    79 4/10/2020 
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .963333 cc2=  .585368 lx=  5.16607 if=  50 il=  56 3/18/2020  n=   6 now=    9567 end=        175        28         0 U=     5.79 T=   59.5 p1= -98.2 p2=  5466.9 ed=    73 4/4/2020    x1=  50. x2=  56. y1=  1.64 y2=   .61     
GP: Confirmed US_Minnesota_Hennepin 3/18/2020        56    9567      175      28        0     0    73 4/4/2020  
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .951458 cc2=  .543209 lx=  5.16607 if=  51 il=  56 3/18/2020  n=   5 now=    9567 end=        175        28         0 U=     4.83 T=   58.9 p1= -98.2 p2=  5466.9 ed=    70 4/1/2020    x1=  51. x2=  56. y1=  1.64 y2=   .61     
GP: Confirmed US_Minnesota_Hennepin 3/18/2020        56    9567      175      28        0     0    70 4/1/2020  
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .961470 cc2=  .607916 lx=  5.16607 if=  50 il=  57 3/19/2020  n=   7 now=    9567 end=        175        32         0 U=     6.30 T=   60.3 p1= -98.2 p2=  5466.9 ed=    75 4/6/2020    x1=  50. x2=  57. y1=  1.64 y2=   .53     
GP: Confirmed US_Minnesota_Hennepin 3/19/2020        57    9567      175      32        0     0    75 4/6/2020  
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .945516 cc2=  .567551 lx=  5.16607 if=  51 il=  57 3/19/2020  n=   6 now=    9567 end=        175        32         0 U=     5.40 T=   59.9 p1= -98.2 p2=  5466.9 ed=    72 4/3/2020    x1=  51. x2=  57. y1=  1.64 y2=   .53     
GP: Confirmed US_Minnesota_Hennepin 3/19/2020        57    9567      175      32        0     0    72 4/3/2020  
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .925620 cc2=  .517372 lx=  5.16607 if=  52 il=  57 3/19/2020  n=   5 now=    9567 end=        175        32         0 U=     7.30 T=   60.9 p1= -98.2 p2=  5466.9 ed=    78 4/9/2020    x1=  52. x2=  57. y1=  1.22 y2=   .53     
GP: Confirmed US_Minnesota_Hennepin 3/19/2020        57    9567      175      32        0     0    78 4/9/2020  
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .969989 cc2=  .636656 lx=  5.16607 if=  50 il=  58 3/20/2020  n=   8 now=    9567 end=        175        45         0 U=     5.99 T=   59.8 p1= -98.2 p2=  5466.9 ed=    73 4/4/2020    x1=  50. x2=  58. y1=  1.64 y2=   .31     
GP: Confirmed US_Minnesota_Hennepin 3/20/2020        58    9567      175      45        0     0    73 4/4/2020  
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .958231 cc2=  .604678 lx=  5.16607 if=  51 il=  58 3/20/2020  n=   7 now=    9567 end=        175        45         0 U=     5.24 T=   59.6 p1= -98.2 p2=  5466.9 ed=    71 4/2/2020    x1=  51. x2=  58. y1=  1.64 y2=   .31     
GP: Confirmed US_Minnesota_Hennepin 3/20/2020        58    9567      175      45        0     0    71 4/2/2020  
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .951141 cc2=  .573177 lx=  5.16607 if=  52 il=  58 3/20/2020  n=   6 now=    9567 end=        175        45         0 U=     6.60 T=   60.0 p1= -98.2 p2=  5466.9 ed=    75 4/6/2020    x1=  52. x2=  58. y1=  1.22 y2=   .31     
GP: Confirmed US_Minnesota_Hennepin 3/20/2020        58    9567      175      45        0     0    75 4/6/2020  
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .923798 cc2=  .515550 lx=  5.16607 if=  53 il=  58 3/20/2020  n=   5 now=    9567 end=        175        45         0 U=     5.50 T=   59.7 p1= -98.2 p2=  5466.9 ed=    72 4/3/2020    x1=  53. x2=  58. y1=  1.22 y2=   .31     
GP: Confirmed US_Minnesota_Hennepin 3/20/2020        58    9567      175      45        0     0    72 4/3/2020  
AAA1     1 US_Minnesota_Hennepin Confirmed cc1=  .974766 cc2=  .658538 lx=  5.16607 if=  50 il=  59 3/21/2020  n=   9 now=    9567 end=        175        52       176 U=     6.22 T=   60.2 p1= -98.2 p2=  5466.9 ed=    74 4/5/2020    x1=  50. x2=  59. y1=  1.64 y2=   .19 BEST
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .975947 cc2=  .658538 lx=  5.06607 if=  50 il=  59 3/21/2020  n=   9 now=    9567 end=        175        52       176 U=     6.22 T=   60.2 p1= -98.2 p2=  5466.9 ed=    74 4/5/2020    x1=  50. x2=  59. y1=  1.64 y2=   .19 BEST
GP: Confirmed US_Minnesota_Hennepin 3/21/2020        59    9567      175      52      176     4    74 4/5/2020  
AAA1     1 US_Minnesota_Hennepin Confirmed cc1=  .965496 cc2=  .632163 lx=  5.16607 if=  51 il=  59 3/21/2020  n=   8 now=    9567 end=        175        52       176 U=     5.53 T=   60.1 p1= -98.2 p2=  5466.9 ed=    73 4/4/2020    x1=  51. x2=  59. y1=  1.64 y2=   .19 BEST
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .967225 cc2=  .632163 lx=  5.06607 if=  51 il=  59 3/21/2020  n=   8 now=    9567 end=        175        52       176 U=     5.53 T=   60.1 p1= -98.2 p2=  5466.9 ed=    73 4/4/2020    x1=  51. x2=  59. y1=  1.64 y2=   .19 BEST
GP: Confirmed US_Minnesota_Hennepin 3/21/2020        59    9567      175      52      176     4    73 4/4/2020  
AAA1     1 US_Minnesota_Hennepin Confirmed cc1=  .964628 cc2=  .611075 lx=  5.16607 if=  52 il=  59 3/21/2020  n=   7 now=    9567 end=        175        52       176 U=     6.85 T=   60.3 p1= -98.2 p2=  5466.9 ed=    76 4/7/2020    x1=  52. x2=  59. y1=  1.22 y2=   .19 BEST
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .965863 cc2=  .611075 lx=  5.06607 if=  52 il=  59 3/21/2020  n=   7 now=    9567 end=        175        52       176 U=     6.85 T=   60.3 p1= -98.2 p2=  5466.9 ed=    76 4/7/2020    x1=  52. x2=  59. y1=  1.22 y2=   .19 BEST
GP: Confirmed US_Minnesota_Hennepin 3/21/2020        59    9567      175      52      176     4    76 4/7/2020  
AAA1     1 US_Minnesota_Hennepin Confirmed cc1=  .947183 cc2=  .569218 lx=  5.16607 if=  53 il=  59 3/21/2020  n=   6 now=    9567 end=        175        52       176 U=     5.87 T=   60.1 p1= -98.2 p2=  5466.9 ed=    74 4/5/2020    x1=  53. x2=  59. y1=  1.22 y2=   .19 BEST
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .949182 cc2=  .569218 lx=  5.06607 if=  53 il=  59 3/21/2020  n=   6 now=    9567 end=        175        52       176 U=     5.87 T=   60.1 p1= -98.2 p2=  5466.9 ed=    74 4/5/2020    x1=  53. x2=  59. y1=  1.22 y2=   .19 BEST
GP: Confirmed US_Minnesota_Hennepin 3/21/2020        59    9567      175      52      176     4    74 4/5/2020  
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .978969 cc2=  .570721 lx= 11.16607 if=  54 il=  59 3/21/2020  n=   5 now=    9567 end=      70691        52       176 U=    44.39 T=  146.7 p1= 638.9 p2=    13.5 ed=   251 9/29/2020   x1=  54. x2=  59. y1=  2.09 y2=  1.98     
GP: Confirmed US_Minnesota_Hennepin 3/21/2020        59    9567    -          52      176     4   251 9/29/2020 
AAA1     1 US_Minnesota_Hennepin Confirmed cc1=  .976241 cc2=  .674730 lx=  5.16607 if=  50 il=  60 3/22/2020  n=  10 now=    9567 end=        175        57       176 U=     6.55 T=   60.8 p1= -98.2 p2=  5466.9 ed=    76 4/7/2020    x1=  50. x2=  60. y1=  1.64 y2=   .12 BEST
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .977736 cc2=  .674730 lx=  5.06607 if=  50 il=  60 3/22/2020  n=  10 now=    9567 end=        175        57       176 U=     6.55 T=   60.8 p1= -98.2 p2=  5466.9 ed=    76 4/7/2020    x1=  50. x2=  60. y1=  1.64 y2=   .12 BEST
GP: Confirmed US_Minnesota_Hennepin 3/22/2020        60    9567      175      57      176     4    76 4/7/2020  
AAA1     1 US_Minnesota_Hennepin Confirmed cc1=  .968209 cc2=  .651982 lx=  5.16607 if=  51 il=  60 3/22/2020  n=   9 now=    9567 end=        175        57       176 U=     5.90 T=   60.7 p1= -98.2 p2=  5466.9 ed=    74 4/5/2020    x1=  51. x2=  60. y1=  1.64 y2=   .12 BEST
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .970246 cc2=  .651982 lx=  5.06607 if=  51 il=  60 3/22/2020  n=   9 now=    9567 end=        175        57       176 U=     5.90 T=   60.7 p1= -98.2 p2=  5466.9 ed=    74 4/5/2020    x1=  51. x2=  60. y1=  1.64 y2=   .12 BEST
GP: Confirmed US_Minnesota_Hennepin 3/22/2020        60    9567      175      57      176     4    74 4/5/2020  
AAA1     1 US_Minnesota_Hennepin Confirmed cc1=  .970616 cc2=  .637283 lx=  5.16607 if=  52 il=  60 3/22/2020  n=   8 now=    9567 end=        175        57       176 U=     7.27 T=   60.8 p1= -98.2 p2=  5466.9 ed=    78 4/9/2020    x1=  52. x2=  60. y1=  1.22 y2=   .12 BEST
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .972080 cc2=  .637283 lx=  5.06607 if=  52 il=  60 3/22/2020  n=   8 now=    9567 end=        175        57       176 U=     7.27 T=   60.8 p1= -98.2 p2=  5466.9 ed=    78 4/9/2020    x1=  52. x2=  60. y1=  1.22 y2=   .12 BEST
GP: Confirmed US_Minnesota_Hennepin 3/22/2020        60    9567      175      57      176     4    78 4/9/2020  
AAA1     1 US_Minnesota_Hennepin Confirmed cc1=  .957777 cc2=  .604224 lx=  5.16607 if=  53 il=  60 3/22/2020  n=   7 now=    9567 end=        175        57       176 U=     6.36 T=   60.7 p1= -98.2 p2=  5466.9 ed=    75 4/6/2020    x1=  53. x2=  60. y1=  1.22 y2=   .12 BEST
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .959928 cc2=  .604224 lx=  5.06607 if=  53 il=  60 3/22/2020  n=   7 now=    9567 end=        175        57       176 U=     6.36 T=   60.7 p1= -98.2 p2=  5466.9 ed=    75 4/6/2020    x1=  53. x2=  60. y1=  1.22 y2=   .12 BEST
GP: Confirmed US_Minnesota_Hennepin 3/22/2020        60    9567      175      57      176     4    75 4/6/2020  
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .985266 cc2=  .607301 lx= 11.16607 if=  54 il=  60 3/22/2020  n=   6 now=    9567 end=      70691        57       176 U=    47.83 T=  153.9 p1= 638.9 p2=    13.5 ed=   266 10/14/2020  x1=  54. x2=  60. y1=  2.09 y2=  1.96     
GP: Confirmed US_Minnesota_Hennepin 3/22/2020        60    9567    -          57      176     4   266 10/14/2020
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .986561 cc2=  .578313 lx=  6.22607 if=  55 il=  60 3/22/2020  n=   5 now=    9567 end=        505        57       176 U=    14.98 T=   71.7 p1= -94.7 p2=  1894.5 ed=   107 5/8/2020    x1=  55. x2=  60. y1=  1.11 y2=   .78     
GP: Confirmed US_Minnesota_Hennepin 3/22/2020        60    9567      505      57      176     4   107 5/8/2020  
AAA1     1 US_Minnesota_Hennepin Confirmed cc1=  .979005 cc2=  .690330 lx=  5.21607 if=  50 il=  61 3/23/2020  n=  11 now=    9567 end=        184        89       176 U=     5.58 T=   59.2 p1= -98.1 p2=  5199.5 ed=    72 4/3/2020    x1=  50. x2=  61. y1=  1.65 y2=  -.32 BEST
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .979005 cc2=  .690330 lx=  5.21507 if=  50 il=  61 3/23/2020  n=  11 now=    9567 end=        184        89       176 U=     5.58 T=   59.2 p1= -98.1 p2=  5199.5 ed=    72 4/3/2020    x1=  50. x2=  61. y1=  1.65 y2=  -.32 BEST
GP: Confirmed US_Minnesota_Hennepin 3/23/2020        61    9567      184      89      176     4    72 4/3/2020  
AAA1     1 US_Minnesota_Hennepin Confirmed cc1=  .972868 cc2=  .671357 lx=  5.18607 if=  51 il=  61 3/23/2020  n=  10 now=    9567 end=        178        89       176 U=     4.98 T=   59.2 p1= -98.1 p2=  5374.7 ed=    70 4/1/2020    x1=  51. x2=  61. y1=  1.65 y2=  -.36 BEST
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .972868 cc2=  .671357 lx=  5.18207 if=  51 il=  61 3/23/2020  n=  10 now=    9567 end=        178        89       176 U=     4.98 T=   59.2 p1= -98.1 p2=  5374.7 ed=    70 4/1/2020    x1=  51. x2=  61. y1=  1.65 y2=  -.36 BEST
GP: Confirmed US_Minnesota_Hennepin 3/23/2020        61    9567      178      89      176     4    70 4/1/2020  
AAA1     1 US_Minnesota_Hennepin Confirmed cc1=  .971350 cc2=  .655122 lx=  5.61607 if=  52 il=  61 3/23/2020  n=   9 now=    9567 end=        274        89       176 U=     7.37 T=   61.9 p1= -97.1 p2=  3491.6 ed=    79 4/10/2020   x1=  52. x2=  61. y1=  1.34 y2=   .12 BEST
AAA2     1 US_Minnesota_Hennepin Confirmed cc1=  .971350 cc2=  .655122 lx=  5.61207 if=  52 il=  61 3/23/2020  n=   9 now=    9567 end=        274        89       176 U=     7.37 T=   61.9 p1= -97.1 p2=  3491.6 ed=    79 4/10/2020   x1=  52. x2=  61. y1=  1.34 y2=   .12 BEST
GP: Confirmed US_Minnesota_Hennepin 3/23/2020        61    9567      274      89      176     4    79 4/10/2020 
