TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        8973.00000        9.10198
TAB:  US_Wisconsin_Milwaukee Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Wisconsin_Milwaukee Confirmed 2/22/2020    31        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            32        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 2/24/2020    33        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            34        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 2/26/2020    35        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            36        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 2/28/2020    37        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            38        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 3/1/2020     39        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            40        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 3/3/2020     41        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            42        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 3/5/2020     43        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            44        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 3/7/2020     45        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            46        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 3/9/2020     47        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            48        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 3/11/2020    49        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            50        0     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 3/13/2020    51        2     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            52        6     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 3/15/2020    53        6     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            54       13     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 3/17/2020    55       24     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed .            56       47     8973        0        0        0        0        0
TAB:  US_Wisconsin_Milwaukee Confirmed 3/19/2020    57       62     8973    25691        1    25691    25691    25691
TAB:  US_Wisconsin_Milwaukee Confirmed .            58       95     8973      477        1      477     6268     6268
TAB:  US_Wisconsin_Milwaukee Confirmed 3/21/2020    59      126     8973      434        1      434     1508      466
TAB:  US_Wisconsin_Milwaukee Confirmed .            60      182     8973      916        1      916     2320     1544
TAB:  US_Wisconsin_Milwaukee Confirmed 3/23/2020    61      204     8973      640        1      640     1290      667
TAB:  US_Wisconsin_Milwaukee Confirmed .            62      243     8973      391        1      391      780      549
TAB:  US_Wisconsin_Milwaukee Confirmed 3/25/2020    63      325     8973      873        1      873     1199     1074
TAB:  US_Wisconsin_Milwaukee Confirmed .            64      347     8973      788        1      788     1015      871
TAB:  US_Wisconsin_Milwaukee Confirmed 3/27/2020    65      411     8973      933        3      859     1158     1008
TAB:  US_Wisconsin_Milwaukee Confirmed .            66      541     8973     1491        4     1491    39283     2817
TAB:  US_Wisconsin_Milwaukee Confirmed 3/29/2020    67      606     8973     1491        2     1491    23039     3149
TAB:  US_Wisconsin_Milwaukee Confirmed .            68      617     8973     1519        3      956     3883     1744
TAB:  US_Wisconsin_Milwaukee Confirmed 3/31/2020    69      710     8973     1130        1     1130     2438     1623
TAB:  US_Wisconsin_Milwaukee Confirmed .            70      780     8973     1541        2     1088     2025     1541
TAB:  US_Wisconsin_Milwaukee Confirmed 4/2/2020     71      869     8973     1823        6     1491     2154     1823
TAB:  US_Wisconsin_Milwaukee Confirmed .            72     1023     8973     3480        4     1823     4806     3149
TAB:  US_Wisconsin_Milwaukee Confirmed 4/4/2020     73     1106     8973     2154        4     2154     5801     3812
TAB:  US_Wisconsin_Milwaukee Confirmed .            74     1190     8973     3812        4     2154     5138     3480
TAB:  US_Wisconsin_Milwaukee Confirmed 4/6/2020     75     1256     8973     2154        4     1491     7127     2817
TAB:  US_Wisconsin_Milwaukee Confirmed .            76     1323     8973     2313        2     1517     3345     2608
TAB:  US_Wisconsin_Milwaukee Confirmed 4/8/2020     77     1416     8973     1811        2     1811     3171     2678
TAB:  US_Wisconsin_Milwaukee Confirmed .            78     1484     8973     2377        2     1927     3086     2590
TAB:  US_Wisconsin_Milwaukee Confirmed 4/10/2020    79     1575     8973     2817       10     2154     9779     2817
TAB:  US_Wisconsin_Milwaukee Confirmed .            80     1653     8973     2793       12     2205     7791     4557
TAB:  US_Wisconsin_Milwaukee Confirmed 4/12/2020    81     1710     8973     2752        4     2357     3998     2668
TAB:  US_Wisconsin_Milwaukee Confirmed .            82     1743     8973     2476        3     1903     2681     2476
TAB:  US_Wisconsin_Milwaukee Confirmed 4/14/2020    83     1795     8973     2470        5     1980     2615     2377
TAB:  US_Wisconsin_Milwaukee Confirmed .            84     1870     8973     2497        4     2274     2602     2471
TAB:  US_Wisconsin_Milwaukee Confirmed 4/16/2020    85     1947     8973     2486       21     2486     2817     2817
TAB:  US_Wisconsin_Milwaukee Confirmed .            86     2013     8973     2486       12     2486     3480     3149
TAB:  US_Wisconsin_Milwaukee Confirmed 4/18/2020    87     2065     8973     2817       15     2486     3480     3149
TAB:  US_Wisconsin_Milwaukee Confirmed .            88     2150     8973     2817       19     2486     8121     3480
TAB:  US_Wisconsin_Milwaukee Confirmed 4/20/2020    89     2191     8973     2817       20     2817    26354     3480
TAB:  US_Wisconsin_Milwaukee Confirmed .            90     2234     8973     2836        7     2588     4162     3002
TAB:  US_Wisconsin_Milwaukee Confirmed 4/22/2020    91     2304     8973     2900        6     2762     4122     3095
TAB:  US_Wisconsin_Milwaukee Confirmed .            92     2382     8973     3149       11     2817     8121     4143
TAB:  US_Wisconsin_Milwaukee Confirmed 4/24/2020    93     2431     8973     3149       14     2817    13094     4475
TAB:  US_Wisconsin_Milwaukee Confirmed .            94     2525     8973     3149       16     2817     9116     5138
TAB:  US_Wisconsin_Milwaukee Confirmed 4/26/2020    95     2629     8973     3149       11     3149    36299     5469
TAB:  US_Wisconsin_Milwaukee Confirmed .            96     2674     8973     3480       11     3149    33647     5801
TAB:  US_Wisconsin_Milwaukee Confirmed 4/28/2020    97     2722     8973     3480       11     3149    64477     5801
TAB:  US_Wisconsin_Milwaukee Confirmed .            98     2815     8973     3480        9     3149    56521     6132
TAB:  US_Wisconsin_Milwaukee Confirmed 4/30/2020    99     2940     8973     3480        7     3480    61825     6132
TAB:  US_Wisconsin_Milwaukee Confirmed .           100     3044     8973     3812        8     3480    25691     6132
TAB:  US_Wisconsin_Milwaukee Confirmed 5/2/2020    101     3147     8973     3812        7     3812    55527     6795
TAB:  US_Wisconsin_Milwaukee Confirmed .           102     3244     8973     4143        6     3812    36962     6464
TAB:  US_Wisconsin_Milwaukee Confirmed 5/4/2020    103     3296     8973     4143        5     3812    40277     6795
TAB:  US_Wisconsin_Milwaukee Confirmed .           104     3353     8973     4143        7     3480    34973     6132
TAB:  US_Wisconsin_Milwaukee Confirmed 5/6/2020    105     3469     8973     4143        6     4143    36299     7127
TAB:  US_Wisconsin_Milwaukee Confirmed .           106     3573     8973     5138        5     4143    42598     8121
TAB:  US_Wisconsin_Milwaukee Confirmed 5/8/2020    107     3722     8973     4475        5     4475    58179     9116
TAB:  US_Wisconsin_Milwaukee Confirmed .           108     3854     8973     4806        3     4475    38620     8121
TAB:  US_Wisconsin_Milwaukee Confirmed 5/10/2020   109     3952     8973     5801        3     4806    49560     8784
TAB:  US_Wisconsin_Milwaukee Confirmed .           110     4022     8973     5138        3     4475    53869     8121
TAB:  US_Wisconsin_Milwaukee Confirmed 5/12/2020   111     4069     8973     5138        3     4143    65140     9447
TAB:  US_Wisconsin_Milwaukee Confirmed .           112     4215     8973     5138        3     5138    49560    11768
TAB:  US_Wisconsin_Milwaukee Confirmed 5/14/2020   113     4387     8973     6464        2     5138    60499    10773
TAB:  US_Wisconsin_Milwaukee Confirmed .           114     4535     8973     6464        2     6132    46576    10442
TAB:  US_Wisconsin_Milwaukee Confirmed 5/16/2020   115     4759     8973     7127        2     6795    46576    10442
TAB:  US_Wisconsin_Milwaukee Confirmed .           116     4945     8973     7458        2     7458    45250    10773
TAB:  US_Wisconsin_Milwaukee Confirmed 5/18/2020   117     5005     8973     7790        2     6464    53869    11105
TAB:  US_Wisconsin_Milwaukee Confirmed .           118     5076     8973     8784        2     5138    58179     9779
TAB:  US_Wisconsin_Milwaukee Confirmed 5/20/2020   119     5373     8973     8784        2     8453    49228    12431
TAB:  US_Wisconsin_Milwaukee Confirmed .           120     5556     8973     8784        1     8784    63151    14751
TAB:  US_Wisconsin_Milwaukee Confirmed 5/22/2020   121     5735     8973     9447        1     9447    47239    16077
TAB:  US_Wisconsin_Milwaukee Confirmed .           122     5987     8973    10442        1    10442    52543    16741
TAB:  US_Wisconsin_Milwaukee Confirmed 5/24/2020   123     6185     8973     9447        1     9447    40277    14420
TAB:  US_Wisconsin_Milwaukee Confirmed .           124     6352     8973     8784        1     8784    47239    15414
TAB:  US_Wisconsin_Milwaukee Confirmed 5/26/2020   125     6517     8973     8121        1     8121    54201    15083
TAB:  US_Wisconsin_Milwaukee Confirmed .           126     6748     8973     9779        1     9779    64477    16409
TAB:  US_Wisconsin_Milwaukee Confirmed 5/28/2020   127     6952     8973    13757        3    11105    49228    17404
TAB:  US_Wisconsin_Milwaukee Confirmed .           128     7429     8973    15083        1    15083    62488    21713
TAB:  US_Wisconsin_Milwaukee Confirmed 5/30/2020   129     7656     8973    16409        1    16409    51549    24034
TAB:  US_Wisconsin_Milwaukee Confirmed .           130     7750     8973     9447        1     9447    58842    23039
TAB:  US_Wisconsin_Milwaukee Confirmed 6/1/2020    131     7799     8973     7790        1     7790    63151    24365
TAB:  US_Wisconsin_Milwaukee Confirmed .           132     8004     8973     8453        1     8453    53869    22376
TAB:  US_Wisconsin_Milwaukee Confirmed 6/3/2020    133     8108     8973     8453        1     8453    55858    19393
TAB:  US_Wisconsin_Milwaukee Confirmed .           134     8388     8973    13425        2     9779    58842    21713
TAB:  US_Wisconsin_Milwaukee Confirmed 6/5/2020    135     8547     8973    10110        1    10110    61162    22376
TAB:  US_Wisconsin_Milwaukee Confirmed .           136     8688     8973    12762        2    10110    62488    19061
TAB:  US_Wisconsin_Milwaukee Confirmed 6/7/2020    137     8813     8973    10442        2     9447    63151    19724
TAB:  US_Wisconsin_Milwaukee Confirmed .           138     8900     8973    10110        2     9116    62488    15746
TAB:  US_Wisconsin_Milwaukee Confirmed 6/9/2020    139     8973     8973    10110        3     9116    61162    15083
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .983242 cc2=  .574993 lx= 11.10198 if=  51 il=  56 3/18/2020  n=   5 now=    8973 end=      66301        47         0 U=    13.84 T=   83.4 p1= 638.9 p2=    13.5 ed=   116 5/17/2020   x1=  51. x2=  56. y1=  2.34 y2=  1.98     
GP: Confirmed US_Wisconsin_Milwaukee 3/18/2020        56    8973    -          47        0     0   116 5/17/2020 
AAA1     1 US_Wisconsin_Milwaukee Confirmed cc1=  .988631 cc2=  .610667 lx= 10.15198 if=  51 il=  57 3/19/2020  n=   6 now=    8973 end=      25641        62     25691 U=    13.30 T=   80.9 p1= 185.8 p2=    35.0 ed=   112 5/13/2020   x1=  51. x2=  57. y1=  2.25 y2=  1.80 BEST
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .988631 cc2=  .610667 lx= 10.15198 if=  51 il=  57 3/19/2020  n=   6 now=    8973 end=      25641        62     25691 U=    13.30 T=   80.9 p1= 185.8 p2=    35.0 ed=   112 5/13/2020   x1=  51. x2=  57. y1=  2.25 y2=  1.80 BEST
GP: Confirmed US_Wisconsin_Milwaukee 3/19/2020        57    8973    25641      62    25691     1   112 5/13/2020 
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .981887 cc2=  .573638 lx= 11.10198 if=  52 il=  57 3/19/2020  n=   5 now=    8973 end=      66301        62     25691 U=    17.31 T=   90.6 p1= 638.9 p2=    13.5 ed=   131 6/1/2020    x1=  52. x2=  57. y1=  2.23 y2=  1.94     
GP: Confirmed US_Wisconsin_Milwaukee 3/19/2020        57    8973    -          62    25691     1   131 6/1/2020  
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .992300 cc2=  .638747 lx=  8.74198 if=  51 il=  58 3/20/2020  n=   7 now=    8973 end=       6260        95       477 U=    10.72 T=   73.3 p1= -30.2 p2=   143.3 ed=    98 4/29/2020   x1=  51. x2=  58. y1=  2.09 y2=  1.43     
GP: Confirmed US_Wisconsin_Milwaukee 3/20/2020        58    8973     6260      95      477     1    98 4/29/2020 
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .988428 cc2=  .610464 lx=  8.79198 if=  52 il=  58 3/20/2020  n=   6 now=    8973 end=       6581        95       477 U=    11.96 T=   75.3 p1= -26.7 p2=   136.3 ed=   103 5/4/2020    x1=  52. x2=  58. y1=  1.95 y2=  1.44     
GP: Confirmed US_Wisconsin_Milwaukee 3/20/2020        58    8973     6581      95      477     1   103 5/4/2020  
AAA1     1 US_Wisconsin_Milwaukee Confirmed cc1=  .997926 cc2=  .589678 lx=  6.16198 if=  53 il=  58 3/20/2020  n=   5 now=    8973 end=        474        95       477 U=     5.00 T=   60.4 p1= -94.7 p2=  1893.0 ed=    72 4/3/2020    x1=  53. x2=  58. y1=  1.47 y2=   .48 BEST
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .997926 cc2=  .589678 lx=  6.15798 if=  53 il=  58 3/20/2020  n=   5 now=    8973 end=        474        95       477 U=     5.00 T=   60.4 p1= -94.7 p2=  1893.0 ed=    72 4/3/2020    x1=  53. x2=  58. y1=  1.47 y2=   .48 BEST
GP: Confirmed US_Wisconsin_Milwaukee 3/20/2020        58    8973      474      95      477     1    72 4/3/2020  
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .994337 cc2=  .661004 lx=  7.67198 if=  51 il=  59 3/21/2020  n=   8 now=    8973 end=       2147       126       434 U=     8.88 T=   68.3 p1= -76.1 p2=   417.9 ed=    89 4/20/2020   x1=  51. x2=  59. y1=  1.94 y2=  1.04     
GP: Confirmed US_Wisconsin_Milwaukee 3/21/2020        59    8973     2147     126      434     1    89 4/20/2020 
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .991986 cc2=  .638433 lx=  7.32198 if=  52 il=  59 3/21/2020  n=   7 now=    8973 end=       1513       126       434 U=     8.75 T=   67.0 p1= -83.1 p2=   593.1 ed=    87 4/18/2020   x1=  52. x2=  59. y1=  1.71 y2=   .91     
GP: Confirmed US_Wisconsin_Milwaukee 3/21/2020        59    8973     1513     126      434     1    87 4/18/2020 
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .998704 cc2=  .620740 lx=  6.14198 if=  53 il=  59 3/21/2020  n=   6 now=    8973 end=        464       126       434 U=     4.99 T=   60.3 p1= -94.8 p2=  1933.8 ed=    72 4/3/2020    x1=  53. x2=  59. y1=  1.47 y2=   .27     
GP: Confirmed US_Wisconsin_Milwaukee 3/21/2020        59    8973      464     126      434     1    72 4/3/2020  
AAA1     1 US_Wisconsin_Milwaukee Confirmed cc1=  .997956 cc2=  .589708 lx=  6.07198 if=  54 il=  59 3/21/2020  n=   5 now=    8973 end=        433       126       434 U=     4.79 T=   60.0 p1= -95.2 p2=  2072.3 ed=    71 4/2/2020    x1=  54. x2=  59. y1=  1.25 y2=   .21 BEST
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .997956 cc2=  .589708 lx=  6.07198 if=  54 il=  59 3/21/2020  n=   5 now=    8973 end=        433       126       434 U=     4.79 T=   60.0 p1= -95.2 p2=  2072.3 ed=    71 4/2/2020    x1=  54. x2=  59. y1=  1.25 y2=   .21 BEST
GP: Confirmed US_Wisconsin_Milwaukee 3/21/2020        59    8973      433     126      434     1    71 4/2/2020  
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .995866 cc2=  .679638 lx=  7.89198 if=  51 il=  60 3/22/2020  n=   9 now=    8973 end=       2675       182       916 U=     9.14 T=   69.0 p1= -70.2 p2=   335.4 ed=    90 4/21/2020   x1=  51. x2=  60. y1=  1.97 y2=   .99     
GP: Confirmed US_Wisconsin_Milwaukee 3/22/2020        60    8973     2675     182      916     1    90 4/21/2020 
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .994332 cc2=  .660999 lx=  7.75198 if=  52 il=  60 3/22/2020  n=   8 now=    8973 end=       2326       182       916 U=     9.41 T=   68.8 p1= -74.1 p2=   385.8 ed=    91 4/22/2020   x1=  52. x2=  60. y1=  1.79 y2=   .94     
GP: Confirmed US_Wisconsin_Milwaukee 3/22/2020        60    8973     2326     182      916     1    91 4/22/2020 
AAA1     1 US_Wisconsin_Milwaukee Confirmed cc1=  .998393 cc2=  .644839 lx=  6.82198 if=  53 il=  60 3/22/2020  n=   7 now=    8973 end=        917       182       916 U=     6.17 T=   63.0 p1= -89.8 p2=   978.5 ed=    77 4/8/2020    x1=  53. x2=  60. y1=  1.62 y2=   .48 BEST
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .998393 cc2=  .644839 lx=  6.82198 if=  53 il=  60 3/22/2020  n=   7 now=    8973 end=        917       182       916 U=     6.17 T=   63.0 p1= -89.8 p2=   978.5 ed=    77 4/8/2020    x1=  53. x2=  60. y1=  1.62 y2=   .48 BEST
GP: Confirmed US_Wisconsin_Milwaukee 3/22/2020        60    8973      917     182      916     1    77 4/8/2020  
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .997708 cc2=  .619744 lx=  6.99198 if=  54 il=  60 3/22/2020  n=   6 now=    8973 end=       1087       182       916 U=     6.62 T=   63.8 p1= -87.9 p2=   825.5 ed=    79 4/10/2020   x1=  54. x2=  60. y1=  1.49 y2=   .58     
GP: Confirmed US_Wisconsin_Milwaukee 3/22/2020        60    8973     1087     182      916     1    79 4/10/2020 
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .996567 cc2=  .588319 lx=  7.34198 if=  55 il=  60 3/22/2020  n=   5 now=    8973 end=       1543       182       916 U=     7.50 T=   65.7 p1= -82.8 p2=   581.5 ed=    83 4/14/2020   x1=  55. x2=  60. y1=  1.43 y2=   .76     
GP: Confirmed US_Wisconsin_Milwaukee 3/22/2020        60    8973     1543     182      916     1    83 4/14/2020 
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .996186 cc2=  .694675 lx=  7.21198 if=  51 il=  61 3/23/2020  n=  10 now=    8973 end=       1355       204       640 U=     8.09 T=   66.2 p1= -84.9 p2=   662.2 ed=    85 4/16/2020   x1=  51. x2=  61. y1=  1.87 y2=   .64     
GP: Confirmed US_Wisconsin_Milwaukee 3/23/2020        61    8973     1355     204      640     1    85 4/16/2020 
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .995049 cc2=  .678821 lx=  7.01198 if=  52 il=  61 3/23/2020  n=   9 now=    8973 end=       1109       204       640 U=     8.00 T=   65.2 p1= -87.6 p2=   809.1 ed=    84 4/15/2020   x1=  52. x2=  61. y1=  1.65 y2=   .53     
GP: Confirmed US_Wisconsin_Milwaukee 3/23/2020        61    8973     1109     204      640     1    84 4/15/2020 
AAA1     1 US_Wisconsin_Milwaukee Confirmed cc1=  .998231 cc2=  .664897 lx=  6.46198 if=  53 il=  61 3/23/2020  n=   8 now=    8973 end=        640       204       640 U=     5.69 T=   61.8 p1= -92.9 p2=  1402.0 ed=    75 4/6/2020    x1=  53. x2=  61. y1=  1.54 y2=   .13 BEST
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .998231 cc2=  .664897 lx=  6.46698 if=  53 il=  61 3/23/2020  n=   8 now=    8973 end=        640       204       640 U=     5.69 T=   61.8 p1= -92.9 p2=  1402.0 ed=    75 4/6/2020    x1=  53. x2=  61. y1=  1.54 y2=   .13 BEST
GP: Confirmed US_Wisconsin_Milwaukee 3/23/2020        61    8973      640     204      640     1    75 4/6/2020  
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .997474 cc2=  .643920 lx=  6.48198 if=  54 il=  61 3/23/2020  n=   7 now=    8973 end=        653       204       640 U=     5.77 T=   61.9 p1= -92.7 p2=  1374.1 ed=    75 4/6/2020    x1=  54. x2=  61. y1=  1.37 y2=   .15     
GP: Confirmed US_Wisconsin_Milwaukee 3/23/2020        61    8973      653     204      640     1    75 4/6/2020  
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .996211 cc2=  .618246 lx=  6.50198 if=  55 il=  61 3/23/2020  n=   6 now=    8973 end=        666       204       640 U=     5.81 T=   62.0 p1= -92.6 p2=  1347.3 ed=    75 4/6/2020    x1=  55. x2=  61. y1=  1.20 y2=   .17     
GP: Confirmed US_Wisconsin_Milwaukee 3/23/2020        61    8973      666     204      640     1    75 4/6/2020  
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .994467 cc2=  .586219 lx=  7.16198 if=  56 il=  61 3/23/2020  n=   5 now=    8973 end=       1289       204       640 U=     8.54 T=   66.2 p1= -85.6 p2=   696.1 ed=    86 4/17/2020   x1=  56. x2=  61. y1=  1.20 y2=   .61     
GP: Confirmed US_Wisconsin_Milwaukee 3/23/2020        61    8973     1289     204      640     1    86 4/17/2020 
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .996652 cc2=  .707977 lx=  6.83198 if=  51 il=  62 3/24/2020  n=  11 now=    8973 end=        927       243       391 U=     7.22 T=   64.1 p1= -89.7 p2=   968.0 ed=    81 4/12/2020   x1=  51. x2=  62. y1=  1.81 y2=   .29     
GP: Confirmed US_Wisconsin_Milwaukee 3/24/2020        62    8973      927     243      391     1    81 4/12/2020 
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .995908 cc2=  .694397 lx=  6.66198 if=  52 il=  62 3/24/2020  n=  10 now=    8973 end=        782       243       391 U=     7.01 T=   63.1 p1= -91.3 p2=  1147.4 ed=    79 4/10/2020   x1=  52. x2=  62. y1=  1.58 y2=   .16     
GP: Confirmed US_Wisconsin_Milwaukee 3/24/2020        62    8973      782     243      391     1    79 4/10/2020 
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .998577 cc2=  .682349 lx=  6.33198 if=  53 il=  62 3/24/2020  n=   9 now=    8973 end=        562       243       391 U=     5.33 T=   61.1 p1= -93.7 p2=  1596.6 ed=    73 4/4/2020    x1=  53. x2=  62. y1=  1.51 y2=  -.18     
GP: Confirmed US_Wisconsin_Milwaukee 3/24/2020        62    8973      562     243      391     1    73 4/4/2020  
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .998055 cc2=  .664722 lx=  6.30198 if=  54 il=  62 3/24/2020  n=   8 now=    8973 end=        545       243       391 U=     5.23 T=   60.9 p1= -93.9 p2=  1646.4 ed=    73 4/4/2020    x1=  54. x2=  62. y1=  1.32 y2=  -.21     
GP: Confirmed US_Wisconsin_Milwaukee 3/24/2020        62    8973      545     243      391     1    73 4/4/2020  
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .997246 cc2=  .643692 lx=  6.27198 if=  55 il=  62 3/24/2020  n=   7 now=    8973 end=        529       243       391 U=     5.08 T=   60.7 p1= -94.1 p2=  1696.2 ed=    72 4/3/2020    x1=  55. x2=  62. y1=  1.13 y2=  -.25     
GP: Confirmed US_Wisconsin_Milwaukee 3/24/2020        62    8973      529     243      391     1    72 4/3/2020  
AAA2     1 US_Wisconsin_Milwaukee Confirmed cc1=  .995882 cc2=  .617918 lx=  6.31198 if=  56 il=  62 3/24/2020  n=   6 now=    8973 end=        551       243       391 U=     5.45 T=   60.9 p1= -93.9 p2=  1628.5 ed=    73 4/4/2020    x1=  56. x2=  62. y1=   .90 y2=  -.20     
GP: Confirmed US_Wisconsin_Milwaukee 3/24/2020        62    8973      551     243      391     1    73 4/4/2020  
