TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3134.00000        8.05007
TAB:  US_Pennsylvania_Chester Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Pennsylvania_Chester Confirmed 2/18/2020    27        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            28        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 2/20/2020    29        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            30        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 2/22/2020    31        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            32        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 2/24/2020    33        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            34        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 2/26/2020    35        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            36        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 2/28/2020    37        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            38        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 3/1/2020     39        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            40        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 3/3/2020     41        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            42        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 3/5/2020     43        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            44        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 3/7/2020     45        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            46        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 3/9/2020     47        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            48        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 3/11/2020    49        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            50        0     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 3/13/2020    51        1     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            52        2     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 3/15/2020    53        2     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            54        2     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 3/17/2020    55        6     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed .            56        9     3134        0        0        0        0        0
TAB:  US_Pennsylvania_Chester Confirmed 3/19/2020    57       10     3134       57        1       57       57       57
TAB:  US_Pennsylvania_Chester Confirmed .            58       17     3134       57        1       57      173      173
TAB:  US_Pennsylvania_Chester Confirmed 3/21/2020    59       19     3134       56        2       56       78       78
TAB:  US_Pennsylvania_Chester Confirmed .            60       23     3134       56        3       56       58       58
TAB:  US_Pennsylvania_Chester Confirmed 3/23/2020    61       40     3134      289        1      289     3415      984
TAB:  US_Pennsylvania_Chester Confirmed .            62       40     3134      173        2      173    20320      868
TAB:  US_Pennsylvania_Chester Confirmed 3/25/2020    63       54     3134      173        1      173      868      521
TAB:  US_Pennsylvania_Chester Confirmed .            64       84     3134     1099        1     1099     4920     3184
TAB:  US_Pennsylvania_Chester Confirmed 3/27/2020    65      107     3134     2489        1     2489    12099     8047
TAB:  US_Pennsylvania_Chester Confirmed .            66      116     3134      405        1      405    12446     2257
TAB:  US_Pennsylvania_Chester Confirmed 3/29/2020    67      137     3134      289        2      173    21593     1794
TAB:  US_Pennsylvania_Chester Confirmed .            68      146     3134      169        1      169     3758      925
TAB:  US_Pennsylvania_Chester Confirmed 3/31/2020    69      159     3134      185        1      185     1396      460
TAB:  US_Pennsylvania_Chester Confirmed .            70      183     3134      289        4      289      984      636
TAB:  US_Pennsylvania_Chester Confirmed 4/2/2020     71      210     3134      405        5      405     1215      752
TAB:  US_Pennsylvania_Chester Confirmed .            72      226     3134      405        4      405     1099      636
TAB:  US_Pennsylvania_Chester Confirmed 4/4/2020     73      250     3134      521        5      405     1331      636
TAB:  US_Pennsylvania_Chester Confirmed .            74      269     3134      573        5      438     3946      708
TAB:  US_Pennsylvania_Chester Confirmed 4/6/2020     75      307     3134      636        8      521    19162     1563
TAB:  US_Pennsylvania_Chester Confirmed .            76      335     3134      636        7      636     4573     2489
TAB:  US_Pennsylvania_Chester Confirmed 4/8/2020     77      373     3134      752        7      752    17309     5731
TAB:  US_Pennsylvania_Chester Confirmed .            78      425     3134      984        8      868     1099      984
TAB:  US_Pennsylvania_Chester Confirmed 4/10/2020    79      485     3134     1215        4     1099     1678     1331
TAB:  US_Pennsylvania_Chester Confirmed .            80      532     3134     1331        4     1331     2257     1563
TAB:  US_Pennsylvania_Chester Confirmed 4/12/2020    81      562     3134     1447        4      868     6889     1910
TAB:  US_Pennsylvania_Chester Confirmed .            82      593     3134     1447        4      636     3299     1678
TAB:  US_Pennsylvania_Chester Confirmed 4/14/2020    83      636     3134     1563        4      752    15804     1678
TAB:  US_Pennsylvania_Chester Confirmed .            84      675     3134     1794        7      868    22288     2026
TAB:  US_Pennsylvania_Chester Confirmed 4/16/2020    85      722     3134     1563        4     1099    22520     2373
TAB:  US_Pennsylvania_Chester Confirmed .            86      739     3134     1613        3     1010     6904     1828
TAB:  US_Pennsylvania_Chester Confirmed 4/18/2020    87      796     3134     1619        4     1167     5536     2146
TAB:  US_Pennsylvania_Chester Confirmed .            88      877     3134     1794        7     1678     5384     2489
TAB:  US_Pennsylvania_Chester Confirmed 4/20/2020    89      915     3134     2026        5     1794     4920     2605
TAB:  US_Pennsylvania_Chester Confirmed .            90      943     3134     1910        5     1215     4110     2489
TAB:  US_Pennsylvania_Chester Confirmed 4/22/2020    91      950     3134     1843        5      952     4719     2127
TAB:  US_Pennsylvania_Chester Confirmed .            92      989     3134     1800        3     1077     2827     1960
TAB:  US_Pennsylvania_Chester Confirmed 4/24/2020    93     1064     3134     1845        3     1719     2757     2056
TAB:  US_Pennsylvania_Chester Confirmed .            94     1134     3134     2026        7     1910     4689     2605
TAB:  US_Pennsylvania_Chester Confirmed 4/26/2020    95     1177     3134     2257        7     2026     5384     2836
TAB:  US_Pennsylvania_Chester Confirmed .            96     1214     3134     2257        6     1447     4805     2720
TAB:  US_Pennsylvania_Chester Confirmed 4/28/2020    97     1256     3134     2257        6     1447     4226     2720
TAB:  US_Pennsylvania_Chester Confirmed .            98     1304     3134     2499        4     1536     3943     2536
TAB:  US_Pennsylvania_Chester Confirmed 4/30/2020    99     1375     3134     2605        7     2026     5962     2952
TAB:  US_Pennsylvania_Chester Confirmed .           100     1432     3134     2720       10     2257     5384     3184
TAB:  US_Pennsylvania_Chester Confirmed 5/2/2020    101     1469     3134     2836        8     2257    11173     3763
TAB:  US_Pennsylvania_Chester Confirmed .           102     1502     3134     2836        9     1678    14067     3184
TAB:  US_Pennsylvania_Chester Confirmed 5/4/2020    103     1560     3134     2943        4     1944     5647     2906
TAB:  US_Pennsylvania_Chester Confirmed .           104     1601     3134     2854        4     2053     4327     2880
TAB:  US_Pennsylvania_Chester Confirmed 5/6/2020    105     1636     3134     2836       10     2026     3994     3068
TAB:  US_Pennsylvania_Chester Confirmed .           106     1673     3134     2867        4     2029     3540     2812
TAB:  US_Pennsylvania_Chester Confirmed 5/8/2020    107     1728     3134     2881        7     2320     3901     2983
TAB:  US_Pennsylvania_Chester Confirmed .           108     1774     3134     2952       10     2489     8857     3184
TAB:  US_Pennsylvania_Chester Confirmed 5/10/2020   109     1865     3134     3068       10     2605     4805     3647
TAB:  US_Pennsylvania_Chester Confirmed .           110     1884     3134     3068        7     2605     4689     3647
TAB:  US_Pennsylvania_Chester Confirmed 5/12/2020   111     1929     3134     3184       12     2142     4573     3531
TAB:  US_Pennsylvania_Chester Confirmed .           112     1955     3134     3184       12     2026    17888     3299
TAB:  US_Pennsylvania_Chester Confirmed 5/14/2020   113     2008     3134     3174        9     2274     5823     3274
TAB:  US_Pennsylvania_Chester Confirmed .           114     2060     3134     3184       10     2605     7352     3647
TAB:  US_Pennsylvania_Chester Confirmed 5/16/2020   115     2100     3134     3299       10     2720     5731     3647
TAB:  US_Pennsylvania_Chester Confirmed .           116     2118     3134     3647       14     2373     4226     3299
TAB:  US_Pennsylvania_Chester Confirmed 5/18/2020   117     2153     3134     3259        8     2274     3686     3110
TAB:  US_Pennsylvania_Chester Confirmed .           118     2199     3134     3263        8     2534     3598     3105
TAB:  US_Pennsylvania_Chester Confirmed 5/20/2020   119     2217     3134     3299       13     2489     3531     3068
TAB:  US_Pennsylvania_Chester Confirmed .           120     2267     3134     3299       17     2836     3531     3184
TAB:  US_Pennsylvania_Chester Confirmed 5/22/2020   121     2320     3134     3415       19     2952     5268     3531
TAB:  US_Pennsylvania_Chester Confirmed .           122     2364     3134     3531       17     2952    10015     3647
TAB:  US_Pennsylvania_Chester Confirmed 5/24/2020   123     2390     3134     3531       18     3068     7931     3994
TAB:  US_Pennsylvania_Chester Confirmed .           124     2428     3134     3531       23     2605    13141     3647
TAB:  US_Pennsylvania_Chester Confirmed 5/26/2020   125     2454     3134     3531       23     2605     5499     3531
TAB:  US_Pennsylvania_Chester Confirmed .           126     2504     3134     3531       22     2952    14762     3878
TAB:  US_Pennsylvania_Chester Confirmed 5/28/2020   127     2555     3134     3647       14     3068     7468     3994
TAB:  US_Pennsylvania_Chester Confirmed .           128     2607     3134     3415       10     3184    14299     4110
TAB:  US_Pennsylvania_Chester Confirmed 5/30/2020   129     2669     3134     3531       11     3184     8047     4110
TAB:  US_Pennsylvania_Chester Confirmed .           130     2729     3134     3647       10     3299    14415     4457
TAB:  US_Pennsylvania_Chester Confirmed 6/1/2020    131     2784     3134     3415        7     3415    12099     4689
TAB:  US_Pennsylvania_Chester Confirmed .           132     2823     3134     3763        8     3415    15804     4920
TAB:  US_Pennsylvania_Chester Confirmed 6/3/2020    133     2863     3134     3878        8     3068    18004     4920
TAB:  US_Pennsylvania_Chester Confirmed .           134     2902     3134     3878        7     3184    18351     5152
TAB:  US_Pennsylvania_Chester Confirmed 6/5/2020    135     2959     3134     3994        7     3531    21130     5384
TAB:  US_Pennsylvania_Chester Confirmed .           136     3014     3134     3994        6     3647    12910     5268
TAB:  US_Pennsylvania_Chester Confirmed 6/7/2020    137     3053     3134     4110        7     3647    18930     5615
TAB:  US_Pennsylvania_Chester Confirmed .           138     3102     3134     3878        5     3763    13952     5731
TAB:  US_Pennsylvania_Chester Confirmed 6/9/2020    139     3134     3134     4226        7     3415    20899     5847
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .930205 cc2=  .521957 lx= 10.05007 if=  51 il=  56 3/18/2020  n=   5 now=    3134 end=      23157         9         0 U=    20.27 T=   97.8 p1= 638.9 p2=    13.5 ed=   145 6/15/2020   x1=  51. x2=  56. y1=  2.31 y2=  2.06     
GP: Confirmed US_Pennsylvania_Chester 3/18/2020        56    3134    -           9        0     0   145 6/15/2020 
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .952128 cc2=  .574163 lx= 10.05007 if=  51 il=  57 3/19/2020  n=   6 now=    3134 end=      23157        10        57 U=    23.06 T=  104.2 p1= 638.9 p2=    13.5 ed=   158 6/28/2020   x1=  51. x2=  57. y1=  2.31 y2=  2.05     
GP: Confirmed US_Pennsylvania_Chester 3/19/2020        57    3134    -          10       57     1   158 6/28/2020 
AAA1     1 US_Pennsylvania_Chester Confirmed cc1=  .932970 cc2=  .524721 lx=  4.05007 if=  52 il=  57 3/19/2020  n=   5 now=    3134 end=         57        10        57 U=     7.66 T=   61.3 p1= -98.2 p2=  5498.2 ed=    79 4/10/2020   x1=  52. x2=  57. y1=  1.21 y2=   .56 BEST
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .933195 cc2=  .524721 lx=  3.95007 if=  52 il=  57 3/19/2020  n=   5 now=    3134 end=         57        10        57 U=     7.66 T=   61.3 p1= -98.2 p2=  5498.2 ed=    79 4/10/2020   x1=  52. x2=  57. y1=  1.21 y2=   .56 BEST
GP: Confirmed US_Pennsylvania_Chester 3/19/2020        57    3134       57      10       57     1    79 4/10/2020 
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .968335 cc2=  .614782 lx= 10.05007 if=  51 il=  58 3/20/2020  n=   7 now=    3134 end=      23157        17        57 U=    21.14 T=   99.8 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  51. x2=  58. y1=  2.31 y2=  1.98     
GP: Confirmed US_Pennsylvania_Chester 3/20/2020        58    3134    -          17       57     1   149 6/19/2020 
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .957085 cc2=  .579121 lx=  5.41007 if=  52 il=  58 3/20/2020  n=   6 now=    3134 end=        223        17        57 U=     9.92 T=   67.4 p1= -92.9 p2=  1405.4 ed=    90 4/21/2020   x1=  52. x2=  58. y1=  1.55 y2=   .95     
GP: Confirmed US_Pennsylvania_Chester 3/20/2020        58    3134      223      17       57     1    90 4/21/2020 
AAA1     1 US_Pennsylvania_Chester Confirmed cc1=  .973276 cc2=  .565028 lx=  4.21007 if=  53 il=  58 3/20/2020  n=   5 now=    3134 end=         67        17        57 U=     5.33 T=   59.7 p1= -97.9 p2=  4677.6 ed=    72 4/3/2020    x1=  53. x2=  58. y1=  1.26 y2=   .32 BEST
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .973276 cc2=  .565028 lx=  4.20607 if=  53 il=  58 3/20/2020  n=   5 now=    3134 end=         67        17        57 U=     5.33 T=   59.7 p1= -97.9 p2=  4677.6 ed=    72 4/3/2020    x1=  53. x2=  58. y1=  1.26 y2=   .32 BEST
GP: Confirmed US_Pennsylvania_Chester 3/20/2020        58    3134       67      17       57     1    72 4/3/2020  
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .975866 cc2=  .642533 lx=  6.42007 if=  51 il=  59 3/21/2020  n=   8 now=    3134 end=        614        19        56 U=    13.04 T=   75.2 p1= -80.4 p2=   510.4 ed=   106 5/7/2020    x1=  51. x2=  59. y1=  1.86 y2=  1.25     
GP: Confirmed US_Pennsylvania_Chester 3/21/2020        59    3134      614      19       56     2   106 5/7/2020  
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .970278 cc2=  .616724 lx=  4.36007 if=  52 il=  59 3/21/2020  n=   7 now=    3134 end=         78        19        56 U=     7.35 T=   61.6 p1= -97.5 p2=  4017.9 ed=    78 4/9/2020    x1=  52. x2=  59. y1=  1.30 y2=   .35     
GP: Confirmed US_Pennsylvania_Chester 3/21/2020        59    3134       78      19       56     2    78 4/9/2020  
AAA1     1 US_Pennsylvania_Chester Confirmed cc1=  .981307 cc2=  .603343 lx=  4.05007 if=  53 il=  59 3/21/2020  n=   6 now=    3134 end=         57        19        56 U=     5.40 T=   59.5 p1= -98.2 p2=  5498.2 ed=    72 4/3/2020    x1=  53. x2=  59. y1=  1.21 y2=   .10 BEST
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .981572 cc2=  .603343 lx=  3.95007 if=  53 il=  59 3/21/2020  n=   6 now=    3134 end=         57        19        56 U=     5.40 T=   59.5 p1= -98.2 p2=  5498.2 ed=    72 4/3/2020    x1=  53. x2=  59. y1=  1.21 y2=   .10 BEST
GP: Confirmed US_Pennsylvania_Chester 3/21/2020        59    3134       57      19       56     2    72 4/3/2020  
AAA1     1 US_Pennsylvania_Chester Confirmed cc1=  .978240 cc2=  .569992 lx=  4.05007 if=  54 il=  59 3/21/2020  n=   5 now=    3134 end=         57        19        56 U=     4.50 T=   59.5 p1= -98.2 p2=  5498.2 ed=    70 4/1/2020    x1=  54. x2=  59. y1=  1.21 y2=   .10 BEST
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .979211 cc2=  .569992 lx=  3.95007 if=  54 il=  59 3/21/2020  n=   5 now=    3134 end=         57        19        56 U=     4.50 T=   59.5 p1= -98.2 p2=  5498.2 ed=    70 4/1/2020    x1=  54. x2=  59. y1=  1.21 y2=   .10 BEST
GP: Confirmed US_Pennsylvania_Chester 3/21/2020        59    3134       57      19       56     2    70 4/1/2020  
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .981519 cc2=  .665291 lx=  4.85007 if=  51 il=  60 3/22/2020  n=   9 now=    3134 end=        127        23        56 U=     8.66 T=   64.7 p1= -95.9 p2=  2467.7 ed=    85 4/16/2020   x1=  51. x2=  60. y1=  1.58 y2=   .54     
GP: Confirmed US_Pennsylvania_Chester 3/22/2020        60    3134      127      23       56     3    85 4/16/2020 
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .979037 cc2=  .645704 lx=  4.07007 if=  52 il=  60 3/22/2020  n=   8 now=    3134 end=         58        23        56 U=     6.23 T=   59.6 p1= -98.1 p2=  5403.4 ed=    74 4/5/2020    x1=  52. x2=  60. y1=  1.22 y2=  -.07     
GP: Confirmed US_Pennsylvania_Chester 3/22/2020        60    3134       58      23       56     3    74 4/5/2020  
AAA1     1 US_Pennsylvania_Chester Confirmed cc1=  .986711 cc2=  .633158 lx=  4.05007 if=  53 il=  60 3/22/2020  n=   7 now=    3134 end=         57        23        56 U=     5.38 T=   59.5 p1= -98.2 p2=  5498.2 ed=    72 4/3/2020    x1=  53. x2=  60. y1=  1.21 y2=  -.09 BEST
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .987217 cc2=  .633158 lx=  3.95007 if=  53 il=  60 3/22/2020  n=   7 now=    3134 end=         57        23        56 U=     5.38 T=   59.5 p1= -98.2 p2=  5498.2 ed=    72 4/3/2020    x1=  53. x2=  60. y1=  1.21 y2=  -.09 BEST
GP: Confirmed US_Pennsylvania_Chester 3/22/2020        60    3134       57      23       56     3    72 4/3/2020  
AAA1     1 US_Pennsylvania_Chester Confirmed cc1=  .983964 cc2=  .606000 lx=  4.05007 if=  54 il=  60 3/22/2020  n=   6 now=    3134 end=         57        23        56 U=     4.61 T=   59.6 p1= -98.2 p2=  5498.2 ed=    70 4/1/2020    x1=  54. x2=  60. y1=  1.21 y2=  -.09 BEST
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .985209 cc2=  .606000 lx=  3.95007 if=  54 il=  60 3/22/2020  n=   6 now=    3134 end=         57        23        56 U=     4.61 T=   59.6 p1= -98.2 p2=  5498.2 ed=    70 4/1/2020    x1=  54. x2=  60. y1=  1.21 y2=  -.09 BEST
GP: Confirmed US_Pennsylvania_Chester 3/22/2020        60    3134       57      23       56     3    70 4/1/2020  
AAA1     1 US_Pennsylvania_Chester Confirmed cc1=  .985934 cc2=  .577686 lx=  4.05007 if=  55 il=  60 3/22/2020  n=   5 now=    3134 end=         57        23        56 U=     5.53 T=   59.5 p1= -98.2 p2=  5498.2 ed=    72 4/3/2020    x1=  55. x2=  60. y1=   .81 y2=  -.09 BEST
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .985942 cc2=  .577686 lx=  3.99607 if=  55 il=  60 3/22/2020  n=   5 now=    3134 end=         57        23        56 U=     5.53 T=   59.5 p1= -98.2 p2=  5498.2 ed=    72 4/3/2020    x1=  55. x2=  60. y1=   .81 y2=  -.09 BEST
GP: Confirmed US_Pennsylvania_Chester 3/22/2020        60    3134       57      23       56     3    72 4/3/2020  
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .984268 cc2=  .682756 lx=  8.12007 if=  51 il=  61 3/23/2020  n=  10 now=    3134 end=       3361        40       289 U=    16.51 T=   85.6 p1=   7.2 p2=    93.2 ed=   124 5/25/2020   x1=  51. x2=  61. y1=  2.09 y2=  1.49     
GP: Confirmed US_Pennsylvania_Chester 3/23/2020        61    3134     3361      40      289     1   124 5/25/2020 
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .980013 cc2=  .663785 lx=  6.92007 if=  52 il=  61 3/23/2020  n=   9 now=    3134 end=       1012        40       289 U=    13.72 T=   77.1 p1= -67.7 p2=   309.7 ed=   109 5/10/2020   x1=  52. x2=  61. y1=  1.83 y2=  1.17     
GP: Confirmed US_Pennsylvania_Chester 3/23/2020        61    3134     1012      40      289     1   109 5/10/2020 
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .982650 cc2=  .649317 lx=  5.90007 if=  53 il=  61 3/23/2020  n=   8 now=    3134 end=        365        40       289 U=     9.34 T=   68.4 p1= -88.4 p2=   858.6 ed=    90 4/21/2020   x1=  53. x2=  61. y1=  1.65 y2=   .79     
GP: Confirmed US_Pennsylvania_Chester 3/23/2020        61    3134      365      40      289     1    90 4/21/2020 
AAA1     1 US_Pennsylvania_Chester Confirmed cc1=  .977255 cc2=  .623702 lx=  5.49007 if=  54 il=  61 3/23/2020  n=   7 now=    3134 end=        242        40       289 U=     7.15 T=   65.2 p1= -92.3 p2=  1295.0 ed=    82 4/13/2020   x1=  54. x2=  61. y1=  1.57 y2=   .59 BEST
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .977255 cc2=  .623702 lx=  5.49407 if=  54 il=  61 3/23/2020  n=   7 now=    3134 end=        242        40       289 U=     7.15 T=   65.2 p1= -92.3 p2=  1295.0 ed=    82 4/13/2020   x1=  54. x2=  61. y1=  1.57 y2=   .59 BEST
GP: Confirmed US_Pennsylvania_Chester 3/23/2020        61    3134      242      40      289     1    82 4/13/2020 
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .982490 cc2=  .604525 lx= 10.05007 if=  55 il=  61 3/23/2020  n=   6 now=    3134 end=      23157        40       289 U=    22.99 T=  103.5 p1= 638.9 p2=    13.5 ed=   157 6/27/2020   x1=  55. x2=  61. y1=  2.11 y2=  1.85     
GP: Confirmed US_Pennsylvania_Chester 3/23/2020        61    3134    -          40      289     1   157 6/27/2020 
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .972621 cc2=  .564373 lx= 10.05007 if=  56 il=  61 3/23/2020  n=   5 now=    3134 end=      23157        40       289 U=    23.73 T=  104.9 p1= 638.9 p2=    13.5 ed=   160 6/30/2020   x1=  56. x2=  61. y1=  2.06 y2=  1.85     
GP: Confirmed US_Pennsylvania_Chester 3/23/2020        61    3134    -          40      289     1   160 6/30/2020 
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .986872 cc2=  .698197 lx=  6.76007 if=  51 il=  62 3/24/2020  n=  11 now=    3134 end=        862        40       173 U=    13.94 T=   77.6 p1= -72.5 p2=   363.6 ed=   110 5/11/2020   x1=  51. x2=  62. y1=  1.91 y2=  1.12     
GP: Confirmed US_Pennsylvania_Chester 3/24/2020        62    3134      862      40      173     2   110 5/11/2020 
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .983918 cc2=  .682407 lx=  6.07007 if=  52 il=  62 3/24/2020  n=  10 now=    3134 end=        432        40       173 U=    12.28 T=   72.7 p1= -86.2 p2=   725.5 ed=   101 5/2/2020    x1=  52. x2=  62. y1=  1.68 y2=   .87     
GP: Confirmed US_Pennsylvania_Chester 3/24/2020        62    3134      432      40      173     2   101 5/2/2020  
AAA1     1 US_Pennsylvania_Chester Confirmed cc1=  .985987 cc2=  .669760 lx=  5.40007 if=  53 il=  62 3/24/2020  n=   9 now=    3134 end=        221        40       173 U=     8.89 T=   66.8 p1= -92.9 p2=  1418.1 ed=    87 4/18/2020   x1=  53. x2=  62. y1=  1.55 y2=   .54 BEST
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .985987 cc2=  .669760 lx=  5.40307 if=  53 il=  62 3/24/2020  n=   9 now=    3134 end=        221        40       173 U=     8.89 T=   66.8 p1= -92.9 p2=  1418.1 ed=    87 4/18/2020   x1=  53. x2=  62. y1=  1.55 y2=   .54 BEST
GP: Confirmed US_Pennsylvania_Chester 3/24/2020        62    3134      221      40      173     2    87 4/18/2020 
AAA1     1 US_Pennsylvania_Chester Confirmed cc1=  .982206 cc2=  .648872 lx=  5.11007 if=  54 il=  62 3/24/2020  n=   8 now=    3134 end=        165        40       173 U=     7.05 T=   64.5 p1= -94.7 p2=  1899.4 ed=    81 4/12/2020   x1=  54. x2=  62. y1=  1.49 y2=   .35 BEST
AAA2     1 US_Pennsylvania_Chester Confirmed cc1=  .982206 cc2=  .648872 lx=  5.11107 if=  54 il=  62 3/24/2020  n=   8 now=    3134 end=        165        40       173 U=     7.05 T=   64.5 p1= -94.7 p2=  1899.4 ed=    81 4/12/2020   x1=  54. x2=  62. y1=  1.49 y2=   .35 BEST
GP: Confirmed US_Pennsylvania_Chester 3/24/2020        62    3134      165      40      173     2    81 4/12/2020 
