TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        5217.00000        8.55968
TAB:  US_Missouri_St._Louis_St_Louis Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            30        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 2/22/2020    31        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            32        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 2/24/2020    33        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            34        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 2/26/2020    35        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            36        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 2/28/2020    37        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            38        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/1/2020     39        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            40        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/3/2020     41        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            42        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/5/2020     43        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            44        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/7/2020     45        0     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            46        1     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/9/2020     47        1     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            48        1     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/11/2020    49        1     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            50        2     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/13/2020    51        2     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            52        2     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/15/2020    53        2     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            54        2     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/17/2020    55        3     5217       95        2       95       95       95
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            56        4     5217       96        1       96      289      289
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/19/2020    57        8     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            58       10     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/21/2020    59       17     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            60       22     5217      674        1      674      674      674
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/23/2020    61       69     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            62      100     5217        0        0        0        0        0
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/25/2020    63      129     5217     2794        1     2794     2794     2794
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            64      173     5217      289        1      289      481      481
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/27/2020    65      247     5217      674        1      674     2987      867
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            66      313     5217      867        1      867     5685     2023
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/29/2020    67      336     5217      867        2      674     5107     1638
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            68      366     5217      481        4      481    31898     1060
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 3/31/2020    69      492     5217     1638        2      867     6649     1638
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            70      605     5217     1252        1     1252    12817     2794
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/2/2020     71      712     5217     1638        1     1638    23225     4143
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            72      788     5217     1831        2     1638    32476     3565
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/4/2020     73      864     5217     1831        3     1060    12817     2601
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            74      948     5217     1831        4     1252    15901     2601
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/6/2020     75     1033     5217     1831        5     1445    18984     2601
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            76     1203     5217     2216        4     2216    24574     3565
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/8/2020     77     1252     5217     2216        6     2216    27465     3565
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            78     1302     5217     2611        3     1487     8032     2611
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/10/2020    79     1498     5217     2987        5     2409    28236     3758
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            80     1568     5217     2483        4     2483     9338     3238
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/12/2020    81     1633     5217     2601        6     2601     5878     3758
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            82     1724     5217     2569        3     2006     4409     2901
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/14/2020    83     1851     5217     3072        4     2675     4451     3095
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            84     1938     5217     2794        8     2794     4336     3372
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/16/2020    85     2026     5217     3180       10     2794     4143     3565
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            86     2088     5217     3242        5     2495     3989     3242
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/18/2020    87     2163     5217     2888        5     2521     3719     3197
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            88     2235     5217     2915        5     2690     3571     3140
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/20/2020    89     2289     5217     2956        6     2701     3502     3065
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            90     2349     5217     2951        5     2773     3433     3076
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/22/2020    91     2436     5217     3063        7     2960     9035     3269
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            92     2518     5217     3180       17     2987     7227     3565
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/24/2020    93     2653     5217     3372       11     3180     5685     3951
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            94     2720     5217     3372       12     3180     7035     3951
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/26/2020    95     2817     5217     3372       11     3372     9155     4336
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            96     2898     5217     3758       10     3372    24188     4529
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/28/2020    97     2965     5217     3565       12     3372     9540     4722
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .            98     3060     5217     3758        8     3565    11853     5107
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 4/30/2020    99     3136     5217     3758       13     3758    26694     5300
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           100     3253     5217     3758        7     3758    29971     5878
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/2/2020    101     3352     5217     3951       13     3951    33440     7227
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           102     3433     5217     4143        8     3951    33440     6649
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/4/2020    103     3521     5217     4143       14     4143    37873     7998
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           104     3569     5217     4216       10     3837    18430     6301
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/6/2020    105     3648     5217     4257        9     4121    12977     5824
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           106     3724     5217     4334       11     4334    10961     5825
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/8/2020    107     3792     5217     4392        5     4344     9528     5592
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           108     3864     5217     4529       14     4529    10118     6456
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/10/2020   109     3932     5217     4529       13     4529     8576     6264
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           110     3951     5217     4525        7     4195     7127     5331
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/12/2020   111     3986     5217     4571        7     4069     6647     5174
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           112     4022     5217     4574       10     4137     6198     5011
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/14/2020   113     4104     5217     4621       12     4591     5985     5167
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           114     4172     5217     4678        8     4619     5896     5153
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/16/2020   115     4236     5217     5107       15     4722     5878     5300
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           116     4287     5217     4722       13     4722     6264     5493
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/18/2020   117     4324     5217     5685       13     4529    10311     5493
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           118     4374     5217     5300       17     4722    11275     5493
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/20/2020   119     4410     5217     5300       18     4722    11660     5685
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           120     4472     5217     5300       19     4914    12238     6071
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/22/2020   121     4472     5217     4917       11     4761     6198     5323
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           122     4472     5217     4915       11     4638     5497     5109
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/24/2020   123     4479     5217     4921       11     4483     5415     5058
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           124     4690     5217     5017       10     5017     6196     5368
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/26/2020   125     4761     5217     5118       11     5118     6447     5585
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           126     4832     5217     5878       18     5107     8576     6071
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/28/2020   127     4832     5217     5878       17     4914    10118     6071
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           128     4832     5217     5878       19     4914     8962     6264
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 5/30/2020   129     4914     5217     5300       16     5107     8962     6264
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           130     4974     5217     6071       17     5107     8962     6649
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 6/1/2020    131     5034     5217     6071       16     5300     9347     6649
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           132     5084     5217     5493       16     5300    26887     6842
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 6/3/2020    133     5084     5217     5493       15     5300    27079     7998
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           134     5084     5217     6211       14     5082    13213     6437
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 6/5/2020    135     5084     5217     5481       12     5105     9340     6187
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           136     5217     5217     6264       15     5493     9155     7227
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 6/7/2020    137     5217     5217     6264       16     5493     9155     6842
TAB:  US_Missouri_St._Louis_St_Louis Confirmed .           138     5217     5217     6264       19     5493     7613     6649
TAB:  US_Missouri_St._Louis_St_Louis Confirmed 6/9/2020    139     5217     5217     6071       17     5493    37102     6456
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .872872 cc2=  .519318 lx=  9.23968 if=  46 il=  53 3/15/2020  n=   7 now=    5217 end=      10297         2         0 U=    89.77 T=  245.6 p1=  97.4 p2=    50.7 ed=   457 4/23/2021   x1=  46. x2=  53. y1=  2.22 y2=  2.15     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/15/2020        53    5217    10297       2        0     0   457 4/23/2021 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .866025 cc2=  .532692 lx=  9.51968 if=  46 il=  54 3/16/2020  n=   8 now=    5217 end=      13625         2         0 U=   105.82 T=  284.5 p1= 161.2 p2=    38.3 ed=   534 7/9/2021    x1=  46. x2=  54. y1=  2.25 y2=  2.18     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/16/2020        54    5217    13625       2        0     0   534 7/9/2021  
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .904534 cc2=  .588306 lx=  4.78968 if=  46 il=  55 3/17/2020  n=   9 now=    5217 end=        120         3        95 U=    34.54 T=  100.1 p1= -97.7 p2=  4347.5 ed=   181 7/21/2020   x1=  46. x2=  55. y1=  1.57 y2=  1.31     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/17/2020        55    5217      120       3       95     2   181 7/21/2020 
AAA1     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .893894 cc2=  .560561 lx=  4.55968 if=  47 il=  55 3/17/2020  n=   8 now=    5217 end=         95         3        95 U=    29.02 T=   91.0 p1= -98.2 p2=  5491.6 ed=   159 6/29/2020   x1=  47. x2=  55. y1=  1.52 y2=  1.24 BEST
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .893928 cc2=  .560561 lx=  4.45968 if=  47 il=  55 3/17/2020  n=   8 now=    5217 end=         95         3        95 U=    29.02 T=   91.0 p1= -98.2 p2=  5491.6 ed=   159 6/29/2020   x1=  47. x2=  55. y1=  1.52 y2=  1.24 BEST
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/17/2020        55    5217       95       3       95     2   159 6/29/2020 
AAA1     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .862779 cc2=  .509226 lx=  4.55968 if=  48 il=  55 3/17/2020  n=   7 now=    5217 end=         95         3        95 U=    25.39 T=   86.5 p1= -98.2 p2=  5491.6 ed=   146 6/16/2020   x1=  48. x2=  55. y1=  1.52 y2=  1.24 BEST
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .862869 cc2=  .509226 lx=  4.45968 if=  48 il=  55 3/17/2020  n=   7 now=    5217 end=         95         3        95 U=    25.39 T=   86.5 p1= -98.2 p2=  5491.6 ed=   146 6/16/2020   x1=  48. x2=  55. y1=  1.52 y2=  1.24 BEST
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/17/2020        55    5217       95       3       95     2   146 6/16/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .926647 cc2=  .625135 lx= 10.55968 if=  46 il=  56 3/18/2020  n=  10 now=    5217 end=      38548         4        96 U=    71.06 T=  213.5 p1= 638.9 p2=    13.5 ed=   381 2/6/2021    x1=  46. x2=  56. y1=  2.36 y2=  2.22     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/18/2020        56    5217    -           4       96     1   381 2/6/2021  
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .922070 cc2=  .605842 lx= 10.55968 if=  47 il=  56 3/18/2020  n=   9 now=    5217 end=      38548         4        96 U=    63.95 T=  197.7 p1= 638.9 p2=    13.5 ed=   348 1/4/2021    x1=  47. x2=  56. y1=  2.36 y2=  2.22     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/18/2020        56    5217    -           4       96     1   348 1/4/2021  
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .904536 cc2=  .571202 lx=  5.79968 if=  48 il=  56 3/18/2020  n=   8 now=    5217 end=        330         4        96 U=    29.29 T=   99.5 p1= -93.7 p2=  1580.9 ed=   168 7/8/2020    x1=  48. x2=  56. y1=  1.76 y2=  1.48     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/18/2020        56    5217      330       4       96     1   168 7/8/2020  
AAA1     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .865520 cc2=  .511967 lx=  4.55968 if=  49 il=  56 3/18/2020  n=   7 now=    5217 end=         95         4        96 U=    19.31 T=   78.3 p1= -98.2 p2=  5491.6 ed=   123 5/24/2020   x1=  49. x2=  56. y1=  1.52 y2=  1.15 BEST
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .865570 cc2=  .511967 lx=  4.45968 if=  49 il=  56 3/18/2020  n=   7 now=    5217 end=         95         4        96 U=    19.31 T=   78.3 p1= -98.2 p2=  5491.6 ed=   123 5/24/2020   x1=  49. x2=  56. y1=  1.52 y2=  1.15 BEST
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/18/2020        56    5217       95       4       96     1   123 5/24/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .909615 cc2=  .620940 lx= 10.55968 if=  46 il=  57 3/19/2020  n=  11 now=    5217 end=      38548         8         0 U=    50.16 T=  164.2 p1= 638.9 p2=    13.5 ed=   282 10/30/2020  x1=  46. x2=  57. y1=  2.36 y2=  2.14     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/19/2020        57    5217    -           8        0     0   282 10/30/2020
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .909653 cc2=  .608142 lx= 10.55968 if=  47 il=  57 3/19/2020  n=  10 now=    5217 end=      38548         8         0 U=    45.60 T=  154.5 p1= 638.9 p2=    13.5 ed=   262 10/10/2020  x1=  47. x2=  57. y1=  2.36 y2=  2.14     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/19/2020        57    5217    -           8        0     0   262 10/10/2020
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .900641 cc2=  .584413 lx= 10.55968 if=  48 il=  57 3/19/2020  n=   9 now=    5217 end=      38548         8         0 U=    41.04 T=  144.7 p1= 638.9 p2=    13.5 ed=   241 9/19/2020   x1=  48. x2=  57. y1=  2.36 y2=  2.14     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/19/2020        57    5217    -           8        0     0   241 9/19/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .875903 cc2=  .542570 lx= 10.55968 if=  49 il=  57 3/19/2020  n=   8 now=    5217 end=      38548         8         0 U=    36.48 T=  135.0 p1= 638.9 p2=    13.5 ed=   221 8/30/2020   x1=  49. x2=  57. y1=  2.36 y2=  2.14     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/19/2020        57    5217    -           8        0     0   221 8/30/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .920512 cc2=  .643162 lx= 10.55968 if=  46 il=  58 3/20/2020  n=  12 now=    5217 end=      38548        10         0 U=    48.79 T=  161.0 p1= 638.9 p2=    13.5 ed=   276 10/24/2020  x1=  46. x2=  58. y1=  2.36 y2=  2.11     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/20/2020        58    5217    -          10        0     0   276 10/24/2020
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .923701 cc2=  .635026 lx= 10.55968 if=  47 il=  58 3/20/2020  n=  11 now=    5217 end=      38548        10         0 U=    44.72 T=  152.4 p1= 638.9 p2=    13.5 ed=   257 10/5/2020   x1=  47. x2=  58. y1=  2.36 y2=  2.11     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/20/2020        58    5217    -          10        0     0   257 10/5/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .920651 cc2=  .619139 lx= 10.55968 if=  48 il=  58 3/20/2020  n=  10 now=    5217 end=      38548        10         0 U=    40.66 T=  143.8 p1= 638.9 p2=    13.5 ed=   239 9/17/2020   x1=  48. x2=  58. y1=  2.36 y2=  2.11     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/20/2020        58    5217    -          10        0     0   239 9/17/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .907301 cc2=  .591074 lx= 10.55968 if=  49 il=  58 3/20/2020  n=   9 now=    5217 end=      38548        10         0 U=    36.59 T=  135.2 p1= 638.9 p2=    13.5 ed=   221 8/30/2020   x1=  49. x2=  58. y1=  2.36 y2=  2.11     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/20/2020        58    5217    -          10        0     0   221 8/30/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .876642 cc2=  .543309 lx= 10.55968 if=  50 il=  58 3/20/2020  n=   8 now=    5217 end=      38548        10         0 U=    44.92 T=  152.8 p1= 638.9 p2=    13.5 ed=   258 10/6/2020   x1=  50. x2=  58. y1=  2.29 y2=  2.11     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/20/2020        58    5217    -          10        0     0   258 10/6/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .907751 cc2=  .554198 lx= 10.55968 if=  51 il=  58 3/20/2020  n=   7 now=    5217 end=      38548        10         0 U=    39.31 T=  141.0 p1= 638.9 p2=    13.5 ed=   233 9/11/2020   x1=  51. x2=  58. y1=  2.29 y2=  2.11     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/20/2020        58    5217    -          10        0     0   233 9/11/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .939428 cc2=  .561464 lx= 10.55968 if=  52 il=  58 3/20/2020  n=   6 now=    5217 end=      38548        10         0 U=    33.69 T=  129.1 p1= 638.9 p2=    13.5 ed=   208 8/17/2020   x1=  52. x2=  58. y1=  2.29 y2=  2.11     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/20/2020        58    5217    -          10        0     0   208 8/17/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .968686 cc2=  .560438 lx= 10.55968 if=  53 il=  58 3/20/2020  n=   5 now=    5217 end=      38548        10         0 U=    28.08 T=  117.3 p1= 638.9 p2=    13.5 ed=   183 7/23/2020   x1=  53. x2=  58. y1=  2.29 y2=  2.11     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/20/2020        58    5217    -          10        0     0   183 7/23/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .922433 cc2=  .655171 lx= 10.55968 if=  46 il=  59 3/21/2020  n=  13 now=    5217 end=      38548        17         0 U=    41.61 T=  144.1 p1= 638.9 p2=    13.5 ed=   242 9/20/2020   x1=  46. x2=  59. y1=  2.36 y2=  2.04     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/21/2020        59    5217    -          17        0     0   242 9/20/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .927515 cc2=  .650165 lx= 10.55968 if=  47 il=  59 3/21/2020  n=  12 now=    5217 end=      38548        17         0 U=    38.41 T=  137.5 p1= 638.9 p2=    13.5 ed=   228 9/6/2020    x1=  47. x2=  59. y1=  2.36 y2=  2.04     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/21/2020        59    5217    -          17        0     0   228 9/6/2020  
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .928094 cc2=  .639419 lx= 10.55968 if=  48 il=  59 3/21/2020  n=  11 now=    5217 end=      38548        17         0 U=    35.21 T=  131.0 p1= 638.9 p2=    13.5 ed=   214 8/23/2020   x1=  48. x2=  59. y1=  2.36 y2=  2.04     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/21/2020        59    5217    -          17        0     0   214 8/23/2020 
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .921475 cc2=  .619964 lx= 10.55968 if=  49 il=  59 3/21/2020  n=  10 now=    5217 end=      38548        17         0 U=    32.01 T=  124.5 p1= 638.9 p2=    13.5 ed=   199 8/8/2020    x1=  49. x2=  59. y1=  2.36 y2=  2.04     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/21/2020        59    5217    -          17        0     0   199 8/8/2020  
AAA2     1 US_Missouri_St._Louis_St_Louis Confirmed cc1=  .903214 cc2=  .586986 lx= 10.55968 if=  50 il=  59 3/21/2020  n=   9 now=    5217 end=      38548        17         0 U=    36.81 T=  134.3 p1= 638.9 p2=    13.5 ed=   221 8/30/2020   x1=  50. x2=  59. y1=  2.29 y2=  2.04     
GP: Confirmed US_Missouri_St._Louis_St_Louis 3/21/2020        59    5217    -          17        0     0   221 8/30/2020 
