TAB:  US_Pennsylvania_Lehigh Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Pennsylvania_Lehigh Confirmed .            32        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 2/24/2020    33        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            34        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 2/26/2020    35        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            36        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 2/28/2020    37        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            38        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/1/2020     39        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            40        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/3/2020     41        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            42        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/5/2020     43        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            44        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/7/2020     45        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            46        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/9/2020     47        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            48        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/11/2020    49        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            50        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/13/2020    51        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            52        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/15/2020    53        0     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            54        1     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/17/2020    55        1     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            56        1     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/19/2020    57        1     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            58        2     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/21/2020    59       13     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            60       19     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/23/2020    61       25     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed .            62       27     3890        0        0        0        0        0
TAB:  US_Pennsylvania_Lehigh Confirmed 3/25/2020    63       38     3890       71        4       71       71       71
TAB:  US_Pennsylvania_Lehigh Confirmed .            64       63     3890       71        2       71      359      215
TAB:  US_Pennsylvania_Lehigh Confirmed 3/27/2020    65       93     3890      215        2      215      934      503
TAB:  US_Pennsylvania_Lehigh Confirmed .            66      109     3890      359        2      215      790      503
TAB:  US_Pennsylvania_Lehigh Confirmed 3/29/2020    67      151     3890      503        2      359     1077      646
TAB:  US_Pennsylvania_Lehigh Confirmed .            68      231     3890     1077        1     1077     2946     1365
TAB:  US_Pennsylvania_Lehigh Confirmed 3/31/2020    69      272     3890     1221        1     1221     9413     2083
TAB:  US_Pennsylvania_Lehigh Confirmed .            70      374     3890     1940        1     1940    18898     3089
TAB:  US_Pennsylvania_Lehigh Confirmed 4/2/2020     71      479     3890     2946        1     2946    24215     4527
TAB:  US_Pennsylvania_Lehigh Confirmed .            72      584     3890     3233        1     3233    17461     5245
TAB:  US_Pennsylvania_Lehigh Confirmed 4/4/2020     73      804     3890     6107        1     6107    12718     8551
TAB:  US_Pennsylvania_Lehigh Confirmed .            74      877     3890    -            2     6395    25221    10706
TAB:  US_Pennsylvania_Lehigh Confirmed 4/6/2020     75     1006     3890     1796        1     1796    15449     8263
TAB:  US_Pennsylvania_Lehigh Confirmed .            76     1146     3890     7688        2     1796    14874     6107
TAB:  US_Pennsylvania_Lehigh Confirmed 4/8/2020     77     1319     3890     2515        2     2515    17317     6107
TAB:  US_Pennsylvania_Lehigh Confirmed .            78     1466     3890     2946        4     2946    17030     5964
TAB:  US_Pennsylvania_Lehigh Confirmed 4/10/2020    79     1562     3890     2643        2     2589     7929     4886
TAB:  US_Pennsylvania_Lehigh Confirmed .            80     1620     3890     2440        2     1789     6345     3163
TAB:  US_Pennsylvania_Lehigh Confirmed 4/12/2020    81     1684     3890     2042        2     1798     5315     2772
TAB:  US_Pennsylvania_Lehigh Confirmed .            82     1747     3890     1897        2     1897     4202     2386
TAB:  US_Pennsylvania_Lehigh Confirmed 4/14/2020    83     1803     3890     1953        2     1953     3693     2256
TAB:  US_Pennsylvania_Lehigh Confirmed .            84     1922     3890     2227        6     2227     3664     2946
TAB:  US_Pennsylvania_Lehigh Confirmed 4/16/2020    85     1999     3890     2371        9     2371     3377     2946
TAB:  US_Pennsylvania_Lehigh Confirmed .            86     2092     3890     2515       10     2515     3233     2946
TAB:  US_Pennsylvania_Lehigh Confirmed 4/18/2020    87     2141     3890     2515        9     2515     6826     2946
TAB:  US_Pennsylvania_Lehigh Confirmed .            88     2203     3890     2515        8     2371     8407     2946
TAB:  US_Pennsylvania_Lehigh Confirmed 4/20/2020    89     2245     3890     2564        4     2436     4181     2691
TAB:  US_Pennsylvania_Lehigh Confirmed .            90     2295     3890     2586        5     2501     3218     2706
TAB:  US_Pennsylvania_Lehigh Confirmed 4/22/2020    91     2374     3890     2658       12     2658     3521     3089
TAB:  US_Pennsylvania_Lehigh Confirmed .            92     2418     3890     2802       12     2658     3521     3089
TAB:  US_Pennsylvania_Lehigh Confirmed 4/24/2020    93     2478     3890     2802       18     2802     3808     3233
TAB:  US_Pennsylvania_Lehigh Confirmed .            94     2551     3890     2802       13     2802     5533     3377
TAB:  US_Pennsylvania_Lehigh Confirmed 4/26/2020    95     2601     3890     2946       15     2802     6539     3521
TAB:  US_Pennsylvania_Lehigh Confirmed .            96     2636     3890     2920       14     2920     6476     3428
TAB:  US_Pennsylvania_Lehigh Confirmed 4/28/2020    97     2685     3890     2926        8     2926     4396     3346
TAB:  US_Pennsylvania_Lehigh Confirmed .            98     2719     3890     2974       12     2933     3812     3220
TAB:  US_Pennsylvania_Lehigh Confirmed 4/30/2020    99     2796     3890     3089       17     3089     5389     3808
TAB:  US_Pennsylvania_Lehigh Confirmed .           100     2850     3890     3089       15     3089     5245     4239
TAB:  US_Pennsylvania_Lehigh Confirmed 5/2/2020    101     2896     3890     3089       13     3089    25940     4383
TAB:  US_Pennsylvania_Lehigh Confirmed .           102     2924     3890     3089       12     3089     5389     4095
TAB:  US_Pennsylvania_Lehigh Confirmed 5/4/2020    103     2963     3890     3189       11     3084     4344     3688
TAB:  US_Pennsylvania_Lehigh Confirmed .           104     2999     3890     3222       13     3181     4098     3598
TAB:  US_Pennsylvania_Lehigh Confirmed 5/6/2020    105     3063     3890     3233       12     3233     4670     3808
TAB:  US_Pennsylvania_Lehigh Confirmed .           106     3102     3890     3377       12     3233     4814     3952
TAB:  US_Pennsylvania_Lehigh Confirmed 5/8/2020    107     3140     3890     3377       14     3377    17892     4095
TAB:  US_Pennsylvania_Lehigh Confirmed .           108     3169     3890     3377       15     3377    13437     4095
TAB:  US_Pennsylvania_Lehigh Confirmed 5/10/2020   109     3241     3890     3377        8     3377     5245     4383
TAB:  US_Pennsylvania_Lehigh Confirmed .           110     3259     3890     3521       15     3521    13868     4383
TAB:  US_Pennsylvania_Lehigh Confirmed 5/12/2020   111     3286     3890     3490        8     3456     5818     4046
TAB:  US_Pennsylvania_Lehigh Confirmed .           112     3318     3890     3527        7     3456     4691     3931
TAB:  US_Pennsylvania_Lehigh Confirmed 5/14/2020   113     3378     3890     3549        8     3516     5577     4138
TAB:  US_Pennsylvania_Lehigh Confirmed .           114     3396     3890     4383       12     3521     4958     4239
TAB:  US_Pennsylvania_Lehigh Confirmed 5/16/2020   115     3440     3890     4383       10     3521     5101     4383
TAB:  US_Pennsylvania_Lehigh Confirmed .           116     3470     3890     3664       13     3664     5245     4383
TAB:  US_Pennsylvania_Lehigh Confirmed 5/18/2020   117     3491     3890     3650        9     3606     4656     4175
TAB:  US_Pennsylvania_Lehigh Confirmed .           118     3513     3890     4395        8     3635     4440     4015
TAB:  US_Pennsylvania_Lehigh Confirmed 5/20/2020   119     3550     3890     4352        8     3710     4374     4042
TAB:  US_Pennsylvania_Lehigh Confirmed .           120     3586     3890     4383       18     3808     6251     4383
TAB:  US_Pennsylvania_Lehigh Confirmed 5/22/2020   121     3613     3890     4383       22     3808     7401     4383
TAB:  US_Pennsylvania_Lehigh Confirmed .           122     3628     3890     4383       20     3808    13437     4383
TAB:  US_Pennsylvania_Lehigh Confirmed 5/24/2020   123     3651     3890     4349       12     3739     4439     4078
TAB:  US_Pennsylvania_Lehigh Confirmed .           124     3667     3890     3810        8     3744     4309     4005
TAB:  US_Pennsylvania_Lehigh Confirmed 5/26/2020   125     3676     3890     4202        8     3729     4245     4008
TAB:  US_Pennsylvania_Lehigh Confirmed .           126     3699     3890     4263       11     3776     4308     4042
TAB:  US_Pennsylvania_Lehigh Confirmed 5/28/2020   127     3719     3890     4239       24     3808     4239     4095
TAB:  US_Pennsylvania_Lehigh Confirmed .           128     3738     3890     3952       23     3808     4814     4095
TAB:  US_Pennsylvania_Lehigh Confirmed 5/30/2020   129     3747     3890     3952       27     3808     6251     4239
TAB:  US_Pennsylvania_Lehigh Confirmed .           130     3765     3890     4171       13     3859     4795     4093
TAB:  US_Pennsylvania_Lehigh Confirmed 6/1/2020    131     3770     3890     3890        9     3806     4119     3973
TAB:  US_Pennsylvania_Lehigh Confirmed .           132     3780     3890     3932       13     3806     4119     3973
TAB:  US_Pennsylvania_Lehigh Confirmed 6/3/2020    133     3802     3890     3952       36     3952     4095     4095
TAB:  US_Pennsylvania_Lehigh Confirmed .           134     3817     3890     4095       34     3952     4527     4239
TAB:  US_Pennsylvania_Lehigh Confirmed 6/5/2020    135     3829     3890     4095       33     3952     4814     4239
TAB:  US_Pennsylvania_Lehigh Confirmed .           136     3846     3890     4095       44     3952     7257     4239
TAB:  US_Pennsylvania_Lehigh Confirmed 6/7/2020    137     3858     3890     4095       49     3952     7257     4383
TAB:  US_Pennsylvania_Lehigh Confirmed .           138     3871     3890     4095       50     3952     6539     4383
TAB:  US_Pennsylvania_Lehigh Confirmed 6/9/2020    139     3890     3890     4095       47     3952     4958     4383
