TAB:  US_Virginia_Prince_William Deaths    Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Virginia_Prince_William Deaths    .            30        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    2/22/2020    31        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            32        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    2/24/2020    33        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            34        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    2/26/2020    35        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            36        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    2/28/2020    37        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            38        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    3/1/2020     39        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            40        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    3/3/2020     41        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            42        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    3/5/2020     43        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            44        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    3/7/2020     45        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            46        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    3/9/2020     47        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            48        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    3/11/2020    49        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            50        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    3/13/2020    51        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            52        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    3/15/2020    53        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            54        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    3/17/2020    55        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            56        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    3/19/2020    57        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    .            58        0      119        0        0        0        0        0
TAB:  US_Virginia_Prince_William Deaths    3/21/2020    59        0      119        0        0      117      117      117
TAB:  US_Virginia_Prince_William Deaths    .            60        0      119        0        0      117      117      117
TAB:  US_Virginia_Prince_William Deaths    3/23/2020    61        0      119        0        0      116      116      116
TAB:  US_Virginia_Prince_William Deaths    .            62        0      119        0        0      117      117      117
TAB:  US_Virginia_Prince_William Deaths    3/25/2020    63        0      119        0        0      117      351      351
TAB:  US_Virginia_Prince_William Deaths    .            64        0      119        0        0      117      351      351
TAB:  US_Virginia_Prince_William Deaths    3/27/2020    65        0      119        0        0      117    10884      351
TAB:  US_Virginia_Prince_William Deaths    .            66        1      119        0        0      351      585      585
TAB:  US_Virginia_Prince_William Deaths    3/29/2020    67        1      119        0        0      819     1521     1287
TAB:  US_Virginia_Prince_William Deaths    .            68        1      119        0        0      819     2926     1521
TAB:  US_Virginia_Prince_William Deaths    3/31/2020    69        1      119        0        0      351     4330     1521
TAB:  US_Virginia_Prince_William Deaths    .            70        1      119        0        0      117     3160     1521
TAB:  US_Virginia_Prince_William Deaths    4/2/2020     71        1      119        0        0      117    40379     1053
TAB:  US_Virginia_Prince_William Deaths    .            72        1      119        0        0      117     3628      819
TAB:  US_Virginia_Prince_William Deaths    4/4/2020     73        1      119        0        0      585    28207     1521
TAB:  US_Virginia_Prince_William Deaths    .            74        1      119        0        0      819    10182     1521
TAB:  US_Virginia_Prince_William Deaths    4/6/2020     75        1      119        0        0      819    40613     2223
TAB:  US_Virginia_Prince_William Deaths    .            76        1      119        0        0     1521     8310     2457
TAB:  US_Virginia_Prince_William Deaths    4/8/2020     77        1      119        0        0     1989     9246     3628
TAB:  US_Virginia_Prince_William Deaths    .            78        1      119        0        0     2223    15332     4564
TAB:  US_Virginia_Prince_William Deaths    4/10/2020    79        1      119        0        0     1755    25632     5032
TAB:  US_Virginia_Prince_William Deaths    .            80        1      119        0        0      585    16971     5500
TAB:  US_Virginia_Prince_William Deaths    4/12/2020    81        1      119        0        0      585    42252     4798
TAB:  US_Virginia_Prince_William Deaths    .            82        1      119        0        0      819    18141     4096
TAB:  US_Virginia_Prince_William Deaths    4/14/2020    83        1      119        0        0     3394    39443     6671
TAB:  US_Virginia_Prince_William Deaths    .            84        1      119        0        0     3160    45997     5735
TAB:  US_Virginia_Prince_William Deaths    4/16/2020    85        1      119        0        0     1521    34293     5735
TAB:  US_Virginia_Prince_William Deaths    .            86        1      119        0        0     1287    32654     5969
TAB:  US_Virginia_Prince_William Deaths    4/18/2020    87        1      119        0        0     1755    35697     6671
TAB:  US_Virginia_Prince_William Deaths    .            88        1      119        0        0     1521    12289     6437
TAB:  US_Virginia_Prince_William Deaths    4/20/2020    89        1      119        0        0     1281     8563     4742
TAB:  US_Virginia_Prince_William Deaths    .            90        1      119        0        0     2223     8310     4798
TAB:  US_Virginia_Prince_William Deaths    4/22/2020    91       17      119        0        0     2457    20716     5266
TAB:  US_Virginia_Prince_William Deaths    .            92       18      119        0        0     4798    12055     7139
TAB:  US_Virginia_Prince_William Deaths    4/24/2020    93       18      119        0        0     5032    20014     7607
TAB:  US_Virginia_Prince_William Deaths    .            94       19      119       19       11       19       19       19
TAB:  US_Virginia_Prince_William Deaths    4/26/2020    95       19      119       19       15       19       19       19
TAB:  US_Virginia_Prince_William Deaths    .            96       20      119       20       10       20       22       21
TAB:  US_Virginia_Prince_William Deaths    4/28/2020    97       20      119       20       13       20       25       21
TAB:  US_Virginia_Prince_William Deaths    .            98       22      119       23        7       22       24       23
TAB:  US_Virginia_Prince_William Deaths    4/30/2020    99       24      119       28       11       24       28       28
TAB:  US_Virginia_Prince_William Deaths    .           100       28      119       32        9       32       41       37
TAB:  US_Virginia_Prince_William Deaths    5/2/2020    101       29      119       32        8       32       46       41
TAB:  US_Virginia_Prince_William Deaths    .           102       30      119       32        9       32       46       41
TAB:  US_Virginia_Prince_William Deaths    5/4/2020    103       32      119       37        7       32       50       41
TAB:  US_Virginia_Prince_William Deaths    .           104       33      119       37        9       32       54       46
TAB:  US_Virginia_Prince_William Deaths    5/6/2020    105       37      119       46        6       41      345       54
TAB:  US_Virginia_Prince_William Deaths    .           106       39      119       46        7       41      410       59
TAB:  US_Virginia_Prince_William Deaths    5/8/2020    107       46      119       63        3       59       85       72
TAB:  US_Virginia_Prince_William Deaths    .           108       47      119       59        3       59       94       76
TAB:  US_Virginia_Prince_William Deaths    5/10/2020   109       48      119       59        3       50      692       76
TAB:  US_Virginia_Prince_William Deaths    .           110       53      119       63        4       63      129       85
TAB:  US_Virginia_Prince_William Deaths    5/12/2020   111       58      119       72        4       68      485       98
TAB:  US_Virginia_Prince_William Deaths    .           112       65      119       85        3       81      142      112
TAB:  US_Virginia_Prince_William Deaths    5/14/2020   113       66      119       85        4       85      156      116
TAB:  US_Virginia_Prince_William Deaths    .           114       67      119       90        4       68      410      120
TAB:  US_Virginia_Prince_William Deaths    5/16/2020   115       69      119       90        4       72      257      116
TAB:  US_Virginia_Prince_William Deaths    .           116       70      119       90        6       72      665      125
TAB:  US_Virginia_Prince_William Deaths    5/18/2020   117       70      119       90        6       72      749      116
TAB:  US_Virginia_Prince_William Deaths    .           118       73      119       90        6       76      639      116
TAB:  US_Virginia_Prince_William Deaths    5/20/2020   119       79      119       94        8       94      718      129
TAB:  US_Virginia_Prince_William Deaths    .           120       79      119       94        7       94      718      129
TAB:  US_Virginia_Prince_William Deaths    5/22/2020   121       80      119       94        8       81      683      129
TAB:  US_Virginia_Prince_William Deaths    .           122       84      119      103        9       98      380      134
TAB:  US_Virginia_Prince_William Deaths    5/24/2020   123       84      119       98       11       90      257      125
TAB:  US_Virginia_Prince_William Deaths    .           124       94      119      116        4      112      274      142
TAB:  US_Virginia_Prince_William Deaths    5/26/2020   125       96      119      116        4      116      270      156
TAB:  US_Virginia_Prince_William Deaths    .           126       99      119      120        6      116      265      160
TAB:  US_Virginia_Prince_William Deaths    5/28/2020   127      101      119      120        4      103      257      160
TAB:  US_Virginia_Prince_William Deaths    .           128      101      119      125        6      103      740      160
TAB:  US_Virginia_Prince_William Deaths    5/30/2020   129      104      119      125        9      107      472      160
TAB:  US_Virginia_Prince_William Deaths    .           130      104      119      125        9      107      362      156
TAB:  US_Virginia_Prince_William Deaths    6/1/2020    131      104      119      125        9      107      279      151
TAB:  US_Virginia_Prince_William Deaths    .           132      104      119      125        7      107      243      147
TAB:  US_Virginia_Prince_William Deaths    6/3/2020    133      109      119      125        9      120      239      151
TAB:  US_Virginia_Prince_William Deaths    .           134      110      119      142       10      116      173      142
TAB:  US_Virginia_Prince_William Deaths    6/5/2020    135      110      119      142       10      112      252      142
TAB:  US_Virginia_Prince_William Deaths    .           136      110      119      134       16      112      331      138
TAB:  US_Virginia_Prince_William Deaths    6/7/2020    137      118      119      131        5      130      159      142
TAB:  US_Virginia_Prince_William Deaths    .           138      118      119      134       13      134      160      147
TAB:  US_Virginia_Prince_William Deaths    6/9/2020    139      119      119      147       15      120      160      147
