TAB:  US_Puerto_Rico Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Puerto_Rico Confirmed 3/29/2020    67      127     5185      478        1      478     2011      862
TAB:  US_Puerto_Rico Confirmed .            68      174     5185     1628        1     1628     8141     2969
TAB:  US_Puerto_Rico Confirmed 3/31/2020    69      239     5185     7375        2     7375    15803    15803
TAB:  US_Puerto_Rico Confirmed .            70      286     5185    13888        1    13888    31320    14079
TAB:  US_Puerto_Rico Confirmed 4/2/2020     71      316     5185      478        1      478    24040    11589
TAB:  US_Puerto_Rico Confirmed .            72      316     5185      287        2      287    30362     5842
TAB:  US_Puerto_Rico Confirmed 4/4/2020     73      452     5185     8332        2     2394    32277    10823
TAB:  US_Puerto_Rico Confirmed .            74      475     5185     1436        1     1436    20592     6417
TAB:  US_Puerto_Rico Confirmed 4/6/2020     75      513     5185     1053        2      670    24040     4501
TAB:  US_Puerto_Rico Confirmed .            76      573     5185     1024        2      719     7739     1940
TAB:  US_Puerto_Rico Confirmed 4/8/2020     77      620     5185     1114        2      784     4693     1637
TAB:  US_Puerto_Rico Confirmed .            78      683     5185     1245        6      862     4310     1819
TAB:  US_Puerto_Rico Confirmed 4/10/2020    79      725     5185     1245        6      862     3352     1819
TAB:  US_Puerto_Rico Confirmed .            80      788     5185     1245        5     1053     2969     1819
TAB:  US_Puerto_Rico Confirmed 4/12/2020    81      897     5185     1628        4     1628     2969     2202
TAB:  US_Puerto_Rico Confirmed .            82      903     5185     1628        6     1628    30362     2394
TAB:  US_Puerto_Rico Confirmed 4/14/2020    83      923     5185     1505        2      958     2509     1749
TAB:  US_Puerto_Rico Confirmed .            84      974     5185     1574        4     1091     2144     1629
TAB:  US_Puerto_Rico Confirmed 4/16/2020    85     1043     5185     1695        3     1445     2040     1622
TAB:  US_Puerto_Rico Confirmed .            86     1068     5185     1436       12     1436     2011     1819
TAB:  US_Puerto_Rico Confirmed 4/18/2020    87     1118     5185     1628       15     1436     4693     1819
TAB:  US_Puerto_Rico Confirmed .            88     1213     5185     1819       13     1628    13888     2202
TAB:  US_Puerto_Rico Confirmed 4/20/2020    89     1252     5185     1819       13     1819    20018     2394
TAB:  US_Puerto_Rico Confirmed .            90     1298     5185     1819       12     1819    10823     2777
TAB:  US_Puerto_Rico Confirmed 4/22/2020    91     1252     5185     1819       18     1245     3735     2202
TAB:  US_Puerto_Rico Confirmed .            92     1264     5185     1800       10     1246     2354     1892
TAB:  US_Puerto_Rico Confirmed 4/24/2020    93     1276     5185     1292        5     1292     1782     1709
TAB:  US_Puerto_Rico Confirmed .            94     1307     5185     1606        5     1606     1729     1676
TAB:  US_Puerto_Rico Confirmed 4/26/2020    95     1371     5185     1625       10     1590     1703     1660
TAB:  US_Puerto_Rico Confirmed .            96     1389     5185     1628       25     1628     1819     1819
TAB:  US_Puerto_Rico Confirmed 4/28/2020    97     1400     5185     1628       28     1436     1628     1628
TAB:  US_Puerto_Rico Confirmed .            98     1433     5185     1628       32     1628     2011     2011
TAB:  US_Puerto_Rico Confirmed 4/30/2020    99     1539     5185     1819       12     1819     1819     1819
TAB:  US_Puerto_Rico Confirmed .           100     1575     5185     1819        8     1819     2586     2586
TAB:  US_Puerto_Rico Confirmed 5/2/2020    101     1757     5185        0        0        0        0        0
TAB:  US_Puerto_Rico Confirmed .           102     1808     5185        0        0        0        0        0
TAB:  US_Puerto_Rico Confirmed 5/4/2020    103     1843     5185     2011        1     2011     2011     2011
TAB:  US_Puerto_Rico Confirmed .           104     1924     5185     2202        1     2202     2777     2777
TAB:  US_Puerto_Rico Confirmed 5/6/2020    105     1968     5185     2202        2     2202     3352     2394
TAB:  US_Puerto_Rico Confirmed .           106     2031     5185     2394        2     2202    25956     2777
TAB:  US_Puerto_Rico Confirmed 5/8/2020    107     2156     5185     3160        1     3160    21933     4501
TAB:  US_Puerto_Rico Confirmed .           108     2173     5185     2969        2     2969    21358     3735
TAB:  US_Puerto_Rico Confirmed 5/10/2020   109     2198     5185     2777        2     2202    20592     3926
TAB:  US_Puerto_Rico Confirmed .           110     2256     5185     2777        3     2394    19634     4310
TAB:  US_Puerto_Rico Confirmed 5/12/2020   111     2299     5185     2777        4     2394    17719     4693
TAB:  US_Puerto_Rico Confirmed .           112     2329     5185     2586        5     2394    30745     5267
TAB:  US_Puerto_Rico Confirmed 5/14/2020   113     2427     5185     2969        4     2969    27297     5651
TAB:  US_Puerto_Rico Confirmed .           114     2542     5185     3543        2     3543    30362     8332
TAB:  US_Puerto_Rico Confirmed 5/16/2020   115     2589     5185     3735        2     3735    29787     8141
TAB:  US_Puerto_Rico Confirmed .           116     2646     5185     3926        2     3160    28446     7375
TAB:  US_Puerto_Rico Confirmed 5/18/2020   117     2710     5185     4118        2     2969    27488     6417
TAB:  US_Puerto_Rico Confirmed .           118     2805     5185     5267        3     3543    27297     7183
TAB:  US_Puerto_Rico Confirmed 5/20/2020   119     2866     5185     5076        3     3735    26722     6991
TAB:  US_Puerto_Rico Confirmed .           120     2913     5185     5076        3     3735    37641     7183
TAB:  US_Puerto_Rico Confirmed 5/22/2020   121     3030     5185     5651        3     5267    25956     8907
TAB:  US_Puerto_Rico Confirmed .           122     3100     5185     6225        4     5651    26531     8141
TAB:  US_Puerto_Rico Confirmed 5/24/2020   123     3189     5185     8715        3     5842    27297     8715
TAB:  US_Puerto_Rico Confirmed .           124     3260     5185     7183        2     5459    36492     9673
TAB:  US_Puerto_Rico Confirmed 5/26/2020   125     3324     5185     8715        3     3735    36875    10248
TAB:  US_Puerto_Rico Confirmed .           126     3397     5185     8141        3     3926    29787     9673
TAB:  US_Puerto_Rico Confirmed 5/28/2020   127     3486     5185     8715        3     4693    28446    10056
TAB:  US_Puerto_Rico Confirmed .           128     3647     5185     9673        2     6417    34959    13888
TAB:  US_Puerto_Rico Confirmed 5/30/2020   129     3718     5185    11014        2     6800    32086    12930
TAB:  US_Puerto_Rico Confirmed .           130     3776     5185    11589        2     4501    32660    13313
TAB:  US_Puerto_Rico Confirmed 6/1/2020    131     3873     5185     9482        2     4310    33618    13696
TAB:  US_Puerto_Rico Confirmed .           132     3935     5185    12738        2     4310    37258    15037
TAB:  US_Puerto_Rico Confirmed 6/3/2020    133     4023     5185    10056        2     4693    37258    15037
TAB:  US_Puerto_Rico Confirmed .           134     4508     5185    -            2     9482    36875    24040
TAB:  US_Puerto_Rico Confirmed 6/5/2020    135     4620     5185    10631        1    10631    31320    18102
TAB:  US_Puerto_Rico Confirmed .           136     4915     5185    13696        1    13696    33618    23274
TAB:  US_Puerto_Rico Confirmed 6/7/2020    137     4985     5185     5459        1     5459    33044    17144
TAB:  US_Puerto_Rico Confirmed .           138     5046     5185     5076        1     5076    31703    16761
TAB:  US_Puerto_Rico Confirmed 6/9/2020    139     5185     5185     5459        1     5459    36109    20592
