TAB:  US_Louisiana_East_Baton_Rouge Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/10/2020   109     2374     4023     2749        2     2749    14640     3492
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           110     2398     4023     2749        4     2749    20585     3938
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/12/2020   111     2445     4023     3195        3     2749    27422     5127
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           112     2487     4023     3938        4     2898    23855     5424
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/14/2020   113     2898     4023     6911        1     6911     6911     6911
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           114     2953     4023    10032        1    10032    10032    10032
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/16/2020   115     3009     4023     3046        1     3046     3046     3046
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           116     3034     4023     3046        2     3046    16274    16274
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/18/2020   117     3056     4023     3046        3     3046    17909    17909
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           118     3145     4023    -            1    19990    19990    19990
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/20/2020   119     3213     4023    -            1    22071    22071    22071
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           120     3319     4023    -            1    25341    25341    25341
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/22/2020   121     3370     4023    -            1    27422    27422    27422
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           122     3370     4023     3492        1     3492    26827     4384
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/24/2020   123     3386     4023     3344        2     3344    25044     3641
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           124     3438     4023     3641        4     3641    23409    23409
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/26/2020   125     3462     4023     3641        5     3492    21179     3641
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           126     3491     4023     3641        9     3641    19098     8992
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/28/2020   127     3526     4023     3641       10     3641    25787     8843
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           128     3526     4023     3641       12     3641    21625     8397
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/30/2020   129     3591     4023     3790        6     3641    18504     8248
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           130     3618     4023     3790        7     3790    16126     7951
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 6/1/2020    131     3666     4023     3938        5     3790    24598     7654
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           132     3730     4023     3938        2     3938    19396     7505
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 6/3/2020    133     3773     4023     4533        3     4087    28611    11667
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           134     3820     4023     4087        2     4087    18950     9438
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 6/5/2020    135     3874     4023     5276        3     4235    14491     8992
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           136     3911     4023     4384        3     4384    19990     7357
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 6/7/2020    137     3949     4023     4384        3     4384    10032     6614
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           138     3963     4023     4384        3     4087    19098     6019
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 6/9/2020    139     4023     4023     4533        4     4533    22071     6614
