TAB:  US_South_Dakota_Minnehaha Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_South_Dakota_Minnehaha Confirmed 2/28/2020    37        0     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            38        0     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/1/2020     39        0     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            40        0     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/3/2020     41        0     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            42        0     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/5/2020     43        0     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            44        0     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/7/2020     45        0     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            46        0     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/9/2020     47        0     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            48        0     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/11/2020    49        3     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            50        3     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/13/2020    51        3     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            52        3     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/15/2020    53        3     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            54        4     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/17/2020    55        5     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            56        5     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/19/2020    57        5     3418       63        2       63    15216    15216
TAB:  US_South_Dakota_Minnehaha Confirmed .            58        5     3418       61        3       61       61       61
TAB:  US_South_Dakota_Minnehaha Confirmed 3/21/2020    59        5     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            60        5     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/23/2020    61        5     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            62        5     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/25/2020    63       13     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            64       16     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 3/27/2020    65       18     3418       63        4       63       63       63
TAB:  US_South_Dakota_Minnehaha Confirmed .            66       21     3418       63        7       63       63       63
TAB:  US_South_Dakota_Minnehaha Confirmed 3/29/2020    67       25     3418       63        7       63      189      189
TAB:  US_South_Dakota_Minnehaha Confirmed .            68       28     3418       63        7       63      315      189
TAB:  US_South_Dakota_Minnehaha Confirmed 3/31/2020    69       31     3418       63        9       63      189      189
TAB:  US_South_Dakota_Minnehaha Confirmed .            70       40     3418       63        5       63      694      315
TAB:  US_South_Dakota_Minnehaha Confirmed 4/2/2020     71       54     3418      189        3      189    10922      694
TAB:  US_South_Dakota_Minnehaha Confirmed .            72       68     3418      441        2      441     4609     1325
TAB:  US_South_Dakota_Minnehaha Confirmed 4/4/2020     73       81     3418      820        2      820    18373     3472
TAB:  US_South_Dakota_Minnehaha Confirmed .            74      104     3418     1578        1     1578    18373     2588
TAB:  US_South_Dakota_Minnehaha Confirmed 4/6/2020     75      140     3418    -            1    20645    20645    20645
TAB:  US_South_Dakota_Minnehaha Confirmed .            76      165     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 4/8/2020     77      228     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            78      274     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 4/10/2020    79      352     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed .            80      438     3418        0        0        0        0        0
TAB:  US_South_Dakota_Minnehaha Confirmed 4/12/2020    81      527     3418     4230        1     4230     4230     4230
TAB:  US_South_Dakota_Minnehaha Confirmed .            82      654     3418    -            1    12438    12438    12438
TAB:  US_South_Dakota_Minnehaha Confirmed 4/14/2020    83      768     3418     6503        1     6503     9786     9786
TAB:  US_South_Dakota_Minnehaha Confirmed .            84      934     3418    -            1    17489    18373    18373
TAB:  US_South_Dakota_Minnehaha Confirmed 4/16/2020    85     1065     3418     8776        1     8776    24307    12185
TAB:  US_South_Dakota_Minnehaha Confirmed .            86     1157     3418     1830        1     1830    15721     5998
TAB:  US_South_Dakota_Minnehaha Confirmed 4/18/2020    87     1276     3418     1830        1     1830    23550     4230
TAB:  US_South_Dakota_Minnehaha Confirmed .            88     1362     3418     1830        2     1704    22161     3851
TAB:  US_South_Dakota_Minnehaha Confirmed 4/20/2020    89     1405     3418     1578        2     1578    17615     2841
TAB:  US_South_Dakota_Minnehaha Confirmed .            90     1469     3418     1704        6     1704    15216     2714
TAB:  US_South_Dakota_Minnehaha Confirmed 4/22/2020    91     1555     3418     1830        5     1830    24307     2967
TAB:  US_South_Dakota_Minnehaha Confirmed .            92     1636     3418     1957        5     1957    21277     2967
TAB:  US_South_Dakota_Minnehaha Confirmed 4/24/2020    93     1707     3418     2083        7     2083    25065     4356
TAB:  US_South_Dakota_Minnehaha Confirmed .            94     1796     3418     2209        8     2209    20519     4356
TAB:  US_South_Dakota_Minnehaha Confirmed 4/26/2020    95     1854     3418     2209        6     2209    18120     3598
TAB:  US_South_Dakota_Minnehaha Confirmed .            96     1880     3418     2209        8     2083    16605     3220
TAB:  US_South_Dakota_Minnehaha Confirmed 4/28/2020    97     1939     3418     2209        8     2209    25065     3598
TAB:  US_South_Dakota_Minnehaha Confirmed .            98     1984     3418     2209        8     2209    23045     3598
TAB:  US_South_Dakota_Minnehaha Confirmed 4/30/2020    99     2038     3418     2336       13     2336    21277     3725
TAB:  US_South_Dakota_Minnehaha Confirmed .           100     2089     3418     2336        9     2336    19635     3725
TAB:  US_South_Dakota_Minnehaha Confirmed 5/2/2020    101     2123     3418     2462       10     2336    18120     3977
TAB:  US_South_Dakota_Minnehaha Confirmed .           102     2142     3418     2462       14     2209    16731     3346
TAB:  US_South_Dakota_Minnehaha Confirmed 5/4/2020    103     2170     3418     2462       17     2209    15468     3220
TAB:  US_South_Dakota_Minnehaha Confirmed .           104     2195     3418     2416       20     2272     9701     2993
TAB:  US_South_Dakota_Minnehaha Confirmed 5/6/2020    105     2231     3418     2462       28     2336     9154     3220
TAB:  US_South_Dakota_Minnehaha Confirmed .           106     2332     3418     2518        7     2518     5245     2903
TAB:  US_South_Dakota_Minnehaha Confirmed 5/8/2020    107     2535     3418     2929        1     2929     4610     3244
TAB:  US_South_Dakota_Minnehaha Confirmed .           108     2767     3418     3472        3     3346     4987     3977
TAB:  US_South_Dakota_Minnehaha Confirmed 5/10/2020   109     2867     3418     3725        2     3598     4987     4103
TAB:  US_South_Dakota_Minnehaha Confirmed .           110     2952     3418     3725        2     3346     4987     4230
TAB:  US_South_Dakota_Minnehaha Confirmed 5/12/2020   111     2978     3418     3851        3     3093     4861     4230
TAB:  US_South_Dakota_Minnehaha Confirmed .           112     3017     3418     3061        1     3061     4621     3973
TAB:  US_South_Dakota_Minnehaha Confirmed 5/14/2020   113     3050     3418     3094        2     3094     4577     4059
TAB:  US_South_Dakota_Minnehaha Confirmed .           114     3101     3418     3180        1     3180     4531     4019
TAB:  US_South_Dakota_Minnehaha Confirmed 5/16/2020   115     3119     3418     3220        3     3220     4609     4103
TAB:  US_South_Dakota_Minnehaha Confirmed .           116     3135     3418     3189        3     3189     4398     3973
TAB:  US_South_Dakota_Minnehaha Confirmed 5/18/2020   117     3150     3418     3214        5     3192     4355     3960
TAB:  US_South_Dakota_Minnehaha Confirmed .           118     3165     3418     3226       10     3182     4268     3921
TAB:  US_South_Dakota_Minnehaha Confirmed 5/20/2020   119     3182     3418     3247        8     3226     4205     3928
TAB:  US_South_Dakota_Minnehaha Confirmed .           120     3182     3418     3214       11     3214     4142     3847
TAB:  US_South_Dakota_Minnehaha Confirmed 5/22/2020   121     3211     3418     3220        9     3220     7513     3851
TAB:  US_South_Dakota_Minnehaha Confirmed .           122     3248     3418     3725        7     3220     4103     3725
TAB:  US_South_Dakota_Minnehaha Confirmed 5/24/2020   123     3260     3418     3725        9     3346     4103     3725
TAB:  US_South_Dakota_Minnehaha Confirmed .           124     3274     3418     3725        8     3346     3977     3725
TAB:  US_South_Dakota_Minnehaha Confirmed 5/26/2020   125     3289     3418     3725        7     3346     3977     3725
TAB:  US_South_Dakota_Minnehaha Confirmed .           126     3300     3418     3346        7     3346     3851     3598
TAB:  US_South_Dakota_Minnehaha Confirmed 5/28/2020   127     3317     3418     3598       10     3346     4609     3725
TAB:  US_South_Dakota_Minnehaha Confirmed .           128     3330     3418     3598       11     3346     7260     3725
TAB:  US_South_Dakota_Minnehaha Confirmed 5/30/2020   129     3345     3418     3598       14     3346     4609     3725
TAB:  US_South_Dakota_Minnehaha Confirmed .           130     3349     3418     3547        7     3390     3862     3587
TAB:  US_South_Dakota_Minnehaha Confirmed 6/1/2020    131     3355     3418     3561        6     3374     3710     3561
TAB:  US_South_Dakota_Minnehaha Confirmed .           132     3362     3418     3415       10     3378     3674     3526
TAB:  US_South_Dakota_Minnehaha Confirmed 6/3/2020    133     3377     3418     3472       29     3472     3725     3598
TAB:  US_South_Dakota_Minnehaha Confirmed .           134     3385     3418     3472       31     3472     3725     3598
TAB:  US_South_Dakota_Minnehaha Confirmed 6/5/2020    135     3387     3418     3472       35     3472     3977     3725
TAB:  US_South_Dakota_Minnehaha Confirmed .           136     3397     3418     3472       39     3472     3725     3598
TAB:  US_South_Dakota_Minnehaha Confirmed 6/7/2020    137     3407     3418     3472       40     3472     4103     3725
TAB:  US_South_Dakota_Minnehaha Confirmed .           138     3409     3418     3472       43     3472     3851     3598
TAB:  US_South_Dakota_Minnehaha Confirmed 6/9/2020    139     3418     3418     3472       43     3472     3725     3598
