TAB:  US_Connecticut_New_Haven Deaths    Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Connecticut_New_Haven Deaths    .            68        6     1016        0        0     1096    68221     3290
TAB:  US_Connecticut_New_Haven Deaths    3/31/2020    69       12     1016        0        0     2851    36633    15136
TAB:  US_Connecticut_New_Haven Deaths    .            70       15     1016       43        1       43       43       43
TAB:  US_Connecticut_New_Haven Deaths    4/2/2020     71       17     1016       22        1       22       37       29
TAB:  US_Connecticut_New_Haven Deaths    .            72       18     1016       18        1       18       27       22
TAB:  US_Connecticut_New_Haven Deaths    4/4/2020     73       29     1016      206        1      206      356      356
TAB:  US_Connecticut_New_Haven Deaths    .            74       36     1016      544        1      544      957      957
TAB:  US_Connecticut_New_Haven Deaths    4/6/2020     75       41     1016      544        1      544     4035      919
TAB:  US_Connecticut_New_Haven Deaths    .            76       60     1016    -            1     4823     4823     4823
TAB:  US_Connecticut_New_Haven Deaths    4/8/2020     77       60     1016      469        1      469     4072     2458
TAB:  US_Connecticut_New_Haven Deaths    .            78       78     1016      469        1      469     4935     3209
TAB:  US_Connecticut_New_Haven Deaths    4/10/2020    79       98     1016     1407        1     1407     6099     3509
TAB:  US_Connecticut_New_Haven Deaths    .            80      107     1016      243        1      243     6399     2984
TAB:  US_Connecticut_New_Haven Deaths    4/12/2020    81      119     1016      168        1      168     3997      994
TAB:  US_Connecticut_New_Haven Deaths    .            82      135     1016      234        2      234     2794      991
TAB:  US_Connecticut_New_Haven Deaths    4/14/2020    83      151     1016      335        2      286     2070      580
TAB:  US_Connecticut_New_Haven Deaths    .            84      195     1016     1069        1     1069     5273     2308
TAB:  US_Connecticut_New_Haven Deaths    4/16/2020    85      214     1016     1332        1     1332     5085     2908
TAB:  US_Connecticut_New_Haven Deaths    .            86      229     1016     1557        2      431     3772     2083
TAB:  US_Connecticut_New_Haven Deaths    4/18/2020    87      241     1016      281        2      281     2608     1707
TAB:  US_Connecticut_New_Haven Deaths    .            88      257     1016      287        1      287     1760      882
TAB:  US_Connecticut_New_Haven Deaths    4/20/2020    89      301     1016     1189        2      929     1728     1144
TAB:  US_Connecticut_New_Haven Deaths    .            90      322     1016     1156        2      816     1628     1131
TAB:  US_Connecticut_New_Haven Deaths    4/22/2020    91      345     1016     1107        3      807     1520     1069
TAB:  US_Connecticut_New_Haven Deaths    .            92      372     1016     1109        2      548     1453     1042
TAB:  US_Connecticut_New_Haven Deaths    4/24/2020    93      396     1016     1032        3      506     1407     1032
TAB:  US_Connecticut_New_Haven Deaths    .            94      416     1016     1001        4      547     1509      975
TAB:  US_Connecticut_New_Haven Deaths    4/26/2020    95      429     1016      511        1      511     1205      889
TAB:  US_Connecticut_New_Haven Deaths    .            96      456     1016      669        2      592     1147      882
TAB:  US_Connecticut_New_Haven Deaths    4/28/2020    97      478     1016      893        3      654     1102      864
TAB:  US_Connecticut_New_Haven Deaths    .            98      493     1016      753        4      668     1093      859
TAB:  US_Connecticut_New_Haven Deaths    4/30/2020    99      512     1016      760        3      682     1017      823
TAB:  US_Connecticut_New_Haven Deaths    .           100      533     1016      717        3      717     1014      833
TAB:  US_Connecticut_New_Haven Deaths    5/2/2020    101      565     1016      882        8      807     1294      957
TAB:  US_Connecticut_New_Haven Deaths    .           102      565     1016      844        7      807     1520      957
TAB:  US_Connecticut_New_Haven Deaths    5/4/2020    103      595     1016      844        9      844     1557      994
TAB:  US_Connecticut_New_Haven Deaths    .           104      610     1016      866        5      791     1473      926
TAB:  US_Connecticut_New_Haven Deaths    5/6/2020    105      629     1016      883        8      821     1205      926
TAB:  US_Connecticut_New_Haven Deaths    .           106      643     1016      882        6      805     1047      921
TAB:  US_Connecticut_New_Haven Deaths    5/8/2020    107      669     1016      919       18      919     1332     1107
TAB:  US_Connecticut_New_Haven Deaths    .           108      686     1016      919       15      919     1482     1144
TAB:  US_Connecticut_New_Haven Deaths    5/10/2020   109      701     1016      919       13      919     2083     1144
TAB:  US_Connecticut_New_Haven Deaths    .           110      716     1016      934        7      827     1266     1080
TAB:  US_Connecticut_New_Haven Deaths    5/12/2020   111      723     1016      936        7      752     1091      974
TAB:  US_Connecticut_New_Haven Deaths    .           112      745     1016      947        8      908     1091      997
TAB:  US_Connecticut_New_Haven Deaths    5/14/2020   113      767     1016      968        6      955     1281     1098
TAB:  US_Connecticut_New_Haven Deaths    .           114      783     1016      994       18      994     1595     1219
TAB:  US_Connecticut_New_Haven Deaths    5/16/2020   115      800     1016      994       13      994     2158     1257
TAB:  US_Connecticut_New_Haven Deaths    .           116      817     1016     1032       13      957     2345     1294
TAB:  US_Connecticut_New_Haven Deaths    5/18/2020   117      830     1016     1032       16      957     2871     1294
TAB:  US_Connecticut_New_Haven Deaths    .           118      838     1016     1027        7      888     1394     1136
TAB:  US_Connecticut_New_Haven Deaths    5/20/2020   119      855     1016     1025        5      966     1326     1120
TAB:  US_Connecticut_New_Haven Deaths    .           120      874     1016     1050        9     1035     1579     1221
TAB:  US_Connecticut_New_Haven Deaths    5/22/2020   121      888     1016     1069       12     1069     1933     1294
TAB:  US_Connecticut_New_Haven Deaths    .           122      897     1016     1069       10     1069     1595     1257
TAB:  US_Connecticut_New_Haven Deaths    5/24/2020   123      903     1016     1068        8      919     1274     1145
TAB:  US_Connecticut_New_Haven Deaths    .           124      922     1016     1268        7     1068     1274     1158
TAB:  US_Connecticut_New_Haven Deaths    5/26/2020   125      925     1016     1075        8     1026     1230     1156
TAB:  US_Connecticut_New_Haven Deaths    .           126      934     1016     1079        9     1012     1206     1121
TAB:  US_Connecticut_New_Haven Deaths    5/28/2020   127      946     1016     1199       10     1046     1199     1131
TAB:  US_Connecticut_New_Haven Deaths    .           128      957     1016     1107       23     1069     1482     1182
TAB:  US_Connecticut_New_Haven Deaths    5/30/2020   129      966     1016     1107       23     1107     4185     1219
TAB:  US_Connecticut_New_Haven Deaths    .           130      972     1016     1107       25     1032     1370     1144
TAB:  US_Connecticut_New_Haven Deaths    6/1/2020    131      974     1016     1100        9      982     1165     1100
TAB:  US_Connecticut_New_Haven Deaths    .           132      985     1016     1100        9     1036     1159     1112
TAB:  US_Connecticut_New_Haven Deaths    6/3/2020    133      990     1016     1100       10     1036     1159     1100
TAB:  US_Connecticut_New_Haven Deaths    .           134      992     1016     1102       10     1026     1142     1090
TAB:  US_Connecticut_New_Haven Deaths    6/5/2020    135      999     1016     1102       13     1033     1136     1090
TAB:  US_Connecticut_New_Haven Deaths    .           136     1007     1016     1107       31     1069     1857     1144
TAB:  US_Connecticut_New_Haven Deaths    6/7/2020    137     1010     1016     1107       37     1069     1445     1144
TAB:  US_Connecticut_New_Haven Deaths    .           138     1013     1016     1098       13     1025     1135     1091
TAB:  US_Connecticut_New_Haven Deaths    6/9/2020    139     1016     1016     1102       15     1023     1113     1079
