TAB:  US_New_York_Dutchess Deaths    Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_New_York_Dutchess Deaths    .            34        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    2/26/2020    35        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    .            36        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    2/28/2020    37        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    .            38        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    3/1/2020     39        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    .            40        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    3/3/2020     41        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    .            42        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    3/5/2020     43        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    .            44        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    3/7/2020     45        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    .            46        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    3/9/2020     47        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    .            48        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    3/11/2020    49        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    .            50        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    3/13/2020    51        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    .            52        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    3/15/2020    53        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    .            54        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    3/17/2020    55        0      142        0        0        0        0        0
TAB:  US_New_York_Dutchess Deaths    .            56        0      142        0        0      370      370      370
TAB:  US_New_York_Dutchess Deaths    3/19/2020    57        0      142        0        0      222      667      667
TAB:  US_New_York_Dutchess Deaths    .            58        0      142        0        0       72      256       95
TAB:  US_New_York_Dutchess Deaths    3/21/2020    59        0      142        0        0      107      328      292
TAB:  US_New_York_Dutchess Deaths    .            60        0      142        0        0     2448    18175     2596
TAB:  US_New_York_Dutchess Deaths    3/23/2020    61        1      142        0        0     2893    14317     3041
TAB:  US_New_York_Dutchess Deaths    .            62        1      142        0        0     1261     7937     2744
TAB:  US_New_York_Dutchess Deaths    3/25/2020    63        1      142        0        0      370    27671     2002
TAB:  US_New_York_Dutchess Deaths    .            64        1      142        0        0      437     6683     1580
TAB:  US_New_York_Dutchess Deaths    3/27/2020    65        1      142        0        0      519     3635     1706
TAB:  US_New_York_Dutchess Deaths    .            66        2      142        0        0      676     2341     1608
TAB:  US_New_York_Dutchess Deaths    3/29/2020    67        2      142        0        0     1028     7114     2097
TAB:  US_New_York_Dutchess Deaths    .            68        2      142        0        0     1854     3486     2596
TAB:  US_New_York_Dutchess Deaths    3/31/2020    69        3      142        0        0     3041     6454     4525
TAB:  US_New_York_Dutchess Deaths    .            70        4      142       18        1       18      138      138
TAB:  US_New_York_Dutchess Deaths    4/2/2020     71        5      142       34        1       34      605      605
TAB:  US_New_York_Dutchess Deaths    .            72        5      142        7        1        7       49       39
TAB:  US_New_York_Dutchess Deaths    4/4/2020     73        5      142        7        3        2       44       13
TAB:  US_New_York_Dutchess Deaths    .            74        8      142       97        1       97      222      123
TAB:  US_New_York_Dutchess Deaths    4/6/2020     75        9      142       86        1       86      632      275
TAB:  US_New_York_Dutchess Deaths    .            76        9      142        7        1        7      637       65
TAB:  US_New_York_Dutchess Deaths    4/8/2020     77       10      142       13        2        7      500       39
TAB:  US_New_York_Dutchess Deaths    .            78       10      142        8        3        8      105       24
TAB:  US_New_York_Dutchess Deaths    4/10/2020    79       10      142        9        5        9       46       16
TAB:  US_New_York_Dutchess Deaths    .            80       11      142       13        7       13       44       28
TAB:  US_New_York_Dutchess Deaths    4/12/2020    81       12      142       13        6       13       28       23
TAB:  US_New_York_Dutchess Deaths    .            82       13      142       18        9       18       23       23
TAB:  US_New_York_Dutchess Deaths    4/14/2020    83       17      142       46        1       46       46       46
TAB:  US_New_York_Dutchess Deaths    .            84       18      142       55        1       55       70       70
TAB:  US_New_York_Dutchess Deaths    4/16/2020    85       19      142       23        1       23      191      123
TAB:  US_New_York_Dutchess Deaths    .            86       19      142       18        2       18      123       76
TAB:  US_New_York_Dutchess Deaths    4/18/2020    87       26      142       97        1       97      506      133
TAB:  US_New_York_Dutchess Deaths    .            88       28      142      138        1      138      228      191
TAB:  US_New_York_Dutchess Deaths    4/20/2020    89       28      142       28        1       28      238      191
TAB:  US_New_York_Dutchess Deaths    .            90       28      142       28        2       28      731      175
TAB:  US_New_York_Dutchess Deaths    4/22/2020    91       28      142       28        2       28      957      144
TAB:  US_New_York_Dutchess Deaths    .            92       35      142      133        2       70      574      165
TAB:  US_New_York_Dutchess Deaths    4/24/2020    93       35      142      128        2       49     1009      159
TAB:  US_New_York_Dutchess Deaths    .            94       35      142       44        2       44      532      154
TAB:  US_New_York_Dutchess Deaths    4/26/2020    95       35      142      107        3       39      784      123
TAB:  US_New_York_Dutchess Deaths    .            96       36      142       36        5       36      176      105
TAB:  US_New_York_Dutchess Deaths    4/28/2020    97       36      142       35        7       35      120       90
TAB:  US_New_York_Dutchess Deaths    .            98       36      142       36        8       36       92       76
TAB:  US_New_York_Dutchess Deaths    4/30/2020    99       37      142       39        7       39       81       65
TAB:  US_New_York_Dutchess Deaths    .           100       37      142       39       13       39       97       60
TAB:  US_New_York_Dutchess Deaths    5/2/2020    101       37      142       39       17       39       97       60
TAB:  US_New_York_Dutchess Deaths    .           102       37      142       36       13       36       63       47
TAB:  US_New_York_Dutchess Deaths    5/4/2020    103       40      142       43        2       43       57       49
TAB:  US_New_York_Dutchess Deaths    .           104       40      142       44        7       44       55       49
TAB:  US_New_York_Dutchess Deaths    5/6/2020    105       40      142       44       11       44       55       49
TAB:  US_New_York_Dutchess Deaths    .           106       40      142       44       14       44     1020       49
TAB:  US_New_York_Dutchess Deaths    5/8/2020    107       96      142        0        0     3635     7195     4228
TAB:  US_New_York_Dutchess Deaths    .           108       98      142        0        0     3635     5712     4228
TAB:  US_New_York_Dutchess Deaths    5/10/2020   109       98      142       97        3       97       97       97
TAB:  US_New_York_Dutchess Deaths    .           110       98      142       97        4       97       97       97
TAB:  US_New_York_Dutchess Deaths    5/12/2020   111      103      142      104        2      104      105      105
TAB:  US_New_York_Dutchess Deaths    .           112      108      142      109        2      108      112      111
TAB:  US_New_York_Dutchess Deaths    5/14/2020   113      114      142      118        4      118      128      123
TAB:  US_New_York_Dutchess Deaths    .           114      117      142      123        5      118      128      123
TAB:  US_New_York_Dutchess Deaths    5/16/2020   115      120      142      123        6      123      191      133
TAB:  US_New_York_Dutchess Deaths    .           116      120      142      123        7      123      175      133
TAB:  US_New_York_Dutchess Deaths    5/18/2020   117      120      142      121        4      121      131      126
TAB:  US_New_York_Dutchess Deaths    .           118      126      142      133        4      128      186      144
TAB:  US_New_York_Dutchess Deaths    5/20/2020   119      126      142      133        5      128      154      138
TAB:  US_New_York_Dutchess Deaths    .           120      126      142      128        8      128      249      138
TAB:  US_New_York_Dutchess Deaths    5/22/2020   121      126      142      128        9      128      154      138
TAB:  US_New_York_Dutchess Deaths    .           122      133      142      144        4      138      159      144
TAB:  US_New_York_Dutchess Deaths    5/24/2020   123      133      142      138        4      138      238      154
TAB:  US_New_York_Dutchess Deaths    .           124      137      142      144        6      144      946      165
TAB:  US_New_York_Dutchess Deaths    5/26/2020   125      137      142      144        8      144      191      159
TAB:  US_New_York_Dutchess Deaths    .           126      138      142      144        9      138      191      154
TAB:  US_New_York_Dutchess Deaths    5/28/2020   127      138      142      144        7      138      279      151
TAB:  US_New_York_Dutchess Deaths    .           128      139      142      139        6      139      176      148
TAB:  US_New_York_Dutchess Deaths    5/30/2020   129      139      142      139        7      139      158      146
TAB:  US_New_York_Dutchess Deaths    .           130      139      142      141       10      138      147      142
TAB:  US_New_York_Dutchess Deaths    6/1/2020    131      142      142      141       10      141      150      147
TAB:  US_New_York_Dutchess Deaths    .           132      142      142      144       16      144      149      149
TAB:  US_New_York_Dutchess Deaths    6/3/2020    133      142      142      144       19      144      149      149
TAB:  US_New_York_Dutchess Deaths    .           134      142      142      144       21      144      149      149
TAB:  US_New_York_Dutchess Deaths    6/5/2020    135      142      142      144       27      144      149      149
TAB:  US_New_York_Dutchess Deaths    .           136      142      142      144       28      144      149      149
TAB:  US_New_York_Dutchess Deaths    6/7/2020    137      142      142      144       28      144      149      149
TAB:  US_New_York_Dutchess Deaths    .           138      142      142      144       29      144      149      149
TAB:  US_New_York_Dutchess Deaths    6/9/2020    139      142      142      142       17      142      146      144
