TAB:  US_New_Jersey_Hudson Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_New_Jersey_Hudson Confirmed .            42        0    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/5/2020     43        0    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            44        0    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/7/2020     45        0    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            46        1    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/9/2020     47        1    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            48        1    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/11/2020    49        1    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            50        1    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/13/2020    51        4    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            52        5    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/15/2020    53        5    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .            54       19    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 3/17/2020    55       24    19000     1754        1     1754     1754     1754
TAB:  US_New_Jersey_Hudson Confirmed .            56       34    19000      350        2      350    14390    14390
TAB:  US_New_Jersey_Hudson Confirmed 3/19/2020    57       55    19000      350        2      350     5966     1052
TAB:  US_New_Jersey_Hudson Confirmed .            58       66    19000      350        4      350    31939     1052
TAB:  US_New_Jersey_Hudson Confirmed 3/21/2020    59       97    19000      350        4      350     8774     1052
TAB:  US_New_Jersey_Hudson Confirmed .            60      126    19000     1052        3      350    84586     2456
TAB:  US_New_Jersey_Hudson Confirmed 3/23/2020    61      190    19000     1754        2     1052   102837     3158
TAB:  US_New_Jersey_Hudson Confirmed .            62      234    19000     1754        2     1754    48786     3860
TAB:  US_New_Jersey_Hudson Confirmed 3/25/2020    63      260    19000     2586        3      287    32471     2586
TAB:  US_New_Jersey_Hudson Confirmed .            64      441    19000     5966        2     5966    45978    10880
TAB:  US_New_Jersey_Hudson Confirmed 3/27/2020    65      594    19000    13688        1    13688    98625    19303
TAB:  US_New_Jersey_Hudson Confirmed .            66      771    19000    24217        1    24217    65633    38256
TAB:  US_New_Jersey_Hudson Confirmed 3/29/2020    67      974    19000     5264        1     5264    95115    54401
TAB:  US_New_Jersey_Hudson Confirmed .            68     1314    19000     5966        1     5966   117578    67739
TAB:  US_New_Jersey_Hudson Confirmed 3/31/2020    69     1606    19000     7370        1     7370    85990    76162
TAB:  US_New_Jersey_Hudson Confirmed .            70     1910    19000    13688        2     7370   139339    72652
TAB:  US_New_Jersey_Hudson Confirmed 4/2/2020     71     2270    19000     6668        1     6668   128107    63527
TAB:  US_New_Jersey_Hudson Confirmed .            72     2835    19000    29833        2    12986   139339    62825
TAB:  US_New_Jersey_Hudson Confirmed 4/4/2020     73     3491    19000    22813        1    22813   137935    85288
TAB:  US_New_Jersey_Hudson Confirmed .            74     3924    19000    55805        2    22813   132319    95115
TAB:  US_New_Jersey_Hudson Confirmed 4/6/2020     75     4395    19000    24919        2     8072   133723    44574
TAB:  US_New_Jersey_Hudson Confirmed .            76     4949    19000    18601        2     8072   136531    45276
TAB:  US_New_Jersey_Hudson Confirmed 4/8/2020     77     5437    19000     9476        2     8774   111260    34045
TAB:  US_New_Jersey_Hudson Confirmed .            78     5879    19000     9364        2     8760    86095    26886
TAB:  US_New_Jersey_Hudson Confirmed 4/10/2020    79     6411    19000    12811        2    10015    69645    23059
TAB:  US_New_Jersey_Hudson Confirmed .            80     6851    19000    11909        2    10443    56983    18139
TAB:  US_New_Jersey_Hudson Confirmed 4/12/2020    81     7469    19000    12066        2    12066    59368    20433
TAB:  US_New_Jersey_Hudson Confirmed .            82     7879    19000    14018        3    12529    41062    18980
TAB:  US_New_Jersey_Hudson Confirmed 4/14/2020    83     8242    19000    13291        3    11198    35689    16640
TAB:  US_New_Jersey_Hudson Confirmed .            84     8511    19000    11920        2     9801    30992    14392
TAB:  US_New_Jersey_Hudson Confirmed 4/16/2020    85     9165    19000    14487        3    12921    27800    15114
TAB:  US_New_Jersey_Hudson Confirmed .            86     9636    19000    13817        4    13817    25580    16652
TAB:  US_New_Jersey_Hudson Confirmed 4/18/2020    87     9956    19000    14390        8    13688    25621    18601
TAB:  US_New_Jersey_Hudson Confirmed .            88    10486    19000    14390        9    14390    24217    18601
TAB:  US_New_Jersey_Hudson Confirmed 4/20/2020    89    11150    19000    15794       10    15092    35448    20005
TAB:  US_New_Jersey_Hudson Confirmed .            90    11221    19000    15794       10    15092    45276    20005
TAB:  US_New_Jersey_Hudson Confirmed 4/22/2020    91    12088    19000    16496        9    16496    90201    21409
TAB:  US_New_Jersey_Hudson Confirmed .            92    12681    19000    17198        9    17198    50892    22111
TAB:  US_New_Jersey_Hudson Confirmed 4/24/2020    93    13011    19000    18601        8    17198    89499    24217
TAB:  US_New_Jersey_Hudson Confirmed .            94    13367    19000    17942        6    14834    53826    20485
TAB:  US_New_Jersey_Hudson Confirmed 4/26/2020    95    13708    19000    18210        3    14718    31682    19707
TAB:  US_New_Jersey_Hudson Confirmed .            96    13925    19000    18218        5    14614    25426    19553
TAB:  US_New_Jersey_Hudson Confirmed 4/28/2020    97    14309    19000    18295        5    15880    23730    19745
TAB:  US_New_Jersey_Hudson Confirmed .            98    14596    19000    18416        5    16363    23005    19624
TAB:  US_New_Jersey_Hudson Confirmed 4/30/2020    99    14916    19000    19303       13    17198    27727    20005
TAB:  US_New_Jersey_Hudson Confirmed .           100    15148    19000    18644        8    16986    22076    19235
TAB:  US_New_Jersey_Hudson Confirmed 5/2/2020    101    15401    19000    18658        8    17410    20633    19177
TAB:  US_New_Jersey_Hudson Confirmed .           102    15769    19000    19303       17    18601    28429    22813
TAB:  US_New_Jersey_Hudson Confirmed 5/4/2020    103    15881    19000    18797        9    18262    21261    19547
TAB:  US_New_Jersey_Hudson Confirmed .           104    16099    19000    18797       10    17677    20224    19205
TAB:  US_New_Jersey_Hudson Confirmed 5/6/2020    105    16197    19000    18843       13    16690    19431    18256
TAB:  US_New_Jersey_Hudson Confirmed .           106    17142    19000    19666       15    19427    28724    20381
TAB:  US_New_Jersey_Hudson Confirmed 5/8/2020    107    17365    19000    20033       12    19539    34873    21023
TAB:  US_New_Jersey_Hudson Confirmed .           108    17439    19000    19988       14    17388    33314    20963
TAB:  US_New_Jersey_Hudson Confirmed 5/10/2020   109    17513    19000    19998       12    17511    29530    21241
TAB:  US_New_Jersey_Hudson Confirmed .           110    17595    19000    19969       14    17776    26391    21066
TAB:  US_New_Jersey_Hudson Confirmed 5/12/2020   111    17677    19000    20019       15    17904    24115    20812
TAB:  US_New_Jersey_Hudson Confirmed .           112    17451    19000    19801       11    17930    20633    20217
TAB:  US_New_Jersey_Hudson Confirmed 5/14/2020   113    17602    19000    19816       18    17880    20224    20020
TAB:  US_New_Jersey_Hudson Confirmed .           114    18048    19000    20005       29    18601    20707    20005
TAB:  US_New_Jersey_Hudson Confirmed 5/16/2020   115    18273    19000    20005       29    19303    20707    20005
TAB:  US_New_Jersey_Hudson Confirmed .           116    18498    19000    20005       28    19303    23515    20707
TAB:  US_New_Jersey_Hudson Confirmed 5/18/2020   117    18588    19000    20005       27    19303    21409    20707
TAB:  US_New_Jersey_Hudson Confirmed .           118    18679    19000    20005       27    18601    20707    20005
TAB:  US_New_Jersey_Hudson Confirmed 5/20/2020   119    18880    19000    20707       23    19303    20707    20005
TAB:  US_New_Jersey_Hudson Confirmed .           120    18880    19000    20707       25    19303    22813    20707
TAB:  US_New_Jersey_Hudson Confirmed 5/22/2020   121    18880    19000    20005       25    19303    34045    20707
TAB:  US_New_Jersey_Hudson Confirmed .           122    18959    19000    20188       22    19153    20879    20188
TAB:  US_New_Jersey_Hudson Confirmed 5/24/2020   123    18879    19000    20142       17    19149    20363    19811
TAB:  US_New_Jersey_Hudson Confirmed .           124    18879    19000    19936       19    19257    20445    19936
TAB:  US_New_Jersey_Hudson Confirmed 5/26/2020   125    18927    19000    20022       28    19215    20022    19619
TAB:  US_New_Jersey_Hudson Confirmed .           126    18606    19000    20011       29    18586    22084    20141
TAB:  US_New_Jersey_Hudson Confirmed 5/28/2020   127    18660    19000    20005       34    20005    20707    20707
TAB:  US_New_Jersey_Hudson Confirmed .           128    18919    19000    19754       24    19754    20019    20019
TAB:  US_New_Jersey_Hudson Confirmed 5/30/2020   129    18919    19000    19761       31    19547    19761    19761
TAB:  US_New_Jersey_Hudson Confirmed .           130    18767    19000    18835        6    18835    18835    18835
TAB:  US_New_Jersey_Hudson Confirmed 6/1/2020    131    18801    19000    18835       20    18835    19626    19626
TAB:  US_New_Jersey_Hudson Confirmed .           132    18822    19000    19626       11    19626    19626    19626
TAB:  US_New_Jersey_Hudson Confirmed 6/3/2020    133    18852    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed .           134    18875    19000        0        0        0        0        0
TAB:  US_New_Jersey_Hudson Confirmed 6/5/2020    135    18875    19000    19039        1    19039    19039    19039
TAB:  US_New_Jersey_Hudson Confirmed .           136    18916    19000    19303        7    19303    19303    19303
TAB:  US_New_Jersey_Hudson Confirmed 6/7/2020    137    18958    19000    19303        5    19303    19303    19303
TAB:  US_New_Jersey_Hudson Confirmed .           138    19000    19000    19303        4    19303    19303    19303
TAB:  US_New_Jersey_Hudson Confirmed 6/9/2020    139    19000    19000    19303        4    19303    19303    19303
