TAB:  US_New_York_Dutchess Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_New_York_Dutchess Confirmed 3/17/2020    55       16     4016        0        0        0        0        0
TAB:  US_New_York_Dutchess Confirmed .            56       20     4016      370        1      370      370      370
TAB:  US_New_York_Dutchess Confirmed 3/19/2020    57       31     4016      222        1      222      667      667
TAB:  US_New_York_Dutchess Confirmed .            58       36     4016       72        1       72      256       95
TAB:  US_New_York_Dutchess Confirmed 3/21/2020    59       49     4016      107        1      107      328      292
TAB:  US_New_York_Dutchess Confirmed .            60       82     4016     2448        1     2448    18175     2596
TAB:  US_New_York_Dutchess Confirmed 3/23/2020    61      100     4016     2893        1     2893    14317     3041
TAB:  US_New_York_Dutchess Confirmed .            62      124     4016     1261        1     1261     7937     2744
TAB:  US_New_York_Dutchess Confirmed 3/25/2020    63      153     4016      370        1      370    27671     2002
TAB:  US_New_York_Dutchess Confirmed .            64      190     4016      437        1      437     6683     1580
TAB:  US_New_York_Dutchess Confirmed 3/27/2020    65      225     4016     1261        2      519     3635     1706
TAB:  US_New_York_Dutchess Confirmed .            66      262     4016      676        2      676     2341     1608
TAB:  US_New_York_Dutchess Confirmed 3/29/2020    67      320     4016     1521        2     1028     7114     2097
TAB:  US_New_York_Dutchess Confirmed .            68      392     4016     2448        3     1854     3486     2596
TAB:  US_New_York_Dutchess Confirmed 3/31/2020    69      484     4016     3338        2     3041     6454     4525
TAB:  US_New_York_Dutchess Confirmed .            70      547     4016     3486        1     3486     7344     5118
TAB:  US_New_York_Dutchess Confirmed 4/2/2020     71      667     4016     8382        2     4525    13427     7344
TAB:  US_New_York_Dutchess Confirmed .            72      809     4016     6008        1     6008    14911    11647
TAB:  US_New_York_Dutchess Confirmed 4/4/2020     73      938     4016     8234        2     7344    20697    16098
TAB:  US_New_York_Dutchess Confirmed .            74     1077     4016     8382        1     8382    24110    17136
TAB:  US_New_York_Dutchess Confirmed 4/6/2020     75     1189     4016    10014        2     2151    27374    11053
TAB:  US_New_York_Dutchess Confirmed .            76     1249     4016     8976        2     1557    22626     8976
TAB:  US_New_York_Dutchess Confirmed 4/8/2020     77     1395     4016     2080        2     2080    18862     8927
TAB:  US_New_York_Dutchess Confirmed .            78     1493     4016     2188        2     2188    10201     7709
TAB:  US_New_York_Dutchess Confirmed 4/10/2020    79     1598     4016     7706        3     2297     8264     5645
TAB:  US_New_York_Dutchess Confirmed .            80     1744     4016     6454        3     2744     7344     4970
TAB:  US_New_York_Dutchess Confirmed 4/12/2020    81     1838     4016     3027        2     2824     9032     5012
TAB:  US_New_York_Dutchess Confirmed .            82     1881     4016     2259        1     2259     5655     3554
TAB:  US_New_York_Dutchess Confirmed 4/14/2020    83     1934     4016     2617        2     2044     5116     3268
TAB:  US_New_York_Dutchess Confirmed .            84     2048     4016     2632        2     2512     4771     3329
TAB:  US_New_York_Dutchess Confirmed 4/16/2020    85     2085     4016     2629        3     2451     4271     3006
TAB:  US_New_York_Dutchess Confirmed .            86     2142     4016     2584        3     2464     4146     3017
TAB:  US_New_York_Dutchess Confirmed 4/18/2020    87     2201     4016     2620        4     2503     3848     3010
TAB:  US_New_York_Dutchess Confirmed .            88     2240     4016     2541        3     2431     3624     2780
TAB:  US_New_York_Dutchess Confirmed 4/20/2020    89     2284     4016     2557        4     2504     3447     2923
TAB:  US_New_York_Dutchess Confirmed .            90     2331     4016     2607       10     2590     3328     2859
TAB:  US_New_York_Dutchess Confirmed 4/22/2020    91     2391     4016     2744       11     2596     6305     3041
TAB:  US_New_York_Dutchess Confirmed .            92     2460     4016     2744       13     2744     3486     3189
TAB:  US_New_York_Dutchess Confirmed 4/24/2020    93     2517     4016     2893       14     2744     4228     3635
TAB:  US_New_York_Dutchess Confirmed .            94     2660     4016     3041       13     3041     3338     3189
TAB:  US_New_York_Dutchess Confirmed 4/26/2020    95     2729     4016     3189       16     3189     3635     3486
TAB:  US_New_York_Dutchess Confirmed .            96     2793     4016     3338       10     3189    11795     3635
TAB:  US_New_York_Dutchess Confirmed 4/28/2020    97     2817     4016     3338       17     2893    25593     3338
TAB:  US_New_York_Dutchess Confirmed .            98     2881     4016     3338       17     3041    17285     3783
TAB:  US_New_York_Dutchess Confirmed 4/30/2020    99     2954     4016     3338       11     3338    14614     4080
TAB:  US_New_York_Dutchess Confirmed .           100     3002     4016     3486       20     3338    25000     4525
TAB:  US_New_York_Dutchess Confirmed 5/2/2020    101     3049     4016     3486       20     3486    23071     5415
TAB:  US_New_York_Dutchess Confirmed .           102     3086     4016     3503       17     3295     8915     4197
TAB:  US_New_York_Dutchess Confirmed 5/4/2020    103     3131     4016     3567       13     3391     6906     4024
TAB:  US_New_York_Dutchess Confirmed .           104     3151     4016     3547       18     3319     5598     3888
TAB:  US_New_York_Dutchess Confirmed 5/6/2020    105     3192     4016     3560       12     3382     5066     3790
TAB:  US_New_York_Dutchess Confirmed .           106     3233     4016     3601       22     3524     4763     4066
TAB:  US_New_York_Dutchess Confirmed 5/8/2020    107     3277     4016     3635       26     3635     7195     4228
TAB:  US_New_York_Dutchess Confirmed .           108     3319     4016     3635       22     3635     5712     4228
TAB:  US_New_York_Dutchess Confirmed 5/10/2020   109     3359     4016     3635       18     3635     8382     4228
TAB:  US_New_York_Dutchess Confirmed .           110     3378     4016     3635       18     3635    20104     4376
TAB:  US_New_York_Dutchess Confirmed 5/12/2020   111     3399     4016     3715       16     3464     4538     3944
TAB:  US_New_York_Dutchess Confirmed .           112     3429     4016     3708       14     3562     4147     3896
TAB:  US_New_York_Dutchess Confirmed 5/14/2020   113     3474     4016     3751       16     3751     4317     3969
TAB:  US_New_York_Dutchess Confirmed .           114     3498     4016     3783       20     3783     5118     4228
TAB:  US_New_York_Dutchess Confirmed 5/16/2020   115     3527     4016     3783       19     3783     5118     4228
TAB:  US_New_York_Dutchess Confirmed .           116     3543     4016     3783       19     3635     6008     4080
TAB:  US_New_York_Dutchess Confirmed 5/18/2020   117     3552     4016     3782       14     3599     4005     3863
TAB:  US_New_York_Dutchess Confirmed .           118     3710     4016     4255        5     3985     4304     4181
TAB:  US_New_York_Dutchess Confirmed 5/20/2020   119     3724     4016     4396        5     4051     4449     4316
TAB:  US_New_York_Dutchess Confirmed .           120     3745     4016     4376        8     3783    28561     4525
TAB:  US_New_York_Dutchess Confirmed 5/22/2020   121     3767     4016     4525        9     3783    20549     5563
TAB:  US_New_York_Dutchess Confirmed .           122     3793     4016     4525        9     3783    14317     4525
TAB:  US_New_York_Dutchess Confirmed 5/24/2020   123     3807     4016     4525       10     3783    15949     5118
TAB:  US_New_York_Dutchess Confirmed .           124     3825     4016     4489        7     3861     9511     4677
TAB:  US_New_York_Dutchess Confirmed 5/26/2020   125     3834     4016     4480       11     3865     7095     4519
TAB:  US_New_York_Dutchess Confirmed .           126     3847     4016     4433       10     3899     5767     4433
TAB:  US_New_York_Dutchess Confirmed 5/28/2020   127     3867     4016     4376       17     3931     5267     4525
TAB:  US_New_York_Dutchess Confirmed .           128     3887     4016     4376       17     3931     4970     4525
TAB:  US_New_York_Dutchess Confirmed 5/30/2020   129     3899     4016     4376       18     3931     4822     4376
TAB:  US_New_York_Dutchess Confirmed .           130     3909     4016     4376       19     3931     6157     4376
TAB:  US_New_York_Dutchess Confirmed 6/1/2020    131     3924     4016     4364       13     3975     4753     4267
TAB:  US_New_York_Dutchess Confirmed .           132     3936     4016     4303       11     4023     4396     4210
TAB:  US_New_York_Dutchess Confirmed 6/3/2020    133     3951     4016     4376       26     4080     4673     4376
TAB:  US_New_York_Dutchess Confirmed .           134     3962     4016     4228       23     4080     4525     4376
TAB:  US_New_York_Dutchess Confirmed 6/5/2020    135     3984     4016     4228       24     4080     5563     4673
TAB:  US_New_York_Dutchess Confirmed .           136     3995     4016     4228       26     4080     5860     4822
TAB:  US_New_York_Dutchess Confirmed 6/7/2020    137     4000     4016     4228       34     4080     6602     4673
TAB:  US_New_York_Dutchess Confirmed .           138     4006     4016     4264       19     4012     4538     4264
TAB:  US_New_York_Dutchess Confirmed 6/9/2020    139     4016     4016     4229       19     4053     4339     4229
